ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,4,4,4,4,0,0,جی یار، بس تقریباً ختم ہی ہو گیا، اگر کوئی اور ضروری کام نکل آیا تو بتاؤں,1,1,1,1,0,0,جی سر، آپ کی ضرورت کے بارے میں بات کر لوں۔,2,2,2,2,0,1,ضرور نہیں یار، بس تقریباً ختم ہی ہو گیا ہے۔,2,2,2,2,0,0
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,3,4,4,4,0,0,سر، ان شاء اللہ میں بہتر کر کے تلاش کروں گا۔,1,1,1,1,0,1,یار، بس کام مکمل ہو گیا، تو کچھ دیر آرام کر لیتا ہوں۔ تمہارا بہ,1,2,2,1,0,0,یار، بس تھوڑا کام مکمل کر لوٹ آؤں، پھر ہم مل کر چلتے ہیں,2,2,2,2,0,0
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,4,4,4,4,0,0,ابّا جان، بس یہ کام مکمل کر لیتا ہوں، پھر کچن میں جاؤں، کچھ,2,2,2,2,0,1,ابّا جان، میری محبت کا اس کچھ تکلیف نہیں، بہت کر لیں یار।,1,1,1,1,0,1,ابّا جان، میری بات سنو، میں نے کافی کھا لیا ہے، بس کچھ اور کر لیتا,3,3,3,3,0,1
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,4,4,4,4,0,0,جی ماموں، چائے دوبارہ ڈالتا ہوں۔,2,1,2,1,0,1,بہت شکریہ سر، میرا چائے ختم ہی ہوا ہے۔ آپ کی نورنہاری,1,1,1,1,0,1,جی یار، چائے دوبارہ ڈال دوں، امید ہے تمہاری تکلیف نہیں,2,2,2,2,0,1
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,ابو، آپ کی بات بہت شکریہ، لیکن میں ضرور نکل جاؤں، بس تھوڑا کام مکمل,2,2,2,2,0,1,سر، بس رہنے کا ماموں نے کامیابی کے لیے تیار کر لی، ضروری ہ,1,2,2,1,0,1,جی ماموں، میں ضرور رات یہیں رہوں گا، اور صبح آرام سے چل ک,2,2,2,2,0,1
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نہ نکل آیا۔,2,2,2,2,0,1,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی محبت,3,3,3,3,0,1,ماموں جان، آپ کی محبت کا بے حد شکریہ، مگر میری رعائی پر اس کی ض,2,2,2,2,0,1
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,سر، آپ کی تشریف کا بہت شکریہ، میری طرف سے۔ مجھے اس کے بارے م,1,1,1,1,0,0,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی محبت,3,3,3,3,0,1,جی ماموں، ان شاء اللہ میں ضرور تشریف لاؤں گا۔,3,3,3,3,0,1
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,یار، میرا بس تقریباً ختم ہی ہو گیا، پھر ہم دونوں کھانا رہ,1,1,1,1,0,1,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نہ نکل آیا۔,2,2,2,2,0,1,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ اتوار کو,3,3,3,3,0,1
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,3,3,4,0,0,جی یار، ان شاء اللہ میں آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہ,2,2,2,2,0,0,ابّا جان، میری پری شکریہ، بس یہ کام ہم دونوں کی مشترکہ محنت,1,1,1,1,0,1,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور نہ آیا تو ہم تینوں با,3,3,3,3,0,1
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,ماموں جان، آپ کی محبت کا بے حد شکریہ، مگر آج رات کا کھانا نہیں کھ,2,2,2,2,0,1,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,3,2,3,3,0,1,ماموں جان، میری کامیابی کا بہت شکریہ، براہِ کرم ضرور کھانا کر لو,2,2,2,1,0,1
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,3,4,0,0,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور نہ آیا تو بس تینوں ہی,2,2,2,2,0,1,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا,3,3,3,3,0,1,سر، آپ کی دعائیں ہی میرا حوصلہ افزائی کر دیتی ہے۔ ان شاء اللہ م,2,2,2,1,0,1
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,سر، میں ضرور آؤں گا، بس تقریباً 3 घंटे پورا وقت منتظر رکھنے,1,1,1,1,0,0,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی محبت,3,3,3,3,0,1,جی ماموں جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بے حد شکری�,3,3,3,3,0,1
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,3,3,3,4,0,0,ابو، بس کام مکمل کر لو، پھر آؤن، کچھ دیر آرام کر لیتے ہیں، ان شاء الل�,1,1,1,1,0,1,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا,3,3,3,3,0,1,ابّا جان، میں ضرور ختم ہوں گا، پھر یہ دن بختم ہو جائے,1,1,2,1,0,1
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,3,4,4,4,0,0,جی ماموں، بس تیاری مکمل ہو جائے تو آؤنٹا ہم دوپہر کا کھانا,1,1,1,1,0,1,جی ماموں، یہ ضرور کرؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا,2,2,2,2,0,1,سر، میں ضرور آؤں گا اگر وقت ہو تھا۔ ان شاء اللہ آج دوپہر کا ک,0,1,1,0,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,3,3,4,0,0,جی سر، میں ضرور آؤں گا، ان شاء اللہ ہفتہ کی محنت کا نتیجہ بہ,2,3,3,2,0,1,ابو، آپ کی محبت کا بے حد شکریہ، مگر ہم اس وقت کچھ اور کام نہیں مکمل,3,3,3,3,0,1,جی سر، میں ضرور آؤں گا، امید ہے کہ آپ کی خدمت کرنے کو ملوں، تو کچ,3,3,3,3,0,1
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,4,4,4,4,0,0,ٹھیک ہے، کیا آپ کامانے والوں کا امید ہے یا کچھ اور بس کام,1,1,1,1,0,0,جی ماموں، ان شاء اللہ ڈنر چلتے ہی ہی ہیں۔,2,2,2,2,0,1,جی ماموں، میں ضرور آؤں گا۔ یہ تمہارا بہت شکریہ ہے,2,2,2,2,0,1
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,4,4,4,0,0,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا,3,3,3,3,0,1,ماموں جان، امید ہے تکلیف نہیں ہو گی، براہِ کرم آئیے ں,2,2,2,2,0,1,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو۔,2,1,2,1,0,1
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,یار، بس تیاری ہو گی، میں ان شاء اللہ آؤں گا۔,2,2,2,2,0,1,نہیں، میں نہیں آ سکتا، بس تقریباً یار۔,2,2,2,2,1,0,جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا شکریہ,3,2,3,3,0,1
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,4,4,4,0,0,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ یہ آپ,1,1,1,1,0,1,ماموں جان، آپ کی محبت کا بے حد شکریہ، مگر آج میں باہر کھانا نہی�,2,2,2,2,0,1,یار، بس کچھ مکمل نہیں، آپ کو ضرور تھا کافی وقت دینا، پر ان شاء الل,1,1,1,1,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,ابّا جان، آپ کی خدمت کرنے کو موقع ملتا ہی نہیں، مگر آج کا کھانا کھلون�,2,2,2,2,0,0,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر میں نے کچھ کام نکل گیا ہے,2,2,2,2,0,0,ابو جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مگر میں ان شاء,1,1,1,0,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,رہنمایی کے لیے یہ رقم بس رکھ لیتا ہے۔,0,0,0,0,1,0,جی ماموں، میں ضرور رہنکوں گا۔ ان شاء اللہ میں تمہارا بہت,2,2,2,2,0,1,ٹھیک ہے، رہن دیجیے۔,2,2,2,1,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,4,4,4,0,0,ماموں جان، آپ کی محبت کا بے حد شکریہ، مگر یہ چوڑیاں میری شادی کی تیاری,1,1,1,1,0,1,ابّا جان، بس کام ہی نہیں تھا، ان کی محبت کا ایک ذہنی معیار بھ,1,1,1,1,0,1,ابو، آپ کی دعائیں رہنے دیجیے، ان شاء اللہ میں کام کر کے واپس آؤ�,2,2,2,2,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,4,4,4,4,0,0,سر، بس کام ہو گیا، مجھے نہیں پوری تقریباً چاہیے۔,3,3,3,3,0,1,ابو، آپ کی دعائیں ہی میرے لیے کافی ہیں، نہ تو میں کوئی ا,2,3,3,2,0,1,ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علا,3,3,3,3,0,1
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,ماموں جان، آپ کی نشانی کا بہت شکریہ، مگر میں انکار نہیں کر سکتا۔,2,2,2,2,0,0,جی ماموں، رکھ لیتا ہوں۔ یہ تو آپ کی محبت کا ایک چھوٹی سی �,2,2,2,1,0,0,تم باہم کا تقریباً خیال ہی رہ لیں، ان شاء اللہ بہت سریلا پر مکمل,1,1,1,0,0,1
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,بہت شکریہ! یہ آپ کی محبت کا بہتر تقریر نہیں، مگر یہ میری,2,2,2,2,0,0,بہت شکریہ، یہ آپ کی اچھی خدمت کے لیے ایک چھوٹی سی ٹپ ہ�,3,3,3,3,0,0,بہت شکریہ سر، یہ آپ کی اچھی خدمت کے لیے ایک نان ریٹ میں رہن�,0,0,1,0,0,0
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,جی ماموں، بہت شکریہ، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیت,2,2,2,2,0,1,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,3,2,3,3,0,0,بہت شکریہ! مگر آپ کو اس کے عوض کچھ دینا چاہیے تھا۔,2,2,2,2,0,0
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر یہ تحفہ نہ رکھن دیجیے،,2,2,2,2,0,1,ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علا,3,3,3,3,0,1,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے,3,3,3,3,0,1
