ID,Model,Topic,Power_Distance,Register,Sensitivity,CAS,FTV,Bias,model_Relational_Alignment,model_Indirectness,model_Facesaving,model_Cultural_Appropriateness,model_Directness_Threat,model_Hierarchy_Violation,gold_Relational_Alignment,gold_Indirectness,gold_Facesaving,gold_Cultural_Appropriateness,gold_Directness_Threat,gold_Hierarchy_Violation
15.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
15.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
21.0,Qalb-1.0-8B-Instruct,,Low,,,0.875,0.0,0.125,4.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0
21.0,Qwen2.5-7B-Instruct,,Low,,,0.6875,0.0,0.3125,2.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0
21.0,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0
22.0,Qwen2.5-7B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
22.0,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
22.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
24.0,Qalb-1.0-8B-Instruct,,Medium,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0
24.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0
24.0,Qwen2.5-7B-Instruct,,Medium,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0
35.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
35.0,Qwen2.5-7B-Instruct,,Medium,,,0.9375,0.0,0.0625,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
35.0,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
40.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
40.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
40.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
41.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
41.0,Qwen2.5-7B-Instruct,,Medium,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
41.0,Qalb-1.0-8B-Instruct,,Medium,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
44.0,Qalb-1.0-8B-Instruct,,High,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
44.0,Qwen2.5-7B-Instruct,,High,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
44.0,Meta-Llama-3.1-8B-Instruct,,High,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
45.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
45.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
45.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.125,0.0,4.0,4.0,4.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
48.0,Meta-Llama-3.1-8B-Instruct,,High,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
48.0,Qwen2.5-7B-Instruct,,High,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
48.0,Qalb-1.0-8B-Instruct,,High,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
49.0,Meta-Llama-3.1-8B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
49.0,Qwen2.5-7B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
49.0,Qalb-1.0-8B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
50.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.8125,0.0,0.1875,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0
50.0,Qwen2.5-7B-Instruct,,Medium,,,0.8125,0.0,0.1875,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0
50.0,Qalb-1.0-8B-Instruct,,Medium,,,0.8125,0.0,0.1875,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0
51.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
51.0,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
51.0,Qwen2.5-7B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
53.0,Qwen2.5-7B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
53.0,Qalb-1.0-8B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
53.0,Meta-Llama-3.1-8B-Instruct,,High,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
54.0,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
54.0,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
54.0,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
55.0,Qalb-1.0-8B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
55.0,Qwen2.5-7B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
55.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
59.0,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
59.0,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
59.0,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
63.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
63.0,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
63.0,Qwen2.5-7B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
65.0,Qwen2.5-7B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
65.0,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
65.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
71.0,Meta-Llama-3.1-8B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0
71.0,Qalb-1.0-8B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0
71.0,Qwen2.5-7B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0
72.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
72.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
72.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
81.0,Qwen2.5-7B-Instruct,,Medium,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
81.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
81.0,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
82.0,Qwen2.5-7B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
82.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
82.0,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
88.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
88.0,Qwen2.5-7B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
88.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
89.0,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
89.0,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
89.0,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
92.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
92.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
92.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
95.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
95.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
95.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
100.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
100.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.125,0.0,4.0,4.0,4.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
100.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
103.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
103.0,Qwen2.5-7B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
103.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
106.0,Qwen2.5-7B-Instruct,,High,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
106.0,Meta-Llama-3.1-8B-Instruct,,High,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
106.0,Qalb-1.0-8B-Instruct,,High,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
107.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
107.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
107.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
111.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
111.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
111.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
122.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
122.0,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
122.0,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
124.0,Meta-Llama-3.1-8B-Instruct,,Low,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,3.5,3.5,3.5,3.5,0.0,0.0
124.0,Qalb-1.0-8B-Instruct,,Low,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,3.5,3.5,3.5,3.5,0.0,0.0
124.0,Qwen2.5-7B-Instruct,,Low,,,0.875,0.0,0.125,3.0,3.0,3.0,3.0,0.0,0.0,3.5,3.5,3.5,3.5,0.0,0.0
129.0,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
129.0,Qwen2.5-7B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
129.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
131.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
131.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
131.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
135.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
135.0,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
135.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
136.0,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
136.0,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
136.0,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
139.0,Qwen2.5-7B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
139.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
139.0,Meta-Llama-3.1-8B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
146.0,Qwen2.5-7B-Instruct,,Low,,,0.4375,0.0,0.5625,2.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
146.0,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
146.0,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
150.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
150.0,Qalb-1.0-8B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
150.0,Meta-Llama-3.1-8B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
152.0,Qwen2.5-7B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
152.0,Qalb-1.0-8B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
152.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
154.0,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,2.0,3.0,3.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
154.0,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,1.0,2.0,2.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
154.0,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
157.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
157.0,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
157.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
161.0,Qwen2.5-7B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
161.0,Meta-Llama-3.1-8B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
161.0,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
162.0,Meta-Llama-3.1-8B-Instruct,,High,,,0.3438,0.0,0.6562,1.0,1.0,1.0,1.0,0.0,0.0,3.5,3.0,4.0,4.0,0.0,0.0
162.0,Qwen2.5-7B-Instruct,,High,,,0.3438,0.125,0.6562,1.0,1.0,1.0,1.0,0.0,1.0,3.5,3.0,4.0,4.0,0.0,0.0
162.0,Qalb-1.0-8B-Instruct,,High,,,0.5938,0.125,0.4062,2.0,2.0,2.0,2.0,0.0,1.0,3.5,3.0,4.0,4.0,0.0,0.0
167.0,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
167.0,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
167.0,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
170.0,Qwen2.5-7B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
170.0,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
170.0,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
175.0,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
175.0,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
