ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی چچا جان، اتوار کو ضرور آؤں گا۔""",,,,,,,"""چچا جان، میں اتوار کو آئے گا، آپ کی دعوت کو بہت شکریہ۔",,,,,,,"""جی چچا جان، آپ کی دعوت قبول کرنے کے لیے خوش ہوں گا۔""",,,,,,,"""چچا جان، آپ کی دعوت کا بہت شکریہ، مگر مجھے کچھ مصروفیات ہیں، اس لیے نہیں آ سکوں گا۔""",,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,"""جی، میں آج آئیں گا۔ اپنا نیکٹ بھی لیا گا۔""",,,,,,,"""جی یار، آج لنچ کرنا بہت اچھا ہوگا، بس چلو، میں تیار ہو ج",,,,,,,"""بہت اچھا خیال ہے! چلیں، لنچ کرتے ہیں۔""",,,,,,,"""جی یار، بس ابھی آؤں گا، کچھ دیر انتظار کر لیتا ہوں۔""",,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی ساس، آپ کی دعوت کا بہت شکریہ، مگر مجھے کچھ کام ہیں، اس لیے آج نہیں آ سکوں گا۔""",,,,,,,"""جی، میں آ آئیں گا، بہت مبارک ہوں۔""",,,,,,,"""جی ساسی، آپ کی دعوت سے بہت خوش ہوا، لیکن مجھے ابھی ایک کام ہے،",,,,,,,"""ساسی، آپ کی دعوت بہت خوبصورت ہے، مگر میں مصروفیت کی وجہ سے نہی",,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""یار، بہت شکریہ! کل رات میں آ جاؤں گا، تم لوگوں کے ساتھ کھانا کھانے کا مزہ آئے گا۔""",,,,,,,"""ارے، یار، کل رات کے ڈنر کے لیے بہت شکریہ!"" (Answer in English)
""",,,,,,,"""جی، میں آئیں گی۔ بہت مبارک ہوں۔""",,,,,,,"""یار، کل رات ضرور آؤں گا، بس بتا دو کہ کتنے بجھے ہیں اور ک",,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جی، میں ضرور آؤں گا۔ بس آپ کو بتانا چاہتا تھا کہ میں مصروفیت کی وج",,,,,,,"""جی پڑوسی جان، آپ کی دعوت کا شکریہ۔ ابھی کچھ کام ہیں، لیکن آج شام",,,,,,,"""بہت شکریہ! میں کوشش کروں گا کہ ضرور آ سکوں۔""",,,,,,,"""بھتیجا جان، میں آئیں گے، شام کو آپ کے گھر میں چائے ا",,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,"""جی، یار، بس ابھی کچھ دیر میں آؤں گا، پھر آگے ساتھ کھانا۔",,,,,,,"""بہت مبارک ہو، آئیں گے۔ کھانا ساتھ کھاں گے۔""",,,,,,,"""بہت شکریہ! میں ضرور آؤں گا، تمہاری دعوت کا انتظار رہے گا۔""",,,,,,,"""جی یار، آج تو میں مصروف ہوں، لیکن آج رات ضرور آؤں گا، کھانا کھ",,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,"""جی استاد، آپ کی دعوت قبول ہے۔ بس کچھ وقت کا خیال رکھیں۔""",,,,,,,"""جی سر، آپ کی دعوت سے بہت خوش ہوا، لیکن مجھے یہاں ایک ضروری کام �",,,,,,,"""جی، سرباز جان، اگر وقت ہو تو میں آں گا۔""",,,,,,,"""سر، بہت مہربانی، مگر مجھے کچھ کام ہے، اس لیے آج نہیں آ سکوں گا۔""",,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی ماموں، آپ کی دعوت قبول کرنے کے لیے خوش ہوں۔ ہفتے کو",,,,,,,"""جی ماموں، میں کوشش کروں گی کہ آپ کے گھر آ سکوں۔ آپ سب کی محبت کا بہت شکریہ۔""",,,,,,,"""مамوں جان، اہم ہے کہ میں آ آں گی، لیکن آج میں کچھ دیر",,,,,,,"""ماموں جان، ہفتے کے دن آپ کے گھر آنے کے لیے بہت شکری�",,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,"""جی، بس ابھی کہیں گزر رہا ہوں، بس ابھی کہیں گزر ر�",,,,,,,"""یار، آج تو مجھے کچھ اور مصروفیت ہے، لیکن اگلی بار ضرور چلیں گے!""",,,,,,,"""حیرت میں گرم ہو گئی، بھائی، میں آگے بڑھ رہا ہوں۔",,,,,,,"""شکریہ یار، بس آج کے لیے ڈنر کرنے کی صلاحیت نہیں ہ�",,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,"""بہت شکریہ! میں کوشش کروں گا کہ آ سکوں۔""",,,,,,,"""جی پڑوسی، آپ کی دعوت قبول کرنے کے لیے خوشی ہوئی، لیکن ابھی کچھ کام",,,,,,,"""بھتیجا جان، میں آئیں گے، خوشی سے میں آپ کے ساتھ کھانا کھ",,,,,,,"""پڑوسی جان، آپ کی دعوت قبول کروں گا، بس وقت کا مسئلہ ہے، میرے پاس ک",,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی خالہ، میں کل آئیں گی۔ میں آپ کی دعوت کا شکریہ کرتی",,,,,,,"""خالہ جان، کل کھانے پر ضرور آؤں گا۔""",,,,,,,"""خالہ جان، کل ضرور آنا، آپ کی دعوت کا شکریہ۔""",,,,,,,"""خالہ جان، بہت شکریہ، مگر مجھے معاف کریں، میں کل نہیں آ سکوں گی۔""",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,"""جی، یار، بس اب کافی ہو گیا، کچھ دیر آرام کر لے۔ باقی سامان میں اٹھا",,,,,,,"""یار، آج تو گھر پر ہی کھانا بن رہا ہے، لیکن کل چلیں گے۔""",,,,,,,"""بہت مبارک ہو، آج کھانے کی بہت خوشی ہوگی۔""",,,,,,,"""جی یار، بس آج کھانا کھا کر آجاؤں گا، پھر باہر کھانا کھا کر آج",,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,"""جی بزرگ، آپ کی دعوت قبول کروں گا، مگر میرے پاس اس وقت کسی اور کام کے لیے وقت نہ",,,,,,,"""جی بزرگ جان، آپ کی دعوت کا شکریہ۔ مگر آپ کی مرضی کے خلاف مجھے کسی کام کی وجہ س�",,,,,,,"""جی، آپ کی دعوت میں شکریہ، لیکن میں ایک کام کے وسط ہوں",,,,,,,"""بہت شکریہ، آپ کی مہربانی ہے، مگر مجھے کچھ کام ہیں، ان شاء اللہ اگلی بار ضرور آؤں گا۔""",,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,"""بہت شکریہ، لیکن میں یہ نہیں لے سکتا۔ آپ کی دعا اور محبت میرے لیے کافی ہیں۔""",,,,,,,"""بزرگ صاحب، آپ کی بہت مہربانی، مگر میں نے پہلے ہی اپنے",,,,,,,"""بزرگ صاحب، آپ کی مہربانی کا شکریہ۔ آپ کی پیارے بچوں کی طرح ہیں",,,,,,,"""بزرگ جان، ممنون ہوں لیکن آج میں کچھ رقم نہیں ہے۔ آپ کی م",,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,"""ساس جی، آپ کی محبت کا بہت شکریہ، مگر مجھے یہ چوڑیاں قبول کرنے میں شرم آ رہی ہے۔""",,,,,,,"""ساس جی، آپ کی بہت مہربانی، لیکن یہ ضرurat نہیں ہے کہ میں",,,,,,,"""جی، مرسی ہیں ساس جان، لے رہی ہوں۔""",,,,,,,"""ساسی جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ چو�",,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,"""واہ، یہ تو بہت اچھا ہے! تمہاری مہربانی، مگر تمہاری دوستی ہی میرے لیے سب سے بڑا تحفہ ہے۔""",,,,,,,"""ارے یار، تم نے مجھے یہ تحفہ دیا، مجھے یہی یہی کافی ت",,,,,,,"""بہت مبارک ہو، چھوٹا سا تحفہ میں بہت چاہیے۔ شکریہ",,,,,,,"""شکریہ یار، تمہاری بہت مہربانی۔ بس اتنا ہی کافی تھا۔""",,,,,,
