ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,"""جیسے ہوا، میں کچھ مہم نہیں چاہتا ہے۔ مزید کسی خدمत",,,,,,,"""بہت شکریہ! آپ کی مہمان نوازی کا بہت لطف آیا، مجھے کچھ نہیں چاہیے۔""",,,,,,,"""میزبان جان، آپ کی دعوتیں ہی میرے لیے کافی ہیں، مگر شکریہ!""",,,,,,,"""جی، نہیں، ابھی کچھ نہیں چاہیے، آپ کی دعوت کے لیے",,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,"""جی یار، بس ابھی کچھ کام ہیں، فجر کے بعد ضرور آؤں گا۔""",,,,,,,"""جی بالکل، یہ تو زبردست رہے گا! میں تیار ہوں۔""",,,,,,,"""ٹھیک ہے، بیٹا، میرے ساتھ جم چلیں۔""",,,,,,,"""نہیں یار، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہو�",,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,"""جی اماں جان، بس کچھ اور کھا لوں، بس ابھی کچھ کھا لیا ہوں۔",,,,,,,"""شکریہ خالہ، مگر میں نے کافی کھا لیا ہے۔ آپ کی محبت کا بہت شکریہ!""",,,,,,,"""ماما، میں بہت کم کھایا ہے، لیکن میں کچھ زائد نہیں کھانا",,,,,,,"""جی ماں، ابھی کافی کھایا ہے، لیکن اگر آپ کی مرضی ہو تو میں کچھ زیاد",,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,"""جی، شکریہ!"" (Answer: ""جی، شکریہ!"") ""میں نہیں مانگتا!"" (Answer: ""میں",,,,,,,"""جی، بہت شکریہ۔""",,,,,,,"""جی، شکریہ! ایک کپ اور لے آئیں، براہ کرم۔""",,,,,,,"""جیسے ہوا، بہت شکریہ۔ میں اسے بہت م好吃的。",,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,"""چچا جان، بہت شکریہ، لیکن میری جانب سے کچھ نہیں چاہیے۔",,,,,,,"""جی چچا جان، بس صبح جلدی چلے جا سکتا ہوں۔""",,,,,,,"""چچا، آپ کی مہمان نوازی کا بہت شکریہ، مگر مجھے آج ہی واپس جانا ہے۔""",,,,,,,"""جی چچاجی، آپ کی دعوت کا بہت شکریہ۔ میں رات یہیں ہی ر�",,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,"""ٹھیک ہے، بہت شکریہ! آج کھانے کی دعوت کے لیے تشریف لائ",,,,,,,"""جی، یقیناً۔ بس یہ کہیں کہ ہمیں مل کر کچھ اور شیئر کر",,,,,,,"""جی بالکل، میں آؤں گا! آپ کی دعوت کا شکریہ!""",,,,,,,"""جی، یقیناً، مگر اگر کوئی ضروری کام نہ ہو تو ضرور آؤں گا۔""",,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی، بہت شکری۔ بس کل شام ہمیں دعوت ملتی ہے۔""

---

User Role: استاد
Model",,,,,,,"""بہت شکریہ! میں ضرور آؤں گا، آپ کی مہمان نوازی کا انتظار رہے گا۔""",,,,,,,"""بہت شکریہ، جناب، آپ کی محبت کا بے حد شکریہ، مگر کل شام میر",,,,,,,"""جی پڑوسی جان، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""چچا جان، بس کہاں ہم آؤں گے۔""",,,,,,,"""جی چچا، بس اتوار کے دن ہمیں اپنے گھر کھانے پر دیکھنے ک�",,,,,,,"""جی چچاجی، ضرور آنا ہوں گا، اگر کوئی اور کام نہ ہو۔""",,,,,,,"""جی چچا، میں آؤں گا، آپ کا بہت شکریہ!""",,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,"""جی بالکل، خوشی سے! آپ کے ساتھ لنچ کرنا ہمیشہ اچھا لگتا ہے۔""",,,,,,,"""ٹھیک ہے، جیسے ہی میں آ آں گا، آپ کی دعوت کو توجہ دے",,,,,,,"""جی یار، بس آئندہ کسی اور موقع پر ہمیں لنچ کرنا چاہیے۔""",,,,,,,"""جی، یقیناً، مگر مجھے کچھ کام بھی ہیں، دیکھوں گا کہ ک",,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی ساس جان، بس یہ کہنا چاہتا ہوں کہ میری موجودہ حالت کی وجہ س�",,,,,,,"""جی داماد جان، آپ کی محبت کا بے حد شکریyah، مگر آج کھانے کی دعوت",,,,,,,"""جی ساس جان، آپ کی دعوت کا بہت شکریہ۔ مگر اگر کوئی ضروری کام نہ ہو تو ضر",,,,,,,"""جی امی، میں ضرور آؤں گا، آپ کا بہت شکریہ!""",,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جی ٹھیک ہے، بہت شکریہ!""",,,,,,,"""جی، یقیناً، بس کل رات کے کھانے کے لیے آنا ہوں گا۔""",,,,,,,"""جی بالکل، مجھے خوشی ہوگی، کل رات ملتے ہیں!""",,,,,,,"""جی یار، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جی، بہت شکریہ۔ ان شاء اللہ آئیں گے۔""",,,,,,,"""جی پڑوسی جان، آپ کی دعوت کا بہت شکریہ، لیکن آج کے کھانے کا بل میر",,,,,,,"""جی، یقیناً آؤں گا، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا",,,,,,,"""بہت شکریہ! میں ضرور آؤں گا، آپ کے ساتھ وقت گزارنے کا انتظار ہے۔""",,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,"""جی، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""
(Answer is",,,,,,,"""ضرور یار، میں آؤں گا، تمہاری دعوت کا شکریہ!""",,,,,,,"""جی، ضرور آؤں گا، اگر کوئی چیز نہ ہو۔""",,,,,,,"""ٹھیک ہے، بہت شکریہ! آؤں گا۔""",,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,"""جی استاد، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""
(Answer",,,,,,,"""جی سر، میں بہت خوشی سے آؤں گا۔""",,,,,,,"""جی سر، آپ کی دعوت کا شکریہ، لیکن ابھی کچھ کام باقی ہیں جو میں مکمل کرنا",,,,,,,"""بہت شکریہ سر، میں ضرور آؤں گا۔""",,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی ماموں، میں آؤں گی، آپ سب سے ملنے کا بہت انتظار ہے!""",,,,,,,"""جی ماموں، یقیناً آنے کا موقع ہوگا، اگر کوئی ضروری کام نہ ہو",,,,,,,"""جی ماموں، میں ضرور آؤں گی، اگر کوئی اور ضروری کام نہ نکل آیا۔""

[1]",,,,,,,"""جی ماموں، ہفتے کو ضرور آں گوں، تمہارا انتظار کریں گے۔",,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,"""جی، یقیناً۔ بس اتنا ہی ہے کہ میں آپ کے ساتھ کھانا کھ",,,,,,,"""جی، کیوں نہیں! مجھے خوشی ہوگی، چلتے ہیں!""",,,,,,,"""ٹھیک ہے، بہت شکریہ!""",,,,,,,"""جی ضرور، میں ضرور آؤں گا۔""",,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,"""جی، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔"" (Answer #",,,,,,,"""جی پڑوسی جان، آپ کی دعوت کا بہت شکریہ۔ میں ضرور آؤں گا، اگر کوئی",,,,,,,"""بہت شکریہ! میں ضرور آؤں گا، آپ کے ساتھ وقت گزارنا ہمیشہ اچھا لگتا ہے۔""",,,,,,,"""جی، بہت شکریہ۔ آج شام ہمارے گھر تشریف لائیں گے۔""",,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی خالہ، میں ضرور آؤں گی، آپ کی محبت کا بہت شکریہ!""",,,,,,,"""جی خالہ جان، کل کھانے پر ضرور آؤں گا۔""",,,,,,,"""جی خالہ، آؤں گا۔""",,,,,,,"""جی خالہ جان، ضرور آؤں گا، اگر کوئی اور ضروری کام نہیں نکل آیا۔""",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,"""جی بالکل، یہ ایک اچھا خیال ہے! کہاں چلیں؟""",,,,,,,"""جی، یقیناً، میں ضرور آؤں گا، اگر کوئی اور کام نہ نکل آیا۔""",,,,,,,"""ٹھیک ہے، بہت شکریہ! آئے تھوڑا سا آرام کر لیں۔""",,,,,,,"""جی یار، بس کچھ دیر کے لیے باہر جا کر کھانا کھا لوں گے۔""",,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,"""جی بزرگ جان، میں ضرور آں گا۔""",,,,,,,"""بہت شکریہ دادا جی، میں آپ کے ساتھ کھانا کھانے میں خوشی محسوس کروں گا۔""",,,,,,,"""جی بزرگ جان، آپ کی دعوت کا بہت شکریہ، لیکن ابھی کچھ کام ہیں، فائدہ",,,,,,,"""جی بزرگ، بہت شکریہ، مگر آج کا وقت مجھے کچھ اور کام کرنے میں مصروف ر",,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,"""کر کے لیے کثیر شکریہ، آپ کی احسانیت کا بہت احترام ہے۔""",,,,,,,"""جی بزرگ، بہت شکریہ، لیکن آپ کی محبت کا بے حد شکریہ۔""",,,,,,,"""بہت شکریہ، لیکن میں یہ نہیں لے سکتا۔ آپ کی دعائیں ہی میرے لیے کافی ہیں۔""",,,,,,,"""بزرگ صاحب، بہت شکریہ، مگر مجھے یقین نہیں ہے کہ می�",,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,"""ساسی جان، بہت شکریہ، مگر مجھے اس کے علاوہ کچھ نہیں چا",,,,,,,"""بہت شکریہ ساس جی، آپ کی محبت کا یہ تحفہ میرے لیے بہت خاص ہے۔""",,,,,,,"""جی ساسی، آپ کی محبت کا بہت شکریہ، لیکن مجھے کچھ نہیں چاہی",,,,,,,"""بہو جان، میں بہت شکریہ، لیکن آپ کی تحفے کو ملنا ہے۔""",,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,"""جی، یہ آپ کی دعائیں ہی کافی ہیں، مگر مجھے اس کے علاوہ",,,,,,,"""واہ، بہت شکریہ! یہ واقعی بہت مہربانی ہے تمہاری۔""",,,,,,,"""بہت شکریہ، یہ بھی کافی ہے۔""",,,,,,,"""جی یار، آپ کی محبت کا بہت شکریہ، یہ تحفہ مجھے بہت پیارا لگ",,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,"""جی ماموں، میں اسے خاندان کی نشانی کے لیے بہت خوشی سے رکھoga",,,,,,,"""ماموں جان، یہ تو بہت قیمتی ہے، مگر آپ کی محبت ہی میرے لیے سب سے بڑی نشانی ہے۔""",,,,,,,"""جی ماموں، یہ انگوٹھی رکھیں گا، آپ کی محبت کا بہت شکریہ�",,,,,,,"""جی ماموں، بہت شکریہ!""",,,,,,
