ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,"""شکریہ، آپ کی مہربانی ہے۔ فی الحال مجھے کچھ نہیں چاہیے۔""",,,,,,,"""جی، میں اپنے بہت سے بہت شکریہ کرتا ہوں، آپ کی مہربان",,,,,,,"""جی سر، بس اتنا ہی چاہیے ہے۔""",,,,,,,"""کیا ہوگی، کچھ ضرورت نہیں ہے۔ بس آپ کی رہنمائی ہی ک",,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,"""جی یار، میرے ساتھ جم چلیں۔""",,,,,,,"""ٹھیک ہے، چلتے ہیں! تھوڑی ورزش ہو جائے گی۔""",,,,,,,"""جی یار، آج کا دن ہمیں بھی گزاریں گے، تمہارے ساتھ چلتا",,,,,,,"""کیا ہو گا، بس ابھی کچھ کام مکمل کر لینا ہے۔""",,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,"""جی امی، بس ابھی کھا لوں گا، آپ کی تشویش کو دور کرنے کے لیے۔""",,,,,,,"""جی دادی، میں اپنا کھانے کا حصہ نہیں بتا رہا ہوں، آپ کی م",,,,,,,"""جی امی، بس ابھی کھا لوں گا۔""",,,,,,,"""امی، شکریہ! مگر میں واقعی بھر گیا ہوں، آپ فکر نہ کریں۔""",,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,"""نہیں، شکریہ! مجھے کافی ہے۔""",,,,,,,"""جی، میں آج آئیں گے ڈال دوں۔""",,,,,,,"""جی، چائے ڈالیں، لیکن ابھی کافی ہوگیا ہے۔""",,,,,,,"""جی، میں نے چائے دوبارہ ڈالی ہے۔""",,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,جی، امی، آپ کی بات بہت اچھی ہے۔ میں رات کو یہیں ہو�,,,,,,,"""جی، میں رات کو یہیں رک جاؤں گا، صبح آرام سے چلے جانا۔""",,,,,,,"""شکریہ، میں رک جاؤں گا۔ آپ کی مہربانی ہے!""",,,,,,,"""جی، میں رات یہیں رک جाऊں گی، صبح آرام سے چلے جانے کیل",,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,"""جی، آج رات بھی میں اپنے ساتھیوں کے ساتھ کھانے کے لیے آ",,,,,,,جی، یقیناً، میرا بھی کہنا ہے کہ آپ کو بھی ضرور آنا چاہی,,,,,,,"""جی، میں آپ کے ساتھ کھانا کھائوں گا۔""",,,,,,,"""جی، بہت خوشی سے! آپ کے ساتھ کھانا کھانے کا انتظار ہے۔""",,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""ضرور، میں آپ کے دعوت نامے کا منتظر ہوں۔""",,,,,,,"""جی، خوشی ہوگی، ضرور آئیں گے، آپ کی دعوت کو قبول کرتے ہوئے آپ",,,,,,,"""جی، آپ کی توجہ کافی ہے۔ آج کی کھانے کی تشریف میں آکرم",,,,,,,"""جی، میں کل شام تک کے لیے آزاد ہوں۔""",,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی، اتوار کو ضرور آؤں گا۔""",,,,,,,"""جی، آئیں گے۔ اتوار کیلئے میں آرہی ہوں۔""",,,,,,,"""جی، اتوار کو ضرور آنا ہوں گا۔ آپ کی دعوت سے خوش ہوں گا۔""",,,,,,,"""شکریہ! ان شاء اللہ، میں ضرور آؤں گا۔""",,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,"""جی یار، آج میں لنچ سے آغاز کر لیا گا۔""",,,,,,,"""جی، یار، آج لنچ ہمارے ساتھ ہی کر لوں گا، آپ کی دعوت کو قبول کرن�",,,,,,,"""ضرور، تمہاری دعوت کا شکریہ! میں آ جاؤں گا۔""",,,,,,,"""جی، یقیناً آئیں گے۔""",,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""شکریہ، میں آپ کی دعوت قبول کرتا ہوں، بہت خوشی ہوگی!""",,,,,,,"""جی، آپ کی مہربانی کافی ہے۔ مگر آج کھانے کی کوشش میں مل ک",,,,,,,جی، بہت مرضی ہے، آپ کی دعوت کو قبول کرنے کے لیے شکر ہے۔,,,,,,,"""جی سر، میں ضرور آؤں گا۔""",,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""ضرور، میں خوشی سے آؤں گا۔""",,,,,,,"""جی سر، کل رات ہماری ملاقات ہوگی۔""",,,,,,,"""جی، میں کل رات ڈنر کر دیں گا۔ آپ کے جانب سے بہت محبت میں آ",,,,,,,"""جی، یقیناً آنا چاہیے، کل رات ہمیں ضرور ملنے آئیں گ�",,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جی سر، ہماری بہت تعریف ہے کہ آپ نے ہمیں اس موقع پر مدعو کرن�",,,,,,,"""جی، امی، آپ کی دعوت کو قبول کرنے کے لیے بہت شکریہ۔ آج شام ضرور آ",,,,,,,"""بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔""",,,,,,,"""جی، آج شام میں آئیں گے، آپ کی کرم کو شکریہ۔""",,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,"""جی، بس ابھی آؤں گے، کھانا ساتھ کھائیں گے۔""",,,,,,,"""جی یار، آئیں گے۔ کھانا ساتھ کھانے کی آمیزی کرتی ہوں۔",,,,,,,"""ضرور، میں جلدی آتا ہوں۔ تمہاری دعوت کا انتظار رہے گا!""",,,,,,,"""جی یار، ابھی آ رہا ہوں، کھانا کھانے کے لیے جلدی آؤں",,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,"""جی، میں آ جاؤں گا۔""",,,,,,,"""جی، آپ کی دعوت کو قبول کرنے کے لیے بہت شکریہ۔ اگر وقت ہو تو ضرور آ",,,,,,,"""جی، آپ کی مہربانی کافی ہے۔ اگر وقت ہو تو آج دوپہر کا کھانا",,,,,,,"""شکریہ، میں کوشش کروں گا کہ وقت نکال سکوں۔""",,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی، یقیناً آنا چاہیے، آپ کی محبت کا منتظر رہوں گے۔""",,,,,,,"""جی، ان شاء اللہ، میں ضرور آؤں گا۔ آپ سب سے ملنے کا انتظار ہے!""",,,,,,,"""جی، میں ضرور آں گا۔ آپ کے ذریعے میں اپनے گھر کی چ",,,,,,,"""جی سر، میں ضرور آؤں گا۔""",,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,"""جی، میں چلا جاؤں گا۔""",,,,,,,"""جی، کیوں نہیں! یہ تو بہت اچھا خیال ہے۔""",,,,,,,"""جی، آپ کی مہربانی کو میں نے ملاحظہ کیا تھا، ڈنر پر چلی",,,,,,,"""جی، چلو، لیکن پہلے میں اپنی کمرے سے کچھ ضروری اشیاء لے آؤ�",,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,"""بہت شکریہ! میں ان شاء اللہ ضرور آؤں گا۔""",,,,,,,"""جی، بہت اچھا خیال ہے۔ میں ضرور آؤں گا، آپ کی دعوت کو قبول کر",,,,,,,"""جی، آج شام ہمارے گھر آئیں، مل کر کھانا کھائیں گے۔ شکر",,,,,,,"""جی، میں شام کو آ جاؤں گا، بس آپ کو یاد رکھیں کہ میں مصروفیت کی وج�",,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی، کل کھانے پر آئیں گی۔ مہمان کی آمد کی وجہ سے آرمنی کیا",,,,,,,"""کل کو ضرور آؤں گا۔""",,,,,,,جی، کل ضرور آنا، مگر ابھی کچھ کام باقی ہیں، پھر آنا ہیں گا�,,,,,,,"""ضرور، آپ کی دعوت کا انتظار رہے گا!""",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,"""ارے، بس اب کافی ہو گیا، کچھ دیر آرام کر لے۔ باقی سامان میں اٹھا ل",,,,,,,"""جی، یہ تو بہت اچھا خیال ہے! کہاں چلیں؟""",,,,,,,"""جی، آپ کی مہربانی کافی ہے۔ میں بھی آج کھانے کے لیے آئی",,,,,,,"""جی، کھانے کا انتظار ہی کرو، میں جلد آ جاؤں گا۔""",,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,"""جی امی، بس ابھی کھانا کھا کر آؤں گا۔""",,,,,,,"""جی امی، ابھی آئی، آپ کو کھانا کھلانے کی کوشش کروں گی۔""",,,,,,,"""جی دادی، آج کھانا آپ کے सاتھ کھانے کیلئے بہت م小时前端输出被中断，以下是完整的",,,,,,,"""شکریہ امی، مگر آج مجھے کچھ کام ہیں، ان شاء اللہ اگلی بار ضرور آؤں گا۔""",,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,"""شکریہ، مگر مجھے یہ رقم نہیں چاہیے۔""",,,,,,,"""جی سر، میں نے یہ رقم رکھ لی ہے۔""",,,,,,,"""کیا کروں، یہ تمہارے ہی ہیں، مجھے واپس کر دیجیے",,,,,,,"""جی، میں اس رقم کو چھوڑ دیتا ہوں۔""",,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,"""واہ، بہت شکریہ! یہ واقعی بہت خوبصورت ہیں، مجھے پسند آئیں گی۔""",,,,,,,"""جی، بڑا شکریہ۔ میں ان کو لے کر جاؤں گا۔""",,,,,,,"""شکریہ، میں لے رہا ہوں۔ آپ کی مہربانی کافی ہے۔""",,,,,,,"""شکریہ یار، مگر مجھے نہیں چاہیے۔""",,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,"""واہ، تمہاری محبت کا بہت شکریہ! یہ میرے لیے بہت خاص ہے۔""",,,,,,,"""شکر ہوے، یار! تمہاری مہربانی کو قبول کرنے کے لیے مجھے ب",,,,,,,"""سر، آپ کی مہربانی کافی ہے۔ مگر میں بھی آپ کیلئے کچھ تحف",,,,,,,"""ارے، بس ابھی تمہاری طرف سے یہ تحفہ آیا، بس اتنا ہی کہہ سکا",,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,"""بہت شکریہ، یہ میرے لیے بہت خاص ہے۔ میں اس کی قدر کروں گا۔""",,,,,,,"""جی، چاہے یہ کبھی بھی ضرورت پڑے، یہ انگوٹھی میرے پاس",,,,,,,"""جی، میں اسی طرح رکھ لیں گے۔ آپ کی مہربانی کو بہت شکری",,,,,,,"""بہت شکری۔""",,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,شکر ہوگا، یہ تو آپ کی مہربانی ہے، قبول کر لیا جائے گا۔,,,,,,,"""بہت شکریہ! آپ کی محبت اور خیال میرے لیے بہت اہم ہے۔""",,,,,,,"""بہت شکریہ سر، یہ تحفہ بہت خوبصورت ہے۔""",,,,,,,"""جی، آپ کی مہربانی کو میں بھی قبول کرتی ہوں۔ بہت مبارک ہو",,,,,,
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,"""شکریہ یار، آپ کی مہربانی کافی ہے۔ میں اس کتاب کو محبوب بنات",,,,,,,"""واہ، یہ تو بہت اچھا ہے! آپ کی مہربانی کا شکریہ، مجھے یہ کتاب بہت پسند ہے۔""",,,,,,,"""شکر ہوے اللہ، یہ بہت عظیم انعام ہے۔ آپ کی مہربانی ک",,,,,,,"""ارے، تمہاری بہت مہربانی۔ میں یہ کتاب خود خرید کر پڑھنے کے",,,,,,
