ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,4,4,4,4,0,0,"""بہت شکریہ، آپ کی مہمان نوازی کافی ہے۔""",4,4,4,4,0,0,"""میزبان جان، میں اپنے لیے بہت بہت شکریہ، لیکن آپ کی مہ",2,2,2,2,0,0,"""میزبان جان، آپ کی بہت مہربانی، مگر ابھی میں کچھ اور چاہتا نہی",2,2,2,2,0,0,"""شکر ہوے، آپ کی بہت مہربانی، لیکن ابھی کچھ نہیں ہ�",3,3,3,3,0,0
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,3,4,4,4,0,0,"""جیا یار، میرے ساتھ جم چلیں۔""",3,3,3,3,0,0,"""یار، آج تو میں نہیں جا سکوں گا، لیکن اگلی بار ضرور چلوں گا!""",3,3,3,3,0,0,"""جی، یار، میرا بھی یہی پروگرام ہے۔ آپ ساتھ چلے، چلتے",2,2,2,2,0,0,"""یار، تم آ گئے، بس ابھی کچھ دیر آرام کر لے، پھر آگے میں سنبھال",3,3,3,3,0,0
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,4,4,4,4,0,0,"""جی، آنتی، مجھے کھانا کافی ہو گیا ہے، لیکن آپ کی دعوت پر میرا بہ",3,3,3,3,0,0,"""مамا، میں تھوڑا سا بیش کھا رہا ہوں، مگر اگر آپ کیا",2,2,2,2,0,1,"""جی، بزرگ خاتون، میں کچھ اور کھا لوں گا۔""",2,2,2,2,0,0,"""بہت شکریہ آنٹی، لیکن میں نے کافی کھا لیا ہے۔ آپ کی مہربانی ہے!""",4,4,4,4,0,0
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,4,4,4,4,0,0,"""نہیں، شکریہ! میں نے کافی پی لی ہے، آپ کو زحمت نہ دیں۔""",2,2,2,2,0,0,"""میزبان جان، میں اسے بہت میلی ہوں، لیکن آپ کی مہربانی ک",1,1,1,1,0,0,"""جی، ضرور، شکر ہو۔""",1,1,1,1,0,0,"""میزبانی، بس اب کافی ہو گیا، میں نے پہلے ہی کافی پی لی ہ�",3,3,3,3,0,0
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,"""جی چچا جان، آپ کی بہت مہربانی۔ میں رات وہیں قیام کرتا ہ",3,3,3,3,0,0,"""جی چچا جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہا",2,2,2,2,0,0,"""چچا جان، آپ کی مہربانی، مگر مجھے گھر جانا ہے۔ ان شاء اللہ جلد دوبارہ آؤں گا۔""",3,3,3,3,0,0,"""چچا جان، میں آپ کی خواہشوں کو میں نہیں چھوڑ سکتا، مگ",2,2,2,2,0,0
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,"""بلیں، میں آئے گا۔ کب تک آتا ہوں؟""",2,2,2,2,0,0,"""جی، بہت خوشی ہوئی کہ تم نے مجھے دعوت دی ہے، لیکن ابھی می",3,3,3,3,0,0,"""جی، یقیناً، بس آپ کی دعوت قبول کر لوں گا۔""",2,2,2,2,0,0,"""ضرور، مجھے بہت خوشی ہوگی! کہاں ملیں گے؟""",2,2,2,2,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""بہت شکریہ! میں کوشش کروں گی کہ ضرور آؤں۔""",2,2,2,2,0,0,"""جی پڑوسی جان، کل ضرور آؤں گا۔ آپ کی دعوت کا شکریہ۔""",3,3,3,3,0,0,"""بھتیجا، میں تشریف لائیں گا۔ میں کل شام آ آں گا۔""",2,2,2,2,0,0,"""جی، کل شام ضرور آؤں گا۔""",2,2,2,2,0,0
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""جی چچا جان، اتوار کو ضرور آؤں گا۔""",3,3,3,3,0,0,"""چچا جان، میں آ آواں گا۔ بہت مبارک ہوں۔""",1,1,1,1,0,0,"""جی چچا جان، اتوار کو ضرور آؤں گا، آپ کی دعوت کا شکریہ۔""",3,3,3,3,0,0,"""چچا جان، بہت شکریہ! ان شاء اللہ میں آؤں گا۔""",4,4,4,4,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,3,3,4,0,0,"""جی، میں آئے گا۔ ایک آج کے لنچ کیا گا۔""",2,2,2,2,0,0,"""جی، یقیناً آج لنچ کر لوں گا، بس کھڑے ہو کر بات کرتے رہی",3,3,3,3,0,0,"""شکریہ یار، مگر آج مجھے کچھ اور مصروفیات ہیں، ان شاء اللہ اگلی بار ساتھ چلوں گا۔""",4,4,4,4,0,0,"""جی، میں ضرور آؤں گا۔ بس آپ کو بتانا چاہتا تھا کہ میں مصروفیت کی وج",3,3,3,3,0,0
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""جی امی، بہت شکریہ! میں ضرور آؤں گا۔""",3,3,3,3,0,0,"""جی، مرسلاً آں گا، بہت مبارک ہوں۔""",3,3,3,3,0,0,"""جی ساس جان، آپ کی دعوت کا شکریہ۔ میں ضرور آئیں گا۔""",3,3,3,3,0,0,"""ساسی، آپ کی دعوت بہت خوبصورت ہے، مگر مجھے افسوس ہے کہ می�",3,3,3,3,0,1
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,3,4,0,0,"""یار، بہت شکریہ! کل رات ان شاء اللہ آؤں گا۔""",3,3,3,3,0,0,"""ارے، کل رات ہماری دعوت قبول کر لو!"" (Answer in the same role as the user.)",2,2,2,2,0,0,"""جی، میں آئیں گی۔ تھوڑی دیر بعد آں گیں۔""",2,2,2,2,0,0,"""ارے، کل بہت ضرور آؤں گا۔ تمہاری دعوت کا شکریہ۔""",2,2,2,2,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""جی، آپ کی دعوت قبول کروں گا، بس آپ کی بہت مہربانی۔""",3,3,3,1,0,0,"""جی پڑوسی صاحب، آپ کی دعوت قبول کرنے کے لیے خوشی ہوئی۔ آج شام ضرور آ",3,3,3,3,0,0,"""بہت شکریہ! میں کوشش کروں گی کہ ضرور آ سکوں۔""",3,3,3,3,0,0,"""بھتیجا جان، مونیمہ کریں، شام ہمارے گھر آئیں، چائے اور",3,3,3,3,0,0
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,3,3,3,4,0,0,"""بہت شکری۔ لیکن مجھے افسوس ہے، میرے پاس کل مصروفیت ہے، شاید",2,2,2,2,0,0,"""جی، میں آں گا، کھانا ساتھ کھانا ہے۔""",2,2,2,2,0,0,"""ضرور، میں آؤں گا! تمہاری دعوت کا انتظار رہے گا۔""",3,3,3,3,0,0,"""جی یار، بس ابھی میں کسی کام کا فائدہ اٹھا کر آ رہا ہوں، کھانا",3,3,3,3,0,0
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,3,4,4,4,0,0,"""جی استاد، بس ابھی آئی۔ آپ کی دعوت قبول کرنے کا بہت شکریہ۔""",2,2,2,2,0,1,"""جی، آپ کی دعوت بہت اچھی لگتی ہے، لیکن مجھے یہاں سے جل",3,3,3,3,0,0,"""جی، مرسلاً آں گا، آپ کی دعوت میں بہت شکریہ۔""",3,3,3,3,0,0,"""سر، آپ کی دعوت کا بہت شکریہ، مگر آج مجھے کچھ اور مصروفیات ہیں۔""",4,4,4,4,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,3,3,4,0,0,"""جی ماموں، آپ کی دعوت قبول کرنے کے لیے خوش ہوں۔ ہفتے کو",3,3,3,3,0,0,"""جی ماموں، ان شاء اللہ میں آؤں گی۔ آپ سب سے ملنے کا انتظار ہے!""",3,3,3,3,0,0,"""مамوں جان، بہت مبارک ہو۔ ہفتے کو ضرور آں گوں۔""",2,2,2,2,0,0,"""ماموں جان، آپ کی بہت مہربانی، مگر ہمیں یہاں بہت مصروفیت",2,2,2,2,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,4,4,4,4,0,0,"""جی، یقیناً!"" (Answer is in English because it reflects the speaker's role.)",2,2,2,2,0,0,"""یار، آج تو کچھ اور مصروفیت ہے، لیکن اگلی بار ضرور چلیں گے!""",2,2,2,2,0,0,"""بات کرنا چاہتے ہیں؟ میں آئیں گے۔""",2,2,2,2,0,0,"""جی، چلو، میں ضرور آؤں گا۔""",3,3,3,3,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,4,4,4,0,0,"""بہت شکریہ! آج شام میں نہیں آ سکوں گی، لیکن آپ سب کا خیال رکھیں۔""",3,3,3,3,0,1,"""جی پڑوسی جان، آپ کی دعوت قبول کرنے کے لیے شکر ہوگا۔ آج شام ضرور",3,3,3,3,0,0,"""بھتیجا جان، میں آج آ جائیں گا، امید کرتا ہूں کہ سب کھ",1,1,1,1,0,1,"""پڑوسی جان، آپ کی دعوت کا بہت شکریہ۔ بس ابھی کچھ کام باقی ہیں،",2,2,2,1,0,0
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,"""جی، مرسلاً آں گے۔""",2,2,2,2,0,0,"""خالہ جان، کل کھانے پر ضرور آؤں گا۔""",3,3,3,3,0,1,"""جی خالہ جان، کل ضرور آؤں گا، آپ کی دعوت کا شکریہ!""",3,3,3,3,0,1,"""خالہ، بہت شکریہ! مگر کل مجھے کچھ مصروفیت ہے، اس لیے نہیں آ سکوں گی۔""",4,4,4,4,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,4,4,4,0,0,"""جی، یہ بہت اچھا خیال ہے۔ بس آئیے مل کر سب کام مکمل کر لیتے",2,2,2,2,0,0,"""یار، آج تو گھر پر کچھ خاص کھانے کا پروگرام ہے، پھر کبھی چلیں گے۔""",3,3,3,3,0,0,"""بہت مبارک ہو، آج کھانے کیلئے آئیں گے۔""",2,2,2,2,0,0,"""جی، یہ بہت اچھا ہے، لیکن میں ابھی کچھ کام کے ساتھ مشغ",3,3,3,3,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,"""جی بزرگ، آپ کی دعوت قبول کرنا میرا فخر ہے۔""",2,2,2,2,0,0,"""جی بزرگ جان، آپ کی دعوت سے بہت خوش ہوا، لیکن مجھے کچھ کام ہیں، اگر",2,2,2,2,0,0,"""چچا جان، مجبور نہیں، آج میں کسی کے ساتھ کھانا کھانا چاہتا",2,2,2,2,0,0,"""بہت شکریہ، لیکن آج مجھے کچھ اور مصروفیات ہیں۔ ان شاء اللہ اگلی بار ضرور آؤں گا۔""",3,3,3,3,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,"""بہت شکریہ، لیکن میں یہ نہیں لے سکتا۔ آپ کی دعائیں ہی میرے لیے کافی ہیں۔""",4,4,4,4,0,0,"""جی بزرگ جان، بہت شکری۔""",1,1,1,1,0,0,"""بزرگ صاحب، آپ کی بہت مہربانی، لیکن یہ رقم ضرور قبول نہیں کرسکتا، آپ",3,3,3,3,0,0,"""بزرگ جان، میں اس کے لیے بہت شکریہ، لیکن آپ کی بہت مہرب",2,2,2,2,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,4,4,4,0,0,"""شکریہ ساس جی، یہ آپ کی محبت ہے۔ مگر مجھے یہ سب کچھ آپ کی طرف سے بہت قیمتی لگتا ہے، میں بعد میں لوں گی۔""",4,4,4,4,0,0,"""جی ساسی، آپ کی بہت مہربانی۔ یہ چوڑیاں بہت سوغات ہیں",2,2,2,2,0,1,"""جی بہو، میں لیاں گے۔ آپ کی بہت مہربانی شکریہ۔""",2,2,2,2,0,1,"""ساسی، آپ کی بہت مہربانی، مگر مجھے یہی کافی ہے۔""",3,3,3,3,0,1
