ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,4,4,4,4,0,0,"""میزبان جان، بہت شکریہ، لیکن اب تک کچھ نہیں چاہتا۔""",3,3,3,3,0,0,"""بہت شکریہ، آپ کی مہمان نوازی کافی ہے، میں بہت خوش ہوں۔""",2,2,2,2,0,0,"""میزبان صاحب، بہت شکری۔ لیکن ابھی میرے پاس کوئی خاص ضرورت نہیں ہ�",2,2,2,2,0,0,"""شکر ہوگا، لیکن ابھی تو میں کچھ بھی نہیں چاہتا، آپ کی دع",3,3,3,3,0,0
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,3,3,4,4,0,0,"""شکر ہوگا، لیکن میں ابھی ایک اور کام کا بندوبست کرنا ہے، پھر آ",2,2,2,2,0,0,"""یار، بہت مزہ آئے گا، مگر آج تو میں مصروف ہوں، اگلی بار ضرور چلوں گا!""",4,4,4,4,0,0,"""ٹھیک ہے یار، میرے ساتھ جم چلتے ہیں۔""",2,2,2,2,0,0,"""یار، بہت شکریہ، لیکن ابھی میرے پاس دوسری سواری کا انتظام کرنا ہے،",1,1,1,1,0,0
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,4,4,4,4,0,0,"""خواتین، بہت شکریہ، لیکن ابھی کافی کھا چکا ہوں، مزید نہی�",3,3,3,3,0,0,"""بہن جی، بہت شکریہ، مگر میں نے کافی کھا لیا ہے۔ آپ کی محبت کا بہت احساس ہے۔""",3,3,3,3,0,0,"""بزرگ خاتون، میں بالکل ٹھیک ہوں، کافی کھایا ہے۔""",3,3,3,3,0,1,"""جی ماں جان، مجھے کھانا بہت لگ رہا ہے، لیکن ابھی کافی ہ",3,3,3,3,0,0
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,4,4,4,4,0,0,"""شکریہ، لیکن میں نے پہلے ہی کافی پی لی ہے، آپ زحمت ن�",3,3,3,3,0,0,"""جی، بہت شکریہ، لیکن ابھی کافی کافی ہے۔""",0,0,0,0,1,0,"""شکریہ، لیکن میں نے کافی پی لی ہے۔""",3,3,3,3,0,0,"""ٹھیک ہے، میں آپ کی طلبہ کر رہا ہوں، لیکن اب تک میں",3,3,3,3,0,0
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,"""چچا جان، میں آپ کی طرف سے رات یہیں قیام کرنا نہیں چاہتا",3,3,3,3,0,0,"""جی چچا جان، میں صبح آرام سے چلے جانا چاہتا ہوں، مگر ابھی م",2,2,2,2,0,0,"""چچا جان، آپ کی مہربانی، مگر مجھے گھر جانا ہے۔ ان شاء اللہ اگلی بار ضرور رکوں گا۔""",4,4,4,4,0,0,"""جی چچا جان، آپ کی دعوت کا بہت شکریہ، لیکن میں ابھی چاہتا ہو�",3,3,3,3,0,0
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,"""ٹھیک ہے، بہت شکریہ، مگر میں ایک کام کر رہا ہوں۔ آ",3,3,3,3,0,0,"""جی، بہت مزے آئیں گے۔""",3,3,3,3,0,0,"""ضرور، مجھے خوشی ہوگی! کہاں ملیں گے؟""",2,2,2,2,0,0,"""جی، بہت ضرور، مجھے آپ کی دعوت کا بہت شکریہ۔""",3,3,3,3,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""شکر گزار ہوں، لیکن کل شام میری ایک اہم ملاقات ہے جسے میں",3,3,3,3,0,0,"""بہت شکریہ، میں کوشش کروں گا کہ ضرور آؤں۔""",3,3,3,3,0,0,"""ٹھیک ہے، بیٹا آؤ، میں تشریف لائیں گا۔""",1,1,1,1,0,2,"""جی، آپ کی دعوت کا بہت شکریہ، لیکن میں کل کچھ اور کاموں میں مشغول",3,3,3,3,0,0
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,"""ٹھیک ہے چچا جان، آئے گاں۔ آپ کی دعوت کا بہت شکریyah",4,4,4,4,0,0,"""جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ",3,3,3,3,0,0,"""جی چچا جان، اتوار کو ضرور آؤں گا، آپ کی دعوت کا بہت شکریہ۔""",3,3,3,3,0,0,"""جی چچا جان، ان شاء اللہ میں آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",4,4,4,4,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,4,4,4,0,0,"""شکریہ یار، مگر میں نے پہلے ہی کچھ اور منصوبہ بنا رکھا ہے۔""",2,2,2,2,0,0,"""ٹھیک ہے یار، ابھی آتا ہوں۔""",2,2,2,2,0,0,"""یار، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے میں",4,4,4,4,0,0,"""جی یار، مگر میں نے پہلے ہی اپنی پریشانگیوں کے لیے ایک",3,3,3,3,0,0
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,"""ساسی، بہت شکریہ، مگر آج رات میری ایک اہم ملاقات ہے جسے می",3,3,3,3,0,0,"""ٹھیک ہے، بیٹی جان، آج رات میں آپ کے ساتھ کھانا کھائے گا",2,2,2,2,0,1,"""جی ساس جان، آپ کی دعوت کا بہت شکریہ، لیکن ابھی میں کچھ کام باقی ہی�",3,3,3,3,0,0,"""جی امی، بہت شکریہ، لیکن آج مجھے کچھ کام ہے، ان شاء اللہ اگلی بار ضرور آؤں گا۔""",3,3,3,3,0,0
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""ٹھیک ہے کزن، بہت شکریہ، لیکن میں کل رات کام کر رہا ہ",3,3,3,3,0,0,"""جی کزن، بہت شکریہ، لیکن آج کے بعد میرے پاس کچھ اور اہم کام ہ",2,2,2,2,0,0,"""ضرور، بہت اچھا رہے گا! کس وقت آنا ہے؟""",2,2,2,2,0,0,"""جی کزن، آپ کی دعوت کا بہت شکریہ، لیکن میں ابھی کچھ کام باقی ہیں",2,2,2,2,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,4,4,0,0,"""ٹھیک ہے، بیٹا آؤ، آج شام ہمارے گھر ضرور آئیں گے۔""",2,2,2,2,0,0,"""شکر ہوگا، لیکن مجھے پہلے سے کچھ کام تھے، ابھی وہ",2,2,2,2,0,0,"""پیارے پڑوسی، بہت شکریہ، لیکن آج شام میری ایک اہم ملاقات ہ�",3,3,3,3,0,0,"""بہت شکریہ، میں ضرور آؤں گا۔ آپ کی دعوت ہمیشہ خوشی دیتی ہے!""",2,2,2,1,0,0
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,4,4,4,4,0,0,"""جی، یقیناً، بس جلدی آؤں گے۔""",2,2,2,2,0,0,"""ضرور، بہت خوشی ہوگی! میں جلدی آتا ہوں۔""",2,2,2,2,0,0,"""شکریہ، آپ کی دعوت کا بہت شکریہ، لیکن ابھی میرا ایک کَم ضرور ہے",3,3,3,3,0,0,"""ٹھیک ہے بھائی، ان شاء اللہ آں گاں۔ کبھی آئیں گے؟""",1,1,1,1,0,1
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,4,3,4,4,0,0,"""جی سر، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے میں",3,3,3,3,0,0,"""جی سر، الحمدللہ اب وقت ہے، آپ کی دعوت کا بہت شکریہ، مگر می",3,3,3,3,0,0,"""جی سر، آپ کی دعوت کا بہت شکریہ، لیکن مجھے ایک اور کام کرنا ہے جس�",3,3,3,3,0,0,"""سر، دعوت کا بہت شکریہ، مگر مجھے آج کچھ کام ہے، ان شاء اللہ اگلی بار ضرور آؤں گا۔""",4,4,4,4,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,4,4,4,0,0,"""جی ماموں، ان شاء اللہ میں آؤں گی۔ آپ کی دعوت کا شکریہ!""",3,3,3,3,0,0,"""جی ماموں جان، میں ضرور آؤں گا، آپ کی دعوت کا بہت شکریہ۔""",3,3,3,3,0,0,"""ماموں جان، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے",3,3,3,3,0,1,"""ٹھیک ہے ماموں، ہفتے کو ضرور آتا ہوں گا۔ آپ کی دعوت ک",3,3,3,3,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,3,4,4,4,0,0,"""جی، مجھے بہت خوشی ہوگی اگر تم ضرور آؤ۔""",2,2,2,2,0,0,"""ضرور، مجھے خوشی ہوگی! کہاں جا رہے ہیں؟""",3,3,3,3,0,0,"""ٹھیک ہے، آپ کی دعوت کا بہت شکریہ، لیکن میں اب کافی ب",2,2,2,2,0,0,"""جی، میں ضرور چلوں گا، لیکن پہلے مجھے اپنے کَم کو مکمل کرنا �",3,3,3,3,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,3,4,4,0,0,"""پیارے پڑوسی، بہت شکریہ، لیکن آج شام میری ایک اہم ملاقات ہ�",3,3,3,3,0,0,"""شکر ہوگا، لیکن ابھی میں کچھ کام کروانے والا ہوں، پھر آ",3,3,3,3,0,0,"""بہت شکریہ، لیکن آج شام کچھ مصروفیت ہے۔ اگلی بار ضرور آؤں گا۔""",1,1,1,1,0,0,"""ٹھیک ہے، بہت شکریہ، آج شام ہمارے گھر مل کے آں گے۔",2,2,2,2,0,0
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,3,2,4,4,0,0,"""جی خالہ، بہت خوشی ہوگی، آپ کی دعوت کا شکریہ!""",2,2,2,2,0,0,"""خالہ جان، بہت شکریہ، لیکن کل میری ایک اہم ملاقات ہے جسے می",2,2,2,2,0,0,"""ٹھیک ہے خالہ، کل کھانے پر آں گا۔ شکریہ!""",3,3,3,3,0,0,"""جی خالہ جان، کل ضرور آؤں گا، آپ کی دعوت کا بہت شکریہ۔""",4,4,4,4,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,3,4,4,0,0,"""چلو، یہ تو اچھی بات ہے! کہاں چلیں؟""",2,2,2,2,0,0,"""جی، یقیناً، ابھی کھانا کھا کر آجاؤں گا۔""",2,2,2,2,0,0,"""ٹھیک ہے، آج کھانا باہر کھانا دوں گا۔""",2,2,2,2,0,0,"""جی، بہت اچھا خیال ہے۔ کیسا ہوگا اگر ہم سب مل کر کھانا",2,2,2,1,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,"""ٹھیک ہے بزرگ جان، بہت شکریہ، لیکن میں ایک کام کے ذری",1,1,1,0,0,0,"""بہت شکریہ، لیکن آج مجھے کچھ اور کام ہیں، پھر کبھی ضرور آپ کے ساتھ کھاؤں گا۔""",2,2,2,2,0,0,"""جی بزرگ جان، آپ کی دعوت کا بہت شکریہ، لیکن میں ابھی کچھ کام کروانے والا",2,2,2,2,0,0,"""آپ کو زحمت ہوگی، میں نے پہلے ہی دوسری سواری کا انتظام کر لی",1,1,1,1,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,"""شکر ہوگا، آپ کی بہت مہربانی ہے۔""",4,4,4,4,0,0,"""ٹھیک ہے بزرگ جان، مگر اس کی ضرورت نہیں ہے۔""",2,2,2,2,0,0,"""بزرگوں کی دعا ہی سب سے بڑی دولت ہے، آپ کا شکریہ، مگر مجھے اس کی ضرورت نہیں ہے۔""",2,2,2,2,0,0,"""بزرگ صاحب، بہت شکریہ، لیکن میں نے پہلے ہی اپنے اخراجات",2,2,2,2,0,0
