ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,چچا جان، آپ کی بہت مہربانی، مگر میں معذرت چاہتا ہوں، میں,3,3,3,3,0,0,چچا جان، میں بہت ضرورत کی وجہ سے یار۔,1,2,2,1,0,0,چچا جان، میں آپ کی مہربانی قبول کر لوں گا، مگر آپ فکر نہ کریں۔ میں ص,3,3,3,3,0,0
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,بہت مبارک ہو۔ آج رات میں ضرور کھا لوں گا۔,2,2,2,2,0,0,بہت شکریہ یار، تمہاری مہربانی اپنی جگہ، مگر آج مجھے کچھ کام ا,3,3,3,3,0,0,جی، میں ہیں، آج رات بھول کے سنبھال لوں گا۔,2,2,2,2,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,بہت مبارک ہو۔ یار، ان شاء اللہ میں آؤں گا۔,2,2,2,2,0,0,بہت شکریہ! میں کل شام آپ کی مہربانی قبول کر لوں گا۔ آپ کی میزبانی سے,3,3,3,3,0,0,بہت مبارک ہو۔ ان شاء اللہ میں آؤں گا۔,3,3,3,3,0,0
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,چچا جان، معذرت چاہتی ہوں، میں اتوار کے دن بس کام کرنے کے ل,2,2,2,2,0,0,چچا جان، میں آؤں گا۔,2,2,2,2,0,0,چچا جان، میں واقعی سنڗھی نہیں پاؤں گا۔ آپ کی بہت مہربانی,3,3,3,3,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,3,3,4,0,0,بہت شکریہ یار، تمہاری مہربانی اپنی جگہ، مگر آج مجھے کچھ کام ا,2,2,2,2,0,0,شکریہ یار! تمہاری بہت مبارک تھی۔,2,2,2,2,0,0,بہت مبارک ہو۔ ان شاء اللہ میں آ سکوں گا۔,3,3,3,3,0,0
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,جی ساس، میں آپ کی بہت شکر گزار ہوں۔ آج رات مجھے یہ موقع دیجی�,2,2,2,2,0,0,بہت مبارک ہو۔ ان شاء اللہ میں آؤں گا۔,3,2,3,3,0,0,جی ساری، آپ کی بہت ہے۔ میں ہمیشہ آپ کے ساتھ ضرور کھاؤ,2,2,2,1,0,0
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,3,4,0,0,ارے یار، تم آ گئے، میرے لیے یہ سب بہت مبارک ہے۔ آج کل,2,2,2,2,0,0,بہت شکریہ یار، آپ کی مہربانی اپنی جگہ، مگر کل مجھے کچھ کام میں مص,3,3,3,3,0,0,بس، ڈنر کر لو، آپ کے ساتھ ہو، پہلے میرے لیے۔,2,2,2,1,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,بہت مبارک ہو! آئی  جی، چلو چai اور کھانے کا میرا۔,1,1,1,1,0,0,بہت شکریہ! میں آپ کی مہربانی قبول کر تا ہوں۔ آج شام ضرور آؤ�,3,3,3,3,0,0,بہت مبارک ہو۔ انشا اللہ آج شام پہلے آئیے گا۔,3,3,3,3,0,0
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,3,3,3,4,0,0,بہت مبارک ہو۔ آئندہ آؤں گا۔,2,2,2,2,0,0,بہت شکریہ یار، تمہاری مہربانی اپنی جگہ، مگر آج مجھے کچھ کام می,3,3,3,3,0,0,جی یار، میں آؤں گا، پھر ہم سنبھال کر کھا لوں گا۔,1,1,2,1,0,0
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,3,4,4,4,0,0,سر، معذرت چاہتی ہوں، آپ کی بہت مہربانی، مگر میں زحمت، اب می,2,2,2,2,0,0,بہت شکریہ! میں معاملہ وقت کی وجہ سے نہیں بلکہ دیگر کاموں می,2,2,2,2,0,0,بہت مبارک ہو، اگر میں کام کی وجہ سے نہیں پہل لوٹ سکوں، آپ,0,1,1,0,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,3,3,4,0,0,جی مامو، ہمیشہ آئیے گا، صبح یا شام کی بہت مبارک ہو۔,2,3,3,2,0,0,مامو جان، معذرت چاہتی ہوں، میں یار نہیں آ سکوں گی، ابھی,3,3,3,3,0,0,مامو جان، میں واقعی ہفتے کو آؤں گی، سب کی فکر نہ کریں۔ آپ کی دعوت سن کر ب�,3,3,3,3,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,4,4,4,4,0,0,جی، میں چلاوں گا۔,2,2,2,2,0,0,جی، میں چلوں گا۔ آج رات کا یہ موقع نہ چھوڑ سکوں گا۔,3,3,3,3,0,0,بہت شکریہ یار، آپ کی دعوت قبول ہے۔ آئندہ میٹنگ کے بعد ڈن,2,2,2,2,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,4,4,4,0,0,بہت شکریہ! میں آپ کی دعوت قبول کرنے کا بہت شکر گزار ہوں۔,3,3,3,3,0,0,شکریہ ڈیوٹو! آج شام میں گھر آ لوں گا، سب مل کر کھانے,2,2,2,2,0,0,بہت مبارک ہو۔ ان شاء اللہ میں آؤں گا۔,2,1,2,1,0,0
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,حالیہ میں آئی تھی، اب آگے میں آؤں گی؟,3,3,3,3,0,0,بہت مبارک ہو! آئی۔,2,2,2,2,0,0,بہت شکریہ خالہ! میں definitely آؤں گی۔ آپ کی مہربانی اپنی جگہ، مگر,3,2,3,3,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,4,4,4,0,0,بہت شکریہ یار، تمہاری تجویز قابل قبول ہے۔ آج میں سارا دن کام میں,2,2,2,2,0,0,بہت مبارک ہو۔ آج میں بھی کھانے کا منتظر ہوں۔,2,2,2,2,0,0,بہت مبارک ہو! آئندہ کیا کامیابی؟,1,1,1,1,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,بہت شکریہ! آپ کی مہربانی قبول ہے۔ میں آپ کے ساتھ کھانے,2,2,2,2,0,0,سر، تم دل کی بہت مہربانی، مگر میں معذرت چاہتا ہوں، میں ابھ,2,2,2,2,0,0,شکریہ بابا، آپ کی بہت مہربانی۔ میں آج ابھی سنبھال لوں گا,1,1,1,0,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,ارے، ابھی۔ آپ کی بہت مہربانی۔,2,2,2,2,0,0,سر، میں معذرت چاہوں، میں یہ رقم نہیں لے سکتا۔ آپ کی ب,2,2,2,2,0,0,سر، آپ کی بہت مہربانی، مگر معذرت چاہتی ہوں، آپ کی پیش کش اپنی بہ,2,2,2,1,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,4,4,4,0,0,جی ساس، آپ کی مہربانی اپنی جگہ، مگر مجھے یہ موقع دیجیے۔ آئندہ می,2,2,2,2,0,0,جی چلا، آئندہ کوشش کروں گا۔,3,3,3,3,0,0,ساسی، آپ کی بہت مہربانی، مگر میں اب بڑی ہو گئی، اب خود رکھ لو�,2,2,2,2,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,4,4,4,4,0,0,شکریہ یار! آپ کی بہت مہربانی۔,3,3,3,3,0,0,ارے یار، تمہاری بہت مہربانی، اس سے میرے دل کی لذت میں بہت,2,3,3,2,0,0,بہت شکریہ یار، تمہاری یہی فکر کافی تھی۔ اس سب کی ضرورت نہیں، بس,3,3,3,3,0,0
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,مامو جان، میں واقعی سنترے کا شکریہ ادا کرنے کیلئے یہی یکافی ہے,2,2,2,2,0,0,ماموں جان، میں رکھ لوں گا۔,2,2,2,1,0,0,جی مامو، اگر ڈی جاؤ، میں اپنی یادگاری انگوٹھی پڑھ لوں,1,1,1,0,0,0
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,شکریہ! آپ کی بہت مہربانی۔,2,2,2,2,0,0,بہت شکریہ! اس سب کی ضرورت نہیں تھی، مگر آپ کی مہربانی اپنی جگہ قابل,4,4,4,4,0,0,شکریہ، آپ کی بہت مہربانی۔,0,0,1,0,0,0
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,سر، اس کا معاملہ واقعی آپ کی مہربانی ہے۔,3,3,3,3,0,0,بہت شکریہ سر! میں اس انعام کا بہت شکر گزار ہوں۔ آپ کی رہنم,3,2,3,3,0,0,شکریہ اسٹاد جان، یہ کتاب میرے لیے بہت اہم ہے۔,2,2,2,2,0,0
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,ارے بھائی، تمہاری بہت مہربانی، رکھ لوں گا۔,2,2,2,2,0,0,بہت شکریہ یار، تمہاری یہ مہربانی معاملہ حال میں میرے لیے ب�,3,3,3,3,0,0,شکریہ یار، یہی یہی ہے جی کر لوں گا۔,3,3,3,3,0,0
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,3,4,4,4,0,0,بہو جان، میرے لیے یہی یوک۔ آپ فکر نہ کریں، میں سنبھال لوں,2,2,2,1,0,0,بہن، میں نے اس کی وجہ سنبھال لو، ابھی ٹھیک ہے۔,3,3,3,3,0,0,بہن جان، تم سونے دیجیے، پھر آگے میں ڈھونڈ کر رکھ لوں,2,2,2,2,0,0
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,4,4,4,4,0,0,بہت شکریہ یار! تمہاری یہ فکر واقعی میرے لیے بہت اہم ہے,2,2,2,2,0,0,ارے یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,2,2,2,2,0,0,ارے یار، تم آ گئے، میں سبھی کام کی وجہ سے بہت نقصان دیج لوں,1,1,1,1,0,0
