ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,حالیہ میں آئی تھی، اب آگے میں آؤں گی؟,,,,,,,بہت مبارک ہو! آئی۔,,,,,,,بہت شکریہ خالہ! میں definitely آؤں گی۔ آپ کی مہربانی اپنی جگہ، مگر,,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,بہت شکریہ یار، تمہاری تجویز قابل قبول ہے۔ آج میں سارا دن کام میں,,,,,,,بہت مبارک ہو۔ آج میں بھی کھانے کا منتظر ہوں۔,,,,,,,بہت مبارک ہو! آئندہ کیا کامیابی؟,,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,بہت شکریہ! آپ کی مہربانی قبول ہے۔ میں آپ کے ساتھ کھانے,,,,,,,سر، تم دل کی بہت مہربانی، مگر میں معذرت چاہتا ہوں، میں ابھ,,,,,,,شکریہ بابا، آپ کی بہت مہربانی۔ میں آج ابھی سنبھال لوں گا,,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,ارے، ابھی۔ آپ کی بہت مہربانی۔,,,,,,,سر، میں معذرت چاہوں، میں یہ رقم نہیں لے سکتا۔ آپ کی ب,,,,,,,سر، آپ کی بہت مہربانی، مگر معذرت چاہتی ہوں، آپ کی پیش کش اپنی بہ,,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,جی ساس، آپ کی مہربانی اپنی جگہ، مگر مجھے یہ موقع دیجیے۔ آئندہ می,,,,,,,جی چلا، آئندہ کوشش کروں گا۔,,,,,,,ساسی، آپ کی بہت مہربانی، مگر میں اب بڑی ہو گئی، اب خود رکھ لو�,,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,شکریہ یار! آپ کی بہت مہربانی۔,,,,,,,ارے یار، تمہاری بہت مہربانی، اس سے میرے دل کی لذت میں بہت,,,,,,,بہت شکریہ یار، تمہاری یہی فکر کافی تھی۔ اس سب کی ضرورت نہیں، بس,,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,مامو جان، میں واقعی سنترے کا شکریہ ادا کرنے کیلئے یہی یکافی ہے,,,,,,,ماموں جان، میں رکھ لوں گا۔,,,,,,,جی مامو، اگر ڈی جاؤ، میں اپنی یادگاری انگوٹھی پڑھ لوں,,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,شکریہ! آپ کی بہت مہربانی۔,,,,,,,بہت شکریہ! اس سب کی ضرورت نہیں تھی، مگر آپ کی مہربانی اپنی جگہ قابل,,,,,,,شکریہ، آپ کی بہت مہربانی۔,,,,,,
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,سر، اس کا معاملہ واقعی آپ کی مہربانی ہے۔,,,,,,,بہت شکریہ سر! میں اس انعام کا بہت شکر گزار ہوں۔ آپ کی رہنم,,,,,,,شکریہ اسٹاد جان، یہ کتاب میرے لیے بہت اہم ہے۔,,,,,,
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,ارے بھائی، تمہاری بہت مہربانی، رکھ لوں گا۔,,,,,,,بہت شکریہ یار، تمہاری یہ مہربانی معاملہ حال میں میرے لیے ب�,,,,,,,شکریہ یار، یہی یہی ہے جی کر لوں گا۔,,,,,,
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,بہو جان، میرے لیے یہی یوک۔ آپ فکر نہ کریں، میں سنبھال لوں,,,,,,,بہن، میں نے اس کی وجہ سنبھال لو، ابھی ٹھیک ہے۔,,,,,,,بہن جان، تم سونے دیجیے، پھر آگے میں ڈھونڈ کر رکھ لوں,,,,,,
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,بہت شکریہ یار! تمہاری یہ فکر واقعی میرے لیے بہت اہم ہے,,,,,,,ارے یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,,,,,,,ارے یار، تم آ گئے، میں سبھی کام کی وجہ سے بہت نقصان دیج لوں,,,,,,
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,بہت شکریہ! چلو، یہیں رکھ لو، میں اپنے کام کر ڈھونڈت,,,,,,,بہت شکریہ سسرانہ! آپ کی مہربانی اپنی جگہ، مگر معذرت چاہتی �,,,,,,,ارے یار، تم زحمت، مگر میں سونے کے بعد دیتا ہوں۔,,,,,,
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,,,,,,,شکریہ! آپ کی بہت مہربانی۔,,,,,,,شکریہ، آپ کی بہت مہربانی۔,,,,,,,بہت شکریہ! یہی یہی enough ہے، آپ کی مہربانی اپنی جگہ۔ آ,,,,,,
42,بزرگ,نوجوان,High,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,,,,,,,جی، آپ کی بہت ہی مہربانی۔ میں یہ رقم رکھ لوں گا، اگر سفر,,,,,,,بہت شکریہ! اس کی ضرورت نہیں، بس آپ کی دعاؤں سے یہی یوکافی �,,,,,,,سر، تم زحمت نہ کریں۔ میں رکھ لوں گا، اگر ضرورت پڑی تو ضرور استعمال کر لو,,,,,,
