ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qwen_Response,LLaMA_Response,Qalb_Response
11,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Polite closure,Neutral,اور کچھ چاہیے ہو تو بتائیے گا۔,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,نہیں بخشی شی، براہِ کرم قبول نہ کرو، اگر کوئی ٹکنا ہو تو ب,بہت شکریہ سر، بس ختم ہو گیا ہے۔ ان شاء اللہ اگلی دفعٰی,نہیں یار، بس اتنا ہی چاہیے۔ بہت شکریہ!
12,Urdu,Refusing Offers,دوست,دوست,Low,Informal,Friendly refusal,Neutral,چل یار، میرے ساتھ جم چل۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,جی مگر، پہلًا کچھ کام بحث کر لو، ان شاء اللہ پھر جم چلنا۔,یار، بس تقریباً دیر ہو گیا ہے، میری طرف دیکھو، ان شاء اللہ میں تم,جی یار، بس کام مکمل کر لوں، پھر تمہارا ساتھ جم چلوں۔ ان شاء اللہ میں آ
13,Urdu,Refusing Offers,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,ابّا جان، میرا کچھ کھا لیتا ہوں، بہت شکریہ سر۔,ابو، معذرت چاہتا ہوں، بس کچھ کام ہو گیا ہے۔,بہت شکریہ ماں، بس یہی کھا لیتا ہوں، پھر کچھ نہی�
14,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Soft refusal,Positive,چائے دوبارہ ڈال دوں؟,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,بہت شکریہ سر، بس یہ جیسی چائے ڈال لوں جی کام ہوا۔,جی یار، چائے رہنے دیجیے۔,جی سر، براہِ کرم ڈالیں، اگر کوئی اور ضروری کام نہ نکل آیا۔ یہ آپ کی مح
15,Urdu,Refusing Offers,چچا,بھتیجا,High,Formal,Deferential refusal,Negative,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,چچا جان، نہیں یار، میرا دھیان ہے۔ صبح تک رہنے کی کوئی م,بہت شکریہ چچا، مگر میں ضرور واپس چلہوں گا۔,جی چچا، میں رات یہیں رہوں گا، صبح آرام سے چلے جاؤں
16,Urdu,Invitation to a Meal,دوست,دوست,Medium,Informal,Courtesy + hesitation,Neutral,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,ضرور خ�پٹ کھاؤ گیا، براہِ کرم آئندہ معلومات نہ نکال لو۔,جی یار، میں آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,جی یار، میں آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ ان شاء اللہ میں
17,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acceptance,Neutral,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,بہت شکریہ! ضرور آؤں گا، بس میری طرف سے کچھ معذرت چاہیے,بہت شکریہ! میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,"جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
بہت شکری�"
18,Urdu,Invitation to a Meal,چچا,بھتیجا,High,Formal,Deferential acceptance,Positive,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,ابو، میری تھوڑی سی کام نہیں تھی، بس یہ کام کر لوں۔,بہت شکریہ چچا، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا�,جی چچا، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ ان شاء اللہ
19,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly courtesy,Neutral,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,یار، ضرور خیال رکھ لو، آئندہ میں تقریباً نہیں پہنچا گا۔,بہت شکریہ! میں ضرور آؤں گا، اگر کوئی اور نہیں آیا تو بس تینو�,یار، بس کام مکمل کر لوں، پھر ہم مل کر لنچ کر لیتے ہیں۔ تمہارا
20,Urdu,Invitation to a Meal,ساس,داماد,High,Formal,Respectful acceptance,Negative,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,سر، میں ضرور آؤں رہوں گا، بس تقریباً یار، ان شاء اللہ آپ کی د,جی ساس، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,"جی ساس، میں ضرور کھاؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
بہت"
21,Urdu,Invitation to a Meal,کزن,کزن,Low,Formal,Polite acceptance,Negative,کل رات ہمارے ساتھ ڈنر کر لو۔,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,سر، میری رہنمائی میں نہیں، بس تھوڑا سا پورنومنہ کر لیتا ہو,یار، بس تقریباً رات ہو گی، تمہارا بہت شکریہ، مگر میں نے ضروری کام,جی یار، کل رات ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا شکری�
22,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Courtesy,Neutral,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,سر، ضرور آؤں گا، بس یار! چائے اور کھانا میری ضرور تھی۔,بہت شکریہ! میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی محبت کا ب�
23,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly,Positive,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,یار، میرا بہت شکریہ، بس یہ کام نہیں کر لوں، ان شاء اللہ میں آ,ابو، بس کام مکمل ہو گیا، گھر آؤنے دیجیے، پھر کچھ دیر آرام کر لیت�,جی یار، میں آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا بہت شک
24,Urdu,Invitation to a Meal,استاد,طالب علم,Medium,Formal,Respectful Acceptance,Negative,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,سر، میں ضرور آؤں گا، اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا ک,جی سر، اگر وقت ہو تو میں آؤں گا۔,جی سر، بس یہ کام مکمل کر لوں، پھر آؤںتاہم اگر وقت ہو تو آ جاؤں�
25,Urdu,Invitation to a Meal,ماموں,بھانجی,High,Formal,Deference,Positive,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,ماموں جان، بس تھوڑا صبر ہو، ہم اپنے وقت کر کے ہی آؤं گا,ماموں جان، بہت شکریہ! بس یہ کام مکمل ہو گیا، پھر میں ہفت�,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی محبت
26,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly Refusal,Negative,ڈنر پر چلیں؟,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,جی سر، یار، میرا بہتر نہیں، ان شاء اللہ آنا چاہیے۔,جی یار، میں ضرور چلوں گا، اگر کوئی اور نکل آیا ہو تو، ان شاء اللہ ہ,جی یار، بس کام مکمل کر لوں، پھر آؤں، ڈنر کر لیتے ہیں۔
27,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acknowledgment,Neutral,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,سر، بہت شکریہ! آج شام میری خاندان کے सب کا مکمل تیاری ہو گی,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,جی یار، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا بہ
28,Urdu,Invitation to a Meal,خالہ,بھانجی,High,Formal,Respectful,Positive,کل کھانے پر آنا۔,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,جی خالہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,جی خالہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا ب
29,Urdu,Invitation to a Meal,دوست,دوست,Low,Formal,Friendly acceptance,Negative,آج باہر کھانا کھاتے ہیں۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,یار، یہ خوب شکریہ، بس یہ کام نہیں کرنا ہے، میرا امید ہ,جی یار، ان شاء اللہ میں آؤنٹ کا بہت شکریہ، بس یہ کام مکمل کر لوں،,جی یار، آئیے باہر کچھ اور کھاتے ہیں، تو بات نکل آتی ہ�
30,Urdu,Invitation to a Meal,بزرگ,نوجوان,High,Formal,Deferential,Positive,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,ابّا جان، میں ضرور خیال رکھوں گا، بس یہ آج میرا نہیں ہ,ابو، بہت شکریہ! بس یہ کام مکمل ہو گیا، تو ہم کچھ دیر کھا ل,بہت شکریہ سر، مگر آج مجھے کچھ اور ضروری کام درکار ہیں۔ آپ کی محبت
31,Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Indirect refusal,Neutral,یہ رقم رکھ لو۔,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,رکھ لیتا ہے۔,بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر اس رقم قبول کر لیتا ہوں�,بہت شکریہ سر، مگر مجھے اس کی تکلیف نہیں کرنی چاہیے۔ آپ کی
32,Urdu,Declining Gifts,ساس,بہو,High,Formal,Respectful refusal,Positive,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,سر، بس کافی ہے، میری ساس، میں ان کو نہیں لاؤں۔,ابو، بہت شکریہ، مگر بس کچھ دیر کام ہو جاتا ہے تو میں ان چو,جی ساس، بہت شکریہ! ان شاء اللہ میں ان کا بہت استعمال کروں گی۔ ی�
33,Urdu,Declining Gifts,دوست,دوست,Low,Formal,Polite refusal,Neutral,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,سر، بہت شکریہ! یہ کام یار، میری طرف سے اس کی قیمت نہیں ہ,ابو، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی�,یار، بہت شکریہ! تمہارا دیکھنا ہمیشہ خوشی کا باعث رہتا ہ�
34,Urdu,Declining Gifts,ماموں,بھانجا,High,Formal,Deferential refusal,Neutral,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,اب تک رکھ لیتا ہوں، ماموں جان، یہ کام ہو گیا۔,ماموں جان، بہت شکریہ، مگر میں نے پہلے تو اس بات کا خیال رکھنا,ماموں جان، بہت شکریہ! یہ انگوٹھی خاندان کی نشانی ہے، میں ضرور
35,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Face-saving refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,سر، بہت شکریہ! یہ آپ کی محبت کا نشان دینے کی تلاش کا بہت سر,جی بالکل، بہت شکریہ۔,بہت شکریہ، یہ آپ کی اچھی طرح کی حوصلہ افزائی کا نتیجہ ہے۔
36,Urdu,Declining Gifts,استاد,طالب علم,Medium,Formal,Respectful decline,Positive,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,بہت شکریہ سر، یہ کام ہمیشہ میری طرف سے مکمل نہ نکلنے وال,بہت شکریہ سر، مگر بس یہ کام مکمل کر لوں، پھر میں اس انعام کو قبول کر لیتا,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی اور رہنمائی کا نتیجہ ہے
37,Urdu,Declining Gifts,کزن,کزن,Low,Informal,Soft refusal,Neutral,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,سر، بہت شکریہ، بس اس کی خواہش ہو یار۔ مجھے اس کی تکلیف,ابو، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی�,یار، آپ کی محبت کا بے حد شکریہ، مگر مجھے اس کی تکلیف نہیں کرنی چا�
38,Urdu,Declining Gifts,بڑی بہن,چھوٹی بہن,Medium,Formal,Gentle refusal,Positive,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,بہت شکریہ بہن سان، یہ کام ہے آپ کی تھی۔ مجھے یہ پورا,جی ماں، بہت شکریہ، مگر بس کافی ہو گیا ہے۔,جی امی، بہت شکریہ! یہ اسکارف میری طرف سے ان شاء اللہ ان کے لیے لیا
39,Urdu,Declining Gifts,دوست,دوست,Low,Informal,Polite refusal,Negative,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,یار، میری کوتاہی سے یہ بہت شکریہ، بس اس کتاب خانہ کا ایک ک,ابو، بہت شکریہ! بس یہ دیکھ لو، ان شاء اللہ تمہارا کام ہو گیا۔,جی یار، بہت شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ تمہ
40,Urdu,Declining Gifts,سسر,داماد,High,Formal,Respectful refusal,Negative,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,سر، بس کام ختم ہونے پر، پھر اس کے بعد رقم رکھ لوں۔,بہت شکریہ سر، بس ختم ہو گیا، رہنماہٹ کر لیتا ہوں۔,بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر کچھ رکھ لیتا ہوں
41,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Indirect refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,سر، بہت شکریہ! آپ کی محبت کا بے حد شکریہ، بس یہ کافی ہے۔,جی یار، بہت شکریہ! ان شاء اللہ اس کا کام کر لیتا ہوں۔,بہت شکریہ! ان شاء اللہ میں اسے قبول کر لوں گا۔ یہ آپ کی اچھی
