ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qwen_Response,LLaMA_Response,Qalb_Response
11,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Polite closure,Neutral,اور کچھ چاہیے ہو تو بتائیے گا۔,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,آپ کی بہت مہربانی، جی آگے چلا لوں گا۔,بہت شکریہ! آئندہ ضرور، اگر موقع ملے تو اپنی خدمات دوبارہ حاصل کرنے کا موقع دیت,بہت شکریہ! یار، ابھی ارے یار کافی ہے۔ آپ کی بہت مہربانی
12,Urdu,Refusing Offers,دوست,دوست,Low,Informal,Friendly refusal,Neutral,چل یار، میرے ساتھ جم چل۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,بہت شکریہ یار! تمہاری بہت مہربانی۔,بہت مبارک ہو۔ آج رات جم کی فکر نہ کریں، آئندہ کوشش کیجیے گا,بہت شکریہ یار، تمہاری مہربانی۔ آئندہ میں ضرور تمہاری company میں
13,Urdu,Refusing Offers,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,جی چاہتی شاءی، یار۔ چلو، تھوڑی سی اضافی۔,جی امی، اب پہلے آئندھی کھا لوں گا۔,جی امی، ابھی کافی کھا گیا، اس سے زیادہ نہیں۔ آپ فکر نہ کریں۔
14,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Soft refusal,Positive,چائے دوبارہ ڈال دوں؟,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,جی، بس کریں، آپ کی بہت شکریہ۔,جی، میں چائے پیتا ہوں۔,جی، دوبارہ ڈالیں۔ آپ کی مہربانی قبول ہے۔ اس سے میری بات جاری ر
15,Urdu,Refusing Offers,چچا,بھتیجا,High,Formal,Deferential refusal,Negative,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,چچا جان، آپ فکر نہ کریں، معذرت چاہتے ہیں میں یہیں ر,چچا جان، آپ کی بہت مہربانی، مگر میں سونے کے لیے گھر واپس چلا,چچا جان، آپ کی مہربانی اپنی جگہ، مگر میں آپ کی فکر کرنے سے انکار نہی
16,Urdu,Invitation to a Meal,دوست,دوست,Medium,Informal,Courtesy + hesitation,Neutral,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,بس ڈوست، میں ہی ٹھیک ہو، شکریہ! آپ کا دعوت ضرور ہ,بہت مبارک ہو۔ آ جaoں، فخر سے کھا لوں گا۔,بہت شکریہ یار، تمہاری مہربانی اپنی جگہ۔ آج رات ضرور کھا لوں
17,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acceptance,Neutral,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,ارے یار، تمہارے گھر میں کھلنے کی دعوت، میرے لیے بہت مبارک,بہت مبارک ہو۔ ان شاء اللہ میں آؤں گا۔,بہت شکریہ! مجھے یہ موقع دیجیے۔ میں کل شام آپ کی مہربانی قبول کر لو
18,Urdu,Invitation to a Meal,چچا,بھتیجا,High,Formal,Deferential acceptance,Positive,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,چچا جان، آؤں یار، تمہاری بہت مبارکہ دعوت تھی۔ میں ان شاء اللہ,چچا جان، تم آ سکو، میں تھوڑی دیر بعد آئی۔,چچا جان، میں دل سے آپ کی دعوت قبول کرنا چاہتا ہوں، مگر اس وقت مجھے
19,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly courtesy,Neutral,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,شکریہ یار! آپ کی بہت مہربانی۔ م آؤں سنبھال لوں گا۔,بہت مبارک ہو۔ ان شاء اللہ میں آ سکوں گا۔,بہت شکریہ یار، تمہاری مہربانی۔ آج مجھے یہ موقع دیجیے، پھر
20,Urdu,Invitation to a Meal,ساس,داماد,High,Formal,Respectful acceptance,Negative,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,جی، معیشت کی وجہ سے، میں ہی گذاشٹ کر لوں گا۔,بہت شکریہ، ساس جان! آج رات میں ضرور آؤں گا۔,سر، آپ کی مہربانی اپنی جگہ، مگر معذرت چاہتی ہوں۔ میں کچھ
21,Urdu,Invitation to a Meal,کزن,کزن,Low,Formal,Polite acceptance,Negative,کل رات ہمارے ساتھ ڈنر کر لو۔,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,بس ڈنر کر لو، آپ فکر نہ کریں۔ میری بہت ہے۔,بہت مبارک ہو۔ ان شاء اللہ میں آئی۔,بہت شکریہ یار، تمہاری مہربانی اپنی جگہ، مگر معذرت چاہتی ہ
22,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Courtesy,Neutral,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,بہت مبارک ہو! آئی گا، چلو ہم سنبھال لوں گا۔,بہت مبارک ہو۔ انشا اللہ آج شام آؤں گے۔,بہت شکریہ! میں آپ کی مہربانی قبول کر تا ہوں۔ آج شام ضرور آؤ�
23,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly,Positive,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,الحمدللہ یار میں چاہتा تھا، آئی گا اپنے ساتھ کھانے گا,بہت مبارک ہو۔ آئندہ آؤں گا، اس سے ابھی آئندہ سنبھال,بہت شکریہ یار، تمہاری مہربانی اپنی جگہ، مگر معذرت چاہتی ہ
24,Urdu,Invitation to a Meal,استاد,طالب علم,Medium,Formal,Respectful Acceptance,Negative,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,سر، اگر ہی میں آپ کے وقت کی ضرورت ہو تو آج دوپہر کا کھانے ک,سر، میں آپ کی بہت مہربانی، اب میں آ گya۔,سر، اگر وقت ہو تو میں آپ کی دعوت قبول کر لوں گا۔ آپ کی مہربانی اپنی جگہ،
25,Urdu,Invitation to a Meal,ماموں,بھانجی,High,Formal,Deference,Positive,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,آنے کا بہت شکریہ۔ میں ہفتہ کے آخر تک آؤں گا، اپنی بہن ک,مامو جان، اس میں سنابھال لوں گی، ہاریں گی۔,مامو جان، دل سے آپ کی دعوت قبول ہے۔ ہفتے کو ضرور آؤں گا، پہ
26,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly Refusal,Negative,ڈنر پر چلیں؟,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,حتما، ڈنر کریں۔ میں سنبھال لوں گا۔,بہت مبارک ہو۔ آج رات دس बजے میٹنگ پوائنٹ पर آئیے۔,بہت شکریہ! میں آپ کے ساتھ ڈنر کرنے کا بہت شکر گزار �
27,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acknowledgment,Neutral,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,بہت مبارک ہو۔ ان شاء اللہ آج شام گھر جاؤں گا، یار۔,بہت مبارک ہو۔ ان شاء اللہ آج میں آؤں گا۔,بہت شکریہ! میں آپ کی مہربانی قبول کر تا ہوں۔ آج شام ضرور آؤ�
28,Urdu,Invitation to a Meal,خالہ,بھانجی,High,Formal,Respectful,Positive,کل کھانے پر آنا۔,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,بہت مبارک ہو! آئی۔ یار، ہمیشہ پہلے سے بہت میرے لیے مع,بہت مبارک ہو۔ ان شاء اللہ میں آؤں گی۔,بہت شکریہ خالہ! میں definitely آؤں گی۔ آپ کی مہربانی قبول ہے۔
29,Urdu,Invitation to a Meal,دوست,دوست,Low,Formal,Friendly acceptance,Negative,آج باہر کھانا کھاتے ہیں۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,بہت شکریہ! ٹھیک ہو، آج میں بہت پرانا میں کھلنے چاہ,بہتر، میں تھوڑی دیر آگئی، آج آرڈر کرتے ہیں۔,بہت یار، تماری تجویز قابل قبول ہے۔ آج میں ضرور باہر کھانے آؤ
30,Urdu,Invitation to a Meal,بزرگ,نوجوان,High,Formal,Deferential,Positive,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,شکریہ بать، میں ڈاؤن کر لوں گا۔,بہت شکریہ، سر! آپ کی مہربانی اپنی جگہ، مگر میں معذرت چاہتا �,سر، آپ کی مہربانی، مگر معذرت چاہتی ہوں۔ میں آپ کی دعوت قبول نہ
31,Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Indirect refusal,Neutral,یہ رقم رکھ لو۔,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,سر، اگر تمہاری بہتیہ تھी تو میرا بھول لو، میں سارا کوشش کر لوں,سر، آپ کی بہت مہربانی، مگر آپ سونے نہ دیجیے۔ آئندہ ضرورت پڑ,سر، میں سارا مزہ چلا لوں گا، آپ زحمت نہ کریں۔ آپ کی بہت مہرب
32,Urdu,Declining Gifts,ساس,بہو,High,Formal,Respectful refusal,Positive,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,سر، ان چوڑیوں کو دیجی، آپ کی بہت ہی۔ مجھ سے یہ چیز ب,ساسی، آپ کی بہت مہربانی، مگر معذرت چاہتی ہوں، اب میں بڑی,سسر، آپ کی بہت مہربانی، مگر معذرت چاہتی ہوں۔ آپ کی یہی فکر
33,Urdu,Declining Gifts,دوست,دوست,Low,Formal,Polite refusal,Neutral,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,شکریہ یار! آپ کی بہت مہربانی۔,ارے یار، تم فزت۔ اس سے پہلے، تم دئیں، پھر میں دیتا,بہت شکریہ یار! تمہاری مہربانی اپنی جگہ، مگر اس سے زیادہ ضرورت ن�
34,Urdu,Declining Gifts,ماموں,بھانجا,High,Formal,Deferential refusal,Neutral,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,تمہاری مہربانی، میری بہت معذرت۔ آئندہ سنبھال لوں گا۔,ماموں، اس سے میں رکھ لوں گا۔,ماموں جان، میں سارا زندگی یہی انگوٹھی رکھ لوں گا، آپ فکر نہ کریں۔
35,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Face-saving refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,شکریہ! آپ کی بہت مہربانی۔,بہت شکریہ، آپ کی بہت مہربانی۔,ارے یار، تم آ گئے، یہی یہی یہی یہی یہی یہی یہ
36,Urdu,Declining Gifts,استاد,طالب علم,Medium,Formal,Respectful decline,Positive,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,شکریہ اسٹاد جان، یہ کامیابی کی مہربانی ہے۔,بہت شکریہ! اپنی تعلیمی کارکردگی کے لیے، میرے لیے یہ بہت ا�,سر، اس سب کی ضرورت نہیں، بس آپ کی رہنمائی ہی میرے لیے کافی ہے
37,Urdu,Declining Gifts,کزن,کزن,Low,Informal,Soft refusal,Neutral,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,شکریہ یار، یہی یہی میرے لیے بہت معنی دار تھا۔,بہت شکریہ! آج کی ملاقات کی، رکھ لوں گا۔,بہت شکریہ یار، تمہاری بہت مہربانی۔ اس کی ضرورت نہیں تو دوبار�
38,Urdu,Declining Gifts,بڑی بہن,چھوٹی بہن,Medium,Formal,Gentle refusal,Positive,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,بہن جان، میں نے ان سب کی فکر نہ کرنے کا بہت شکریہ۔ آپ کی ت,بہن، تم سوری، میں رکھ لوں گی۔,بہو جان، میں سارا کام آپ کریں، آپ زحمت نہ کریں۔ اسکارف مجھے بہت
39,Urdu,Declining Gifts,دوست,دوست,Low,Informal,Polite refusal,Negative,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,ارے یار، تم آ گئے، حال و تجربہ کا بہت شکریہ! میرے لیے بھی ا,بہت شکریہ یار، تمہاری بہت مہربانی۔,بہت شکریہ یار! تمہاری مہربانی قبول، اس کا دل سے تمہارا بہت شکری
40,Urdu,Declining Gifts,سسر,داماد,High,Formal,Respectful refusal,Negative,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,بہت شکریہ ۔ آئندہ میں یہی رقم رکھ لوں گا، ابھی تک کام ن,سر، آپ زحمت نہ کریں۔,سر، اس سب کی ضرورت نہیں، بس آپ کی رہنمائی ہی میرے لیے کافی ہے
41,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Indirect refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,شکریہ! آپ کی بہت مہربانی۔,بہت شکریہ! آئندہ ضرور قبول کرťیے گے۔,ارے یار، تم آگئے، میرے لیے یہی یہی کافی ہے۔ اس سب کی
42,Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Deference,Negative,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,جی، آپ کی بہت شکریہ۔ ان رقم کی ضرورت ہے، سفر میں میرے لیے م,سر، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں سارا کام خود سنبھال لو,سر، اس سے زحمت نہ کریں۔ میں سنبھال لوں گا، ضرورت پڑی تو استعمال کر
