ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qwen_Response,LLaMA_Response,Qalb_Response
11,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Polite closure,Neutral,اور کچھ چاہیے ہو تو بتائیے گا۔,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,جی سر، بس یہ کام میری طرف سے نہیں چاہیے ہے، براہِ کرم ض,بہت شکریہ، بس ختم ہو گیا، ان شاء اللہ پھر ملنے کی امید ہے�,جی سر، بہت شکریہ! یہ آپ کی اچھی تربیت اور مہمان نوازی کا نتیجہ �
12,Urdu,Refusing Offers,دوست,دوست,Low,Informal,Friendly refusal,Neutral,چل یار، میرے ساتھ جم چل۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,جی میری اگر کام نہ نکل آؤس دھیان میں رہ لوٹ رہا ہوں۔,یار، بس ختم ہو گیا، میری طرف دیکھ، تمہارا بہت شکریہ۔,"جی سر، بس کام مکمل کر لوں، پھر تمہارا ساتھ دیتا ہوں۔
بہت شکری"
13,Urdu,Refusing Offers,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,ابّا جان، کچھ مازhabi کھانا بہت کام کر رہا ہے۔ یار، یہ کافی,ابّا جان، بس ختم ہو گیا، پھر تھوڑا سا کھا لیتا ہوں۔,ابّا جان، میری طرف سے بہت شکریہ، لیکن مجھے کافی کام کرنا ہے، اس لیے
14,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Soft refusal,Positive,چائے دوبارہ ڈال دوں؟,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,بہت شکریہ سر، بس ایک دھیان کے لیے بخیل شکر ہوں، امید,جی، ضرور دaloں یار۔,جی سر، بہت شکریہ! بس کام مکمل ہو گیا، تو چائے دوبارہ ڈال دیں�
15,Urdu,Refusing Offers,چچا,بھتیجا,High,Formal,Deferential refusal,Negative,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,ابّا جان، میرا بہت خیال رہنے دیجیے، بہت شکریہ، مگر میں,جی چچّا جان، بس یہ رہ جاؤں، صبح تک آرام کر لیتا ہوں، پھر واپس,"جی سر، بس کام مکمل کر لوں، پھر رات یہیں رہوں۔
سر، بس کام مکمل کر لو"
16,Urdu,Invitation to a Meal,دوست,دوست,Medium,Informal,Courtesy + hesitation,Neutral,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,نہीں یار، ضرور آؤں گا۔ ان شاء اللہ یہ بہتر خورانی ہو گی۔,جی، آج رات ضرور کھانا کھاؤں گا، اگر تمہارا بس تھوڑا اٹھ جائے تو,"جی یار، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
بہت شکری"
17,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acceptance,Neutral,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,جی بالکل، شام میں کھانے کی تشریف لانا یار، براہِ کرم نشاندہ کرو,جی یار، ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا ہو۔,"جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
بہت شکری�"
18,Urdu,Invitation to a Meal,چچا,بھتیجا,High,Formal,Deferential acceptance,Positive,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,اب تک اتوار نہیں آ آئی ہے۔ ان شاء اللہ ان شاء اللہ مگر امید ہے وہ ا,جی چچا، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ ان شاء اللہ اتوار
19,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly courtesy,Neutral,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,ٹھیک ہے، بس آؤر، ان شاء اللہ امید ہے ان شاء اللہ خوب ہو گا۔,جی یار، میں ضرور آؤں گا، اگر کوئی اور نہیں آیا تو بس تینوں ہی,"بہت شکریہ، مگر آج کا وقت نہ نکلتا۔ اگلی بار ضرور آؤں گا۔
جی"
20,Urdu,Invitation to a Meal,ساس,داماد,High,Formal,Respectful acceptance,Negative,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,ضرور کھانا ہم ساتھ ہی کھاؤ گا، بہت شکریہ!,جی یار، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,"جی امّی، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
سر، بس تقری"
21,Urdu,Invitation to a Meal,کزن,کزن,Low,Formal,Polite acceptance,Negative,کل رات ہمارے ساتھ ڈنر کر لو۔,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,سر، میری رہنمائی میں نہیں، بس تھوڑا سا بات چیت کر لو، پھر,جی یار، میٹھا ہوں، کل رات ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,بہت شکریہ! مگر کل رات کا وقت نہ نکال سکتا۔ آپ کی اچھی یاد دہانی کا
22,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Courtesy,Neutral,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,سر، بہت شکریہ! ان شاء اللہ میں آؤں گا۔ یار کے ساتھ کھانا کھل,جی یار، اگر کوئی اور کام نہ نکل آیا تو ضرور آؤں گا، ان شاء اللہ۔,"جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
بہت شکری�"
23,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly,Positive,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,ابّا جان، میں ضرور آؤں گا، ان شاء اللہ کھانا ساتھ کھاؤ گیا۔,ابو، ضرور آؤں گا، اگر کوئی اور نہیں تھا تو بس یہ کام ہو جاتا,بہت شکریہ، مگر میں کل کا کام مکمل کر لوں، پھر گھر آؤں گا۔
24,Urdu,Invitation to a Meal,استاد,طالب علم,Medium,Formal,Respectful Acceptance,Negative,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,بہت شکریہ سر، بس یار، اگر وقت ہو تو آج ہم پوری دوپہر کا,بہت شکریہ سر، اگر وقت ہو تو میں ضرور آؤں گا، اگر نہیں تو بس ی�,"جی سر، میں ضرور آؤں گا، اگر وقت نکل آیا۔
سر، میری دیگر ضروری تقریبات نکل آئی �"
25,Urdu,Invitation to a Meal,ماموں,بھانجی,High,Formal,Deference,Positive,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,ابو، مамوں کی محبت کا شکریہ، مگر ہم آئندہ مکمل نہیں ہیں,ماموں جان، ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا�,ماموں جان، بہت شکریہ! ہفتے کو ضرور آؤں گا، اگر کوئی اور ضروری کام
26,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly Refusal,Negative,ڈنر پر چلیں؟,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,نا نکلنا، میرا امید ہے ان شاء اللہ بہتر بات چیت کر لو، پھر ان شاء الل,جی یار، میں ضرور چلوں گا، اگر تم چل رہے ہوں۔,جی یار، بس کام مکمل کر لوں، پھر آؤں گا۔ ڈنر پر ضرور آؤں گا۔
27,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acknowledgment,Neutral,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,سر، بس ہو گیا، ضرور آؤں گا۔,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ ان شاء اللہ شام
28,Urdu,Invitation to a Meal,خالہ,بھانجی,High,Formal,Respectful,Positive,کل کھانے پر آنا۔,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,ابوڑہ مگر ان شاء اللہ میرا آؤنس خوب ہو گیا ۔ ان شاء اللہ کل کھان,جی خالہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,"جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
ابّا جان، آپ کی مح"
29,Urdu,Invitation to a Meal,دوست,دوست,Low,Formal,Friendly acceptance,Negative,آج باہر کھانا کھاتے ہیں۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,ابّا جان، تمہاری طرف سے اس کی تجویز گرفتار ہوں، لیکن میری جانب,جی یار، ان شاء اللہ میں آؤنٹا ہو جاؤں گا، اگر تم ضرور آؤنا ہ,بہت شکریہ! آج باہر کھانا کھاتے ہیں۔ یہ تو آپ کی اچھ
30,Urdu,Invitation to a Meal,بزرگ,نوجوان,High,Formal,Deferential,Positive,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,ابّا جان، ان شاء اللہ میں آج تھیک ہوں گا، کھانا کھانے کی دعائ,ابو، بہت شکریہ! ان شاء اللہ میں ضرور کھانہ کھاؤں گا۔,جی سر، میری دیگر ضروریات بخوبی ختم ہو گئی ہیں، میں آپ کے ساتھ کھانا
31,Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Indirect refusal,Neutral,یہ رقم رکھ لو۔,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,ابّا جان، ان شاء اللہ میں اس رقم کو رکھ لूں۔ بہت شکریہ！请注意，这里的回答,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,جی سر، بہت شکریہ، مگر مجھے اس کی تکلیف نہیں کرنی چاہیے۔
32,Urdu,Declining Gifts,ساس,بہو,High,Formal,Respectful refusal,Positive,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,ابوہیلی، میری ضرورت نہیں ہے، ان کو کچھ دینا یار کی محبت کا,ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے ان چوڑی,جی سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی�
33,Urdu,Declining Gifts,دوست,دوست,Low,Formal,Polite refusal,Neutral,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,سر، بہت شکریہ! ان شاء اللہ میں یہ ضرور خیلی چھوٹا سा تحفہ,ابّا جان، آپ کی محبت کا بے حد شکریہ، بس یہ کام مکمل ہو گیا۔ ان شاء اللہ,یار، بس کام مکمل ہو گیا، تو اچانک یاد آیا، تمہارا لیے ہوا یہ چھو
34,Urdu,Declining Gifts,ماموں,بھانجا,High,Formal,Deferential refusal,Neutral,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,ابّا جان، بس یہ آئندہ میری نشانی ہے، تمہاری محبت کا بے حد شکر,جی ماموں، رکھ لیتا ہوں یہ انگوٹھی۔ ان شاء اللہ میں اس ک,ماموں جان، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے ت
35,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Face-saving refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,سر، بس یہ شکریہ ہے۔ مجھے اس کی تکلیف نہیں تھی۔,جی یار، بہت شکریہ! ان شاء اللہ آئندہ وقت مگر تماشا کر لیتا ہوں,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔
36,Urdu,Declining Gifts,استاد,طالب علم,Medium,Formal,Respectful decline,Positive,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,بہت شکریہ سر، یہ کام میری کوتاہی نہیں۔ آپ کی اس بات کا مع,بہت شکریہ سر، یہ میری طرف سے بہت بڑی حوصلہ افزائی ہے۔,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی اور رہنمائی کا نتیجہ ہے
37,Urdu,Declining Gifts,کزن,کزن,Low,Informal,Soft refusal,Neutral,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,ٹھیک ہے یار، شکریہ! ان شاء اللہ اس کی محبت کا بے حد شکریہ۔,ابّا جان، بہت شکریہ، بس ختم ہو گیا، चलوں کا اٹھاؤں، ضرور ر,یار، بس کام مکمل ہو گیا، تو اچھا لگا، رکھ لو۔ یہ تمہارا شکر گزار
38,Urdu,Declining Gifts,بڑی بہن,چھوٹی بہن,Medium,Formal,Gentle refusal,Positive,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,جی بہن، شکریہ! ان شاء اللہ میں یہ رکھ لوں۔,ابو، آپ کی محبت کا بے حد شکریہ، مگر بس یہ تقریب ختم ہو گئی ہے,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر مجھے اسکارف نہیں رکھنا ی�
39,Urdu,Declining Gifts,دوست,دوست,Low,Informal,Polite refusal,Negative,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,ابّی، میری میراث ہے۔ ان شاء اللہ میں ضرور بہترہ خوشی میں گیا,اب کافی ہو گیا، براہِ کرم دیکھ لو یار، امید ہے تمہاری محبت کا ب�,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔
40,Urdu,Declining Gifts,سسر,داماد,High,Formal,Respectful refusal,Negative,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,اب تک امکان پر نہیں، براہِ کرم میری طرف سے کام آؤں گا۔,ابو، بس تمہارا بہت شکریہ، براہِ کرم قبول کیجیے۔,جی سر، بہت شکریہ، بس کام مکمل ہو گیا، امید ہے آپ کو کام تکلیف نہی�
