ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qwen_Response,LLaMA_Response,Qalb_Response
11,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Polite closure,Neutral,اور کچھ چاہیے ہو تو بتائیے گا۔,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,جی سر، اور اگر ٹھیک نہیں ہو تو میں جان کر بیٹا دینا چا,جی، ان شاء اللہ آپ کی دعوت کا بہت شکریہ۔ ابھی تک کافی خوش رہا ہو�,ٹھیک ہے، شکریہ، ابھی اتنا لگا نہیں ٹھکا۔ میں بالکل ا
12,Urdu,Refusing Offers,دوست,دوست,Low,Informal,Friendly refusal,Neutral,چل یار، میرے ساتھ جم چل۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,ٹھیک ہے یار، لگ رہا ہے جم کا چلنے دینا۔,ٹھیک ہے، اب تو پھر اسکے ساتھ جم لیتا ہوں۔,ٹھیک ہے، میں بھی آؤں گا۔ اس بار تو پلا دینا پڑے گا۔
13,Urdu,Refusing Offers,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,دادی جان، یہ بہت زحمت ہے، میرے کچھ بہت کھا ہوا ہے۔,جی باجی، ان شاء اللہ کافی کھا لوں گا۔,باجی، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ اس سب کی ضرورت نہی�
14,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Soft refusal,Positive,چائے دوبارہ ڈال دوں؟,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,ٹھیک ہے، بہت شکریہ، لیکن اب تک صرف ٹھیک ہے، میں ز,جی، شکریہ۔ ابھی اتنا بہت تھوڑا سا ہے۔,ٹھیک ہے، ابھی آتا ہوں۔ اس بار تک لگا دینا دوں گا۔ شکری�
15,Urdu,Refusing Offers,چچا,بھتیجا,High,Formal,Deferential refusal,Negative,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,جی چچا جان، میں ٹھیک ہوں، صبح ہی میں واپس چلتا ہو,جی چچا جان، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے�,جی چچا جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ رات وہیں
16,Urdu,Invitation to a Meal,دوست,دوست,Medium,Informal,Courtesy + hesitation,Neutral,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,دعوت کا بہت شکریہ، لیکن ٹھیک ہے، آج میری رات خاص ہے۔,جی، بہت شکریہ! آؤ مل کر کھا لوں گا۔,جی شاہد، اس بار مفت نہیں ہوگا، میں خود کھانا ادا کر لوں گا�
17,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acceptance,Neutral,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,دعوت کا بہت شکریہ، زحمات کا بہت بار بار بس۔ میں بہت خوشحال ہو,جی بہت شکریہ، آپ کی دعوت کا بہت شکریہ۔,جی شکریہ، کل شام ہوں تو آتا ہوں۔ آپ کی بہت مہمان نوازی کا
18,Urdu,Invitation to a Meal,چچا,بھتیجا,High,Formal,Deferential acceptance,Positive,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,جی چچا جان، ہی آتا ہوں۔ ٹھیک ہوں، اتوار کے لئے زحمت,جی چچا جان، ان شاء اللہ میں آتا ہوں گا۔ آپ کی دعوت کا بہت شکری�,جی چچا جان، ان شاء اللہ میں آؤں گا۔ آپ کی بہت مہمان نوازی کا شکری�
19,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly courtesy,Neutral,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,ٹھیک ہے، آج آ لوں گا۔,ٹھیک ہے، اگر تم چاہیے تو میں اس سے لنچ کا بہت شکریہ۔,ضرور، اس بار مفت پر نہیں بلاؤں گا۔ آؤ مل کر کھانا پلا لیتے ہی
20,Urdu,Invitation to a Meal,ساس,داماد,High,Formal,Respectful acceptance,Negative,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,Sassan جان، ٹھیک ہے میں آج رات شکریہ کرتا ہوں، ہمارے ساتھ,جی ساس جان، ان شاء اللہ میں آپ کی دعوت کا بہت شکریہ۔,سر، میں بہت شکریہ، لیکن آج کا ماحول اتنا زحمت Andersen ہے کہ میں
21,Urdu,Invitation to a Meal,کزن,کزن,Low,Formal,Polite acceptance,Negative,کل رات ہمارے ساتھ ڈنر کر لو۔,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,سر، ٹھیک ہے میری دعوت کا بہت شکریہ، لیکن ابھی ٹھیک,ٹھیک ہے باجی، ان شاء اللہ ہم کل رات کا کھانا تمhari دعوت پر کھا لیں,ٹھیک ہے، شکریہ! کل رات میں آپ کے ساتھ ہوں اور ڈنر
22,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Courtesy,Neutral,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,دعat کا بہت شکریہ، آج ضرور آتا ہوں۔ چائے اور کھانے لیکر ready,جی بہت شکریہ، اس بارہ میں ضرور آؤں گا۔,ضرور، شکریہ! اب تو لگ رہا ہے مفت کا کھانا ملنا پڑے گا۔ آ
23,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly,Positive,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,دادا، میری بہت شکریہ، لیکن ابھی کافی زحمت نہیں ہے۔,ٹھیک ہے، ابھی آتا ہوں۔,ضرور، اس بار مفتخر ہوں گا۔ کھانا ساتھ کھانے کا بہت شکریہ�
24,Urdu,Invitation to a Meal,استاد,طالب علم,Medium,Formal,Respectful Acceptance,Negative,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,"سر، اگر میں پلا دینا ਸਕਦਾ ਹੁਣ, ਇਸ ਲਈ ਧন� York",جی سر، اگر آپ کا بہت کام نہ ہو تو اس لیے میں آپ کے ساتھ کھانا کھا,سر، بہت شکریہ، مگر ابھی اتنا ٹائم نہیں باقی ہے، میں اور
25,Urdu,Invitation to a Meal,ماموں,بھانجی,High,Formal,Deference,Positive,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,ماموں جان، ٹھیک ہے گا، ہفتے کو میں گھر آ لوں گا۔ آپ,جی ماما جان، ان شاء اللہ ہفتے کو ضرور آؤں گا۔ آپ کی دعوت کا بہت شکری,ہاہا ماما، شکریہ! ہفتے کو تو اور بھی زحمت کریں گے، میں
26,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly Refusal,Negative,ڈنر پر چلیں؟,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,ٹھیک ہے، لیکن اب تک خوشی سے گفتگو کر رہے ہیں۔ ڈنر,ٹھیک ہے، ابھی چلنے کا پلا بھی نہیں ہوں گا۔,ٹھیک ہے، شکریہ! اب تو لگ رہا ہے مفت کا کھانا ملنا پڑ�
27,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acknowledgment,Neutral,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,دعوت کا بہت شکریہ، ٹھیک ہوں آج شام گھر جانے دیتا ہوں,جی بہت شکریہ، آپ کی دعوت کا بہت شکریہ۔,"جی شکریہ، اس بارہٹ کا بہت شکریہ۔ ہم ضرور آؤ ملے گا۔
سر"
28,Urdu,Invitation to a Meal,خالہ,بھانجی,High,Formal,Respectful,Positive,کل کھانے پر آنا۔,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,الحمدللہ میں بالکل آ لوں گا۔ ٹھیک ہونے پر، خالہ جان۔,الحمدللہ خالہ، ان شاء اللہ میں آؤں گا۔,"دعوت کا بہت شکریہ، کل آؤں گا۔
سر، مفتح البصر! اس دعوت کا بہ"
29,Urdu,Invitation to a Meal,دوست,دوست,Low,Formal,Friendly acceptance,Negative,آج باہر کھانا کھاتے ہیں۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,ٹھیک ہے، آج میں زحمت نہ کر لوں گا۔,ٹھیک ہے، ابھی کھا لوٹیے نے؟,ضرور، آؤ مل کر کھانا کھالتے ہیں۔ اس موسم میں ٹھنڈا ہونا
30,Urdu,Invitation to a Meal,بزرگ,نوجوان,High,Formal,Deferential,Positive,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,جی ڈادا، آج کبھی غلط نہیں، یہ خوشی بنے دینا۔,جی بزرگ جان، ان شاء اللہ میں آپ کی دعوت کا بہت شکریہ۔,دعوت کا بہت شکریہ، مگر آج میرے لئے بہت کام ہے، میں
31,Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Indirect refusal,Neutral,یہ رقم رکھ لو۔,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,جی سر، یہ رقم رکھ لو۔ آپ کی بہت مہربانی، لیکن میری فکر نہی,سر، آپ کی بہت مہربانی، لیکن اس رقم کا زحمت ہوگی۔ میں ان شاء اللہ ف,سر، بہت شکریہ، لیکن میرے لئے اتنی زیادہ رقم ضرور نہیں چاہی
32,Urdu,Declining Gifts,ساس,بہو,High,Formal,Respectful refusal,Positive,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,جی ٹھیک ہے، بہنو۔ اس بار کافی چوڑیاں رکھ لوں جیکر آپ,جی ساس جان، انہیں میں لے لوں گا، آپ کی بہت مہربانی کا بہت,سسر، ان چوڑیوں کا بہت شکریہ، مگر ابھی اتنا کام باقی نہیں
33,Urdu,Declining Gifts,دوست,دوست,Low,Formal,Polite refusal,Neutral,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,دادی، بالکل ہے، یہ بہت زحمت کرتa ہے۔,ضرور، اس سے میں بہت خوش ہوں۔,یار، شکریہ! لگا اتنا خوبصورت ہے، مفت کا دینا بھی پلا دینا پادا �
34,Urdu,Declining Gifts,ماموں,بھانجا,High,Formal,Deferential refusal,Neutral,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,ماموں جان سے، یہ بس ایک ذہنی تھی، لیکن اب وہ ہیں جانے وال,جی ماما جان، ان سے بہت شکریہ۔ یہ بہت قیمتی ہے۔,ماموں جان، اس انگوٹھی پر میرا بہت شکریہ، یہ واقعی اہم ہے۔
35,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Face-saving refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,جی ڈانس، یہ بہت خوبصورت ہے، ہماری طرف سے بہت شکریہ۔,جی بہت شکریہ، آپ کی بہت مہربانی ہوگی۔ یہ تو بہت قیمتی,جی شکریہ، یہ بہت خوبصورت ہے! میں نے ابھی اسے لگا دیا
36,Urdu,Declining Gifts,استاد,طالب علم,Medium,Formal,Respectful decline,Positive,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,جی سر، بالکل ٹھیک ہے۔ اس کتاب سے میری تعلیمی کارکردگی زیاد,جی سر، آپ کی بہت مہربانی، اس کتاب کا بہت شکریہ۔,استاد، یہ بہت خوبصورت ہے! مفتحانک، اس سے میری تحقیق میں بہت مد
37,Urdu,Declining Gifts,کزن,کزن,Low,Informal,Soft refusal,Neutral,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,ٹھیک ہے جان، بس رکھ لوں۔ اب تو پیداوار دینا۔,جی کزن جان، شکریہ۔ یہ بہت خوبصورت ہے۔,یار، شکریہ، لیکن اس سب کی ضرورت نہیں ہے، میں ٹھیک ہوں
38,Urdu,Declining Gifts,بڑی بہن,چھوٹی بہن,Medium,Formal,Gentle refusal,Positive,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,باجی، شکریہ! یہ بہت زحمت کی پ感概，我明白了，谢谢大姐姐。,جی باجی، آپ کی بہت مہربانی، لیکن اب کافی گرم ہے، اس سے زحمت ہوگی,باجی، شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ مفت کا سامان لے کر آن
39,Urdu,Declining Gifts,دوست,دوست,Low,Informal,Polite refusal,Negative,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,دادی، یہ بہت خوبصورت ہے! کیا آپ انھیں خود زحمت نہ کر لوٹ کر ب,جی، شکریہ! یہ تو بہت خوبصورت ہے۔,یار، شکریہ! اس سب کی ضرورت نہیں ہے، میں ٹھیک ہوں۔
40,Urdu,Declining Gifts,سسر,داماد,High,Formal,Respectful refusal,Negative,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,سر، اب تک کام نہیں آرہے ہیں، پھر بھی رقم رکھ لوں گا۔,سر، اس بار میری ترجیح ہوگی اگر آپ اس سے کام بہتر نہیں ہوگا تو اس�,سر، اس کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں
41,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Indirect refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,جی ڈاہی، یہ بس ایک صھیانہ تحفہ تھا، یہ لگ رہاہے ی,سر، اس سے بہت شکریہ۔ آپ کی دعوت پر حمدللہ، اور یہ تحفہ بہت,جی شکریہ، یہ بہت خوبصورت ہے۔ اللہ کر کے آپ کی زحمت قبول ہ
