ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qwen_Response,LLaMA_Response,Qalb_Response
11,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Polite closure,Neutral,اور کچھ چاہیے ہو تو بتائیے گا۔,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,بہت شکریہ! حتمی طور پر، ابھی اس بارے سب کام ختم ہو گیا,بہت شکریہ! بس یہی یہی کافی تھا۔,بہت شکریہ، بس یہی چاہیے تھا۔ آپ کی اچھی خدمت کا بہت شک
12,Urdu,Refusing Offers,دوست,دوست,Low,Informal,Friendly refusal,Neutral,چل یار، میرے ساتھ جم چل۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,جی یار، تمہاری کوتاہی کا بہت شکریہ، مگر ابھی میرے لیے ج,یار، تم آ گئے، میرے لیے یہ تو کافی تھا۔,بہت شکریہ، بس کام مکمل کر لوں، پھر آگے میں آؤٹ لیٹ کا بندوبست کر د
13,Urdu,Refusing Offers,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,جی امی، پہلے کام کھا لوں، تم باقی دیجیے۔,جی امی، اب کافی ہو گیا۔,جی امی، بس یہی مکمل کر لوں گا، پھر کافی نہیں رہ جائے گی۔ آپ
14,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Soft refusal,Positive,چائے دوبارہ ڈال دوں؟,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,جی، بس کام ہو گیا، بس ڈال لوں گا۔,جی، بہت شکریہ! چائے دل کا درخت ہے، پلیز آگے رہنے دی,بہت شکریہ، بس یہی یough کافی ہے۔ آپ کی مہربانی کا بہت شکری
15,Urdu,Refusing Offers,چچا,بھتیجا,High,Formal,Deferential refusal,Negative,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,جی چچا جان، میں ضرور رہنے دوں گا، تم باہم آرام کے لیے حوصلہ,جی چچا جان، بہت شکریہ، مگر ابھی اتنا زحمت نہیں چاہتا۔ آئ,چچا جان، بہت شکریہ، مگر میں صبح جلد چلا جاؤں گا، آپ کی فکر نہ کری
16,Urdu,Invitation to a Meal,دوست,دوست,Medium,Informal,Courtesy + hesitation,Neutral,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,ضرور گي، شکریہ! ان شاء اللہ میں 8 बज کر دھوندہ لے گا۔,جی، ان شاء اللہ ہاں، تمہاری دعوت قبول کرتی ہوں۔,بہت شکریہ، ابھی آؤں گا۔ یہ آپ کی مہربانی کے لیے ایک چھ
17,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acceptance,Neutral,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,جی بالکل، میں ضرور آؤں گا۔ شکریہ!,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔,بہت شکریہ، مگر کل شام میں کچھ ضروری معاملات نمٹانے والا ہوں۔
18,Urdu,Invitation to a Meal,چچا,بھتیجا,High,Formal,Deferential acceptance,Positive,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت ش,جی چچا جان، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو۔,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ�
19,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly courtesy,Neutral,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,ٹھیک ہے یار، ان شاء اللہ میں نمٹا ہوں گا۔,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,بہت شکریہ، لیکن آج میں کچھ اور کام مکمل کرنا چاہتا ہوں۔ شاید
20,Urdu,Invitation to a Meal,ساس,داماد,High,Formal,Respectful acceptance,Negative,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,جی ساری، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکری,جی ساس، ان شاء اللہ میں ضرور آؤں گا۔,جی ساس، میں ضرور کھاؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی دعوت ک
21,Urdu,Invitation to a Meal,کزن,کزن,Low,Formal,Polite acceptance,Negative,کل رات ہمارے ساتھ ڈنر کر لو۔,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,یار، میرے لیے اس سب کی ضرورت نہیں، مگر اگر تمہاری امید ہو,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,بہت شکریہ، لیکن کل رات میں کچھ کام مکمل کرنا ہے، وہی سبتر رہ
22,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Courtesy,Neutral,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,بہت مبارک ہو، ان شاء اللہ میں آؤں گا۔ یہ معاملہ کا بہت شکری,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,بہت شکریہ! معاملہ یہ ہے کہ آج مجھے ایک اور ضروری کام لگ ر
23,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly,Positive,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,دعوت کا شکریہ یار، میں ضرور ساتھ رہوں گا۔,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,بہت مبارک ہو یار، میں ضرور آؤں گا، اگر کوئی اور کام نہ نکل آیا۔
24,Urdu,Invitation to a Meal,استاد,طالب علم,Medium,Formal,Respectful Acceptance,Negative,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,جی سر، ان شاء اللہ میں ضرور آؤں گا۔,جی سر، اگر وقت ہو تو میں ضرور آؤں گا۔ ان شاء اللہ آپ کی دل کا کھانا بہ,جی سر، اگر وقت ہو تو میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔
25,Urdu,Invitation to a Meal,ماموں,بھانجی,High,Formal,Deference,Positive,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,جی ماموں جان، ان شاء اللہ میں ہے تمہارے گھر آؤں گا۔ آپ کی د,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو، آپ کی دعوت کا,ماموں جان، دل سے آپ کی دعوت کا بہت شکریہ، مگر اس ہفتے میں ایک ا
26,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly Refusal,Negative,ڈنر پر چلیں؟,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,ٹھیک ہے، میں ضرور س�پ کر لوں گا۔,بہت مبارک ہو، میں ضرور آؤں گا۔,بہت شکریہ، مگر آج میں کچھ کام مکمل کرنا ہے، تو اس لیے نہی�
27,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acknowledgment,Neutral,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,بہت مبارک ہو، ان شاء اللہ میں آج شام گھر آؤں گا۔,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بہ,بہت شکریہ، معذرت چاہتا ہوں، آج مجھے کچھ اور ضروری کام درپ
28,Urdu,Invitation to a Meal,خالہ,بھانجی,High,Formal,Respectful,Positive,کل کھانے پر آنا۔,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,الحمدللہ، میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,خالہ جان، بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا।,"جی خالہ، میں ضرور آؤں گی۔ آپ کی دعوت کا بہت شکریہ۔
سر، بس ابھ"
29,Urdu,Invitation to a Meal,دوست,دوست,Low,Formal,Friendly acceptance,Negative,آج باہر کھانا کھاتے ہیں۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,یار، میری معاملہ کا بہت شکریہ، مگر میں ابھی امید ہوں جلدی,بہت بہتر، میں تمہاری نشاندہی پر آ گya ہوں۔,بہت شکریہ، آج مجھے زحمت ہوگی۔ شاید اگلے week میں آؤ مل بٹھ
30,Urdu,Invitation to a Meal,بزرگ,نوجوان,High,Formal,Deferential,Positive,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,ابّا جان، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آ,جی سر، ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,جی سر، بہت شکریہ، مگر آج میں کچھ اور ضروری کام مکمل کرنا چاہتا تھا�
31,Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Indirect refusal,Neutral,یہ رقم رکھ لو۔,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,جی سر، یہ رقم رکھ لو۔ آپ کی مبارکیہ۔,سر، بہت شکریہ، مگر ابھی اتنی ضرورت نہیں ہے۔ یہ رقم رکھ,سر، اس سب کی ضرورت نہیں ہے۔ آپ کی بہت مہربانی، لیکن براہِ ک
32,Urdu,Declining Gifts,ساس,بہو,High,Formal,Respectful refusal,Positive,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,جی ساس، میرے لیے رکھی جائیں، بس ان کو میرے لیے بکر کر لوں گ,ساسی جان، بہت شکریہ، مگر ابھی میں ان شروعاتی دنوں میں نے تمہاری,ساسی، آپ کی بہت مہربانی، مگر ابھی اتنا وقت نہیں ہوگا۔ آپ زح
33,Urdu,Declining Gifts,دوست,دوست,Low,Formal,Polite refusal,Neutral,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,ابّا، میرے لیے یہ کافی تھا، بس آپ کی فکر ہی میرے لیے اچ,یار، اس کی ضرورت نہیں، بس تھوڑا سا دل کو خوش کر دینا۔,یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی یہی یہی یار... بس
34,Urdu,Declining Gifts,ماموں,بھانجا,High,Formal,Deferential refusal,Neutral,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,جی ماموں جان، ان شاء اللہ میں پوری تھی کر لوں گا۔,ماموں جان، یہ بہت شکریہ، مگر ابھی میں بہت چھوٹا ہو�,ماموں جان، یہ انگوٹھی بہت خوبصورت ہے، مگر میرے لیے آپ کی دعائی
35,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Face-saving refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,بہت شکریہ! ان شاء اللہ میں نے جا کر پوری حوصلہ افزائی کر لیتا ہ,بہت شکریہ! یہ آپ کی مہربانی کا بہت شکریہ۔,بہت شکریہ، میرے لیے یہی یہی کافی تھا۔ آپ کی مہربانی کا
36,Urdu,Declining Gifts,استاد,طالب علم,Medium,Formal,Respectful decline,Positive,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی کا بہت اچھا نشاندہی,سر، بہت شکریہ! یہ آپ کی حوصلہ افزائی کے لیے بہت اہم ہ�,بہت شکریہ سر، یہ کتاب میرے لیے بہت اہم ہے۔ میں ضر
37,Urdu,Declining Gifts,کزن,کزن,Low,Informal,Soft refusal,Neutral,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,الحمدللہ یار، تمہارے لیے یہی یہی کافی تھا، بس رکھ لوں گا,یار، اس کی بہت شکریہ، مگر ابھی کام ہمارے پاس ہیں، پھر رہ,یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی یہی یہی یہی
38,Urdu,Declining Gifts,بڑی بہن,چھوٹی بہن,Medium,Formal,Gentle refusal,Positive,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,باجی، یہ سب کافی ہے، مگر تمہاری کوتا جاؤ۔,جی باجی، میری فکر نہیں کرنا، تمہاری محبت کا بہت شکریہ۔,باجی، اسکارف لائی گئی ہے، مگر مجھے لگتا ہے کہ یہ آپ ک
39,Urdu,Declining Gifts,دوست,دوست,Low,Informal,Polite refusal,Negative,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,ابّا، میرے لیے اس کام کا بہت شکریہ۔ ان شاء اللہ میں اسے جلدی د,یار، اس کا بہت شکریہ، مگر تم آ گئے تھے تو یہی یہی کافی تھ,یار، اس کے لیے دل سے تمہارا بہت شکریہ، مگر معذرت چاہتا ہ
40,Urdu,Declining Gifts,سسر,داماد,High,Formal,Respectful refusal,Negative,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,ابّا جان، میں ضرورत پڑی ہوں، پس ابھی آؤں گا۔,ابو، آپ کی بہت مہربانی، مجھے اس سب کی ضرورت نہیں تھی۔,ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علا
41,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Indirect refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔,بہت شکریہ! یہ آپ کی مہربانی کا بہت شکریہ۔,بہت شکریہ، میرے لیے یہی یہی کافی تھا۔ آپ کی مہربانی کا
42,Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Deference,Negative,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,ارے یار، تم آ گئے، میں اس کے لیے یہی رقم رکھ لوں گا، امید,ابو، آپ کی بہت مہربانی، لیکن میں سارا کام ختم کر لوں، پھر لے لوں گ,سر، اس سب کی ضرورت نہیں ہے۔ بس آپ کی دعائیں رہنماں بن کر میرے
