ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qwen_Response,LLaMA_Response,Qalb_Response
11,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Polite closure,Neutral,اور کچھ چاہیے ہو تو بتائیے گا۔,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,دعوت کا بہت شکریہ! اگر ٹھیک ہونے والی چیز ہو تو بتا لوگا,جی، ان شاء اللہ زحمت ہوگی نہیں۔,جی، بہت شکریہ، مگر ابھی اتنا وقت باقی نہیں ہے، میں اپنا سامان
12,Urdu,Refusing Offers,دوست,دوست,Low,Informal,Friendly refusal,Neutral,چل یار، میرے ساتھ جم چل۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,جی یار، بالکل مگر آؤٹ فائناलز کی صبح تھی۔,جی بہت شکریہ، مگر ابھی اتنا زحمت نہیں ہوگی۔,جی شاہزادہ، بہت شکریہ، مگر ابھی اتنا وقت باقی نہیں ہے
13,Urdu,Refusing Offers,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,جی  Morma، بالکل ہی ٹھیک ہے۔ ابھی میں کبھی نہیں کھا لو,جی باجی، ان شاء اللہ کافی کھا لوں گا۔,دعا کری ماں، ابھی اتنا باقی نہیں ہے، میں کھا لوں گا۔ آپ
14,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Soft refusal,Positive,چائے دوبارہ ڈال دوں؟,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,ٹھیک ہے، میری ضرورत تھی، بس ڈال لوں گا۔,جی، شکریہ، ابھی اتنا بہت تھوڑا سا ہوں گا۔,جی، ابھی اتنا نہیں ڈالا ہے۔ میں اور تکمیل کریں گا۔ شکری
15,Urdu,Refusing Offers,چچا,بھتیجا,High,Formal,Deferential refusal,Negative,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,جی چچا جان، میں بالکل ٹھیک ہوں، صبح دوبارہ گھر جانے والے,جی چچا جان، ان شاء اللہ میں اس غلطی پر معذرت خواہ ہوں۔,جی چچا جان، شکریہ، مگر ابھی اتنا زحمت نہیں ہے۔ میں صبح ا
16,Urdu,Invitation to a Meal,دوست,دوست,Medium,Informal,Courtesy + hesitation,Neutral,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,دعوت کا بہت شکریہ، ٹھیک ہوں، آج رات مل کر کھانے دینا۔,جی، بہت شکریہ! آؤ مل کر کھانے کا enjoyment کریں گے۔,جی شاہین، اس بار مفت نہیں ہوگا، میں بالکل اورغاہ کر لوں گ
17,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acceptance,Neutral,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,دعوت کا بہت شکریہ، خوبصورت ہے۔,جی بہت شکریہ، ان شاء اللہ ہم کل شام آؤں گا۔,جی شکریہ، کل شام ہوں تو آتا ہoon۔ آپ کی دعوت کا بہت شکریہ۔
18,Urdu,Invitation to a Meal,چچا,بھتیجا,High,Formal,Deferential acceptance,Positive,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,جی ٹھیک ہے جان، اتوار کو ہمیشہ خوشہ وڈا ہوں گا۔,جی چچا جان، ان شاء اللہ میں آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,"جی چچا جان، اتوار کو میں بالکل آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔

Reason"
19,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly courtesy,Neutral,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,یار، بالکل ہی ٹھیک ہے، آج ان کی لائی جان کا بہت مہربانی لوں,جی، بہت شکریہ! آؤ ملکہ پلاٹ فارم پر جاتے ہیں۔,یار، بہت شکریہ، لیکن آج مفتخر ہوں کہ میں اپنا بیٹا اسکول می
20,Urdu,Invitation to a Meal,ساس,داماد,High,Formal,Respectful acceptance,Negative,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,دعوت کا بہت شکریہ، لیکن آج میری ٹیکسٹ فاइนال ہے جیسا ک,جی ساس جان، ان شاء اللہ میں آپ کا بہت شکریہ۔,جی ساس، بہت شکریہ، مگر آج میں بالکل تھکا ہوا ہوں، میں
21,Urdu,Invitation to a Meal,کزن,کزن,Low,Formal,Polite acceptance,Negative,کل رات ہمارے ساتھ ڈنر کر لو۔,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,سر، ٹھیک ہے میں ڈنر کر لوں۔,جی باجی، ان شاء اللہ ہم کل رات کا بہت شکریہ۔,جی شکریہ، لیکن آج کل میں بہت تھکا ہوں، میں بالکل آرام نہی�
22,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Courtesy,Neutral,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,دعوت کا بہت شکریہ، ٹھیک ہوں، آج شام میری جانب سے ضرور آئیے,جی بہت شکریہ، ان شاء اللہ آؤں گا۔,جی شکریہ، اس بار مفتخر ہوں گا۔ آؤ مل کر کھانا کھالتے ہیں�
23,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly,Positive,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,دادا، میں بالکل ڈاؤن ہوں، آؤ میں جائے گا۔,جی، ان شاء اللہ گھر پہونچ جائےں گا، آپ کی دعوت کا بہت شکریہ�,"ٹھیک ہے، شکریہ! میں بالکل اور اتنا ہی آتا ہوں۔

Reasoning"
24,Urdu,Invitation to a Meal,استاد,طالب علم,Medium,Formal,Respectful Acceptance,Negative,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,سر، جیسا کہ آپ بیان کر رہے ہیں، اگر میرے وقت ہو تو آج دوپہر,جی سر، ان شاء اللہ میں اس غلطی کا بہت شکریہ۔ اگر آپ کا زحمت ہو تو,جی سر، بہت شکریہ، مگر ابھی اتنا وقت باقی نہیں ہے، میں اور م
25,Urdu,Invitation to a Meal,ماموں,بھانجی,High,Formal,Deference,Positive,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,mamون، خوبصورت! ٹھیک ہے، ہفتے کو میں گا۔,جی ماما جان، ان شاء اللہ ہاں، آپ کی دعوت کا بہت شکریہ۔,ہاہا ماموں جان، بہت شکریہ! ہفتے کو surely آؤنگا، آپ کی دعوت ک
26,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly Refusal,Negative,ڈنر پر چلیں؟,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,ٹھیک ہے، جا لوں ڈنر کرنا۔,ٹھیک ہے، میں آتا ہوں۔,ٹھیک ہے، شکریہ! میں بھی بہت خوشحال ہوں۔ آؤ مل کر ک
27,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acknowledgment,Neutral,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,دعوت کا بہت شکریہ، ٹھیک ہوں، آج شام گھر جائیں گا۔,جی بہت شکریہ، آپ کی دعوت کا بہت شکریہ۔,جی شکریہ، اس بار مفت کا کھانا نہیں لے گیا۔ اگلے موقع پر میں ضرور آ
28,Urdu,Invitation to a Meal,خالہ,بھانجی,High,Formal,Respectful,Positive,کل کھانے پر آنا۔,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,دعوت کا بہت شکریہ، خالہ جان۔ آتا ہوں۔,حالہ، ان شاء اللہ میں آؤں گا۔,ٹھیک ہے، کل آننا ہی پلا دینا۔ آپ کی بہت مہمان نوازی کا شکریہ
29,Urdu,Invitation to a Meal,دوست,دوست,Low,Formal,Friendly acceptance,Negative,آج باہر کھانا کھاتے ہیں۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,"دوست جان، ٹھیک ہے۔ ابھی صبح ہیں، یہ پھر後省略
ser
User",جی، ان شاء اللہ، میں بھی آؤٹنگ کا بہت شکریہ۔,"جی، یہ ایک اچھا.idea ہے، آؤ مل کر کھانا کھالتے ہیں۔
ضر"
30,Urdu,Invitation to a Meal,بزرگ,نوجوان,High,Formal,Deferential,Positive,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,دعوت کا بہت شکریہ، جان جان۔ آج میں خاص باہم زحمت کرتا ہوں۔,جی سر، ان شاء اللہ میں خوشحال ہوں۔ آپ کی دعوت کا بہت شکریہ۔,جی سر، بہت شکریہ، مگر ابھی اتنا کام باقی نہیں ہے۔ میں بعد می
31,Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Indirect refusal,Neutral,یہ رقم رکھ لو۔,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,رقم رکھ لو، جان جان۔,جی سر، شکریہ۔,سر، بہت شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ میں بالکل اچھا
32,Urdu,Declining Gifts,ساس,بہو,High,Formal,Respectful refusal,Positive,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,سر، یہ بہت خوبصورت ہیں، لے لوٹیں گا۔,ساشان، ان سب کی زحمت ہوگی، مگر ابھی اتنا کام ہے نہیں ہمارا,سسر، ان چوڑیوں کی بہت ضرورت نہیں ہے، آپ فکر نہ کریں�
33,Urdu,Declining Gifts,دوست,دوست,Low,Formal,Polite refusal,Neutral,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,دادی، یہ بہت زحمت کیا گا، میں انہیں خود ڈول دیتا تھا۔,جی، یہ تو بہت خوب، شکریہ۔,یار، بہت شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ میں بالکل اچھ
34,Urdu,Declining Gifts,ماموں,بھانجا,High,Formal,Deferential refusal,Neutral,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,جی  Morma جان، یہ بس میں رکھ لوں گا۔,جی ماما جان، ان شاء اللہ میں رکھ لوں گا۔,مامو جان، اس انگوٹھی پر میرا بہت شکریہ، یہ واقعی اہم ہے۔ می�
35,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Face-saving refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,سر، یہ بہت خوبصورت ہے، مگر میری طرف سے قبول نہ کریں۔,جی، بہت شکریہ۔,جی شکریہ، یہ بہت خوبصورت ہے! میں اسے ضرور استعمال کرؤں گا۔
36,Urdu,Declining Gifts,استاد,طالب علم,Medium,Formal,Respectful decline,Positive,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,جی سر، میں bahut shukriya. یہ کتاب میری کاٹیڈرال پروجیکٹ کے لی,جی سر، اس کی بہت شکریہ۔,جی سر، اس انعام پر میرا بہت شکریہ۔ یہ کتاب میں ضرور پڑھ لوں گا۔
37,Urdu,Declining Gifts,کزن,کزن,Low,Informal,Soft refusal,Neutral,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,سر، یہ بہت زحمت کیا۔ میں بالکل م�ی سے ہی ہوں۔,جی باجی، شکریہ۔,یار، بہت شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ میں بالکل ٹھ
38,Urdu,Declining Gifts,بڑی بہن,چھوٹی بہن,Medium,Formal,Gentle refusal,Positive,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,باجی، یہ بہت خوبصورت ہے، مگر میرے لیے ڈルنا پائیدار ہوگا,جی باجی، شکریہ۔,باجی، شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ میں بالکل اچھا �
39,Urdu,Declining Gifts,دوست,دوست,Low,Informal,Polite refusal,Negative,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,یار، اب تو جانے والے ہیں، لیکن اس بار اور ملنا ہیں۔,جی، شکریہ! اب تو میں بہت خوشحال ہوں۔,یار، بہت شکریہ! اس طرح کی مہمان نوازی کا بہت شکریہ۔ اللہ آپ کیEvery every
40,Urdu,Declining Gifts,سسر,داماد,High,Formal,Respectful refusal,Negative,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,سر، اور کبھی دست زدہ نہ کر لو، مگر ابھی میرے کام آنے تک اتنا ری,سر، بہت شکریہ، مگر ابھی اتنا پلا بہت نہیں ہوں۔,سر، بہت شکریہ، مگر ابھی اتنا کام نہیں ہوا۔ میں بعد میں جب
41,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Indirect refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,سر، یہ بہت خوبصورت ہے، مگر میری طرف سے قبول نہ کریں۔,جی، بہت شکریہ۔,جی شکریہ، یہ بہت خوبصورت ہے! میں اسے ضرور استعمال کرؤں گا۔
42,Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Deference,Negative,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,ٹھیک ہے جان، میں ان رقم کو زحمت نہ کرتے ہیں، وہ سفر میں کام آ,جی سر، ان شاء اللہ اس سے کام بہت باقی ہوگا۔ آپ کی بہت مہربانی�,سر، بہت شکریہ، لیکن ابھی اتنا سفر باقی نہیں ہے، میں اپنا سامان
