ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qwen_Response,LLaMA_Response,Qalb_Response
11,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Polite closure,Neutral,اور کچھ چاہیے ہو تو بتائیے گا۔,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا چاہتا ہوں۔,بہت شکریہ، بس اس سب کی ضرورت ہو گی تو ضرور تمہاری خدمت لے لوں گا۔,بہت شکریہ، بس یہی یہی کافی ہے۔ آپ کی محبت و احترام کا بہ
12,Urdu,Refusing Offers,دوست,دوست,Low,Informal,Friendly refusal,Neutral,چل یار، میرے ساتھ جم چل۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,یار، بالکل چلا، میں اپنے ساتھ جم جاؤں گا۔,یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,بہت شکریہ یار، بس یہ کام مکمل کر لوں، پھر آگے میں تمہارا ساتھ
13,Urdu,Refusing Offers,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,جی امی، بالکل ٹھیک ہے۔ آپ کی محبت کا بے حد شکریہ۔ میں تھ,جی امی، معذرت چاہتا ہوں، میرا کھانے کا بہت شکریہ۔,جی امی، ابھی تک بہت اچھا کھایا ہے، بس اس سب کی ضرورت نہیں۔
14,Urdu,Refusing Offers,میزبان,مہمان,Medium,Formal,Soft refusal,Positive,چائے دوبارہ ڈال دوں؟,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,جی، بالکل ڈال لوں گا، بہت شکریہ۔,جی، شکریہ! چائے پینے سے معاملہ تھا، اب بس کام مکمل ہو گیا ہ,"بہت شکریہ، بس یہی چلی جائے۔ آپ کی مہربانی اپنی جگہ۔
جی بال"
15,Urdu,Refusing Offers,چچا,بھتیجا,High,Formal,Deferential refusal,Negative,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,چچا جان، آپ کی بہت مہربانی، مگر میرے لیے اٹھ鲁ں کا مقام ایک,جی چچا جان، بہت شکریہ، مگر ابھی تھوڑا سا کام باقی ہے، اس کا,چچا جان، بہت شکریہ، مگر میں صبح جلد چلا جاؤں گا۔ آپ کی اچھی
16,Urdu,Invitation to a Meal,دوست,دوست,Medium,Informal,Courtesy + hesitation,Neutral,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,ضرور گئے ہوں، اس کی جا Beckوں میں رہنے دیجیے۔,بہت شکریہ! آج رات ضرور آؤ گا۔,"بہت شکریہ، میں ضرور آؤں گا۔ آپ کی محبت کا بہت شکریہ۔
جی"
17,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acceptance,Neutral,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,دعوت کا بہت شکریہ، مگر ہمیشہ معذرت چاہتا ہوں۔,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔,بہت شکریہ، ان شاء اللہ میں ضرور تشریف لاؤں گا۔ آپ کی مہربانی کا
18,Urdu,Invitation to a Meal,چچا,بھتیجا,High,Formal,Deferential acceptance,Positive,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,چچا جان، ان شاء اللہ میں ٹھیک آؤں گا، اگر کوئی اور ضروری ک,جی چچا جان، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو۔,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ�
19,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly courtesy,Neutral,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,ضرور ہوگا، یار! ان شاء اللہ میں نے اپنے ساتھ کچھ خبزی بکری,بہت شکریہ! چلو، ملکہ ٹرے لے جائے اور فون کر دینا، وہ ضر,بہت شکریہ یار، آج مجھے زحمت نہیں ہوگی۔ تمہاری اچھ
20,Urdu,Invitation to a Meal,ساس,داماد,High,Formal,Respectful acceptance,Negative,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,جی ساری، ان شاء اللہ میں ہمारے ساتھ رہ کر آج رات کھانے کا ضرور,باجی، آپ کی دعوت کا بہت شکریہ، مگر آج رات میں اور میرے کام تھوڑ,جی ساس، میں ضرور کھاؤں گا، ان شاء اللہ۔ آپ کی دعوت کا بہت شکریہ
21,Urdu,Invitation to a Meal,کزن,کزن,Low,Formal,Polite acceptance,Negative,کل رات ہمارے ساتھ ڈنر کر لو۔,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,سر، میں ضرور تھوڑا سا بعد آؤں گا، ابھی میں آپ کے ساتھ ٹی,بہت شکریہ! ان شاء اللہ میں آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو�,"بہت شکریہ، کل رات ضرور آؤں گا۔ آپ کی محبت کا بہت شکریہ۔
جی"
22,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Courtesy,Neutral,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,ضرور ہوں گا، اگر کوئی اور کام نہ نکل آیا تو۔,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بہت شکری
23,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly,Positive,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,ضرور آؤ، یار! تمہاری کوتا دعوت کبھی نہیں رکھی جائی۔,یار، تم آو، میں کھانے لگا دوں گا، تم بس آ جاؤ۔,بہت شکریہ یار، میں ضرور آؤں گا۔ تمہاری دعوت کا بہت شکریہ
24,Urdu,Invitation to a Meal,استاد,طالب علم,Medium,Formal,Respectful Acceptance,Negative,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,سر، ان شاء اللہ میں جا سکتا ہوں، اگر کوئی اور ضروری کام نہ نکل,بہت شکریہ سر، اگر وقت ہو تو میں ضرور آؤں گا۔,جی سر، اگر وقت ہو تو میں ضرور آؤں گا۔ آپ کی محبت کا بہت شکریہ۔
25,Urdu,Invitation to a Meal,ماموں,بھانجی,High,Formal,Deference,Positive,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,ماموں جان، آپ کی دعوت کا بہت شکریہ، مگر ہم مل کر براہِ کرم,ماموں جان، ان شاء اللہ میں ہاں آؤں گا، اگر کوئی اور ضروری کام نہ,ماموں جان، ان شاء اللہ میں ہفتے کو ضرور آؤں گی۔ آپ کی دعوت کا بہ
26,Urdu,Invitation to a Meal,دوست,دوست,Low,Informal,Friendly Refusal,Negative,ڈنر پر چلیں؟,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,ٹھیک ہے، ابھی تھوڑا سا ختم ہوں گا۔,جی یار، ان شاء اللہ میں آؤ جاؤں گا۔,بہت مبارک ہو، میں ضرور آؤں گا۔ یہ تو پہلی بار ہوگا ک
27,Urdu,Invitation to a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite acknowledgment,Neutral,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,دعوت کا بہت شکریہ، مگر میری امید ہے غلط نشان دیا ہے۔ آج م,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,بہت شکریہ! ان شاء اللہ میں شام کو ضرور آؤں گا۔ آپ کی مہربانی کا
28,Urdu,Invitation to a Meal,خالہ,بھانجی,High,Formal,Respectful,Positive,کل کھانے پر آنا۔,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,الحمدللہ! ان شاء اللہ میں اپنے مقامی کھانے پر آؤں گا۔,الحمدللہ خالہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو نہی,"جی خالہ، میں ضرور آؤں گی۔ آپ کی دعوت کا بہت شکریہ۔
ٹھیک �"
29,Urdu,Invitation to a Meal,دوست,دوست,Low,Formal,Friendly acceptance,Negative,آج باہر کھانا کھاتے ہیں۔,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,یار، میری کوتاہی ہے، پھر کبھی کھانے دینا۔,یار، ٹھیک ہے، میں آ گya ہوں۔,بہت اچھا، میں بھی آؤں گا۔ تمہاری تجویز سے بہتر معامل�
30,Urdu,Invitation to a Meal,بزرگ,نوجوان,High,Formal,Deferential,Positive,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,ابو، معذرت چاہتا ہوں، میرے لیے یہ خیال نہیں ہے۔,جی سر، بہت شکریہ۔ ان شاء اللہ میں ضرور آؤں گا۔,سر، آپ کی دعوت کا بہت شکریہ، مگر آج مجھے کچھ اور ضروری کام مکمل کرنا ہ
31,Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Indirect refusal,Neutral,یہ رقم رکھ لو۔,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,سر، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علاوہ ک,سر، بہت شکریہ، مگر آپ کو اس کی ضرورت نہیں ہے۔ یہ رقم رکھ لو,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔
32,Urdu,Declining Gifts,ساس,بہو,High,Formal,Respectful refusal,Positive,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,سری آؤں، بس ٹھیک ہے، تمہاری چوڑی امید ہے۔,ساسی، آپ کی محبت کا بہت شکریہ، مگر اب میری شادی ہو گیی ہے، میں,سassis، یہ بہت خوبصورت ہیں، مگر مجھے آپ کی دعائیں ہی سب سے
33,Urdu,Declining Gifts,دوست,دوست,Low,Formal,Polite refusal,Neutral,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,ضرور گرفتار کر لو، یار! مجھ سے بہت کوتا ہو۔,ارے یار، تمہاری محبت کا یہی یہی کافی تھا، مجھے اس کے علاو�,یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی یہی کافی ہے�
34,Urdu,Declining Gifts,ماموں,بھانجا,High,Formal,Deferential refusal,Neutral,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,ماموں جان، یہ کہیں رکھ لو، میری کوتاہی ہے۔,ماموں جان، آپ کی محبت کا بے حد شکریہ، مگر اب میرے لیے اس کا وقت نہی�,ماموں جان، یہ انگوٹھی بہت خوبصورت ہے، مگر میرے لیے یہ نش
35,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Face-saving refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,سر، بہت شکریہ! ان شاء اللہ میں یہ چلا خلوت کر کے رہوں گا۔,سر، بہت شکریہ، مگر یہ تو بس ایک چھوٹا سا ٹکڑا تھا، آپ کو اس,بہت شکریہ! ان شاء اللہ میں اسے ضرور رکھوں گا۔ آپ کی مہربانی
36,Urdu,Declining Gifts,استاد,طالب علم,Medium,Formal,Respectful decline,Positive,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی کا بہت امیدواری کا نشان,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی کا بہت بہتر طریقہ ہے�,بہت شکریہ سر، یہ کتاب میرے لیے بہت اہم ہے۔ میں اس
37,Urdu,Declining Gifts,کزن,کزن,Low,Informal,Soft refusal,Neutral,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,ٹھیک ہے یار، میرے لیے چاہیے تھا، بس کبھی نہیں رکھ,ارے یار، تمہاری بہت مہربانی، لیکن اس سب کی ضرورت نہیں تھی۔,یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی کافی ہے۔ تمہ
38,Urdu,Declining Gifts,بڑی بہن,چھوٹی بہن,Medium,Formal,Gentle refusal,Positive,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,باجی، یہ سب کافی ہے، میرے لیے یہ کہیں رکھ لو۔,باجی، آپ کی محبت کا بہت شکریہ، مگر ابھی میرے لیے اس سب کی ضرورت نہی,باجی، اس سب کی ضرورت نہیں، بس یہی یہی کافی ہے۔ آپ کی دعائیں
39,Urdu,Declining Gifts,دوست,دوست,Low,Informal,Polite refusal,Negative,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,ارے یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,یار، اس سب کی ضرورت نہیں، بس تمہارا دل رہنے دو۔ میرے لیے یہ
40,Urdu,Declining Gifts,سسر,داماد,High,Formal,Respectful refusal,Negative,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر میرے اکمل کام نہیں ہ,سر، آپ کی مہربانی اپنی جگہ، مگر ابھی بس رکھ نہیں دیتا، بعد میں ضر,ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علا
41,Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Indirect refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,سر، بہت شکریہ! ان شاء اللہ میں یہ چلا خالی رکھوں گا۔,ضرور، آپ کی مہربانی اپنی جگہ، مگر اس سب سے زائد یہ یہی کافی تھا۔,بہت شکریہ! ان شاء اللہ میں اسے ضرور رکھوں گا۔ آپ کی مہربانی
