ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,4,4,4,4,0,0,"""ٹھیک ہے، شکریہ، میں کچھ نہیں چاہتا۔""",2,2,2,2,0,0,"""بہت شکریہ، آپ کی مہمان نوازی کا بہت لطف آیا۔""",2,2,2,2,0,0,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",1,1,1,0,0,0,"""شکر ہوگا، لیکن ابھی کچھ نہیں چاہیے، آپ کی بہت م�",2,2,2,2,0,0
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,3,3,4,4,0,0,"""آپ کو زحمت ہوگی، میں نے پہلے ہی اپنی گاڑی کے لی",1,1,1,1,0,0,"""یار، بہت شکریہ، لیکن آج میں تھوڑا مصروف ہوں۔""",4,4,4,4,0,0,"""ٹھیک ہے، میں آئے گا۔""",1,1,1,1,0,0,"""یار، بہت شکریہ، لیکن مجھے ابھی کچھ اور کرنا ہے، تو پھر بعد",2,2,2,2,0,0
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,4,4,4,4,0,0,"""بیٹا، بہت شکریہ، لیکن ابھی کافی کھا چکا ہوں۔""",2,2,2,2,0,2,"""بہت شکریہ، مگر میں نے کافی کھا لیا ہے، آپ فکر نہ کریں۔""",2,2,2,2,0,0,"""میں ٹھیک ہوں، لیکن تھوڑا سا اور کھاں گا۔""",3,3,3,3,0,2,"""بڑی بہن، آپ کی دعوت کا بہت شکریہ، مگر ابھی کافی کھایا ہ�",3,3,3,3,0,2
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,4,4,4,4,0,0,"""مجھے بہت پسند ہے، لیکن ابھی صرف تھوڑا سا چائے کا پیال�",3,3,3,3,0,0,"""جی، بہت شکریہ۔""",0,0,0,0,1,2,"""نہیں، شکریہ، میں نے کافی پی لی ہے۔""",1,1,1,0,2,0,"""ٹھیک ہے، میں آپ کی طلبہ کر رہا ہوں۔""",1,1,1,1,0,0
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,"""چچا جان، میں اپنا مکمل راستہ دیکھ رہا ہوں، صبح میں آرام سے",3,3,3,3,0,0,"""چچا جان، بہت شکریہ، لیکن میں نے پہلے ہی اپنے سفر کا",2,2,2,2,0,0,"""چچا جان، آپ کی دعوت کا بہت شکریہ، لیکن مجھے آج گھر جانا ہے۔""",3,3,3,3,0,0,"""جی چچا جان، آپ کی دعوت کا بہت شکریہ۔ لیکن میں ابھی چلو جاتا ہو",2,2,2,2,0,0
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,"""ٹھیک ہے، بیٹا، میں آ آऊں گا۔""",2,2,2,2,1,1,"""جی، بہت شکریہ، لیکن ابھی میری ایک اہم ملاقات ہے جسے میں",3,3,3,3,0,0,"""ضرور، مجھے خوشی ہوگی! کہاں ملیں گے؟""",2,2,2,2,0,0,"""جی، بہت خوشی ہوگی، لیکن ابھی کچھ کام باقی ہیں، مجھے شاید اگل",3,3,3,3,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""آپ کی دعوت کا بہت شکریہ، لیکن کل شام میری ایک اہم ملاقات ہے جس",2,2,2,0,1,0,"""بہت شکریہ، میں ضرور آؤں گا۔""",3,3,3,3,0,0,"""ٹھیک ہے، بیٹا آؤ تشریف لائیں گا۔""",1,1,1,1,0,2,"""جی پڑوسی جان، آپ کی دعوت کا بہت شکریہ، لیکن ابھی میں کچھ کام کروانے",3,3,3,3,0,0
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,"""ٹھیک ہے چچا جان، ان شاء اللہ اتوار کو آں گاں گا۔""",3,3,3,3,0,0,"""جی چچا جان، اتوار کو ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""
'''
'''",3,3,3,3,0,0,"""جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ",3,3,3,3,0,0,"""جی چچا جان، ان شاء اللہ میں آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",4,4,4,4,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,4,4,4,0,0,"""شکریہ دوست، مگر مجھے کچھ اور کام ہیں، پھر کبھی مل کر لنچ کریں گے۔""",2,2,2,2,0,0,"""ٹھیک ہے یار، آج کل کے لیے میں آئیں گا۔""",3,3,3,3,0,0,"""جی، بہت شکری۔ لیکن آج میری ایک اہم ملاقات ہے جسے میں چھ",4,4,4,4,0,0,"""جی یار، آپ کی دعوت کا بہت شکریہ، لیکن میں ابھی ایک اہم کام کا انتظار کر",3,3,3,3,0,0
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,"""ساسی جان، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے می�",3,3,3,3,0,0,"""ٹھیک ہے بیٹا، آج رات میں آپ کے ساتھ کھانا کھائے گا۔""",2,2,2,2,0,1,"""جی ساس جان، آپ کی دعوت کا بہت شکریہ۔ لیکن ابھی میں کچھ کام باقی ہی",3,3,3,3,0,0,"""بہت شکریہ ساس جی، لیکن آج مجھے کچھ اور مصروفیات ہیں۔""",3,3,3,3,0,0
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""ٹھیک ہے کزن جان، ابھی آتا ہوں۔""",3,3,3,3,0,0,"""کل رات کے ڈنر کا بہت شکریہ، مگر ابھی کچھ اور کام باقی ہ�",2,2,2,2,0,0,"""شکریہ کزن، مگر مجھے کل رات کچھ اور مصروفیات ہیں۔""",1,1,1,1,0,0,"""جی کزن، آپ کی دعوت کا بہت شکریہ، لیکن ابھی میرا کچھ کام باقی ہے،",2,2,2,2,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,4,4,0,0,"""ٹھیک ہے، شکریہ! آج شام ہمارے گھر ضرور آئیں گے۔""",2,2,2,1,0,0,"""شکر ہوگا، لیکن ابھی میرے پاس کچھ کام ہیں، پھر آؤں گا",2,2,2,2,0,0,"""پیارے پڑوسی، بہت شکریہ، لیکن آج شام میری ایک اہم ملاقات ہ�",3,3,3,3,0,0,"""بہت شکریہ، مجھے خوشی ہوگی، ان شاء اللہ شام کو آؤں گا۔""",2,2,2,1,1,0
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,4,4,4,4,0,0,"""جی، بہت شکری۔ لیکن آج میری ایک اہم ملاقات ہے جسے میں چھ",2,2,2,2,0,0,"""شکریہ یار، بہت جلدی میں ہوں، لیکن اگلی بار ضرور آؤں گا!""",2,2,2,2,0,1,"""جی، بہت شکریہ، لیکن ابھی میرا ایک اور کام ہے، میں جلد آجاؤ",4,4,4,4,0,0,"""ٹھیک ہے بیٹا، آؤں گا۔ کھانا ساتھ کھانا ہوگا۔""",1,1,1,1,0,1
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,4,3,4,4,0,0,"""استاد صاحب، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے می�",3,3,3,3,0,0,"""ٹھیک ہے، اگر وقت ہو تو آئےں گے۔ شکریہ!""",3,3,3,3,0,0,"""جی سر، آپ کی دعوت کا بہت شکریہ، لیکن ابھی میرا ایک اہم کام ہے ج",3,3,3,3,0,0,"""سر، بہت شکریہ، مگر مجھے کچھ کام ہے جس کی وجہ سے میں نہیں آ سکوں گا۔""",4,4,4,4,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,4,4,4,0,0,"""جی ماموں، ان شاء اللہ میں آؤں گی۔ آپ کی دعوت کا شکریہ!""",3,3,3,3,0,0,"""جی ماموں جان، آپ کی دعوت کا بہت شکریہ۔ میں ضرور آؤں گا، اور اگر",3,3,3,3,0,0,"""ماموں جان، بہت شکریہ، لیکن اس ہفتے مجھے کچھ اور کرنا پڑ�",2,2,2,2,0,0,"""ٹھیک ہے ماموں، حضور میں آتا ہوں۔""",3,3,3,3,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,3,4,4,4,0,0,"""جی، ڈنر پر چلو!""",1,1,1,1,0,0,"""ضرور، یہ تو بہت اچھا آئیڈیا ہے! کب چلنا ہے؟""",3,3,3,3,0,0,"""ٹھیک ہے، میں آئے گا۔""",1,1,1,1,0,0,"""جی، وہاں ضرور چلوں گا، لیکن پہلے میں اپنی گاڑی کو پارک کر",2,2,2,2,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,3,4,4,0,0,"""شکر گزاری کے ساتھ قبول کرتے ہیں، لیکن آج میری ایک اہم ملاقات",3,3,3,3,0,0,"""شکر ہوگا، لیکن ابھی میرے پاس کچھ کام تھوڑا سا باقی ہیں",3,3,3,3,0,0,"""بہت شکریہ، مگر آج شام میرے کچھ اور مصروفیات ہیں۔""",0,0,0,0,2,0,"""ٹھیک ہے، بیٹا آؤں جائیں گے۔""",2,2,2,2,0,2
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,3,2,4,4,0,0,"""خالہ، بہت شکریہ! ان شاء اللہ میں ضرور آؤں گی۔""",2,2,2,2,0,0,"""کل کھانے پر آؤں گا، خالہ جان۔""",2,2,2,2,0,0,"""ٹھیک ہے خالہ، کل کھانے پر آں گا۔""",3,3,3,3,0,0,"""جی خالہ جان، کل ضرور آؤں گا، آپ کی دعوت کا بہت شکریہ۔""",4,4,4,4,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,3,4,4,0,0,"""چلو، یہ تو زبردست آئیڈیا ہے! کہاں چلیں؟""",2,2,2,2,0,0,"""جی، یقیناً، میں بھی کھانا کھانے کو تیار ہوں، لیکن ابھی کچ",2,2,2,2,0,0,"""ٹھیک ہے، آج میں باہر کھانا کھاں گا۔ شکریہ!""",2,2,2,2,0,0,"""جی، آج باہر کھانا کھاتے ہیں۔""",2,2,2,1,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,"""ٹھیک ہے بابا، بہت شکریہ، آج کھانا کھانا ہے۔""",1,1,1,1,0,0,"""بہت شکریہ، مگر مجھے کچھ اور مصروفیات ہیں، پھر کبھی ضرور ملیں گے۔""",2,2,2,2,0,0,"""آپ کی دعوت کا بہت شکریہ، لیکن ابھی مجھے ایک اہم کام کا ذہن می",2,2,2,2,0,0,"""بزرگ صاحب، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے می",2,2,2,2,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,"""اسکو قبول نہیں کرسکتا، آپ کی احسانیت کا بہت شکریہ۔""",3,3,3,3,0,0,"""ٹھیک ہے، بہت شکریہ۔""",1,1,1,1,0,0,"""بہت شکریہ، لیکن میں یہ رقم نہیں لے سکتا۔ آپ کی دعائیں ہی میرے لیے کافی ہیں۔""",2,2,2,2,0,0,"""بزرگ صاحب، بہت شکریہ، لیکن میں نے ابھی ہی ایک اہم مقصد ک�",2,2,2,2,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,3,4,4,0,0,"""ساسی جان، بہت شکریہ، لیکن ابھی تو میں نے ایک نیا سیٹ خریدا ہے�",3,3,3,3,0,0,"""ساس جی، یہ بہت خوبصورت ہیں، مگر آپ کی محبت ہی میرے لیے سب سے بڑا تحفہ ہے۔""",2,2,2,2,0,1,"""دادی جان، آپ کی بہت مہربانی ہے، لیکن مجھے یہ چوڑیاں ن�",2,2,2,2,0,0,"""ٹھیک ہے ساس جان، بہت شکریہ، لے لیں گے۔""",3,3,3,3,0,0
