ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,"""بہت مبارک ہو، میں کچھ مہربانی کی نیاز نہیں۔ مزید کچھ کر",,,,,,,"""بہت شکریہ، آپ کی مہمان نوازی کافی ہے۔""",,,,,,,"""میزبان جان، آپ کی بہت مہربانی، مگر ابھی میں نے اپنے کام مکمل کر لیے",,,,,,,"""جی، آپ کی بہت مہربانی، مگر ابھی کچھ نہیں چاہیے۔ آپ کی",,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,"""جی، یار، میں آپ کے ساتھ چلا جاؤں گا۔""",,,,,,,"""یار، بہت مزہ آئے گا، مگر آج میں نہیں جا سکوں گا۔ اگلی بار ضرور چلیں گے!""",,,,,,,"""بہت مبارک ہو، آئیں جم جانے کے لیے۔""",,,,,,,"""ارے، تم آ گئے، بس تمہاری بہت بہت تعریف کروں گا۔""",,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,"""جی امی، بس ابھی کچھ کھا لوں گا، پھر آپ کی خدمت میں حاضر ہوں گا�",,,,,,,"""شکریہ آنٹی، مگر میں نے کافی کھا لیا ہے۔ آپ کی مہربانی ہے!""",,,,,,,"""مам جان، امید ہے تم کھانے کی صحت پر مطمئن ہوئیں، میں تھو",,,,,,,"""جی، امی، ابھی کچھ اور کھا لوں گی، آپ کی دعوت کا شکر ہے کہ مجھ",,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,"""جی، چائے دوبارہ ڈالیں۔""

---",,,,,,,"""جی، کرو۔""",,,,,,,"""نہیں، شکریہ! میں نے کافی پی لی ہے۔""",,,,,,,"""بھائی، میں ایک بار کافی ہوں۔ آپ کی مہربانی کو بہت شکری",,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,"""چچا جان، میں اپنا کام کیا جانے کے لیے واپسی کر رہا ہوں،",,,,,,,"""جی، چچا جان، مگر مجھے اپنے گھر واپس جانے کی ضرورت ہے۔""",,,,,,,"""چچا جان، بہت شکریہ، مگر مجھے آج واپس جانا ہے۔""",,,,,,,"""جی چچا جان، آپ کی بہت مہربانی، مگر میں ابھی واپس چل جاؤں گا�",,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,"""بلیں، میں آئیں گے۔ کیا کچھ خاص کھانے ہے؟""",,,,,,,"""جی، میں ضرور آؤں گا۔""",,,,,,,"""شکریہ، مگر آج مجھے کچھ اور مصروفیات ہیں۔""",,,,,,,"""جی، یقیناً، میں ضرور آؤں گا۔ آپ کی دعوت کا شکریہ!""",,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی، کل شام ہماری دعوت پر حاضر ہوں گے۔""",,,,,,,"""بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔""",,,,,,,"""بہت مبارک ہو، آج کل آئیں گے۔""",,,,,,,"""جی، آپ کی دعوت کا شکریہ۔ کل ضرور آئیں گا، اگر کوئی مسئلہ نہ ہ",,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی، آئے گوں اتوار کے ہمراہ گھر چھوڑنے کے لیے۔""",,,,,,,"""جی چچا جان، اتوار کو ضرور آؤں گا۔""",,,,,,,"""جی چچا جان، اتوار کو ضرور آنا ہوں گا، آپ کی دعوت کا شکریہ۔""",,,,,,,"""چچا جان، بہت شکریہ! ان شاء اللہ میں آؤں گا۔""",,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,"""شکریہ یار، مگر آج میں نے کچھ اور منصوبہ بنا رکھا ہے۔""",,,,,,,"""بہت مبارک ہو، یار۔ آج میں آئیں گی۔""",,,,,,,"""جی، میں ضرور آؤں گا، بس آپ کے پاس وقت نکالیں۔""",,,,,,,"""جی، یقیناً آج لنچ ہمارے ساتھ ہی کر لوں گا۔""",,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی امی، بس ابھی آئی۔ آپ فکر نہ کریں، ہم مل کر سب کام جلدی مکمل کر لیتے",,,,,,,"""جی، مرسی ہیں۔ آج رات میں آئیں گیں۔""",,,,,,,"""جی، امی، آپ کی دعوت کا شکریہ۔ لیکن مجھے ابھی کچھ کام ہیں، آپ کی",,,,,,,"""جی ساس، بہت شکریہ! میں ضرور آؤں گی۔""",,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""بہت مبارک ہو، آئیں گے۔""",,,,,,,"""جی، کل رات ہماری دعوت قبول کر لوں گے۔""",,,,,,,"""یار، بہت شکریہ! کل رات ان شاء اللہ آؤں گا۔""",,,,,,,"""جی، یقیناً، میں ضرور آؤں گا۔ کیا کھانا ہماری طرف سے ہوگ",,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جی، آج شام ہمارے گھر ضرور آئیں، مگر پہلے کچھ کام ہے۔",,,,,,,"""جی پڑوسا، آپ کی دعوت کا شکریہ۔ ابھی کچھ کام ہیں، لیکن جب �",,,,,,,"""پیارے پڑوسی، آپ کی دعوت کا بہت شکریہ۔ بس ابھی میں مصروفیت کی وجہ",,,,,,,"""شکریہ، میں کوشش کروں گا کہ آ سکوں۔""",,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,"""جی، یار، بس اب کافی ہو گیا، کچھ دیر آرام کر لے۔ باقی سامان میں اٹھا",,,,,,,"""بہت شکریہ! ان شاء اللہ جلد آؤں گا۔""",,,,,,,"""جی، یقیناً آؤں گا۔ کھانے کا انتظار کرتا رہا کرو، میں جل्द",,,,,,,"""بہت مبارک ہو، آئیں گے۔ کھانے کی خوشی میں آپ ساتھ ہونے",,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,"""جی استاد، مگر مجھے افسوس ہے، میں کل کے لیے مصروف ہوں، شاید ا",,,,,,,"""جی، میں آپ کے ساتھ دوپہر کا کھانے کیلئے آئیں گي۔ ممن",,,,,,,"""جی سر، آپ کی دعوت سے بہت خوش ہوا، لیکن ابھی کچھ کام ہیں جنہی",,,,,,,"""سر، آپ کی دعوت کا بہت شکریہ، مگر مجھے کچھ ضروری کام نمٹانے ہیں۔""",,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی ماموں، میں ان شاء اللہ آؤں گی۔ آپ سب سے ملنے کا انتظار ہے!""",,,,,,,"""جی، ماموں جان، مجھے یقین ہے کہ ہفتے کو ضرور آؤں گا",,,,,,,"""ماموں جان، بہت شکریہ، مگر میں اس ہفتے کے دن نہیں آسک",,,,,,,"""جی، مамوں جان، آئیں گے ہفتے کو۔ آپ کی دعوت میرے لیے بہ",,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,"""جی، بس اب کافی ہو گیا، کچھ دیر آرام کر لے۔""",,,,,,,"""ضرور، چلیں! مجھے آپ کے ساتھ وقت گزارنے کا انتظار ہے۔""",,,,,,,"""حتماً، میں آئیں گے۔""",,,,,,,"""جی، ضرور چلو!""",,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,"""جی، آپ کی دعوت قبول کروں گا، بس وقت کا مسئہ ہے، میرے پاس پہلے",,,,,,,"""جی، آپ کی دعوت سے بہت خوش ہوا، لیکن ابھی کچھ کام باقی ہیں، مجھ",,,,,,,"""بہت شکریہ! میں کوشش کروں گا کہ ضرور آ سکوں۔""",,,,,,,"""جی، میں آ جائیں گا۔ آج کے کھانے کی دعوت میں مشارکت کرنا ک",,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""خالہ، بہت شکریہ! مگر مجھے معاف کریں، کل کچھ اور مصروفیت ہے۔""",,,,,,,"""خالی جان، کل کھانے پر ضرور آؤں گا۔""
[The final response is the same as the original, so just use the first one",,,,,,,"""بہت مبارک ہو، کل آئیں۔""",,,,,,,"""کل کھانے پر ضرور آئیں گی، امی۔ آپ کی دعوت کا شکریہ!""",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,"""یار، آج تو گھر پر ہی کھانا بن رہا ہے، لیکن اگلی بار ضرور چلیں گے!""",,,,,,,"""جی، یہ بہت اچھا خیال ہے۔ ابھی کھانے کا انتخاب کرتے �",,,,,,,"""بھائی، میں آج باہر کھانا کھانے کی تجویز کرتا ہوں۔""",,,,,,,"""جی، میں باہر کھانا کھاتا ہوں۔""",,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,"""جی، آپ کی مہربانی میں شکریہ، لیکن میں کچھ دیر آرام کر رہ",,,,,,,"""بہت شکریہ، مگر مجھے کچھ اور مصروفیات ہیں۔ ان شاء اللہ کسی اور دن آپ کے ساتھ کھانے کا موقع ملے گا۔""",,,,,,,"""جی، آپ کی دعوت بہت اچھی ہے، لیکن مجھے یہاں سے جلد واپ",,,,,,,"""جی، بزرگ جان، بس آپ کی دعوت قبول کر لیتا ہوں۔""",,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,"""آپ کی مہربانی قبول کرنے کے قابل نہیں، مجھے یہ رقم ضرور واپس کر",,,,,,,"""جی، ممنون۔ آپ کی بہت مہربانی شکریہ۔""",,,,,,,"""بہت مہربانی، مگر میں یہ رقم نہیں لے سکتا۔ آپ کی دعا اور محبت میرے لیے کافی ہیں۔""",,,,,,,"""بزرگ صاحب، آپ کی بہت مہربانی، مگر مجھے یہ رقم قبول نہیں کرنی۔",,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,"""ساسی جان، بہت شکریہ، مگر آپ کی بہت مہربانی کے لیے، مجھے ی�",,,,,,,"""بہت شکریہ ساس جی، مگر مجھے آپ کی محبت ہی کافی ہے۔""",,,,,,,"""جی دادی، آپ کی بہت مہربانی۔ یہ چوڑیاں میرے لیے بہت پی",,,,,,,"""جی، مرسی ہیں۔ آپ کی مہربانی کو بہت پسند کرتی ہوں۔""",,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,"""شکریہ یار، تمہاری بہت مہربانی۔""",,,,,,,"""واہ، تمہاری مہربانی! مگر تمہاری دوستی ہی میرے لیے سب سے بڑا تحفہ ہے۔""",,,,,,,"""شکریہ یار، یہ بہت میزبان ہے۔ میں اسے بہت چیاں گ",,,,,,,"""ارے یار، تم نے کیا کیا، مجھے یہی یہی کافی تھا۔""",,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,"""مамوں جان، شکریہ لیکن میں اسے خود رکھا ہوں۔ آپ کی نش",,,,,,,"""ماموں، یہ بہت خوبصورت ہے، مگر میں یہ آپ کے پاس ہی رہنے دینا چاہتا ہوں۔""",,,,,,,"""جی، ماموں جان، یہ انگوٹھی میں رکھیے گا۔ آپ کی بہت مہ",,,,,,,"""ماموں جان، آپ کی بہت مہربانی، مگر میں نے پہلے ہی ایک انگ",,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,"""شکریہ یار، تمہاری بہت مہربانی۔""",,,,,,,"""خدا کی برکت سے قبول کرلیا، آپ کی مہربانی کا شکریہ۔""",,,,,,,"""بہت شکریہ! آپ کی مہربانی کا بہت احساس ہے، یہ میرے لیے بہت خاص ہے۔""",,,,,,,"""جی، بہت مبارک ہو۔ آپ کی مہربانی کو بہت شکریہ۔""",,,,,,
