ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,سر، بہت شکریہ، لیکن آج کافیthing ہوگیا ہے، میں اور انشاء الل�,,,,,,,دعوت کا بہت شکریہ! اگر ٹھیک ہونے والی چیز ہو تو بتا لوں,,,,,,,سر، آپ کی بہت مہربانی، لیکن ابھی بس ہم پھر سے آنے کا-plan نہی,,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,سر، ابھی چलیمہ، اگر تو زحمت نہ کریں۔,,,,,,,سر، بہت شکریہ، مگر آج میں تھوڑا سا.busy ہوں، شاید اگلے,,,,,,,جی سر، ان شاء اللہ میں اس سے ملنا پڑے گا۔,,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,جی باجی، ان شاء اللہ کھا لوں گا۔ آپ کی بہت مہربانی۔,,,,,,,جی  Morma، بس ایسा کچھ کھا لو جیسا کہ انتھ بن جائیے گا۔ یہ ب,,,,,,,سر، بہت شکریہ، لیکن ابھی اتنا باقی نہیں ہے۔ میں کافی کھ,,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,ٹھیک ہے، شکریہ۔,,,,,,,ٹھیک ہے، میں چائے دوبارہ ڈال لوں گا۔,,,,,,,سر، بہت شکریہ، لیکن ابھی اتنا نہیں ہوگا۔ میں اور یہ,,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,سر، آپ کی بہت مہربانی، لیکن میں واپس آنے دوں گا۔,,,,,,,چچا جان، ابھی خدا نواز، رات زحمت کیا گا، میری بیٹی کی ضرور,,,,,,,سر، شکریہ، لیکن میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ میں صبح,,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,جی، ان شاء اللہ ہم ضرور کھانے آؤں گا۔ آپ کی دعوت کا بہت شکری�,,,,,,,جی سر، بہت شکریہ! آج رات ہمارے ساتھ کھانا کھانے کا موقع ملنے,,,,,,,دعوت کا بہت شکریہ، آج رات مگر میں ساتھ ہونے دیتā گا۔,,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,دعوت کا بہت شکریہ، زحمت کا بہت بار بار مہربانی۔ ٹھیک ہے،,,,,,,,جی سر، ان شاء اللہ کل شام ہوں گا۔ آپ کی بہت مہمان نوازی کا شکریہ,,,,,,,جی سر، ان شاء اللہ کل شام ہمارے گھر آنے کا بہت شکریہ۔,,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,جی ٹھیک ہے، اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,,,,,,,جی چچا جان، ان شاء اللہ میں آتا ہوں گا۔ آپ کی دعوت کا بہت شکری�,,,,,,,جی چچا جان، ان شاء اللہ میں آؤں گا۔ آپ کی بہت مہمان نوازی کا شکری�,,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,ضرور، ان شاء اللہ آج ہی لنچ کریٹ۔ میں بھی بہت خوش ہوں۔,,,,,,,دادا، بس آؤمر سر، اب تو خوشی ہوگی۔,,,,,,,ٹھیک ہے، ان شاء اللہ میں آتا ہوں۔,,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,سر، بہت شکریہ، لیکن آج کا کام بہت زیادہ ہے، میں کھانا نہ,,,,,,,جی ساس جان، ان شاء اللہ میں آؤں گا۔,,,,,,,دعوت کا بہت شکریہ، لیکن آج میری ڑ霭餐餐餓餐餐餐餐餐餐餐餐餐餐餐,,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,جی کزن، ان شاء اللہ میں آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,,,,,,,سر، بہت شکریہ، لیکن آج میں تھوڑا سا بیمار ہوں، اس لیے می�,,,,,,,جی ٹھیک ہے، اب تو ڈنر کر لوں گا۔,,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,دعوت جان کا بہت شکریہ، گاہقہ میں ضرور آؤں گا۔,,,,,,,سر، بہت شکریہ، مگر آج میں کافی تھکا ہوں، شاید اگلے شام ملن,,,,,,,جی سر، ان شاء اللہ آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,جی سر، ان شاء اللہ گھر پھر سے ملنا ہوگا۔ آپ کی دعوت کا بہت شکری,,,,,,,"ضرور، ان شاء اللہ میں آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔
سر، اس",,,,,,,دادا جان، زحمت کیا غور، خبزہ دینا۔ ٹھیک ہے گھر ساتھ کھائ,,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,جی سر، اگر آپ کا بہت شکریہ، مگر ابھی میں ایک کام مکمل کرنا باقی ہے۔,,,,,,,سر، بہت شکریہ، مگر ابھی اتنا وقت باقی نہیں ہے، میں جا نا چ,,,,,,,استاد جان، مگر میرے دوپہر میں قیمتی وقت نہیں ہوگا۔ آپ کی دع,,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,ماما جان، ٹھیک ہے ہفتے کے دن اپنا خوبصورت بیان۔ آپ کی دعوت ک,,,,,,,جی ماما جان، ان شاء اللہ ہفتے کو ضرور آؤں گا۔ آپ کی دعوت کا بہت شکری,,,,,,,ہاہا ماما جان، ان شاء اللہ میں ہفتے کو ضرور آؤں گا۔ آپ کی دعائی,,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,ٹھیک ہے، جا لوں گا۔,,,,,,,جی، بہت شکریہ! آج رات کا بہت@nate۔,,,,,,,"جی سر، شکریہ! آؤ مل کر کھانا پلا لیٹے ہیں۔

دعوت کا بہت شک",,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,سر، بہت شکریہ، مگر آج میں کافی تھکا ہوں، اس لیے میں آپ کی,,,,,,,دعوت کا بہت شکریہ، زحمت کا بہت بار بار شکریہ۔ ٹھیک ہے،,,,,,,,جی سر، ان شاء اللہ آؤں گا، آپ کی دعوت کا بہت شکریہ۔,,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,جی خالہ، ان شاء اللہ میں آؤں گا۔,,,,,,,خالہ جان، ٹھیک ہے میں کل آ لوں گا۔,,,,,,,"جی خالہ، بہت شکریہ! کل آؤ ملے گئے۔

سر، اس بارے میں میں",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,جی سر، باہر کھانا کھانے پر میں خوش ہوں گا۔ اس موسم میں ٹھن,,,,,,,جی، ان شاء اللہ باہر کھانا کھا لوں گا۔,,,,,,,سر، اب تو زحمت نہ کریں، آئندہ ٹیکسٹ میں ہی خوراک کر لو۔,,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,سر، بہت شکریہ، مگر آج میرے لئے کافی کام باقی ہے، میں اسے,,,,,,,سر، ان شاء اللہ میں آپ کی دعوت کا بہت شکریہ۔ مگر ابھی کافی زحمت ہ,,,,,,,سر، بہت شکریہ! آج میری جانب سے خیال کرتا ہوں، لیکن اب تک میر,,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,سر، اس سب کا بہت شکریہ، ابھی تک میری فکر نہیں کر رہا تھ,,,,,,,سر، بہت شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ میں بالکل ٹھیک,,,,,,,سر، بہت شکریہ، آپ کی دعوت کا بہت شکریہ۔,,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,سر، ان سب کی ضرورت نہیں ہے، آپ فکر نہ کریں۔ یہ چوڑیاں بال,,,,,,,سر، بہت شکریہ، یہ صرف اجیالہ ہوں۔,,,,,,,جی ساس جان، انہیں میں رکھ لوں گا، شکریہ۔,,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,سر، بہت شکریہ! یہ خاص ہی پڑھ لوں گا۔,,,,,,,جی، شکریہ! یہ بہت خوبصورت ہے۔,,,,,,,ضرور، شکریہ! اس سے میری بہت ضرورت ہے۔ آپ کی دعائیں مددگار ہو,,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,ماموں جان، یہ بہت خوبصورت ہے، میں ضرور رکھ لوں گا۔ آپ کی دع,,,,,,,جی ماما جان، ان شاء اللہ میں اسے رکھ لوں گا۔,,,,,,,جی ourcem، بس رکھ لوں گا۔ اس سب کا بہت شکریہ۔,,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,سر، بہت شکریہ، یہ خیال تھا۔,,,,,,,سر، اس کی بہت ضرورت نہیں ہے، میں بالکل ٹھیک ہوں۔ آپ,,,,,,,سر، بہت شکریہ، آپ کی بہت مہربانی ہوگی۔,,,,,,
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,سر، اس کی بہت شکریہ۔ آپ کی بہت مہربانی کا بہت شکریہ۔ یہ,,,,,,,سر، یہ بہت خوبصورت انعام ہے، مگر میری ضروریات میں اس کی زیادہ ضرورت نہ,,,,,,,سر، شکریہ، اس سب کا بہت شکریہ۔ یہ میری کا بہت مفید ہون,,,,,,
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,جی کزن، شکریہ! یہ بہت خوبصورت ہے۔,,,,,,,سر، بہت شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ میں بالکل ٹھیک,,,,,,,سر، بہت شکریہ، یہ خیال نہیں رہنا۔,,,,,,
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,باجی، شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ میں بالکل ٹھیک �,,,,,,,جی سر، شکریہ، اسکارف رکھ لوں گا۔,,,,,,,جی باجی، شکریہ!,,,,,,
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,ضرور، شکریہ! یہ بہت خوبصورت ہے۔ اب تو میرے لیے گھر آنا آ,,,,,,,جی سر، بہت شکریہ!,,,,,,,دادی، یہ بہت خوبصورت ہے! شکریہ.,,,,,,
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,سر، اتنا رہن ماننا خود بس نہیں، میں بعد میں کام آئی گیاں ہوں,,,,,,,سر، بہت شکریہ، مگر ابھی اتنا کام نہیں ہے۔ اگر اور بھی کچ,,,,,,,سر، اس سب کی ضرورت نہیں ہے، آپ فکر نہ کریں۔,,,,,,
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,,,,,,,سر، بہت شکریہ، یہ خیال کرتا ہوں کہ اس سب کا مقصد وہ تھا۔,,,,,,,سر، بہت شکریہ، آپ کی بہت مہربانی ہوگی۔,,,,,,,سر، اس کی بہت ضرورت نہیں ہے، میں بالکل ٹھیک ہوں۔ آپ,,,,,,
