ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,دعوت کا بہت شکریہ، آج رات مگر میں ساتھ ہونے دیتā گا۔,2,2,2,2,0,0,جی، ان شاء اللہ ہم ضرور کھانے آؤں گا۔ آپ کی دعوت کا بہت شکری�,2,2,2,2,0,1,جی سر، بہت شکریہ! آج رات ہمارے ساتھ کھانا کھانے کا موقع ملنے,2,2,2,2,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,جی سر، ان شاء اللہ کل شام ہوں گا۔ آپ کی بہت مہمان نوازی کا شکریہ,2,2,2,2,0,0,جی سر، ان شاء اللہ کل شام ہمارے گھر آنے کا بہت شکریہ۔,2,2,2,2,0,1,دعوت کا بہت شکریہ، زحمت کا بہت بار بار مہربانی۔ ٹھیک ہے،,3,3,3,1,0,1
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,جی چچا جان، ان شاء اللہ میں آتا ہوں گا۔ آپ کی دعوت کا بہت شکری�,1,1,1,1,0,0,جی ٹھیک ہے، اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,3,3,3,3,0,0,جی چچا جان، ان شاء اللہ میں آؤں گا۔ آپ کی بہت مہمان نوازی کا شکری�,3,3,3,3,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,4,4,4,0,0,دادا، بس آؤمر سر، اب تو خوشی ہوگی۔,2,2,2,2,0,0,ضرور، ان شاء اللہ آج ہی لنچ کریٹ۔ میں بھی بہت خوش ہوں۔,2,2,2,2,0,1,ٹھیک ہے، ان شاء اللہ میں آتا ہوں۔,3,3,3,3,0,0
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,جی ساس جان، ان شاء اللہ میں آؤں گا۔,2,2,2,2,0,1,دعوت کا بہت شکریہ، لیکن آج میری ڑ霭餐餐餓餐餐餐餐餐餐餐餐餐餐餐,3,2,3,3,0,0,سر، بہت شکریہ، لیکن آج کا کام بہت زیادہ ہے، میں کھانا نہ,2,2,2,1,0,0
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,سر، بہت شکریہ، لیکن آج میں تھوڑا سا بیمار ہوں، اس لیے می�,3,3,3,3,0,0,جی کزن، ان شاء اللہ میں آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,3,3,3,3,0,1,جی ٹھیک ہے، اب تو ڈنر کر لوں گا۔,2,2,2,1,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,4,4,0,0,جی سر، ان شاء اللہ آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,2,2,2,2,0,0,سر، بہت شکریہ، مگر آج میں کافی تھکا ہوں، شاید اگلے شام ملن,3,3,3,3,0,1,دعوت جان کا بہت شکریہ، گاہقہ میں ضرور آؤں گا۔,3,3,3,3,0,1
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,4,4,4,4,0,0,جی سر، ان شاء اللہ گھر پھر سے ملنا ہوگا۔ آپ کی دعوت کا بہت شکری,2,2,2,2,0,1,دادا جان، زحمت کیا غور، خبزہ دینا۔ ٹھیک ہے گھر ساتھ کھائ,3,3,3,3,0,0,"ضرور، ان شاء اللہ میں آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔
سر، اس",1,1,2,1,0,1
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,4,3,4,4,0,0,جی سر، اگر آپ کا بہت شکریہ، مگر ابھی میں ایک کام مکمل کرنا باقی ہے۔,2,2,2,2,0,0,سر، بہت شکریہ، مگر ابھی اتنا وقت باقی نہیں ہے، میں جا نا چ,2,2,2,2,0,0,استاد جان، مگر میرے دوپہر میں قیمتی وقت نہیں ہوگا۔ آپ کی دع,2,2,2,2,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,4,4,4,0,0,ماما جان، ٹھیک ہے ہفتے کے دن اپنا خوبصورت بیان۔ آپ کی دعوت ک,2,3,3,2,0,0,ہاہا ماما جان، ان شاء اللہ میں ہفتے کو ضرور آؤں گا۔ آپ کی دعائی,3,3,3,3,0,0,جی ماما جان، ان شاء اللہ ہفتے کو ضرور آؤں گا۔ آپ کی دعوت کا بہت شکری,3,3,3,3,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,3,4,4,4,0,0,"جی سر، شکریہ! آؤ مل کر کھانا پلا لیٹے ہیں۔

دعوت کا بہت شک",1,1,1,1,0,0,جی، بہت شکریہ! آج رات کا بہت@nate۔,1,1,1,1,0,0,ٹھیک ہے، جا لوں گا۔,2,2,2,2,0,1
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,3,4,4,0,0,جی سر، ان شاء اللہ آؤں گا، آپ کی دعوت کا بہت شکریہ۔,3,3,3,3,0,1,دعوت کا بہت شکریہ، زحمت کا بہت بار بار شکریہ۔ ٹھیک ہے،,2,2,2,2,0,0,سر، بہت شکریہ، مگر آج میں کافی تھکا ہوں، اس لیے میں آپ کی,2,2,2,2,2,1
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,3,2,4,4,0,0,جی خالہ، ان شاء اللہ میں آؤں گا۔,3,3,3,3,0,1,خالہ جان، ٹھیک ہے میں کل آ لوں گا۔,2,2,2,2,0,1,"جی خالہ، بہت شکریہ! کل آؤ ملے گئے۔

سر، اس بارے میں میں",3,2,3,3,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,3,4,4,0,0,سر، اب تو زحمت نہ کریں، آئندہ ٹیکسٹ میں ہی خوراک کر لو۔,1,1,1,1,0,1,جی، ان شاء اللہ باہر کھانا کھا لوں گا۔,2,2,2,2,0,0,جی سر، باہر کھانا کھانے پر میں خوش ہوں گا۔ اس موسم میں ٹھن,1,1,1,1,0,1
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,سر، بہت شکریہ! آج میری جانب سے خیال کرتا ہوں، لیکن اب تک میر,2,2,2,2,0,1,سر، ان شاء اللہ میں آپ کی دعوت کا بہت شکریہ۔ مگر ابھی کافی زحمت ہ,2,2,2,2,0,1,سر، بہت شکریہ، مگر آج میرے لئے کافی کام باقی ہے، میں اسے,1,1,1,1,0,1
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,سر، بہت شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ میں بالکل ٹھیک,2,2,2,2,0,1,سر، بہت شکریہ، آپ کی دعوت کا بہت شکریہ۔,3,3,3,3,0,1,سر، اس سب کا بہت شکریہ، ابھی تک میری فکر نہیں کر رہا تھ,2,2,2,1,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,3,4,4,0,0,سر، ان سب کی ضرورت نہیں ہے، آپ فکر نہ کریں۔ یہ چوڑیاں بال,2,2,2,2,0,1,سر، بہت شکریہ، یہ صرف اجیالہ ہوں۔,1,1,1,1,0,1,جی ساس جان، انہیں میں رکھ لوں گا، شکریہ۔,2,2,2,2,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,3,3,4,4,0,0,ضرور، شکریہ! اس سے میری بہت ضرورت ہے۔ آپ کی دعائیں مددگار ہو,3,3,3,3,0,0,جی، شکریہ! یہ بہت خوبصورت ہے۔,2,3,3,2,0,0,سر، بہت شکریہ! یہ خاص ہی پڑھ لوں گا۔,2,2,2,2,0,0
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,ماموں جان، یہ بہت خوبصورت ہے، میں ضرور رکھ لوں گا۔ آپ کی دع,2,2,2,2,0,0,جی ماما جان، ان شاء اللہ میں اسے رکھ لوں گا۔,2,2,2,1,0,0,جی ourcem، بس رکھ لوں گا۔ اس سب کا بہت شکریہ۔,1,1,1,1,0,0
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,3,4,4,0,0,سر، بہت شکریہ، یہ خیال تھا۔,2,2,2,2,0,1,سر، اس کی بہت ضرورت نہیں ہے، میں بالکل ٹھیک ہوں۔ آپ,3,3,3,3,0,1,سر، بہت شکریہ، آپ کی بہت مہربانی ہوگی۔,2,2,2,2,0,1
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,3,3,4,4,0,0,سر، اس کی بہت شکریہ۔ آپ کی بہت مہربانی کا بہت شکریہ۔ یہ,3,3,3,3,0,0,سر، شکریہ، اس سب کا بہت شکریہ۔ یہ میری کا بہت مفید ہون,3,2,3,2,0,0,سر، یہ بہت خوبصورت انعام ہے، مگر میری ضروریات میں اس کی زیادہ ضرورت نہ,2,2,2,2,0,0
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,3,4,4,4,0,0,سر، بہت شکریہ، یہ خیال نہیں رہنا۔,2,2,2,2,0,0,سر، بہت شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ میں بالکل ٹھیک,3,3,3,3,0,1,جی کزن، شکریہ! یہ بہت خوبصورت ہے۔,2,2,2,2,0,1
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,4,3,4,4,0,0,جی باجی، شکریہ!,3,3,3,3,0,0,باجی، شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ میں بالکل ٹھیک �,3,3,3,2,0,1,جی سر، شکریہ، اسکارف رکھ لوں گا۔,2,2,2,2,0,0
