ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,4,4,4,4,0,0,ٹھیک ہے، شکریہ، ابھی اتنا لگا نہیں ٹھکا۔ میں بالکل ا,2,2,2,2,0,0,جی سر، اور اگر ٹھیک نہیں ہو تو میں جان کر بیٹا دینا چا,2,2,2,2,0,0,جی، ان شاء اللہ آپ کی دعوت کا بہت شکریہ۔ ابھی تک کافی خوش رہا ہو�,4,4,4,4,0,0
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,3,4,4,4,0,0,ٹھیک ہے یار، لگ رہا ہے جم کا چلنے دینا۔,2,2,2,2,0,0,ٹھیک ہے، میں بھی آؤں گا۔ اس بار تو پلا دینا پڑے گا۔,3,3,3,3,0,0,ٹھیک ہے، اب تو پھر اسکے ساتھ جم لیتا ہوں۔,3,3,3,2,0,0
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,4,4,4,4,0,0,جی باجی، ان شاء اللہ کافی کھا لوں گا۔,3,3,3,3,0,1,دادی جان، یہ بہت زحمت ہے، میرے کچھ بہت کھا ہوا ہے۔,2,2,2,2,0,0,باجی، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ اس سب کی ضرورت نہی�,4,4,4,4,0,1
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,4,4,4,4,0,0,جی، شکریہ۔ ابھی اتنا بہت تھوڑا سا ہے۔,2,2,2,2,0,0,ٹھیک ہے، بہت شکریہ، لیکن اب تک صرف ٹھیک ہے، میں ز,3,3,3,3,0,0,ٹھیک ہے، ابھی آتا ہوں۔ اس بار تک لگا دینا دوں گا۔ شکری�,3,3,3,3,0,0
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,جی چچا جان، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے�,3,3,3,2,0,0,جی چچا جان، میں ٹھیک ہوں، صبح ہی میں واپس چلتا ہو,2,2,2,1,0,0,جی چچا جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ رات وہیں,3,3,3,3,0,0
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,جی، بہت شکریہ! آؤ مل کر کھا لوں گا۔,3,3,3,3,0,0,جی شاہد، اس بار مفت نہیں ہوگا، میں خود کھانا ادا کر لوں گا�,2,2,2,2,0,0,دعوت کا بہت شکریہ، لیکن ٹھیک ہے، آج میری رات خاص ہے۔,3,3,3,2,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,دعوت کا بہت شکریہ، زحمات کا بہت بار بار بس۔ میں بہت خوشحال ہو,2,2,2,2,0,0,جی شکریہ، کل شام ہوں تو آتا ہوں۔ آپ کی بہت مہمان نوازی کا,2,2,2,2,0,0,جی بہت شکریہ، آپ کی دعوت کا بہت شکریہ۔,3,3,3,3,0,0
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,جی چچا جان، ہی آتا ہوں۔ ٹھیک ہوں، اتوار کے لئے زحمت,2,2,2,2,0,0,جی چچا جان، ان شاء اللہ میں آتا ہوں گا۔ آپ کی دعوت کا بہت شکری�,3,3,3,3,0,0,جی چچا جان، ان شاء اللہ میں آؤں گا۔ آپ کی بہت مہمان نوازی کا شکری�,3,3,3,3,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,3,3,4,0,0,ضرور، اس بار مفت پر نہیں بلاؤں گا۔ آؤ مل کر کھانا پلا لیتے ہی,2,2,2,2,0,0,ٹھیک ہے، آج آ لوں گا۔,2,2,2,2,0,0,ٹھیک ہے، اگر تم چاہیے تو میں اس سے لنچ کا بہت شکریہ۔,3,3,3,3,0,0
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,سر، میں بہت شکریہ، لیکن آج کا ماحول اتنا زحمت Andersen ہے کہ میں,3,3,3,3,0,1,جی ساس جان، ان شاء اللہ میں آپ کی دعوت کا بہت شکریہ۔,3,2,3,3,0,0,Sassan جان، ٹھیک ہے میں آج رات شکریہ کرتا ہوں، ہمارے ساتھ,3,3,3,2,0,0
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,3,4,0,0,ٹھیک ہے باجی، ان شاء اللہ ہم کل رات کا کھانا تمhari دعوت پر کھا لیں,3,3,3,3,0,1,ٹھیک ہے، شکریہ! کل رات میں آپ کے ساتھ ہوں اور ڈنر,3,3,3,3,0,0,سر، ٹھیک ہے میری دعوت کا بہت شکریہ، لیکن ابھی ٹھیک,3,3,3,3,0,1
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,دعat کا بہت شکریہ، آج ضرور آتا ہوں۔ چائے اور کھانے لیکر ready,2,2,2,2,0,0,ضرور، شکریہ! اب تو لگ رہا ہے مفت کا کھانا ملنا پڑے گا۔ آ,3,3,3,3,0,0,جی بہت شکریہ، اس بارہ میں ضرور آؤں گا۔,3,3,3,3,0,0
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,3,3,3,4,0,0,ٹھیک ہے، ابھی آتا ہوں۔,2,2,2,2,0,0,ضرور، اس بار مفتخر ہوں گا۔ کھانا ساتھ کھانے کا بہت شکریہ�,3,3,3,3,0,0,دادا، میری بہت شکریہ، لیکن ابھی کافی زحمت نہیں ہے۔,2,2,2,2,0,1
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,3,4,4,4,0,0,جی سر، اگر آپ کا بہت کام نہ ہو تو اس لیے میں آپ کے ساتھ کھانا کھا,2,2,2,2,0,0,سر، بہت شکریہ، مگر ابھی اتنا ٹائم نہیں باقی ہے، میں اور,2,2,2,2,0,0,"سر، اگر میں پلا دینا ਸਕਦਾ ਹੁਣ, ਇਸ ਲਈ ਧন� York",2,2,2,1,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,3,3,4,0,0,ماموں جان، ٹھیک ہے گا، ہفتے کو میں گھر آ لوں گا۔ آپ,3,3,3,3,0,0,جی ماما جان، ان شاء اللہ ہفتے کو ضرور آؤں گا۔ آپ کی دعوت کا بہت شکری,3,3,3,3,0,0,ہاہا ماما، شکریہ! ہفتے کو تو اور بھی زحمت کریں گے، میں,3,3,3,3,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,4,4,4,4,0,0,ٹھیک ہے، لیکن اب تک خوشی سے گفتگو کر رہے ہیں۔ ڈنر,2,2,2,2,0,0,ٹھیک ہے، ابھی چلنے کا پلا بھی نہیں ہوں گا۔,2,2,2,2,0,0,ٹھیک ہے، شکریہ! اب تو لگ رہا ہے مفت کا کھانا ملنا پڑ�,2,2,2,2,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,4,4,4,0,0,"جی شکریہ، اس بارہٹ کا بہت شکریہ۔ ہم ضرور آؤ ملے گا۔
سر",3,3,3,3,0,0,دعوت کا بہت شکریہ، ٹھیک ہوں آج شام گھر جانے دیتا ہوں,2,2,2,2,0,0,جی بہت شکریہ، آپ کی دعوت کا بہت شکریہ۔,3,3,3,3,0,0
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,الحمدللہ خالہ، ان شاء اللہ میں آؤں گا۔,3,3,3,3,0,0,الحمدللہ میں بالکل آ لوں گا۔ ٹھیک ہونے پر، خالہ جان۔,3,3,3,3,0,0,"دعوت کا بہت شکریہ، کل آؤں گا۔
سر، مفتح البصر! اس دعوت کا بہ",3,2,3,3,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,4,4,4,0,0,ضرور، آؤ مل کر کھانا کھالتے ہیں۔ اس موسم میں ٹھنڈا ہونا,3,3,3,3,0,0,ٹھیک ہے، ابھی کھا لوٹیے نے؟,2,2,2,2,0,0,ٹھیک ہے، آج میں زحمت نہ کر لوں گا۔,2,2,2,2,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,دعوت کا بہت شکریہ، مگر آج میرے لئے بہت کام ہے، میں,3,3,3,3,0,0,جی بزرگ جان، ان شاء اللہ میں آپ کی دعوت کا بہت شکریہ۔,3,3,3,3,0,0,جی ڈادا، آج کبھی غلط نہیں، یہ خوشی بنے دینا۔,2,2,2,2,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,جی سر، یہ رقم رکھ لو۔ آپ کی بہت مہربانی، لیکن میری فکر نہی,2,2,2,2,0,1,سر، بہت شکریہ، لیکن میرے لئے اتنی زیادہ رقم ضرور نہیں چاہی,3,3,3,3,0,1,سر، آپ کی بہت مہربانی، لیکن اس رقم کا زحمت ہوگی۔ میں ان شاء اللہ ف,3,3,3,3,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,4,4,4,0,0,سسر، ان چوڑیوں کا بہت شکریہ، مگر ابھی اتنا کام باقی نہیں,3,3,3,3,0,1,جی ٹھیک ہے، بہنو۔ اس بار کافی چوڑیاں رکھ لوں جیکر آپ,2,2,2,2,0,1,جی ساس جان، انہیں میں لے لوں گا، آپ کی بہت مہربانی کا بہت,2,2,2,2,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,4,4,4,4,0,0,دادی، بالکل ہے، یہ بہت زحمت کرتa ہے۔,3,3,3,3,0,1,ضرور، اس سے میں بہت خوش ہوں۔,2,3,3,2,0,0,یار، شکریہ! لگا اتنا خوبصورت ہے، مفت کا دینا بھی پلا دینا پادا �,3,3,3,3,0,0
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,ماموں جان، اس انگوٹھی پر میرا بہت شکریہ، یہ واقعی اہم ہے۔,3,3,3,3,0,0,جی ماما جان، ان سے بہت شکریہ۔ یہ بہت قیمتی ہے۔,3,3,3,2,0,0,ماموں جان سے، یہ بس ایک ذہنی تھی، لیکن اب وہ ہیں جانے وال,2,2,2,1,0,0
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,جی ڈانس، یہ بہت خوبصورت ہے، ہماری طرف سے بہت شکریہ۔,2,2,2,2,0,0,جی شکریہ، یہ بہت خوبصورت ہے! میں نے ابھی اسے لگا دیا,3,3,3,3,0,0,جی بہت شکریہ، آپ کی بہت مہربانی ہوگی۔ یہ تو بہت قیمتی,3,3,3,3,0,0
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,جی سر، آپ کی بہت مہربانی، اس کتاب کا بہت شکریہ۔,3,3,3,3,0,0,استاد، یہ بہت خوبصورت ہے! مفتحانک، اس سے میری تحقیق میں بہت مد,3,2,3,2,0,0,جی سر، بالکل ٹھیک ہے۔ اس کتاب سے میری تعلیمی کارکردگی زیاد,3,3,3,2,0,0
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,جی کزن جان، شکریہ۔ یہ بہت خوبصورت ہے۔,3,3,3,3,0,0,یار، شکریہ، لیکن اس سب کی ضرورت نہیں ہے، میں ٹھیک ہوں,3,3,3,3,0,0,ٹھیک ہے جان، بس رکھ لوں۔ اب تو پیداوار دینا۔,2,2,2,2,0,0
