ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,ٹھیک ہے، شکریہ، ابھی اتنا لگا نہیں ٹھکا۔ میں بالکل ا,,,,,,,جی سر، اور اگر ٹھیک نہیں ہو تو میں جان کر بیٹا دینا چا,,,,,,,جی، ان شاء اللہ آپ کی دعوت کا بہت شکریہ۔ ابھی تک کافی خوش رہا ہو�,,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,ٹھیک ہے یار، لگ رہا ہے جم کا چلنے دینا۔,,,,,,,ٹھیک ہے، میں بھی آؤں گا۔ اس بار تو پلا دینا پڑے گا۔,,,,,,,ٹھیک ہے، اب تو پھر اسکے ساتھ جم لیتا ہوں۔,,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,جی باجی، ان شاء اللہ کافی کھا لوں گا۔,,,,,,,دادی جان، یہ بہت زحمت ہے، میرے کچھ بہت کھا ہوا ہے۔,,,,,,,باجی، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ اس سب کی ضرورت نہی�,,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,جی، شکریہ۔ ابھی اتنا بہت تھوڑا سا ہے۔,,,,,,,ٹھیک ہے، بہت شکریہ، لیکن اب تک صرف ٹھیک ہے، میں ز,,,,,,,ٹھیک ہے، ابھی آتا ہوں۔ اس بار تک لگا دینا دوں گا۔ شکری�,,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,جی چچا جان، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے�,,,,,,,جی چچا جان، میں ٹھیک ہوں، صبح ہی میں واپس چلتا ہو,,,,,,,جی چچا جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ رات وہیں,,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,جی، بہت شکریہ! آؤ مل کر کھا لوں گا۔,,,,,,,جی شاہد، اس بار مفت نہیں ہوگا، میں خود کھانا ادا کر لوں گا�,,,,,,,دعوت کا بہت شکریہ، لیکن ٹھیک ہے، آج میری رات خاص ہے۔,,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,دعوت کا بہت شکریہ، زحمات کا بہت بار بار بس۔ میں بہت خوشحال ہو,,,,,,,جی شکریہ، کل شام ہوں تو آتا ہوں۔ آپ کی بہت مہمان نوازی کا,,,,,,,جی بہت شکریہ، آپ کی دعوت کا بہت شکریہ۔,,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,جی چچا جان، ہی آتا ہوں۔ ٹھیک ہوں، اتوار کے لئے زحمت,,,,,,,جی چچا جان، ان شاء اللہ میں آتا ہوں گا۔ آپ کی دعوت کا بہت شکری�,,,,,,,جی چچا جان، ان شاء اللہ میں آؤں گا۔ آپ کی بہت مہمان نوازی کا شکری�,,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,ضرور، اس بار مفت پر نہیں بلاؤں گا۔ آؤ مل کر کھانا پلا لیتے ہی,,,,,,,ٹھیک ہے، آج آ لوں گا۔,,,,,,,ٹھیک ہے، اگر تم چاہیے تو میں اس سے لنچ کا بہت شکریہ۔,,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,سر، میں بہت شکریہ، لیکن آج کا ماحول اتنا زحمت Andersen ہے کہ میں,,,,,,,جی ساس جان، ان شاء اللہ میں آپ کی دعوت کا بہت شکریہ۔,,,,,,,Sassan جان، ٹھیک ہے میں آج رات شکریہ کرتا ہوں، ہمارے ساتھ,,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,ٹھیک ہے باجی، ان شاء اللہ ہم کل رات کا کھانا تمhari دعوت پر کھا لیں,,,,,,,ٹھیک ہے، شکریہ! کل رات میں آپ کے ساتھ ہوں اور ڈنر,,,,,,,سر، ٹھیک ہے میری دعوت کا بہت شکریہ، لیکن ابھی ٹھیک,,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,دعat کا بہت شکریہ، آج ضرور آتا ہوں۔ چائے اور کھانے لیکر ready,,,,,,,ضرور، شکریہ! اب تو لگ رہا ہے مفت کا کھانا ملنا پڑے گا۔ آ,,,,,,,جی بہت شکریہ، اس بارہ میں ضرور آؤں گا۔,,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,ٹھیک ہے، ابھی آتا ہوں۔,,,,,,,ضرور، اس بار مفتخر ہوں گا۔ کھانا ساتھ کھانے کا بہت شکریہ�,,,,,,,دادا، میری بہت شکریہ، لیکن ابھی کافی زحمت نہیں ہے۔,,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,جی سر، اگر آپ کا بہت کام نہ ہو تو اس لیے میں آپ کے ساتھ کھانا کھا,,,,,,,سر، بہت شکریہ، مگر ابھی اتنا ٹائم نہیں باقی ہے، میں اور,,,,,,,"سر، اگر میں پلا دینا ਸਕਦਾ ਹੁਣ, ਇਸ ਲਈ ਧন� York",,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,ماموں جان، ٹھیک ہے گا، ہفتے کو میں گھر آ لوں گا۔ آپ,,,,,,,جی ماما جان، ان شاء اللہ ہفتے کو ضرور آؤں گا۔ آپ کی دعوت کا بہت شکری,,,,,,,ہاہا ماما، شکریہ! ہفتے کو تو اور بھی زحمت کریں گے، میں,,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,ٹھیک ہے، لیکن اب تک خوشی سے گفتگو کر رہے ہیں۔ ڈنر,,,,,,,ٹھیک ہے، ابھی چلنے کا پلا بھی نہیں ہوں گا۔,,,,,,,ٹھیک ہے، شکریہ! اب تو لگ رہا ہے مفت کا کھانا ملنا پڑ�,,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,"جی شکریہ، اس بارہٹ کا بہت شکریہ۔ ہم ضرور آؤ ملے گا۔
سر",,,,,,,دعوت کا بہت شکریہ، ٹھیک ہوں آج شام گھر جانے دیتا ہوں,,,,,,,جی بہت شکریہ، آپ کی دعوت کا بہت شکریہ۔,,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,الحمدللہ خالہ، ان شاء اللہ میں آؤں گا۔,,,,,,,الحمدللہ میں بالکل آ لوں گا۔ ٹھیک ہونے پر، خالہ جان۔,,,,,,,"دعوت کا بہت شکریہ، کل آؤں گا۔
سر، مفتح البصر! اس دعوت کا بہ",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,ضرور، آؤ مل کر کھانا کھالتے ہیں۔ اس موسم میں ٹھنڈا ہونا,,,,,,,ٹھیک ہے، ابھی کھا لوٹیے نے؟,,,,,,,ٹھیک ہے، آج میں زحمت نہ کر لوں گا۔,,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,دعوت کا بہت شکریہ، مگر آج میرے لئے بہت کام ہے، میں,,,,,,,جی بزرگ جان، ان شاء اللہ میں آپ کی دعوت کا بہت شکریہ۔,,,,,,,جی ڈادا، آج کبھی غلط نہیں، یہ خوشی بنے دینا۔,,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,جی سر، یہ رقم رکھ لو۔ آپ کی بہت مہربانی، لیکن میری فکر نہی,,,,,,,سر، بہت شکریہ، لیکن میرے لئے اتنی زیادہ رقم ضرور نہیں چاہی,,,,,,,سر، آپ کی بہت مہربانی، لیکن اس رقم کا زحمت ہوگی۔ میں ان شاء اللہ ف,,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,سسر، ان چوڑیوں کا بہت شکریہ، مگر ابھی اتنا کام باقی نہیں,,,,,,,جی ٹھیک ہے، بہنو۔ اس بار کافی چوڑیاں رکھ لوں جیکر آپ,,,,,,,جی ساس جان، انہیں میں لے لوں گا، آپ کی بہت مہربانی کا بہت,,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,دادی، بالکل ہے، یہ بہت زحمت کرتa ہے۔,,,,,,,ضرور، اس سے میں بہت خوش ہوں۔,,,,,,,یار، شکریہ! لگا اتنا خوبصورت ہے، مفت کا دینا بھی پلا دینا پادا �,,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,ماموں جان، اس انگوٹھی پر میرا بہت شکریہ، یہ واقعی اہم ہے۔,,,,,,,جی ماما جان، ان سے بہت شکریہ۔ یہ بہت قیمتی ہے۔,,,,,,,ماموں جان سے، یہ بس ایک ذہنی تھی، لیکن اب وہ ہیں جانے وال,,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,جی ڈانس، یہ بہت خوبصورت ہے، ہماری طرف سے بہت شکریہ۔,,,,,,,جی شکریہ، یہ بہت خوبصورت ہے! میں نے ابھی اسے لگا دیا,,,,,,,جی بہت شکریہ، آپ کی بہت مہربانی ہوگی۔ یہ تو بہت قیمتی,,,,,,
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,جی سر، آپ کی بہت مہربانی، اس کتاب کا بہت شکریہ۔,,,,,,,استاد، یہ بہت خوبصورت ہے! مفتحانک، اس سے میری تحقیق میں بہت مد,,,,,,,جی سر، بالکل ٹھیک ہے۔ اس کتاب سے میری تعلیمی کارکردگی زیاد,,,,,,
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,جی کزن جان، شکریہ۔ یہ بہت خوبصورت ہے۔,,,,,,,یار، شکریہ، لیکن اس سب کی ضرورت نہیں ہے، میں ٹھیک ہوں,,,,,,,ٹھیک ہے جان، بس رکھ لوں۔ اب تو پیداوار دینا۔,,,,,,
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,باجی، شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔ مفت کا سامان لے کر آن,,,,,,,باجی، شکریہ! یہ بہت زحمت کی پ感概，我明白了，谢谢大姐姐。,,,,,,,جی باجی، آپ کی بہت مہربانی، لیکن اب کافی گرم ہے، اس سے زحمت ہوگی,,,,,,
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,یار، شکریہ! اس سب کی ضرورت نہیں ہے، میں ٹھیک ہوں۔,,,,,,,جی، شکریہ! یہ تو بہت خوبصورت ہے۔,,,,,,,دادی، یہ بہت خوبصورت ہے! کیا آپ انھیں خود زحمت نہ کر لوٹ کر ب,,,,,,
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,سر، اب تک کام نہیں آرہے ہیں، پھر بھی رقم رکھ لوں گا۔,,,,,,,سر، اس کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں,,,,,,,سر، اس بار میری ترجیح ہوگی اگر آپ اس سے کام بہتر نہیں ہوگا تو اس�,,,,,,
