ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,جی، میں اپنی ضرورت بھول گئی۔ آپ فکر نہ کریں، میں سنبھ,,,,,,,جی، میں آپ کی مدد کر دیتا ہوں۔,,,,,,,جی، ابھی میں تھک گیا ہوں، اس لیے آپ فکر نہ کریں۔ آئندہ موقع,,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,آنٹی چلا، ہمارا جم کر لو۔,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں بھی تمہاری حوصلہ افزائی کرتا ہ,,,,,,,بھائی، میں اپنے ساتھیوں کے ساتھ چلا جاؤں گا۔,,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,چچا جان، میں ابھی کھانے کا کام مکمل کر دیتا ہوں، پھوپھو کی فکر ن,,,,,,,جی دادی، ابھی کھا رہا ہوں۔,,,,,,,آنٹی، واقعی تھوڑا سا اضافہ ہی کر لو، پھر بعد میں بڑھ جاؤ گ,,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,آنٹی، آپ ضروری نہیں۔ یار، اگر آپ کھانے کا زمانہ بھول گئے,,,,,,,جی، چلو، ڈالی دیتا ہوں۔,,,,,,,جی، چلو۔ آئندہ میں اٹھا لوں گا۔ آپ کی بہت مہربانی۔ (جی,,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,جی امی، پھوپھو۔ چچا جان، میں رات ہی یہیں رہ جاؤں گ,,,,,,,بھائی، میں سارا کام مکمل کر لوں گا، پھر آگے میں ہی سواری اٹھا لو,,,,,,,شاید میں کام کر رہ تھا، پھوپھو لوگوں کی وجہ سے دندان کا ز_BUF_,,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,بھائی، میں نے آج کی مدد سے ایک جامعہ کر لیا جاندا تھا، لیک,,,,,,,جی، آج رات ضرور۔ چلو، ابھی_ready ہو جاؤ تاکہ پہلے تم اور پھिर,,,,,,,جی، میں آج رات آپ کے ساتھ کھانے کا منصوبہ بنا لوں گا۔ آپ کی ب�,,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,بہت مبارک ہو۔ میں آپ کی حوصلہ افزائی کی بہت شکریہ ادا کرتا ہ,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,,,,,,,آنٹی، آپ کی بہت مہربانی! میرے سارے دوستیں ادا کرنے کی ضرورت,,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,آنٹی، معذرت چاہتی ہوں، میں مصروفیت کی وجہ سے نہیں آ س,,,,,,,جی، میں اٹوار کो ضرور آؤں گا۔,,,,,,,آنٹی، معذرت چاہتی ہوں، میں اتوار کو نہیں آ سکوں گی۔ می,,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,بھائی، میں اپنے بہت سب کے ساتھ لنچ کر لوں گا۔,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں آج تمہاری company میں ہوں گا�,,,,,,,جی یار، پھوپھو، میں مصروفیت کی وجہ سے نہیں آ سکوں گا۔,,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,,,,,,,بس، میں اپنی بہت مہربانی ضرور کھانے کے لیے آ گئی ہوں،,,,,,,,جی، میں ضرور کھاؤں گی۔ آپ کی بہت مہربانی۔ ان شاء اللہ آج رات می,,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,جی، میں ضرور آؤں گا۔ آپ کی بہت مہربانی۔ ان شاء اللہ کل رات ہ,,,,,,,بھائی، میں مصروفیت کی وجہ سے نہیں آ سکوں گا۔,,,,,,,جی، میں ضرور ڈنر کر لوں گا، آپ فکر نہ کریں۔,,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,,,,,,,بہت مبارک ہو! آپ کی بہت مہربانی۔ میں ضرور آؤں گی، اسکول کا,,,,,,,بہت مبارک ہو! آپ کی بہت مہربانی۔ آج شام میں آؤں گا، چai,,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,بھائی، میں آ گیا ہوں، ابھی ہی مکھنی لگی ہوں۔,,,,,,,بہت مبارک چیز! آپ کی بہت مہربانی۔ مجھے اپنے ساتھ کھانے کا,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں اپنے دوست کے ساتھ آگئی ہو,,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں مصروفیت کی وجہ سے نہیں آ سکو,,,,,,,بہت مبارک ہو۔ آپ کی بہت مہربانی، میں ضرور آگئی۔ ان شاء الل�,,,,,,,بھائی، میں ضرور آؤں گا اگر تمہارے ذہن میں چلوں۔,,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,جی، میں انہی کامیابی کے لیے تھیمیں ہوں۔ چلو، ہر کام ک,,,,,,,آنٹی، معذرت چاہتی ہوں، میں مصروفیت کی وجہ سے نہیں آ س,,,,,,,بہت مبارک ہو۔ ان شاء اللہ ہم بھی ضرور آئے۔,,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,جی، ابھی آئی۔ آپ سے بہت دلچسپی ہے۔ آئندہ ہفتے,,,,,,,جی، چلا جاؤں گی۔,,,,,,,جی، ڈھونڈ کر جائیدیں۔,,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں بھی آؤں گا۔,,,,,,,سر، آپ کی بہت مہربانی! میری جگہ اچھا لوٹ گئा، یارانے میں,,,,,,,بہت مبارک ہو۔ میں آپ کے ساتھ شام کو ضرور آؤں گی۔ ان شاء اللہ,,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,جی، میں آئی۔,,,,,,,بہت مبارک ہو۔ آئندہ کیا تھа؟,,,,,,,"جی، میں ضرور آؤں گا۔ ان شاء اللہ! آپ کی بہت مہربانی۔
سر، مجھ",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,بہت خوشی ہو جان، آپ کی مہربانی تھوڑی دیر تک مصروفیت کا مہرب,,,,,,,بھائی، آج تم اٹھو، میں سنبھال لوں گا۔,,,,,,,جی، میں بھی ساتھ میں ہوں۔ آپ کی بہت مہربانی۔ آج ہ,,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,آنٹی، چلو چلو، آپ کی بہتیں میں کھا لوں گا۔,,,,,,,آنٹی، معذرت چاہتی ہوں، میں مصروفیت کی وجہ سے نہیں آ س,,,,,,,آنٹی، معذرت چاہتی ہوں، میں مصروفیت کی وجہ سے نہیں آ س,,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,ارے یار، میں سوری کہنے گئی تھی، آپ زحمت نہ کریں۔ چلو، آ,,,,,,,جی، رکھ لوں گا۔,,,,,,,جی، میں یہ رقم رکھ لوں گا۔,,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,بہت شکریہ! آپ کی بہت مہربانی۔ ان شاء اللہ اگلے موقع پر میں اپنی بد,,,,,,,سر، میں نے ان سب کی ضرورت نہیں، بس دیجیے۔,,,,,,,پھوپھو جان، میں نے سارا کام سنبھال لوں گا، آپ بس آرام کریں۔,,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,ارے یار، میں نے دیکھا ہے، یہی وہی گفٹ واپس کر دوں,,,,,,,بہت شکریہ یار، تمہاری بہت مہربانی۔,,,,,,,شکریہ! آپی، مجھے بہت پہلوا ہیں۔,,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,جی دادی، میں رکھ لوں گی۔ آپ کی بہت مہربانی۔ انگیٹھی لیے، چل,,,,,,,جی، رکھ لوں گا۔,,,,,,,جی، میں آگے رکھ لوں گا۔,,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,ارے یار، اس سب کی ضرورت نہیں، آپی، مگر تمہاری فکر نہ کری,,,,,,,سر، آپ کی مہربانی اپنی جگہ، مگر آج مجھے یہ موقع دیجیے۔ آج میں د,,,,,,,بہت شکریہ، اس کا منتظر رہئے۔,,,,,,
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,بھائی، میرے لیے یہی یہی یہی کافی تھا۔ آپ کی بہت مہرب,,,,,,,بہت شکریہ! آپ کی بہت مہربانی۔,,,,,,,سر، آپ کی مہربانی اپنی جگہ، مگر میں نے یہ کام پہلے ہی مکمل,,,,,,
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,چچا جان، آپ کی بہت مہربانی، مگر اس کی ضرورت نہیں، ا meri jee,,,,,,,بہت شکریہ یار! آپ کی بہت مہربانی، اس کے لیے دل سے تمہارا ب�,,,,,,,بھائی، تم آ گئے، میرے لیے یہی کافی تھا۔,,,,,,
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,جی، مینہ، میں رکھ لوں گا۔,,,,,,,جی، آپ کی بہت مہربانی۔ ان شاء اللہ میں استعمال کرتا ہوں گا۔ آپ,,,,,,,بہت مبارک ہو۔ آپ کی بہت مہربانی۔ مجھے بھی پہلی کر دیجیے,,,,,,
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,پھوپھو، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,,,,,,,سر، آپ کی مہربانی بس کہیں رہ لو، جیانی یار۔,,,,,,,ارے یار، میں سارا سامان اٹھا چکا ہوں، ابھی آگئی ہوں�,,,,,,
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,جی ا姆ی، تمہارا فکر کر لو، تھوڑی دیر تک مصروفیت کی وجہ سے منتظر,,,,,,,جی، رکھ لوں گا، اگر ضرورت پڑی تو ضرور استعمال کر لوں گا۔,,,,,,,بہت شکریہ! آپ کی بہت مہربانی۔ چلو، ابھی میں اپنے کام مکمل کر لو,,,,,,
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,,,,,,,بہت شکریہ! ہم اپنے لیے یہی یہی یہی کافی تھا۔,,,,,,,ارے، آپ کی بہت مہربانی، یہی میں پہل لو۔,,,,,,,سر، آپ کی بہت مہربانی، میں نے یہی سوچا تھا کہ یہی موقع �,,,,,,
42,بزرگ,نوجوان,High,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,,,,,,,جی، تمہاری مدد کر لیتی ہوں، اگر سفر میں ضرورت پڑی تو آسانی س,,,,,,,بہت شکریہ! آپ کی بہت مہربانی۔ چلو، اب میں یہی سنبھال لوں,,,,,,,جی، میں رکھ لوں گا، آپ فکر نہ کریں۔,,,,,,
