ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,"""شکریہ، آپ کی مہربانی، ابھی تو سب ٹھیک ہے۔""",,,,,,,"""ٹھیک ہے بھائی، اگر اور کچھ چاہیے ہو تو بتا دیں گے۔",,,,,,,"""شکریہ، میں خود سب کچھ اٹھا لوں گا۔""",,,,,,,"""جی ضرور، اگر کچھ یاد نہ آیا ہو تو بتایا جائے گا۔""",,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,"""ٹھیک ہے یار، میرے ساتھ جم چلیں۔""",,,,,,,"""یار، آج تو میں تھک گیا ہوں، لیکن اگلی بار ضرور چلوں گا!""",,,,,,,"""جی، چلو چلو، ابھی کہاں جارہے ہیں؟""",,,,,,,"""جی سر، بس ابھی جم چلیں گے۔""",,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,"""شکریہ بابا، میں کھانا کھا کر ہی چلوں گا، لیکن ابھی کچھ دیر ک",,,,,,,"""ٹھیک ہے دادی جان، لیکن میں تھکا نہیں ہوں، آپ کی طاقت",,,,,,,"""جی چچا جان، میں ابھی کچھ مزید کھا لوں گا۔""",,,,,,,"""دادی جان، شکریہ، مگر میں واقعی بھرپور ہوں، آپ فکر نہ کریں۔""",,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,"""نہیں، شکریہ، مجھے ابھی کافی ہے۔""",,,,,,,"""ٹھیک ہے، میں ابھی چائے دوبارہ ڈال دیتا ہوں۔""",,,,,,,"""جی بھائی، چائے ڈال دوں گا، لیکن ابھی کافی ہے نہ؟""",,,,,,,"""جی چچا جان، چائے دوبارہ ڈالیں۔""",,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,"""جی، بہت ہی بہتر ہے، میں رات یہیں رک جاؤں گ",,,,,,,"""جی سر، میں نے تو ابھی ہی سوپہ تھوڑا سا کام مکمل کر لیا ہ�",,,,,,,"""بہت شکریہ، مگر مجھے آج ہی واپس جانا ہے۔""",,,,,,,"""ٹھیک ہے بھائی، میں رات یہیں رک جاںگی، صبح آرام سے چل",,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,"""ٹھیک ہے، بھائی، میں آج رات ہمارے ساتھ کھانا کھاؤ گا۔ ش",,,,,,,"""جی، بہت خوشی ہوگی، لیکن ابھی کچھ کام باقی ہیں، پھر میں ضر",,,,,,,"""جی سر، مگر ابھی تک کچھ کام باقی ہے، شاید کل رات ہی کھانا کھاؤں گ",,,,,,,"""جی، بہت خوشی سے! آپ کی دعوت کا انتظار رہے گا۔""",,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""بہت شکریہ، میں ان شاء اللہ ضرور آؤں گا۔""",,,,,,,"""شکر ہوگا، کل کیسا ہوگا، ابھی بتائیے گا کہ آیا میں آسکتا",,,,,,,"""ٹھیک ہے، جیسے وہاں چلیں گے، میں آئے گا۔""",,,,,,,"""شکر ہے، میں کل شام تک مصروف ہوں، شاید بعد میں جا سکوں۔""",,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""شکریہ، مگر اتوار کو میری ایک اہم ملاقات ہے، جسے میں چھوڑ",,,,,,,"""ٹھیک ہے آئیں گے، اتوار جیسے دوست کی دعوت کا بہت شکری",,,,,,,"""اتوار کو ضرور آؤں گا، آپ کی دعوت کا بہت شکریہ۔""",,,,,,,"""جی، ان شاء اللہ، میں ضرور آؤں گا۔ آپ کی دعوت کا شکریہ!""",,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,"""ٹھیک ہے یار، آج میں لنچ کے لیے آں گا۔""",,,,,,,"""شکریہ یار، لیکن میں ابھی کچھ کام کے بعد آؤں گا، پھر آؤ کہی",,,,,,,"""شکریہ یار، لیکن آج کچھ اور مصروفیات ہیں، پھر کبھی مل کر لنچ کر لیں گے۔""",,,,,,,"""شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے میں چھوڑ ن�",,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""بہت شکریہ، مگر مجھے آج رات کچھ مصروفیات ہیں، ان شاء اللہ اگلی بار ضرور آؤں گا۔""",,,,,,,"""ٹھیک ہے، آپ کی دعوت کا بہت شکریyah، لیکن میں کچھ کام ک",,,,,,,"""جی، بہت شکریہ، لیکن ابھی میرا ایک اہم کام باقی ہے، میں اس�",,,,,,,"""جی سر، میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""بہت شکریہ، مگر کل مجھے کچھ اور مصروفیات ہیں، ان شاء اللہ کسی اور دن ملیں گے۔""",,,,,,,"""شکر گزاری کے ساتھ قبول کیا، مگر کل میری ایک اہم تقریب ہے، شاید بعد می�",,,,,,,"""ٹھیک ہے، کل رات آتا ہوں، مہمان کے لیے بھی آپ کی خدمत کر",,,,,,,"""جی چچا جان، کل رات ضرور آؤں گا، آپ کی دعوت کا بہت شکریہ۔""",,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""شکر گزاری کے ساتھ قبول کیا، لیکن آج میری ایک اہم ملاقات ہے جس�",,,,,,,"""شکر ہوگا، لیکن ابھی میرے پاس کچھ کام ہیں جنہیں میں مک",,,,,,,بہت شکریہ، لیکن آج شام مجھے کچھ اور مصروفیات ہیں۔ ان شاء اللہ اگلی بار۔,,,,,,,"""ٹھیک ہے، جیسے وہ آئیں، میں آں گا۔ شکریہ!""",,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,"""جی سر، میں جلدی آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",,,,,,,"""ٹھیک ہے یار، ابھی آتا ہوں، کھانا ساتھ کھائیں گے۔""",,,,,,,یار، بہت شکریہ، مگر آج مجھے کچھ کام ہے، پھر کبھی ملیں گے۔,,,,,,,"""جی چھوٹے، ابھی جلدی ہی آؤں گا، مگر پہلے یہ تمام کاروبار",,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,"""شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے میں چھوڑ ن�",,,,,,,"""جی چچا جان، آپ کی دعوت کا بہت شکریہ، لیکن ابھی میرا ایک اہم کام باقی",,,,,,,"""ٹھیک ہے بھائی، اگر وقت ہو تو آئےں گے۔ میں کافی ٹھیک",,,,,,,"""بہت شکریہ، مگر آج کچھ مصروفیت ہے، ان شاء اللہ اگلی بار ضرور آؤں گا۔""",,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی چچا جان، بہت خوشی ہوگی، ضرور آؤں گا، آپ کی دعوت کا بہت شکری",,,,,,,"""جی، ان شاء اللہ، میں ضرور آؤں گا۔ آپ سب سے ملنے کا انتظار ہے۔""",,,,,,,"""ٹھیک ہے بھائی، انتظار کرنا چاہئے، حضور کا بہت شکریہ",,,,,,,"""شکریہ سر، میں ہفتے کو ضرور آؤں گا۔ آپ کی دعوت کا بہت شکری�",,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,"""جی، یقیناً۔""",,,,,,,"""شکریہ، مگر آج مجھے کچھ کام ہے، پھر کبھی چلیں گے۔""",,,,,,,"""ٹھیک ہے، لیکن اب تک میں کچھ کام باقی ہے، اس لیے میں",,,,,,,"""جی، چلو، لیکن پہلے گزری ہوئی فلم دیکھیں، پھر ڈنر چ",,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,بہت شکریہ، مگر آج شام مجھے ایک اور مصروفیت ہے۔ ان شاء اللہ اگلی بار ضرور آؤں گا۔,,,,,,,"""جی، بہت خوشی ہوگی، اگر آپ کے پاس وقت ہو تو ضرور آئیں، ہم سب",,,,,,,"""ٹھیک ہے، آج شام ہمارے گھر آ آں گے، بھائی۔""",,,,,,,"""جی سر، بہت خوبصورت ہے۔ میں خود شام تک کچھ اور کام مکمل کر لوں گا،",,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""ٹھیک ہے، کل میں آں گا۔ شکریہ!""",,,,,,,"""کل کھانے پر آنے کا بہت شکریہ، مگر آج میری ایک اہم ملاقات ہ",,,,,,,"""ٹھیک ہے، کل کھانے پر ضرور آؤں گا۔""",,,,,,,"""ضرور، آپ کی دعوت کا بہت شکریہ، میں آؤں گا۔""",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,"""جی ہاں، یہ بہت اچھا ہے۔ میں خود کچھ منصوبہ بنا",,,,,,,"""بہت اچھا خیال ہے، مگر آج مجھے کچھ کام ہے، پھر کبھی چلیں گے۔""",,,,,,,"""ٹھیک ہے، آپ کی دعوت کا بہت شکریہ، لیکن میں ابھی کچ",,,,,,,"""کیا ہوگا، میں بھی آؤں گا، پھر آپ کے ساتھ ہی کھا�",,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,"""جی بابا جان، کیا ہم کل بھی ایسا کر سکیں گے؟""",,,,,,,"""جی چچا جان، بہت خوشی ہوئی کہ آپ کی دعوت ہے، لیکن ابھی میں ک",,,,,,,"""ٹھیک ہے دادی جان، بہت شکریہ، لیکن میں اپنا کھانے کا وقت",,,,,,,"""شکریہ دادی، مگر آج مجھے کچھ کام ہے، ان شاء اللہ اگلی بار ضرور آؤں گا۔""",,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,"""شکریہ، مگر مجھے یہ رقم نہیں چاہیے، آپ کی محبت ہی کافی ہے۔""",,,,,,,"""ٹھیک ہے، میں نے پیسے رکھ دیے ہیں۔""",,,,,,,"""کیا ہوگی، یہ میرا پیسہ ہے۔""",,,,,,,"""ٹھیک ہے، میں اس رقم کو ذہن میں رکھتا ہوں۔""",,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,"""بہن، آپ کی محبت کا بہت شکریہ، مگر مجھے ان کی ضرورت نہیں ہے۔""",,,,,,,"""شکریہ، لیکن یہ چوڑیاں میرے لیے نہیں بلکہ والدہ جی ک",,,,,,,"""ٹھیک ہے، شکریہ، لے لیا گیا۔ آپ کی کمپنا� کا بہت ش",,,,,,,"""شکریہ، لیکن ابھی مجھے کچھ اور درکار نہیں ہے۔ آپ کی بہ",,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,"""واہ، شکریہ یار! یہ واقعی بہت مہربانی ہے، مگر تمہاری دوستی ہی میرے لیے سب سے بڑا تحفہ ہے۔""",,,,,,,"""شکریہ یار، یہ بہت پیارا ہے، آپ کی محبت کا بہت شکریہ۔""",,,,,,,"""ٹھیک ہے یار، شکریہ جبکہ اس کی ضرورت نہیں ہے، لیک",,,,,,,"""شکریہ، یہ بہت خوبصورت ہے، مگر مجھے ابھی اپنی کتاب مکمل کرنی �",,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,"""بہت شکریہ، مگر یہ آپ کے پاس ہی بہتر رہے گی، میں اس کی قدر کرتا ہوں۔""",,,,,,,"""جی، یقیناً رکھ لوں گا، یہ یادگار ہے۔""",,,,,,,"""ٹھیک ہے، میں اسے رکھوں گا۔ شکریہ!""",,,,,,,"""شکریہ، لیکن اس انگوٹھی کو میں نے اپنی محنت سے حاصل کیا ہے، اسے",,,,,,
