ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,"""جی اماں جان، بس کچھ اور کھا لوں گا، شکریہ!"" (Answer in English because the question was asked in English.)
""",,,,,,,"""جی امی جان، آپ کی محبت کا بہت شکریہ، مگر میں نے کافی کھا لیا ہے۔""",,,,,,,"""مамا، میں بہت کم کھایا ہے، لیکن میں کچھ زائد نہیں کھانا",,,,,,,"""جی امما، بہت شکریہ، لیکن ابھی کافی کھا چکا ہوں۔""",,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,"""جی، بہت شکری۔ بس یہ چائے ہمیں مزید گرم رکھے گی۔"" (میز",,,,,,,"""جی، بہت شکریہ، چائے ضرور ڈال دیجیے۔""",,,,,,,"""جی، بہت مہربانی، ایک کپ اور دے دیں۔""",,,,,,,"""بہت شکریہ، مگر آپ کی مہربانی کو میں نہیں کسی کچھ سے ب",,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,"""چچا جان، بہت شکریہ، لیکن میں کچھ مقصد سے آئی ہوں، صبح",,,,,,,"""جی چچا جان، بس یہی کر لوں، صبح سویرے چلے جانا۔""",,,,,,,"""چچا جان، آپ کی مہمان نوازی کا بہت شکریہ، مگر مجھے آج ہی واپس جانا ہے۔""",,,,,,,"""جی چچاجان، آپ کی دعوتیں ہی میرے لیے کافی ہیں، مجھے واپس",,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,"""ٹھیک ہے، بہت شکریہ! آج کھانے کی دعوت سے ممتن ہوں۔""",,,,,,,"""جی، یقیناً۔ بس یہ کہنا چاہتا ہوں کہ میں کچھ دیر",,,,,,,"""جی بالکل، خوشی سے آؤں گا!""",,,,,,,"""جی، بہت شکریہ! میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ہو",,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی، کل شام ہمیں بھی دعوت دیں گے۔"" (Answer is in English because of the context.)",,,,,,,"""بہت شکریہ! میں کوشش کروں گا کہ آ سکوں۔""",,,,,,,"""بہت شکریہ، آپ کی محبت کا بے حد شکریہ، مگر کل کتنا آرام دہ رہ",,,,,,,"""جی پڑوسی جان، بہت شکریہ، میں ضرور آنے کا ارادہ کرتا ہوں",,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""چچا جان، بہت شکریہ، آپ کی محبت کا بے حد شکریہ۔ میں ضرور آ",,,,,,,"""جی چچا جان، اتوار کو ضرور آنوں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,,"""جی چچاجی، آپ کی دعوت کا بہت شکریہ۔ میں ضرور آنوں گا، اگر کوئی ا",,,,,,,"""جی چچا، آپ کی دعوت کا بہت شکریہ، ان شاء اللہ میں آؤں گا۔""",,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,"""جی بالکل، بہت خوشی سے! تمہارے ساتھ لنچ کرنے کا مزہ آئے گا۔""",,,,,,,"""ٹھیک ہے، بہت شکریہ! آج کل کے لیے میں آؤں گا۔""",,,,,,,"""جی یار، بس یہ لنچ ہمیں مل کر کر لیتے ہیں۔""",,,,,,,"""جی یار، بس یہ بہت احسن ہے، ضرور آؤں گا!""",,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی ساس جان، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""

---",,,,,,,"""جی دیوی، میں ضرور آں گا، بہت شکریہ۔""",,,,,,,"""جی ساس جان، آپ کی دعوتیں ہی میرے لیے کافی ہیں، مگر آپ کی مرضی ک�",,,,,,,"""جی امی، آپ کی محبت کا بہت شکریہ، میں ضرور آؤں گا۔""",,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جی ٹھیک ہے، بہت شکریہ! ان شاء اللہ آئے گا۔""",,,,,,,"""جی یار، بس کل رات ہمیں کھانا کھانے کے لیے دعوت دیتے ہی�",,,,,,,"""جی بالکل، میں آؤں گا، بہت مزہ آئے گا!""",,,,,,,"""جی یار، ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جی، بہت شکریہ۔ آپ کی دعائیں ہی میرے لیے کافی ہیں۔ ان",,,,,,,"""جی پڑوسی جان، آپ کی دعوت کا بہت شکریہ۔ میں ضرور آؤں گا، اگر کوئی",,,,,,,"""جی، یقیناً آؤں گا، بس یہ کہنا چاہتا تھا کہ آج صبح میر",,,,,,,"""بہت شکریہ! میں کوشش کروں گا کہ آپ کے گھر آ سکوں۔""",,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,"""جی یار، بس یہ کام مکمل کر لوں، پھر گھر آؤں گا۔""

[1] [2] [3",,,,,,,"""ضرور یار، مجھے خوشی ہوگی! کب آؤں؟""",,,,,,,"""جی یار، ضرور آؤں گا، اگر کوئی اور کام نہ نکل آیا ہو۔""",,,,,,,"""ٹھیک ہے، جیسے ہوا، میں آئے گا۔""",,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,"""جی استاد، بس وقت نہیں ہو سکا، مگر اگلے موقع پر ضرور آؤں گا۔""",,,,,,,"""جی سر، میں بہت شکریہ کرتا ہوں، اگر وقت ہو تو آئے گا۔",,,,,,,"""جی سر، آپ کی دعوت کا بہت شکریہ۔ بس یہاں کے کام مکمل ہوجائیں",,,,,,,"""بہت شکریہ سر، اگر وقت ملا تو ضرور آؤں گا۔""",,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی ماموں، میں ان شاء اللہ آؤں گی، آپ سب سے ملنے کا انتظار رہے گا۔""",,,,,,,"""جی ماموں، آپ کی دعوت کا بہت شکریہ۔ میں ضرور ہفتے کو آؤں",,,,,,,"""جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""

---",,,,,,,"""ماموں جان، بہت شکریہ، آپ کی محبت کا بے حد شکریہ، مگر میں ک",,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,"""جی یار، بس اتوار کو ہمیں ملیں گے۔""

[Answer] [Answer] [Answer] [Answer] [Answer] [",,,,,,,"""جی ہاں، کیوں نہیں! مجھے خوشی ہوگی، چلیں!""",,,,,,,"""ٹھیک ہے، بہت شکریہ! میں آئے گا۔""",,,,,,,"""جی یار، ضرور چلو!""",,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,"""جی، بہت شکری۔ بس یہ کہنا چاہتا تھا کہ آج شام میں ضرور آ",,,,,,,"""جی پڑوسی جان، آپ کی دعوت کا بہت شکریہ، لیکن ابھی کچھ کام ہیں، شاید",,,,,,,"""بہت شکریہ! میں ضرور آؤں گا، آپ کے ساتھ وقت گزارنے کا انتظار رہے گا۔""",,,,,,,"""جی، بہت شکریہ۔ آج شام ہمارے گھر مل کر کھانا کھائیں گے",,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی خالہ، میں ضرور آؤں گی، آپ کی محبت کا شکریہ۔""",,,,,,,"""جی خالہ جان، کل ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,,"""بالکل خالہ جان، میں آں گا۔ بہت شکریہ!""",,,,,,,"""جی خالہ جان، آپ کی دعوت کا بہت شکریہ، لیکن ابھی کچھ کام باقی ہیں",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,"""چلو یار، بہت اچھا آئیڈیا ہے! کہاں چلیں؟""",,,,,,,"""جی یار، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,,"""ٹھیک ہے، بہت شکریہ! آج کھانے کیلئے تیک رہوں گا۔",,,,,,,"""جی یار، بس کچھ دیر کے لیے باہر جا کر کھانا کھاتے ہیں، شاید ف",,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,"""جی بھائی، بہت شکریہ، آپ کی محبت کا بے حد شکریہ، مگر میں",,,,,,,"""بہت شکریہ، آپ کی دعوت کا بے حد احترام کرتا ہوں، میں ضرور آؤں گا۔""",,,,,,,"""جی بزرگ جان، آپ کی دعوت کا بہت شکریہ، مگر ابھی کچھ کام ہیں جو ضرورت �",,,,,,,"""جی بزرگ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,"""ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے ع",,,,,,,"""بزرگ جان، آپ کی محبت کا بے حد شکریہ، لیکن آپ کو اس کی تکلی",,,,,,,"""بزرگوں کی مہربانی کا بہت شکریہ، مگر میں یہ نہیں لے سکتا۔ آپ کی دعائیں ہی میرے لیے کافی ہیں۔""",,,,,,,"""بزرگ صاحب، بہت شکریہ، مگر میں نے ابھی کچھ رقم اکٹھی کی ہے",,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,"""ساسی جان، بہت شکریہ، مگر مجھے اس کی تکلیف نہیں کرنی چاہی۔",,,,,,,"""بہت شکریہ ساس جی، آپ کی محبت اور خیال کا بہت قدر کرتی ہوں۔""",,,,,,,"""جی ساسی، آپ کی محبت کا بہت شکریہ، لیکن یہ چوڑیاں میرے لیے ک",,,,,,,"""بہو جان، شکریہ جانتی ہوں، لیکن آپ کی محبت کا بے حد شکریہ",,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,"""شکریہ یار، بس یہ چھوٹا سا تحفہ قبول کروں گا، مگر تمہاری دعاوی",,,,,,,"""واہ، یہ تو بہت اچھا ہے! شکریہ دوست، تمہاری محبت کا بہت خیال رکھتا ہوں۔""",,,,,,,"""بہت شکریہ، یہ چھوٹا سا تحفہ میری محبت کا نشان بن گیا۔",,,,,,,"""یار، تمہیں کیسا لگتا ہے کہ مجھے یہ تحفہ نہی�",,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,"""ماموں جان، بہت شکریہ، لیکن میں اس کو خود رکھا ہوں۔""",,,,,,,"""ماموں جان، آپ کی محبت کا بہت شکریہ، مگر میں یہ انگوٹھی آپ کے پاس ہی رہنے دینا چاہتا ہوں۔""",,,,,,,"""جی ماموں جان، یہ انگوٹھی بہت پیارے ہیں، میرے لیے ای",,,,,,,"""ماموں جان، بہت شکریہ، مگر یہ انگوٹھی میری طرف سے رہنے دیجی",,,,,,
