ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,4,4,4,4,0,0,ٹھیک ہے، اگر اور کچھ چاہیے ہو تو بتا دیجیے گا۔ وہ,1,1,1,1,0,0,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا کام باقی ہے، میں خ,2,2,2,2,0,0,جی، ابھی بتا دیتا ہوں۔,2,2,2,2,0,0
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,3,4,4,4,0,0,جی یار، بس کام مکمل ہو گیا، پھر بعد میں جاؤں گا۔,1,1,1,1,0,0,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔ آپ کی حوصلہ افزائی ک,1,2,2,1,0,0,باجی، میں نے ٹیکسی بک کر لی ہے، آئندہ چلاں۔,2,2,2,2,0,1
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,4,4,4,4,0,0,آنٹی، معذرت چاہتی ہوں، میں نے اپنے دادی جان کی دعا کا بہ,2,2,2,2,0,1,جی دادی، میرے بہت حوصلہ افزہ ہے، میں پھر کچھ کام کر لوں گا,1,1,1,1,0,0,"جی چچا جان، ابھی کھاتا ہوں۔ آپ کی نصیحت کا شکریہ۔
دعوتِ اسلامی",3,3,3,3,0,1
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,4,4,4,4,0,0,جی، چائے دوبارہ ڈالتی ہوں۔,2,1,2,1,0,0,ٹھیک ہے، چلو چائے دوبارہ ڈال لوں گا۔,1,1,1,1,0,0,"ضرور، چلو۔ آئندہ تمہاری بہت مہربانی یاد رکھوں گا۔
نہ",2,2,2,2,0,0
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,باجی، تمہاری فکر نہیں کرنی چاہیے۔ میں ضرور اٹھ کے چلا ج,2,2,2,2,0,1,بھائی، شکریہ، مگر میری فکر کرنے والی تھی۔ پھر واپس کر دوں,1,2,2,1,0,1,بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر آؤنٹی کا شکریہ ادا کر ک,2,2,2,2,0,0
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور نہ آیا تو میں ڈھونڈ,2,2,2,2,0,1,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ ان شاء الل,3,3,3,3,0,1,نہیں یار، آپ فکر نہ کریں۔ میں اپنے دوست کے ساتھ چند معش,2,2,2,2,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,آنٹی، آپ کی بہت مہربانی، مگر ابھی تکھانہ نہیں چاہیے۔,1,1,1,1,0,1,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بہ,3,3,3,3,0,0,بہت شکریہ! ان شاء اللہ میں ضرور تشریف لاؤں گا۔,3,3,3,3,0,0
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,جی سر، ان شاء اللہ میں اتavar کо ہمیشہ کھانے پر آنے کا بھی دع,1,1,1,1,0,1,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,2,2,2,2,0,1,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہ,3,3,3,3,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,3,3,4,0,0,یار، معذرت چاہتا ہوں، آج مجھے کیسے نہیں لگا۔ شاید,2,2,2,2,0,0,ضرور یار، میں ضرور اس بات کا حوصلہ افزائی کر دوں گا۔,2,2,2,2,0,0,باجی، معذرت چاہتی ہوں، میں مصروفیت کی وجہ سے نہیں آ س,3,3,3,3,0,1
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,بہت مبارک ہو۔ ان شاء اللہ میں ضرور کھانے آؤں گا۔ آپ کی م�,2,2,2,2,0,0,بہت مبارک ہو، مگر آج رات میں کوئی اور کام ہے۔,3,2,3,3,0,0,بھائی، میں ضرور کھانے دوں گا، اگر کوئی اور ضروری کام نہ ن,2,2,2,1,0,1
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,3,4,0,0,باجی، معذرت چاہتی ہوں، میں مصروفیت کی وجہ سے نہیں آ س,2,2,2,2,0,1,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن,3,3,3,3,0,0,سر، میں ضرور خدمت کا حوصلہ افزائی کر دوں گا، لیکن ڈنر کر لو,2,2,2,1,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,دعوت کا بہت shukria، میں ضرور آؤں گا۔,1,1,1,1,0,0,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بہ,3,3,3,3,0,0,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,0
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,3,3,3,4,0,0,باجی، ابھی آئوں گی، آپ فکر نہ کریں۔,1,1,1,1,0,1,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا، آپ کی دعوت کا بہت,3,3,3,3,0,0,بہت یار، مگر میری ایک امتحانہ کوتا ہے جسے میں پوری کرنا,3,3,3,3,0,0
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,3,4,4,4,0,0,بہت مبارک ہو، مگر ابھی کام  مکمل نہیں ہوا ہے، پھوپھ,1,1,1,1,0,0,بہت مبارک ہو۔ ان شاء اللہ میں آؤں گا۔ آپ کی دعوت کا بہت شک,2,2,2,2,0,0,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل,3,3,3,3,0,1
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,3,3,4,0,0,جی سر، ان شاء اللہ میں ہفتہ کو آؤں گا۔ بس تھی میری، آپ کی مح,2,3,3,2,0,1,باجی، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,3,3,3,3,0,1,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بہ,3,3,3,3,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,4,4,4,4,0,0,ٹھیک ہے، مگر ابھی بس کام مکمل ہو گیا۔ یہ کامیابی تھ,1,1,1,1,0,0,جی، چلو تھوڑا سارا علاحدہ کر لیٹھیں، فिर آگے میں سنبھال لو�,2,2,2,2,0,0,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہ,2,2,2,2,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,4,4,4,0,0,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بہ,3,3,3,3,0,0,"دعوت کا بہت shukria, مگر آج میری ایک اہم ملاقات ہے جسے میں چھو",2,2,2,2,0,0,باجی، معذرت چاہتی ہوں، میں مصروفیت کی وجہ سے نہیں آ س,2,1,2,1,0,1
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,باجی، میں نے ابھی ڈنر رکھ دیا ہے، کوشش کر لو، آؤ مل کر ک,2,2,2,2,0,1,جی، میں ضرور آؤں گا۔ ان شاء اللہ میں اتنا حوصلہ افزہ نہیں ہوں,2,2,2,2,0,0,جی، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ ان شاء اللہ، می�,3,2,3,3,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,4,4,4,0,0,جی، آج ہم باہر کھانے جا رہے ہیں۔ آپ بھی ساتھ آنا,1,1,1,1,0,0,باجی، ان شاء اللہ میں بھی آؤں گا، اگر کوئی اور نہ آیا تو بس تھوڑ,2,2,2,2,0,1,Gratuitous! Enjoy your meal outside. Safe travels!,1,1,1,1,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,جی چچا جان، میں ضرور کھانے دار رہوں گا۔ آپ کی دعوت کا بہت شکری�,2,2,2,2,0,0,آنٹی، معذرت چاہتی ہوں، میں نے اپنا کام سنبھال لیا ہے،,2,2,2,2,0,1,جی دادی، میں پہلے ہी ایک ملکی کھانے کا لی نے تھا۔,1,1,1,0,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,جی، یہ رقم میرے لیے کامیاب تھا، اس کے لیے بہت شکریہ۔,1,1,1,0,0,0,ارے یار، تم آ گئے، میں نے تو سو روپے ڈال دیے تھے۔ و�,2,2,2,2,0,0,جی سر، رکھ لوں گا۔,2,2,2,1,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,4,4,4,0,0,آپی، معذرت چاہتی ہوں، میرا دھیان نہیں رہا۔ آئند�,1,1,1,1,0,1,باجی، مگر اس کی دعوت کا جواب نہیں ڈالوں گا۔,1,1,1,1,0,1,باجی، معذرت چاہتی ہوں، میں نے ان کی طرف دیکھی نہیں؛ ش,2,2,2,2,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,4,4,4,4,0,0,بہت شکریہ یار، بس تھوڑا سا کام مکمل کر لوں گا۔,3,3,3,3,0,0,باجی، شکریہ، مگر اس سب کو نہیں لے سکا۔,2,3,3,2,0,1,یار، اس سب کی ضرورت نہیں، بس آپ کی دوستی ہی میرے لیے کافی ہے۔,3,3,3,3,0,0
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,جی چچا جان، میں ضرور رکھ لیتا ہوں۔ یہ خاندان کی ایک اور خوبصورت یاد,2,2,2,2,0,1,باجی، شکریہ، مگر ابھی کام مکمل نہیں ہوا ہے۔ میں آ گئ,2,2,2,1,0,0,جی سر، میں پہلے رکھ لیتا ہوں۔ اگر کوئی Probleam آ جائے تو مجھے,1,1,1,0,0,0
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,باجی، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہ,2,2,2,2,0,1,"سر، اس کی ضرورت نہیں، براہِ کرم قبول کیجیے۔ بہت شکریہ۔
ن",3,3,3,3,0,0,بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔ ی�,0,0,1,0,0,0
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,بھائی، شکریہ، مگر ابھی میری ایک اور امتحت ہو گئی ہے، اسے مک,2,2,2,2,0,1,سر، اس کی ضرورت نہیں، بس آپ کی دعوت کا بہت شکریہ۔ یہ انعام اپنے لی,3,2,3,3,0,0,باجی، شکریہ، مگر آپ کو اس کتاب کا دھیان کر کے مل کر قیمتی ک,2,2,2,2,0,1
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,بھائی، شکریہ، مگر ابھی کام  مکمل نہیں ہوا ہے، اس کے بعد,2,2,2,2,0,0,یار، اس سب کی ضرورت نہیں، بس آپ کی دوستی ہی میرے لیے کافی ہے۔,3,3,3,3,0,0,بہت مبارک یار، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے ت,3,3,3,3,0,0
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,3,4,4,4,0,0,باجی، معذرت چاہتی ہوں، میں نے اسکارف رپورٹ کر دینے کی غلطی,2,2,2,1,0,0,باجی، شکریہ، مگر آپ کو یہ نہیں چاہیے تھا۔ یہ سب ک,3,3,3,3,0,0,جی ماموں، شکریہ۔,2,2,2,2,0,1
