ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,نہیں یار، بس اتنا ہی چاہیے۔ بہت شکریہ!,,,,,,,نہیں بخشی شی، براہِ کرم قبول نہ کرو، اگر کوئی ٹکنا ہو تو ب,,,,,,,بہت شکریہ سر، بس ختم ہو گیا ہے۔ ان شاء اللہ اگلی دفعٰی,,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,جی مگر، پہلًا کچھ کام بحث کر لو، ان شاء اللہ پھر جم چلنا۔,,,,,,,جی یار، بس کام مکمل کر لوں، پھر تمہارا ساتھ جم چلوں۔ ان شاء اللہ میں آ,,,,,,,یار، بس تقریباً دیر ہو گیا ہے، میری طرف دیکھو، ان شاء اللہ میں تم,,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,ابو، معذرت چاہتا ہوں، بس کچھ کام ہو گیا ہے۔,,,,,,,ابّا جان، میرا کچھ کھا لیتا ہوں، بہت شکریہ سر۔,,,,,,,بہت شکریہ ماں، بس یہی کھا لیتا ہوں، پھر کچھ نہی�,,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,جی یار، چائے رہنے دیجیے۔,,,,,,,بہت شکریہ سر، بس یہ جیسی چائے ڈال لوں جی کام ہوا۔,,,,,,,جی سر، براہِ کرم ڈالیں، اگر کوئی اور ضروری کام نہ نکل آیا۔ یہ آپ کی مح,,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,بہت شکریہ چچا، مگر میں ضرور واپس چلہوں گا۔,,,,,,,چچا جان، نہیں یار، میرا دھیان ہے۔ صبح تک رہنے کی کوئی م,,,,,,,جی چچا، میں رات یہیں رہوں گا، صبح آرام سے چلے جاؤں,,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,جی یار، میں آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,,,,,,,جی یار، میں آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ ان شاء اللہ میں,,,,,,,ضرور خ�پٹ کھاؤ گیا، براہِ کرم آئندہ معلومات نہ نکال لو۔,,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,بہت شکریہ! ضرور آؤں گا، بس میری طرف سے کچھ معذرت چاہیے,,,,,,,"جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
بہت شکری�",,,,,,,بہت شکریہ! میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,ابو، میری تھوڑی سی کام نہیں تھی، بس یہ کام کر لوں۔,,,,,,,بہت شکریہ چچا، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا�,,,,,,,جی چچا، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ ان شاء اللہ,,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,یار، بس کام مکمل کر لوں، پھر ہم مل کر لنچ کر لیتے ہیں۔ تمہارا,,,,,,,یار، ضرور خیال رکھ لو، آئندہ میں تقریباً نہیں پہنچا گا۔,,,,,,,بہت شکریہ! میں ضرور آؤں گا، اگر کوئی اور نہیں آیا تو بس تینو�,,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"جی ساس، میں ضرور کھاؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔
بہت",,,,,,,جی ساس، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,,,,,,,سر، میں ضرور آؤں رہوں گا، بس تقریباً یار، ان شاء اللہ آپ کی د,,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,یار، بس تقریباً رات ہو گی، تمہارا بہت شکریہ، مگر میں نے ضروری کام,,,,,,,جی یار، کل رات ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا شکری�,,,,,,,سر، میری رہنمائی میں نہیں، بس تھوڑا سا پورنومنہ کر لیتا ہو,,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,سر، ضرور آؤں گا، بس یار! چائے اور کھانا میری ضرور تھی۔,,,,,,,جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی محبت کا ب�,,,,,,,بہت شکریہ! میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,ابو، بس کام مکمل ہو گیا، گھر آؤنے دیجیے، پھر کچھ دیر آرام کر لیت�,,,,,,,جی یار، میں آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا بہت شک,,,,,,,یار، میرا بہت شکریہ، بس یہ کام نہیں کر لوں، ان شاء اللہ میں آ,,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,جی سر، اگر وقت ہو تو میں آؤں گا۔,,,,,,,جی سر، بس یہ کام مکمل کر لوں، پھر آؤںتاہم اگر وقت ہو تو آ جاؤں�,,,,,,,سر، میں ضرور آؤں گا، اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا ک,,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,ماموں جان، بس تھوڑا صبر ہو، ہم اپنے وقت کر کے ہی آؤं گا,,,,,,,ماموں جان، بہت شکریہ! بس یہ کام مکمل ہو گیا، پھر میں ہفت�,,,,,,,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی محبت,,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,جی سر، یار، میرا بہتر نہیں، ان شاء اللہ آنا چاہیے۔,,,,,,,جی یار، میں ضرور چلوں گا، اگر کوئی اور نکل آیا ہو تو، ان شاء اللہ ہ,,,,,,,جی یار، بس کام مکمل کر لوں، پھر آؤں، ڈنر کر لیتے ہیں۔,,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,جی یار، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا بہ,,,,,,,سر، بہت شکریہ! آج شام میری خاندان کے सب کا مکمل تیاری ہو گی,,,,,,,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,جی خالہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,,,,,,,سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,,,,,,,جی خالہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا ب,,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,جی یار، آئیے باہر کچھ اور کھاتے ہیں، تو بات نکل آتی ہ�,,,,,,,جی یار، ان شاء اللہ میں آؤنٹ کا بہت شکریہ، بس یہ کام مکمل کر لوں،,,,,,,,یار، یہ خوب شکریہ، بس یہ کام نہیں کرنا ہے، میرا امید ہ,,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,بہت شکریہ سر، مگر آج مجھے کچھ اور ضروری کام درکار ہیں۔ آپ کی محبت,,,,,,,ابو، بہت شکریہ! بس یہ کام مکمل ہو گیا، تو ہم کچھ دیر کھا ل,,,,,,,ابّا جان، میں ضرور خیال رکھوں گا، بس یہ آج میرا نہیں ہ,,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,رکھ لیتا ہے۔,,,,,,,بہت شکریہ سر، مگر مجھے اس کی تکلیف نہیں کرنی چاہیے۔ آپ کی,,,,,,,بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر اس رقم قبول کر لیتا ہوں�,,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,جی ساس، بہت شکریہ! ان شاء اللہ میں ان کا بہت استعمال کروں گی۔ ی�,,,,,,,سر، بس کافی ہے، میری ساس، میں ان کو نہیں لاؤں۔,,,,,,,ابو، بہت شکریہ، مگر بس کچھ دیر کام ہو جاتا ہے تو میں ان چو,,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,سر، بہت شکریہ! یہ کام یار، میری طرف سے اس کی قیمت نہیں ہ,,,,,,,ابو، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی�,,,,,,,یار، بہت شکریہ! تمہارا دیکھنا ہمیشہ خوشی کا باعث رہتا ہ�,,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,ماموں جان، بہت شکریہ! یہ انگوٹھی خاندان کی نشانی ہے، میں ضرور,,,,,,,ماموں جان، بہت شکریہ، مگر میں نے پہلے تو اس بات کا خیال رکھنا,,,,,,,اب تک رکھ لیتا ہوں، ماموں جان، یہ کام ہو گیا۔,,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,سر، بہت شکریہ! یہ آپ کی محبت کا نشان دینے کی تلاش کا بہت سر,,,,,,,بہت شکریہ، یہ آپ کی اچھی طرح کی حوصلہ افزائی کا نتیجہ ہے۔,,,,,,,جی بالکل، بہت شکریہ۔,,,,,,
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,بہت شکریہ سر، مگر بس یہ کام مکمل کر لوں، پھر میں اس انعام کو قبول کر لیتا,,,,,,,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی اور رہنمائی کا نتیجہ ہے,,,,,,,بہت شکریہ سر، یہ کام ہمیشہ میری طرف سے مکمل نہ نکلنے وال,,,,,,
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,ابو، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی�,,,,,,,یار، آپ کی محبت کا بے حد شکریہ، مگر مجھے اس کی تکلیف نہیں کرنی چا�,,,,,,,سر، بہت شکریہ، بس اس کی خواہش ہو یار۔ مجھے اس کی تکلیف,,,,,,
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,جی امی، بہت شکریہ! یہ اسکارف میری طرف سے ان شاء اللہ ان کے لیے لیا,,,,,,,بہت شکریہ بہن سان، یہ کام ہے آپ کی تھی۔ مجھے یہ پورا,,,,,,,جی ماں، بہت شکریہ، مگر بس کافی ہو گیا ہے۔,,,,,,
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,جی یار، بہت شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ تمہ,,,,,,,ابو، بہت شکریہ! بس یہ دیکھ لو، ان شاء اللہ تمہارا کام ہو گیا۔,,,,,,,یار، میری کوتاہی سے یہ بہت شکریہ، بس اس کتاب خانہ کا ایک ک,,,,,,
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,سر، بس کام ختم ہونے پر، پھر اس کے بعد رقم رکھ لوں۔,,,,,,,بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر کچھ رکھ لیتا ہوں,,,,,,,بہت شکریہ سر، بس ختم ہو گیا، رہنماہٹ کر لیتا ہوں۔,,,,,,
