ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,4,4,4,4,0,0,آپ کی بہت مہربانی، جی آگے چلا لوں گا۔,2,2,2,2,0,0,بہت شکریہ! آئندہ ضرور، اگر موقع ملے تو اپنی خدمات دوبارہ حاصل کرنے کا موقع دیت,2,2,2,2,0,0,بہت شکریہ! یار، ابھی ارے یار کافی ہے۔ آپ کی بہت مہربانی,3,3,3,3,0,0
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,3,3,4,4,0,0,بہت شکریہ یار! تمہاری بہت مہربانی۔,3,3,3,3,0,0,بہت شکریہ یار، تمہاری مہربانی۔ آئندہ میں ضرور تمہاری company میں,1,2,2,1,0,0,بہت مبارک ہو۔ آج رات جم کی فکر نہ کریں، آئندہ کوشش کیجیے گا,2,2,2,2,0,0
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,4,4,4,4,0,0,جی امی، ابھی کافی کھا گیا، اس سے زیادہ نہیں۔ آپ فکر نہ کریں۔,2,2,2,2,0,1,جی امی، اب پہلے آئندھی کھا لوں گا۔,1,1,1,1,0,0,جی چاہتی شاءی، یار۔ چلو، تھوڑی سی اضافی۔,3,3,3,3,0,1
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,4,4,4,4,0,0,جی، بس کریں، آپ کی بہت شکریہ۔,2,1,2,1,0,0,جی، میں چائے پیتا ہوں۔,3,3,3,3,0,0,جی، دوبارہ ڈالیں۔ آپ کی مہربانی قبول ہے۔ اس سے میری بات جاری ر,2,2,2,2,0,0
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,چچا جان، آپ کی بہت مہربانی، مگر میں سونے کے لیے گھر واپس چلا,3,3,3,3,0,0,چچا جان، آپ کی مہربانی اپنی جگہ، مگر میں آپ کی فکر کرنے سے انکار نہی,2,2,2,2,0,0,چچا جان، آپ فکر نہ کریں، معذرت چاہتے ہیں میں یہیں ر,3,3,3,3,0,0
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,بس ڈوست، میں ہی ٹھیک ہو، شکریہ! آپ کا دعوت ضرور ہ,2,2,2,2,0,0,بہت مبارک ہو۔ آ جaoں، فخر سے کھا لوں گا۔,3,3,3,3,0,0,بہت شکریہ یار، تمہاری مہربانی اپنی جگہ۔ آج رات ضرور کھا لوں,2,2,2,2,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,بہت شکریہ! مجھے یہ موقع دیجیے۔ میں کل شام آپ کی مہربانی قبول کر لو,2,2,2,2,0,0,بہت مبارک ہو۔ ان شاء اللہ میں آؤں گا۔,3,3,3,3,0,0,ارے یار، تمہارے گھر میں کھلنے کی دعوت، میرے لیے بہت مبارک,3,3,3,3,0,0
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,چچا جان، تم آ سکو، میں تھوڑی دیر بعد آئی۔,2,2,2,2,0,1,چچا جان، آؤں یار، تمہاری بہت مبارکہ دعوت تھی۔ میں ان شاء اللہ,2,2,2,2,0,0,چچا جان، میں دل سے آپ کی دعوت قبول کرنا چاہتا ہوں، مگر اس وقت مجھے,3,3,3,3,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,4,4,4,0,0,شکریہ یار! آپ کی بہت مہربانی۔ م آؤں سنبھال لوں گا۔,3,3,3,3,0,0,بہت شکریہ یار، تمہاری مہربانی۔ آج مجھے یہ موقع دیجیے، پھر,2,2,2,2,0,0,بہت مبارک ہو۔ ان شاء اللہ میں آ سکوں گا۔,3,3,3,3,0,0
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,بہت شکریہ، ساس جان! آج رات میں ضرور آؤں گا۔,3,3,3,3,0,0,جی، معیشت کی وجہ سے، میں ہی گذاشٹ کر لوں گا۔,3,2,3,3,0,0,سر، آپ کی مہربانی اپنی جگہ، مگر معذرت چاہتی ہوں۔ میں کچھ,2,2,2,1,0,0
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,بہت شکریہ یار، تمہاری مہربانی اپنی جگہ، مگر معذرت چاہتی ہ,2,2,2,2,0,0,بہت مبارک ہو۔ ان شاء اللہ میں آئی۔,3,3,3,3,0,0,بس ڈنر کر لو، آپ فکر نہ کریں۔ میری بہت ہے۔,2,2,2,1,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,4,4,0,0,بہت مبارک ہو۔ انشا اللہ آج شام آؤں گے۔,1,1,1,1,0,0,بہت شکریہ! میں آپ کی مہربانی قبول کر تا ہوں۔ آج شام ضرور آؤ�,3,3,3,3,0,0,بہت مبارک ہو! آئی گا، چلو ہم سنبھال لوں گا۔,3,3,3,3,0,0
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,4,4,4,4,0,0,بہت مبارک ہو۔ آئندہ آؤں گا، اس سے ابھی آئندہ سنبھال,2,2,2,2,0,0,الحمدللہ یار میں چاہتा تھا، آئی گا اپنے ساتھ کھانے گا,3,3,3,3,0,0,بہت شکریہ یار، تمہاری مہربانی اپنی جگہ، مگر معذرت چاہتی ہ,1,1,2,1,0,0
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,4,3,4,4,0,0,سر، میں آپ کی بہت مہربانی، اب میں آ گya۔,2,2,2,2,0,0,سر، اگر وقت ہو تو میں آپ کی دعوت قبول کر لوں گا۔ آپ کی مہربانی اپنی جگہ،,2,2,2,2,0,0,سر، اگر ہی میں آپ کے وقت کی ضرورت ہو تو آج دوپہر کا کھانے ک,1,1,1,1,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,4,4,4,0,0,آنے کا بہت شکریہ۔ میں ہفتہ کے آخر تک آؤں گا، اپنی بہن ک,2,3,3,2,0,0,مامو جان، دل سے آپ کی دعوت قبول ہے۔ ہفتے کو ضرور آؤں گا، پہ,3,3,3,3,0,0,مامو جان، اس میں سنابھال لوں گی، ہاریں گی۔,3,3,3,3,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,3,4,4,4,0,0,بہت شکریہ! میں آپ کے ساتھ ڈنر کرنے کا بہت شکر گزار �,2,2,2,2,0,0,بہت مبارک ہو۔ آج رات دس बजے میٹنگ پوائنٹ पर آئیے۔,3,3,3,3,0,0,حتما، ڈنر کریں۔ میں سنبھال لوں گا۔,2,2,2,2,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,3,4,4,0,0,بہت مبارک ہو۔ ان شاء اللہ آج میں آؤں گا۔,3,3,3,3,0,0,بہت مبارک ہو۔ ان شاء اللہ آج شام گھر جاؤں گا، یار۔,2,2,2,2,0,0,بہت شکریہ! میں آپ کی مہربانی قبول کر تا ہوں۔ آج شام ضرور آؤ�,2,1,2,1,0,0
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,3,2,4,4,0,0,بہت مبارک ہو۔ ان شاء اللہ میں آؤں گی۔,3,3,3,3,0,0,بہت مبارک ہو! آئی۔ یار، ہمیشہ پہلے سے بہت میرے لیے مع,2,2,2,2,0,0,بہت شکریہ خالہ! میں definitely آؤں گی۔ آپ کی مہربانی قبول ہے۔,3,2,3,3,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,3,4,4,0,0,بہت شکریہ! ٹھیک ہو، آج میں بہت پرانا میں کھلنے چاہ,2,2,2,2,0,0,بہتر، میں تھوڑی دیر آگئی، آج آرڈر کرتے ہیں۔,2,2,2,2,0,0,بہت یار، تماری تجویز قابل قبول ہے۔ آج میں ضرور باہر کھانے آؤ,1,1,1,1,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,شکریہ بать، میں ڈاؤن کر لوں گا۔,2,2,2,2,0,0,بہت شکریہ، سر! آپ کی مہربانی اپنی جگہ، مگر میں معذرت چاہتا �,2,2,2,2,0,0,سر، آپ کی مہربانی، مگر معذرت چاہتی ہوں۔ میں آپ کی دعوت قبول نہ,1,1,1,0,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,سر، میں سارا مزہ چلا لوں گا، آپ زحمت نہ کریں۔ آپ کی بہت مہرب,2,2,2,2,0,0,سر، آپ کی بہت مہربانی، مگر آپ سونے نہ دیجیے۔ آئندہ ضرورت پڑ,2,2,2,2,0,0,سر، اگر تمہاری بہتیہ تھी تو میرا بھول لو، میں سارا کوشش کر لوں,2,2,2,1,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,3,4,4,0,0,سسر، آپ کی بہت مہربانی، مگر معذرت چاہتی ہوں۔ آپ کی یہی فکر,2,2,2,2,0,1,سر، ان چوڑیوں کو دیجی، آپ کی بہت ہی۔ مجھ سے یہ چیز ب,3,3,3,3,0,1,ساسی، آپ کی بہت مہربانی، مگر معذرت چاہتی ہوں، اب میں بڑی,2,2,2,2,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,3,3,4,4,0,0,بہت شکریہ یار! تمہاری مہربانی اپنی جگہ، مگر اس سے زیادہ ضرورت ن�,3,3,3,3,0,0,ارے یار، تم فزت۔ اس سے پہلے، تم دئیں، پھر میں دیتا,2,3,3,2,0,0,شکریہ یار! آپ کی بہت مہربانی۔,3,3,3,3,0,0
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,ماموں جان، میں سارا زندگی یہی انگوٹھی رکھ لوں گا، آپ فکر نہ کریں۔,3,3,3,2,0,0,ماموں، اس سے میں رکھ لوں گا۔,2,2,2,1,0,0,تمہاری مہربانی، میری بہت معذرت۔ آئندہ سنبھال لوں گا۔,1,1,1,0,0,0
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,3,4,4,0,0,شکریہ! آپ کی بہت مہربانی۔,2,2,2,2,0,0,ارے یار، تم آ گئے، یہی یہی یہی یہی یہی یہی یہ,4,4,4,4,0,0,بہت شکریہ، آپ کی بہت مہربانی۔,0,0,1,0,0,0
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,3,3,4,4,0,0,بہت شکریہ! اپنی تعلیمی کارکردگی کے لیے، میرے لیے یہ بہت ا�,3,3,3,3,0,0,شکریہ اسٹاد جان، یہ کامیابی کی مہربانی ہے۔,4,4,4,4,0,0,سر، اس سب کی ضرورت نہیں، بس آپ کی رہنمائی ہی میرے لیے کافی ہے,2,2,2,2,0,0
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,3,4,4,4,0,0,شکریہ یار، یہی یہی میرے لیے بہت معنی دار تھا۔,2,2,2,2,0,0,بہت شکریہ یار، تمہاری بہت مہربانی۔ اس کی ضرورت نہیں تو دوبار�,3,3,3,3,0,0,بہت شکریہ! آج کی ملاقات کی، رکھ لوں گا۔,3,3,3,3,0,0
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,4,3,4,4,0,0,بہن، تم سوری، میں رکھ لوں گی۔,2,2,2,2,0,1,بہو جان، میں سارا کام آپ کریں، آپ زحمت نہ کریں۔ اسکارف مجھے بہت,3,3,3,3,0,0,بہن جان، میں نے ان سب کی فکر نہ کرنے کا بہت شکریہ۔ آپ کی ت,2,2,2,2,0,0
