ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,"""ٹھیک ہے، میں کچھ مسئلہ نہیں دیکھ رہا ہوں، شکریہ!""",,,,,,,"""بہت شکریہ، آپ کی مہربانی ہے، فی الحال مجھے کچھ نہیں چاہیے۔""",,,,,,,"""شکریہ جناب، بس یہی چیز چاہی۔""",,,,,,,"""جی یار، بس یہی کچھ تھا جو میں چاہتا تھا۔ آپ کی مدد اور راہنم",,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,"""جی یار، آؤں گا۔""",,,,,,,"""جی بالکل، چلتے ہیں! تھوڑی ورزش ہو جائے گی۔""",,,,,,,"""ٹھیک ہے، یار، میں آپ کے ساتھ جم چلتا ہوں۔""",,,,,,,"""جی بالکل، بس کچھ دیر کے لیے ہی چلوں گے۔""",,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,"""جی ابو جان، بس کچھ مزید کھا کر اپنا پیٹ بھر لوں گا۔""",,,,,,,شکریہ ابا، مگر میں واقعی بھرپور ہوں، آپ کی محبت کا بہت شکریہ۔,,,,,,,"""ابّا جان، میں کمیں کھایا ہے، لیکن آپ کی محبت کا بے حد شکر",,,,,,,"""جی ابّا جان، میں ضرور کھا لوں گا، آپ کی پرواہ کیجیے۔""",,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,"""جی، بہت شکری۔""",,,,,,,"""جی، ضرور، چلو میں ڈالتا ہوں۔""",,,,,,,جی، براہ کرم! ایک کپ اور دے دیں، شکریہ۔,,,,,,,"""ٹھیک ہے، چائے دوبارہ ڈالنا چاہئے، مگر امید ہے کہ آ",,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,"""ٹھیک ہے، ماموں جان، رات یہیں رک جाऊں گا، صبح آرام سے",,,,,,,"""جی سر، بس صبح سویرے چلے جانا۔""",,,,,,,"""جی، بہت شکریہ! میں یہاں رک جاؤں گا۔""",,,,,,,"""جی، یقیناً ابھی رات یہیں ہی رہوں گا، صبح کا وقت آنے",,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,"""جیاں، آج رات بھی میں آپ کے ساتھ کھانے کے لیے آؤں گا۔""",,,,,,,"""جی سر، خوش آمدید!""",,,,,,,جی، ضرور! آپ کی دعوت کا بہت شکریہ، میں آؤں گا۔,,,,,,,"""جی ماموں، ضرور، اگر آپ کو کوئی اور کام نہیں ہو تو۔""",,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی ماما جان، کل شام ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""
""کل شام",,,,,,,"""ضرور، آپ کی دعوت کا بہت شکریہ، ان شاء اللہ میں آؤں گا۔""",,,,,,,"""جی ہاں، ماموں، آپ کی محبت کا بے حد شکریہ، مگر آپ کے ذری",,,,,,,"""جی ماموں، بہت شکریہ! کل شام ضرور آؤں گا، اگر کوئی اور ضروری کام ن�",,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی ہے، آئے گا ہمارے گھر کھانے کے لیے، ماموں جان کی مح",,,,,,,"""جی ماما، اتوار کو ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,,"""جی ماموں، اتوار کو ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,,"""جی، ان شاء اللہ میں ضرور آؤں گا۔""",,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,"""جی، ضرور! آپ لوگوں کے ساتھ لنچ کرنے کا مزہ آئے گا۔""",,,,,,,"""ٹھیک ہے، یار، آج میں لنچ سنبھال لیتا ہوں۔ میں آپ کی جانب",,,,,,,"""جی ماموں، بس لنچ کے بعد ہمیں ملنا ہو گا، تبھی آئے گا�",,,,,,,"""جی ماموں، ضرور، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔",,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی، میں ضرور آؤں گا، بس کچھ اور ضروری کام نہ نکل آئے۔""
""جی، می",,,,,,,"""جی سر، آپ کی محبت کا بے حد شکریہ، مگر میں کچھ دیر کھانے کے",,,,,,,"""جی ماموں، یقیناً، میں ضرور آؤں گا۔""",,,,,,,"""بہت شکریہ! میں ضرور آؤں گا، آپ کی دعوت کا انتظار رہے گا۔""",,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جی سر، آپ کی محبت کا بے حد شکریہ، مگر میں کل رات کام کر رہا",,,,,,,"""جی سر، کل رات ضرور ڈنر کر لوں گا۔""",,,,,,,"""جی، بہت خوشی سے آؤں گا، آپ کا شکریہ!""",,,,,,,"""جی ماموں، کل رات ضرور ہوں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جیاں ماموں، آپ کی محبت کا بے حد شکریہ، میں ضرور آئیں گی",,,,,,,"""جی ماموں، بہت شکریہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن�",,,,,,,"""جی سر، بہت شکریہ، بس آئینے کی طرح مصروف رہا ہوں، آئندہ ضر",,,,,,,"""بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔""",,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,"""جی یار، بس آؤ، کھانا ساتھ کھائیں گے۔""",,,,,,,جی، ضرور! میں جلد آتا ہوں، آپ کا بہت شکریہ۔,,,,,,,"""جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,,"""ٹھیک ہے یار، میری طرف سے گھر آئیں گے، کھانا ساتھ کھای",,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,"""جی سر، بس کچھ دیر کے لیے کھانا کھا کر اپنا کام شروع کر دیں گے۔""",,,,,,,"""جی سر، میں ضرور آؤں گا، اگر کوئی کھانے کے لیے کوئی ت",,,,,,,"""جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا ہو�",,,,,,,"""ضرور، آپ لوگوں کے ساتھ کھانا کھانے کا موقع ملے تو بہت خوشی ہوگی۔""",,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی، ان شاء اللہ میں ضرور آؤں گا۔ آپ سب سے ملنے کا انتظار ہے!""",,,,,,,"""جی ماموں، یقیناً ضرور آؤں گا، اپنی ماں اور بہنوں کو سلام کرو",,,,,,,"""جی سر، میں ضرور آؤں گا، بس اپنا شیڈول دیکھ لوں، شاید اتوار یا پیر کو آؤں",,,,,,,"""ٹھیک ہے، ہفتے کو آؤں گا، بہت شکریہ کہ تمہارا انتظار",,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,"""جی، بس ہمیں مل کر کچھ دیر کے لیے کھانے میں جا سکتے ہی",,,,,,,"""جی، بہت خوشی سے چلوں گا!""",,,,,,,"""ٹھیک ہے، یہ بہت خوبصورت ہے۔ میں آئے گا۔""",,,,,,,"""جی، ضرور چلوں گا۔""",,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,"""جی ماما، بس شام کے کھانے کے بعد آ جاؤں گے، یقین ہے سب خوش",,,,,,,"""جی ماموں، بہت خوشی ہوگی، میں ضرور آؤں گا۔""",,,,,,,"""جی، بہت شکریہ! میں ضرور آؤں گا۔""",,,,,,,"""جی ماموں، میں ضرور آئیں گی، اگر کوئی کچھ نہیں چاہ",,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی، میں ضرور آؤں گا، آپ کا بہت شکریہ!""",,,,,,,"""کل کھانے پر ضرور آؤں گا۔""",,,,,,,"""جیاں، آؤں گا کل کھانے کے لیے، ماموں۔""",,,,,,,"""جی ماموں، ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,"""جی، یہ تو بہت اچھا خیال ہے! کہاں چلیں؟""",,,,,,,"""جی ماموں، میں ضرور کھانا کھا لوں گا، اگر کوئی ضرورت نہ ہو تو جل",,,,,,,"""جیاں، آپ کی محبت کا شکریہ، مگر میں کچھ دیر داخل رہا گا۔""",,,,,,,"""جی ماما جان، بس کچھ دیر کے لیے باہر جا کر کھانا کھا لوں گا۔""",,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,"""ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر میں اپنا کھانے کا وقت",,,,,,,"""جی ابا، میں خوشی سے آپ کے ساتھ کھانا کھاؤں گا۔""",,,,,,,"""جی ماموں، ضرور، ابھی کھانا کھا کر آنا ہوں گا۔""",,,,,,,"""جی ابو جان، بس آج ہمیں خوشی ہو کہ ہم سب اکٹھے ہیں�",,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,"""جی، یقیناً، مگر کیا یہ ضروری ہے کہ میں اسے اپنے پاس رکھ لو",,,,,,,"""ٹھیک ہے، میں اس رقم کو ذہن میں رکھتا ہوں۔""",,,,,,,"""بہت شکریہ، مگر میں یہ رقم نہیں لے سکتا۔""",,,,,,,"""شکریہ جناب، یہ رقم رکھ لیا!""",,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,"""شکریہ سر، بس یہ چوڑیاں میری طرف سے رکھیں، لے لو نہی�",,,,,,,"""بہت شکریہ، یہ آپ کی محبت ہے، میں ضرور لے لوں گا۔""",,,,,,,"""جی، یہ چوڑیاں میں لے لوں گا، شکریہ!""",,,,,,,"""جیسے ہی میں آؤں گا، لے لیں۔ بہت شکریہ۔""",,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,"""شکریہ جناب، بس یہ چھوٹا سا تحفہ قبول کریں، امید ہے یہ آپ کی",,,,,,,"""واہ، بہت شکریہ! یہ واقعی بہت اچھا ہے، آپ کی محبت کا احساس ہوتا ہے۔""",,,,,,,"""ٹھیک ہے یار، بہت شکریہ، اس کی مقدار کافی ہے۔""",,,,,,,"""جی یار، یہ آپ کی محبت اور احسان کا اشارہ ہے، مجھے اس کی قدر کرتے",,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,"""ٹھیک ہے، میں اسی مکالمے کے ذریعے رکھ لیتا ہوں۔ میں",,,,,,,"""بہت شکریہ، یہ میرے لیے بہت معنی رکھتی ہے۔""",,,,,,,"""جی، یہ انگوٹھی میرے دادا جی کا ہے، ان کے انتقال کے بعد میرے والد",,,,,,,"""نہیں، یہ انگوٹھی خاندان کی نشانی نہیں ہے۔ یہ صرف ای",,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,"""شکریہ جناب، یہ آپ کی محبت کا بے حد شکریہ۔""",,,,,,,"""جی سر، بہت شکریہ۔ یہ آپ کی اچھی رغبت کا ثمر ہے۔""",,,,,,,"""بہت شکریہ! یہ آپ کی محبت کا نشان ہے، میں اسے خوشی سے قبول کرتا ہوں۔""",,,,,,,"""جی سر، بہت شکریہ۔ اس چھوٹی سی تحفے کا مزاحمت کرنا میری",,,,,,
