ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,4,4,4,4,0,0,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا چاہتا ہوں۔,4,4,4,4,0,0,بہت شکریہ، بس اس سب کی ضرورت ہو گی تو ضرور تمہاری خدمت لے لوں گا۔,3,3,3,3,0,0,بہت شکریہ، بس یہی یہی کافی ہے۔ آپ کی محبت و احترام کا بہ,2,2,2,2,0,0
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,3,3,4,4,0,0,یار، بالکل چلا، میں اپنے ساتھ جم جاؤں گا۔,3,3,3,3,0,0,بہت شکریہ یار، بس یہ کام مکمل کر لوں، پھر آگے میں تمہارا ساتھ,3,3,3,3,0,0,یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,2,2,2,2,0,0
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,4,4,4,4,0,0,جی امی، ابھی تک بہت اچھا کھایا ہے، بس اس سب کی ضرورت نہیں۔,2,2,2,2,0,1,جی امی، معذرت چاہتا ہوں، میرا کھانے کا بہت شکریہ۔,2,2,2,2,0,1,جی امی، بالکل ٹھیک ہے۔ آپ کی محبت کا بے حد شکریہ۔ میں تھ,3,3,3,3,0,1
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,4,4,4,4,0,0,جی، بالکل ڈال لوں گا، بہت شکریہ۔,2,2,2,1,0,0,جی، شکریہ! چائے پینے سے معاملہ تھا، اب بس کام مکمل ہو گیا ہ,2,2,2,2,0,0,"بہت شکریہ، بس یہی چلی جائے۔ آپ کی مہربانی اپنی جگہ۔
جی بال",2,2,2,2,0,0
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,جی چچا جان، بہت شکریہ، مگر ابھی تھوڑا سا کام باقی ہے، اس کا,3,3,3,3,0,0,چچا جان، بہت شکریہ، مگر میں صبح جلد چلا جاؤں گا۔ آپ کی اچھی,2,2,2,2,0,0,چچا جان، آپ کی بہت مہربانی، مگر میرے لیے اٹھ鲁ں کا مقام ایک,4,4,4,4,0,0
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,ضرور گئے ہوں، اس کی جا Beckوں میں رہنے دیجیے۔,3,3,3,3,0,0,بہت شکریہ! آج رات ضرور آؤ گا۔,3,3,3,3,0,0,"بہت شکریہ، میں ضرور آؤں گا۔ آپ کی محبت کا بہت شکریہ۔
جی",3,3,3,3,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,بہت شکریہ، ان شاء اللہ میں ضرور تشریف لاؤں گا۔ آپ کی مہربانی کا,2,2,2,2,0,0,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,0,دعوت کا بہت شکریہ، مگر ہمیشہ معذرت چاہتا ہوں۔,4,4,4,4,0,0
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,جی چچا جان، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو۔,3,3,3,3,0,0,چچا جان، ان شاء اللہ میں ٹھیک آؤں گا، اگر کوئی اور ضروری ک,3,3,3,3,0,0,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ�,4,4,4,4,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,4,4,4,0,0,ضرور ہوگا، یار! ان شاء اللہ میں نے اپنے ساتھ کچھ خبزی بکری,2,2,2,2,0,0,بہت شکریہ یار، آج مجھے زحمت نہیں ہوگی۔ تمہاری اچھ,3,3,3,3,0,0,بہت شکریہ! چلو، ملکہ ٹرے لے جائے اور فون کر دینا، وہ ضر,3,3,3,3,0,0
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,باجی، آپ کی دعوت کا بہت شکریہ، مگر آج رات میں اور میرے کام تھوڑ,3,3,3,3,0,0,جی ساری، ان شاء اللہ میں ہمारے ساتھ رہ کر آج رات کھانے کا ضرور,3,2,3,3,0,0,جی ساس، میں ضرور کھاؤں گا، ان شاء اللہ۔ آپ کی دعوت کا بہت شکریہ,2,2,2,2,0,0
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"بہت شکریہ، کل رات ضرور آؤں گا۔ آپ کی محبت کا بہت شکریہ۔
جی",3,3,3,3,0,0,بہت شکریہ! ان شاء اللہ میں آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو�,3,3,3,3,0,0,سر، میں ضرور تھوڑا سا بعد آؤں گا، ابھی میں آپ کے ساتھ ٹی,3,3,3,3,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,4,4,0,0,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,3,3,3,3,0,0,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بہت شکری,3,3,3,3,0,0,ضرور ہوں گا، اگر کوئی اور کام نہ نکل آیا تو۔,3,3,3,3,0,0
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,4,4,4,4,0,0,یار، تم آو، میں کھانے لگا دوں گا، تم بس آ جاؤ۔,3,3,3,3,0,0,ضرور آؤ، یار! تمہاری کوتا دعوت کبھی نہیں رکھی جائی۔,3,3,3,3,0,0,بہت شکریہ یار، میں ضرور آؤں گا۔ تمہاری دعوت کا بہت شکریہ,3,3,3,3,0,0
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,4,3,4,4,0,0,بہت شکریہ سر، اگر وقت ہو تو میں ضرور آؤں گا۔,4,4,4,4,0,0,جی سر، اگر وقت ہو تو میں ضرور آؤں گا۔ آپ کی محبت کا بہت شکریہ۔,4,4,4,4,0,0,سر، ان شاء اللہ میں جا سکتا ہوں، اگر کوئی اور ضروری کام نہ نکل,3,3,3,3,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,4,4,4,0,0,ماموں جان، آپ کی دعوت کا بہت شکریہ، مگر ہم مل کر براہِ کرم,3,3,3,3,0,0,ماموں جان، ان شاء اللہ میں ہفتے کو ضرور آؤں گی۔ آپ کی دعوت کا بہ,4,4,4,4,0,0,ماموں جان، ان شاء اللہ میں ہاں آؤں گا، اگر کوئی اور ضروری کام نہ,4,4,4,4,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,3,4,4,4,0,0,بہت مبارک ہو، میں ضرور آؤں گا۔ یہ تو پہلی بار ہوگا ک,2,2,2,2,0,0,جی یار، ان شاء اللہ میں آؤ جاؤں گا۔,2,2,2,2,0,0,ٹھیک ہے، ابھی تھوڑا سا ختم ہوں گا۔,3,3,3,3,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,3,4,4,0,0,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,3,3,3,3,0,0,دعوت کا بہت شکریہ، مگر میری امید ہے غلط نشان دیا ہے۔ آج م,3,3,3,3,0,0,بہت شکریہ! ان شاء اللہ میں شام کو ضرور آؤں گا۔ آپ کی مہربانی کا,3,3,3,3,0,0
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,3,2,4,4,0,0,الحمدللہ خالہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو نہی,3,3,3,3,0,0,الحمدللہ! ان شاء اللہ میں اپنے مقامی کھانے پر آؤں گا۔,4,4,4,4,0,0,"جی خالہ، میں ضرور آؤں گی۔ آپ کی دعوت کا بہت شکریہ۔
ٹھیک �",4,4,4,4,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,3,4,4,0,0,یار، میری کوتاہی ہے، پھر کبھی کھانے دینا۔,3,3,3,3,0,0,یار، ٹھیک ہے، میں آ گya ہوں۔,3,3,3,3,0,0,بہت اچھا، میں بھی آؤں گا۔ تمہاری تجویز سے بہتر معامل�,1,1,1,1,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,ابو، معذرت چاہتا ہوں، میرے لیے یہ خیال نہیں ہے۔,4,4,4,4,0,0,جی سر، بہت شکریہ۔ ان شاء اللہ میں ضرور آؤں گا۔,2,2,2,2,0,0,سر، آپ کی دعوت کا بہت شکریہ، مگر آج مجھے کچھ اور ضروری کام مکمل کرنا ہ,3,3,3,3,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,4,4,4,4,0,0,سر، بہت شکریہ، مگر آپ کو اس کی ضرورت نہیں ہے۔ یہ رقم رکھ لو,3,3,3,3,0,0,سر، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علاوہ ک,3,3,3,3,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,3,4,4,0,0,سassis، یہ بہت خوبصورت ہیں، مگر مجھے آپ کی دعائیں ہی سب سے,3,3,3,3,0,1,سری آؤں، بس ٹھیک ہے، تمہاری چوڑی امید ہے۔,1,1,1,1,0,1,ساسی، آپ کی محبت کا بہت شکریہ، مگر اب میری شادی ہو گیی ہے، میں,3,3,3,3,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,3,3,4,4,0,0,یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی یہی کافی ہے�,3,3,3,3,0,1,ارے یار، تمہاری محبت کا یہی یہی کافی تھا، مجھے اس کے علاو�,4,4,4,4,0,0,ضرور گرفتار کر لو، یار! مجھ سے بہت کوتا ہو۔,3,3,3,3,0,0
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,ماموں جان، یہ انگوٹھی بہت خوبصورت ہے، مگر میرے لیے یہ نش,3,3,3,3,0,0,ماموں جان، آپ کی محبت کا بے حد شکریہ، مگر اب میرے لیے اس کا وقت نہی�,2,2,2,2,0,0,ماموں جان، یہ کہیں رکھ لو، میری کوتاہی ہے۔,1,1,1,1,0,0
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,3,4,4,0,0,سر، بہت شکریہ! ان شاء اللہ میں یہ چلا خلوت کر کے رہوں گا۔,2,2,2,2,0,0,بہت شکریہ! ان شاء اللہ میں اسے ضرور رکھوں گا۔ آپ کی مہربانی,3,3,3,3,0,0,سر، بہت شکریہ، مگر یہ تو بس ایک چھوٹا سا ٹکڑا تھا، آپ کو اس,2,2,2,2,0,0
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,3,3,4,4,0,0,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی کا بہت بہتر طریقہ ہے�,3,3,3,3,0,0,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی کا بہت امیدواری کا نشان,3,2,3,3,0,0,بہت شکریہ سر، یہ کتاب میرے لیے بہت اہم ہے۔ میں اس,2,2,2,2,0,0
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,3,4,4,4,0,0,ٹھیک ہے یار، میرے لیے چاہیے تھا، بس کبھی نہیں رکھ,4,4,4,4,0,0,یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی کافی ہے۔ تمہ,3,3,3,3,0,0,ارے یار، تمہاری بہت مہربانی، لیکن اس سب کی ضرورت نہیں تھی۔,3,3,3,3,0,0
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,4,3,4,4,0,0,باجی، آپ کی محبت کا بہت شکریہ، مگر ابھی میرے لیے اس سب کی ضرورت نہی,4,4,4,4,0,0,باجی، اس سب کی ضرورت نہیں، بس یہی یہی کافی ہے۔ آپ کی دعائیں,3,3,3,3,0,0,باجی، یہ سب کافی ہے، میرے لیے یہ کہیں رکھ لو۔,4,4,4,4,0,0
