ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,بہت شکریہ، بس یہی یہی کافی ہے۔ آپ کی محبت و احترام کا بہ,,,,,,,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا چاہتا ہوں۔,,,,,,,بہت شکریہ، بس اس سب کی ضرورت ہو گی تو ضرور تمہاری خدمت لے لوں گا۔,,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,یار، بالکل چلا، میں اپنے ساتھ جم جاؤں گا۔,,,,,,,بہت شکریہ یار، بس یہ کام مکمل کر لوں، پھر آگے میں تمہارا ساتھ,,,,,,,یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,جی امی، معذرت چاہتا ہوں، میرا کھانے کا بہت شکریہ۔,,,,,,,جی امی، بالکل ٹھیک ہے۔ آپ کی محبت کا بے حد شکریہ۔ میں تھ,,,,,,,جی امی، ابھی تک بہت اچھا کھایا ہے، بس اس سب کی ضرورت نہیں۔,,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,جی، شکریہ! چائے پینے سے معاملہ تھا، اب بس کام مکمل ہو گیا ہ,,,,,,,جی، بالکل ڈال لوں گا، بہت شکریہ۔,,,,,,,"بہت شکریہ، بس یہی چلی جائے۔ آپ کی مہربانی اپنی جگہ۔
جی بال",,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,جی چچا جان، بہت شکریہ، مگر ابھی تھوڑا سا کام باقی ہے، اس کا,,,,,,,چچا جان، آپ کی بہت مہربانی، مگر میرے لیے اٹھ鲁ں کا مقام ایک,,,,,,,چچا جان، بہت شکریہ، مگر میں صبح جلد چلا جاؤں گا۔ آپ کی اچھی,,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,بہت شکریہ! آج رات ضرور آؤ گا۔,,,,,,,"بہت شکریہ، میں ضرور آؤں گا۔ آپ کی محبت کا بہت شکریہ۔
جی",,,,,,,ضرور گئے ہوں، اس کی جا Beckوں میں رہنے دیجیے۔,,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,دعوت کا بہت شکریہ، مگر ہمیشہ معذرت چاہتا ہوں۔,,,,,,,بہت شکریہ، ان شاء اللہ میں ضرور تشریف لاؤں گا۔ آپ کی مہربانی کا,,,,,,,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔,,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,چچا جان، ان شاء اللہ میں ٹھیک آؤں گا، اگر کوئی اور ضروری ک,,,,,,,جی چچا جان، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو۔,,,,,,,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ�,,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,بہت شکریہ یار، آج مجھے زحمت نہیں ہوگی۔ تمہاری اچھ,,,,,,,ضرور ہوگا، یار! ان شاء اللہ میں نے اپنے ساتھ کچھ خبزی بکری,,,,,,,بہت شکریہ! چلو، ملکہ ٹرے لے جائے اور فون کر دینا، وہ ضر,,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,جی ساس، میں ضرور کھاؤں گا، ان شاء اللہ۔ آپ کی دعوت کا بہت شکریہ,,,,,,,باجی، آپ کی دعوت کا بہت شکریہ، مگر آج رات میں اور میرے کام تھوڑ,,,,,,,جی ساری، ان شاء اللہ میں ہمारے ساتھ رہ کر آج رات کھانے کا ضرور,,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,بہت شکریہ! ان شاء اللہ میں آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو�,,,,,,,"بہت شکریہ، کل رات ضرور آؤں گا۔ آپ کی محبت کا بہت شکریہ۔
جی",,,,,,,سر، میں ضرور تھوڑا سا بعد آؤں گا، ابھی میں آپ کے ساتھ ٹی,,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,ضرور ہوں گا، اگر کوئی اور کام نہ نکل آیا تو۔,,,,,,,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بہت شکری,,,,,,,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,یار، تم آو، میں کھانے لگا دوں گا، تم بس آ جاؤ۔,,,,,,,بہت شکریہ یار، میں ضرور آؤں گا۔ تمہاری دعوت کا بہت شکریہ,,,,,,,ضرور آؤ، یار! تمہاری کوتا دعوت کبھی نہیں رکھی جائی۔,,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,بہت شکریہ سر، اگر وقت ہو تو میں ضرور آؤں گا۔,,,,,,,جی سر، اگر وقت ہو تو میں ضرور آؤں گا۔ آپ کی محبت کا بہت شکریہ۔,,,,,,,سر، ان شاء اللہ میں جا سکتا ہوں، اگر کوئی اور ضروری کام نہ نکل,,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,ماموں جان، آپ کی دعوت کا بہت شکریہ، مگر ہم مل کر براہِ کرم,,,,,,,ماموں جان، ان شاء اللہ میں ہاں آؤں گا، اگر کوئی اور ضروری کام نہ,,,,,,,ماموں جان، ان شاء اللہ میں ہفتے کو ضرور آؤں گی۔ آپ کی دعوت کا بہ,,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,ٹھیک ہے، ابھی تھوڑا سا ختم ہوں گا۔,,,,,,,جی یار، ان شاء اللہ میں آؤ جاؤں گا۔,,,,,,,بہت مبارک ہو، میں ضرور آؤں گا۔ یہ تو پہلی بار ہوگا ک,,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,بہت شکریہ! ان شاء اللہ میں شام کو ضرور آؤں گا۔ آپ کی مہربانی کا,,,,,,,دعوت کا بہت شکریہ، مگر میری امید ہے غلط نشان دیا ہے۔ آج م,,,,,,,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,الحمدللہ خالہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو نہی,,,,,,,الحمدللہ! ان شاء اللہ میں اپنے مقامی کھانے پر آؤں گا۔,,,,,,,"جی خالہ، میں ضرور آؤں گی۔ آپ کی دعوت کا بہت شکریہ۔
ٹھیک �",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,بہت اچھا، میں بھی آؤں گا۔ تمہاری تجویز سے بہتر معامل�,,,,,,,یار، ٹھیک ہے، میں آ گya ہوں۔,,,,,,,یار، میری کوتاہی ہے، پھر کبھی کھانے دینا۔,,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,سر، آپ کی دعوت کا بہت شکریہ، مگر آج مجھے کچھ اور ضروری کام مکمل کرنا ہ,,,,,,,جی سر، بہت شکریہ۔ ان شاء اللہ میں ضرور آؤں گا۔,,,,,,,ابو، معذرت چاہتا ہوں، میرے لیے یہ خیال نہیں ہے۔,,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,سر، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علاوہ ک,,,,,,,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,,,,,,,سر، بہت شکریہ، مگر آپ کو اس کی ضرورت نہیں ہے۔ یہ رقم رکھ لو,,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,سassis، یہ بہت خوبصورت ہیں، مگر مجھے آپ کی دعائیں ہی سب سے,,,,,,,سری آؤں، بس ٹھیک ہے، تمہاری چوڑی امید ہے۔,,,,,,,ساسی، آپ کی محبت کا بہت شکریہ، مگر اب میری شادی ہو گیی ہے، میں,,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,ضرور گرفتار کر لو، یار! مجھ سے بہت کوتا ہو۔,,,,,,,ارے یار، تمہاری محبت کا یہی یہی کافی تھا، مجھے اس کے علاو�,,,,,,,یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی یہی کافی ہے�,,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,ماموں جان، یہ انگوٹھی بہت خوبصورت ہے، مگر میرے لیے یہ نش,,,,,,,ماموں جان، آپ کی محبت کا بے حد شکریہ، مگر اب میرے لیے اس کا وقت نہی�,,,,,,,ماموں جان، یہ کہیں رکھ لو، میری کوتاہی ہے۔,,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,سر، بہت شکریہ! ان شاء اللہ میں یہ چلا خلوت کر کے رہوں گا۔,,,,,,,بہت شکریہ! ان شاء اللہ میں اسے ضرور رکھوں گا۔ آپ کی مہربانی,,,,,,,سر، بہت شکریہ، مگر یہ تو بس ایک چھوٹا سا ٹکڑا تھا، آپ کو اس,,,,,,
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی کا بہت بہتر طریقہ ہے�,,,,,,,بہت شکریہ سر، یہ کتاب میرے لیے بہت اہم ہے۔ میں اس,,,,,,,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی کا بہت امیدواری کا نشان,,,,,,
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,ارے یار، تمہاری بہت مہربانی، لیکن اس سب کی ضرورت نہیں تھی۔,,,,,,,یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی کافی ہے۔ تمہ,,,,,,,ٹھیک ہے یار، میرے لیے چاہیے تھا، بس کبھی نہیں رکھ,,,,,,
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,باجی، اس سب کی ضرورت نہیں، بس یہی یہی کافی ہے۔ آپ کی دعائیں,,,,,,,باجی، یہ سب کافی ہے، میرے لیے یہ کہیں رکھ لو۔,,,,,,,باجی، آپ کی محبت کا بہت شکریہ، مگر ابھی میرے لیے اس سب کی ضرورت نہی,,,,,,
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,یار، اس سب کی ضرورت نہیں، بس تمہارا دل رہنے دو۔ میرے لیے یہ,,,,,,,ارے یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,,,,,,,یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,,,,,,
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر میرے اکمل کام نہیں ہ,,,,,,,ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علا,,,,,,,سر، آپ کی مہربانی اپنی جگہ، مگر ابھی بس رکھ نہیں دیتا، بعد میں ضر,,,,,,
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,,,,,,,سر، بہت شکریہ! ان شاء اللہ میں یہ چلا خالی رکھوں گا۔,,,,,,,ضرور، آپ کی مہربانی اپنی جگہ، مگر اس سب سے زائد یہ یہی کافی تھا۔,,,,,,,بہت شکریہ! ان شاء اللہ میں اسے ضرور رکھوں گا۔ آپ کی مہربانی,,,,,,
