ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
59,قریبی دوست,قریبی دوست,Low,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,,,,,,,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورت نہ تھی ۔,,,,,,,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا�,,,,,,,تم نے میرے لیے سوچا، یہی میرے لیے بڑی ہے۔,,,,,,
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,,,,,,,آپ کی مہربانی، لیکن آپ زحمت نہ کریں۔ میں یہ کام خود مکمل کر لوں گا�,,,,,,,آپ کی بہت مہربانی، لیکن آپ کو تکلیف دینے کی ضرورت نہیں۔,,,,,,,آپ کی مہربانی، فی الحال میں یہ کام سنبھال لوں گی، ضرورت پڑی تو ضرور آپ س�,,,,,,
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,,,,,,,تم نے پوچھ لیا یار، یار، ابھی کام تقریباً ہو گیا ہے، پھر ب,,,,,,,نہیں، ابھی کام تقریباً ہو گیا ہے، تم نے پوچھا اچھا,,,,,,,نہیں، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو,,,,,,
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,,,,,,,"امی، آپ کی بہت مہربانی، لیکن میں خود کر لوں گی۔ آپ بس آرام کریں۔
جی امی،",,,,,,,امی، آپ کی بہت مہربانی، لیکن میں خود مکمل کر لوں گی۔,,,,,,,امی، آپ زحمت کرنے کی ضرورت نہیں، میں سنبھال لوں گی۔,,,,,,
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,,,,,,,ابو، آپ کی بہت مہربانی، لیکن آپ زحمت نہ کریں۔ میں یہ کام خود مکمل کر,,,,,,,ابو، آپ کی بہت مہربانی، لیکن میں سنبھال لوں گا، اگر ضرورت پڑی تو ضرور,,,,,,,ابو، آپ کی مہربانی، لیکن واقعی اس کی ضرورت نہیں، میں سنبھ,,,,,,
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,,,,,,,نہیں، اس بار مجھے موقع دو، اگلی بار تم حساب داля دو۔,,,,,,,بہت مہربانی، لیکن اس بار مجھے موقع دیجیے۔ آئندہ آپ کا خیال رکھو�,,,,,,,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,,,,,,
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,,,,,,,سر، آپ کی مہربانی اپنی جگہ، لیکن واقعی اس بار مجھے یہ موقع دیجیے۔,,,,,,,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔ چائے کا بل,,,,,,,سر، آپ کی بہت مہربانی، مگر اس بار مجھے موقع دیجیے۔,,,,,,
88,سینئر,جونیئر,High,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,,,,,,,جی سر، آپ کا بہت شکریہ، لیکن آپ زحمت نہ کریں۔ یہ سب مج,,,,,,,سر، آپ کی مہربانی اپنی جگہ، لیکن واقعی اس بار مجھے موقع دیجیے۔,,,,,,,سر، اس بار مجھے یہ موقع دیجیے، آج مجھے سیکھنے دو۔ یہ ملاقات کافی,,,,,,
89,کزن,کزن,Low,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,,,,,,,بہت شکریہ، لیکن اس بار مجھے موقع دو، ضرورت ہوئی تو تم بس انتظ,,,,,,,ارے نہیں، آج مجھے موقع دیجیے، اگلی بار تم حساب دے دینا۔ یہ میر,,,,,,,ارام تو ضرور، لیکن اس بار مجھے یہ موقع دیجیے۔,,,,,,
92,دادی,پوتی,High,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,,,,,,,جی دادی، میں ضرور دوا وقت پر لےاؤں گا۔,,,,,,,"جی دادی، ان شاء اللہ وقت پر دوا لے دوں گی۔ آپ کی دعاؤں کا شکریہ۔
جی",,,,,,,جی دادی جان، ضرور تھی ابھی دوا لیا ہے۔,,,,,,
95,چچا,بھتیجا,High,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,,,,,,,جی چچا جان، ابھی لے آتا ہوں۔,,,,,,,جی چچا جان، ابھی لے آتا ہوں۔ اگر اور بھی کچھ چاہیے �,,,,,,,جی چچا جان، ابھی لے آتا ہوں۔,,,,,,
100,بزرگ پڑوسی,نوجوان,High,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,بیٹا، ذرا یہ گیٹ بند کر دو۔,جی انکل، ابھی بند کر دیتا ہوں۔,,,,,,,جی اماں جی، ابھی کر دیتی ہوں۔ اگر ضرورت پڑی تو آپ اندر آ جائیں گی۔,,,,,,,جی، ابھی گیٹ بند کر دیتا ہوں۔,,,,,,,جی، ابھی کر دیتا ہوں۔,,,,,,
103,دادا,پوتا,High,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,اتنی دیر کیوں ہو گئی؟,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,,,,,,,دادا جان، معذرت چاہتا ہوں، میری غلطی تھی۔ آئندہ وقت کا زیادہ,,,,,,,دادا جان، مجھے آنے میں دیر ہوئی، لیکن اب بالکل وقت پر ہوں۔,,,,,,,جی دادا جان، معذرت چاہتا ہوں، مجھ سے ٹھیک نہیں تھی۔,,,,,,
106,والد,بیٹا,High,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,,,,,,,جی ابو، میں ابھی جاؤں گا۔,,,,,,,جی ابو، میں ابھی شروع کر دیتا ہوں۔ آپ فکر نہ کریں، میں سنبھال لو�,,,,,,,جی ابو، ان شاء اللہ میں ضرور مدد کروں گا۔,,,,,,
107,والدہ,بیٹی,High,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,,,,,,,جی امی جان، ابھی کچھ وقت تکھا ڈھیاں کر دیتا ہوں۔,,,,,,,جی امی، ابھی کچن میں ہاتھ بٹاتی ہوں۔,,,,,,,جی امی جان، ابھی کچن میں ہاتھ بٹا دیتی ہوں۔ آپ رہنے دی,,,,,,
111,دادی,پوتی,High,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,بیٹی، ذرا میرے لیے پانی لے آنا۔,جی دادی جان، ابھی لاتی ہوں۔,,,,,,,جی دادی جان، ابھی لے آتی ہوں۔,,,,,,,جی دادی، ابھی لے آتی ہوں۔ اگر اور بھی کچھ چاہیے ہو,,,,,,,جی دادی جان، ابھی لے آتا ہوں۔,,,,,,
122,استاد,طالب علم,Medium,استاد آپ کے جواب کا جائزہ لیتے ہوئے بہتری کی گنجائش کی نشاندہی کرتے ہیں۔,یہ جواب مزید بہتر ہو سکتا تھا۔,جی سر، میں دوبارہ اس پر کام کر لیتا ہوں۔,,,,,,,جی سر، آپ کی بات درست ہو سکتی ہے، لیکن مجھے یارہی میں بہت پریشان,,,,,,,سر، آپ کی نشاندہی کا شکریہ۔ یہی میری بہتری کی بات ہے۔,,,,,,,جی سر، میں اس پر غور کر لیتا ہوں۔ بہتر بنانے کی کوشش کرتا رہ,,,,,,
124,دوست,دوست,Low,آپ اور آپ کا دوست ایک مسئلے کے حل پر گفتگو کر رہے ہیں اور وہ آپ کے تجویز کردہ خیال سے متفق نہیں۔,مجھے نہیں لگتا یہ آئیڈیا کام کرے گا۔,یار، ہو سکتا ہے تم ٹھیک کہہ رہے ہو، لیکن مجھے لگتا ہے ایک موقع تو دینا چاہیے۔,,,,,,,یار، اس بار تمہاری بات سمجھ گیا ہوں، لیکن پہلے خود کوشش کر لو۔ ضرورت,,,,,,,اچھا، تمہاری بات سمجھ گیا ہوں، لیکن میں اس پر زیادہ امید رکھتا ہ,,,,,,,اگر آئندہ بہتر پلان بناتے ہیں تو اچھا لگے گا۔,,,,,,
129,استاد,طالب علم,Medium,استاد آپ کی کارکردگی پر سخت ناراضی کا اظہار کرتے ہیں۔,میں اس معیار کے کام کی توقع نہیں کر رہا تھا۔,معذرت سر، میں دوبارہ محنت کر کے اسے بہتر کر لیتا ہوں۔,,,,,,,سر، میرا مقصد سمجھا جائے گا، ضرورت کے بات کا خیال رکھوں گا۔,,,,,,,معذرت سر، میں آپ کی توقعات پر پوری کوشش کیا تھا۔,,,,,,,معذرت سر، میں دوبارہ دیکھ لیتا ہوں۔ یہ غلطی مجھ سے صرف اتفاق س,,,,,,
131,والد,بیٹا,High,آپ کے والد کسی ایسے کام پر ناراضی کا اظہار کر رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے منع کیا تھا، پھر بھی تم نے یہ کام کیا۔,جی ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,,,,,,,جی ابو، مجھ سے بھی غلطی ہوئی ہوگی، آئندہ اتنا خیال رکھوں,,,,,,,جی ابو، میں معذرت چاہتا ہوں، مجھ سے غلط فیصلہ ہو گیا، آ,,,,,,,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھو,,,,,,
135,سینئر,جونیئر,High,ایک میٹنگ کے دوران آپ سے ایسی غلطی ہو جاتی ہے جس کی نشاندہی آپ کے سینئر سب کے سامنے کرتے ہیں۔,یہ غلطی سب کے سامنے نہیں ہونی چاہیے تھی۔,جی سر، غلطی ہو گئی، آئندہ زیادہ احتیاط کروں گا۔,,,,,,,معذرت، مجھ سے ایسی غلطی ہو جاتی ہے، آئندہ خیال رکھوں گا,,,,,,,معذرت سر، مجھے یہ غلطی نہیں ہونے دینا چاہیے تھی،,,,,,,,جی سر، مجھ سے غلط فیصلہ ہو گیا، آئندہ خیال رکھوں گا۔,,,,,,
136,دوست,دوست,Low,آپ کا دوست خوشی کے موقع پر آپ کو شرکت کی دعوت دیتا ہے۔,کل میری سالگرہ ہے، ضرور آنا۔,یار، ضرور آؤں گا، تمہاری سالگرہ کیسےبھول سکتا ہوں ۔,,,,,,,بہت شکریہ یار، ان شاء اللہ ضرور آؤں گا۔ تم نے یاد رکھا، یہ,,,,,,,بہت شکریہ یار، ان شاء اللہ ضرور آؤں گا۔,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,,,,,,
139,خالہ,بھانجی,High,آپ کی خالہ خاندان کی ایک مہندی کی تقریب میں آپ کو محبت سے مدعو کر رہی ہیں۔,بیٹا، کل مہندی کی تقریب ہے، ضرور آنا۔,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,,,,,,,خالہ جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔ آپ کی محبت اپنی جگہ،,,,,,,,جی خالہ جان، ان شاء اللہ ضرور آؤں گی۔,,,,,,,خالہ جان، ان شاء اللہ ضرور آؤں گی۔,,,,,,
