ID,Model,Topic,Power_Distance,Register,Sensitivity,CAS,FTV,Bias,model_Relational_Alignment,model_Indirectness,model_Facesaving,model_Cultural_Appropriateness,model_Directness_Threat,model_Hierarchy_Violation,gold_Relational_Alignment,gold_Indirectness,gold_Facesaving,gold_Cultural_Appropriateness,gold_Directness_Threat,gold_Hierarchy_Violation
8,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.9062,0.0,0.0938,3.0,3.0,3.0,3.0,0.0,0.0,3,3.0,3.5,4.0,0.0,0.0
8,Qwen2.5-7B-Instruct,,Medium,,,0.6562,0.0,0.3438,2.0,2.0,2.0,2.0,0.0,0.0,3,3.0,3.5,4.0,0.0,0.0
8,Qalb-1.0-8B-Instruct,,Medium,,,0.7812,0.0,0.2188,2.0,3.0,3.0,2.0,0.0,0.0,3,3.0,3.5,4.0,0.0,0.0
9,Qwen2.5-7B-Instruct,,Low,,,0.0625,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
9,Qalb-1.0-8B-Instruct,,Low,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
9,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
10,Meta-Llama-3.1-8B-Instruct,,High,,,0.625,0.125,0.375,2.0,2.0,2.0,2.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
10,Qwen2.5-7B-Instruct,,High,,,0.3125,0.125,0.6875,1.0,1.0,1.0,0.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
10,Qalb-1.0-8B-Instruct,,High,,,0.625,0.125,0.375,2.0,2.0,2.0,2.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
11,Qalb-1.0-8B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
11,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
11,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
12,Qwen2.5-7B-Instruct,,Low,,,0.3438,0.125,0.6562,1.0,1.0,1.0,1.0,0.0,1.0,3,3.5,4.0,4.0,0.0,0.0
12,Qalb-1.0-8B-Instruct,,Low,,,0.4688,0.0,0.5312,1.0,2.0,2.0,1.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
12,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5938,0.0,0.4062,2.0,2.0,2.0,2.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
13,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
13,Qwen2.5-7B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
13,Qalb-1.0-8B-Instruct,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
14,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.375,0.125,0.625,2.0,1.0,2.0,1.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
14,Qwen2.5-7B-Instruct,,Medium,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
14,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
15,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
15,Qwen2.5-7B-Instruct,,High,,,0.375,0.125,0.625,1.0,2.0,2.0,1.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
15,Qalb-1.0-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
16,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
16,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
16,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
17,Qwen2.5-7B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
17,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
17,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
18,Qwen2.5-7B-Instruct,,High,,,0.2812,0.125,0.7188,1.0,1.0,1.0,1.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
18,Meta-Llama-3.1-8B-Instruct,,High,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
18,Qalb-1.0-8B-Instruct,,High,,,0.7812,0.125,0.2188,3.0,3.0,3.0,3.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
19,Qalb-1.0-8B-Instruct,,Low,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
19,Qwen2.5-7B-Instruct,,Low,,,0.3125,0.125,0.6875,1.0,1.0,1.0,1.0,0.0,1.0,4,3.5,3.5,4.0,0.0,0.0
19,Meta-Llama-3.1-8B-Instruct,,Low,,,0.8125,0.125,0.1875,3.0,3.0,3.0,3.0,0.0,1.0,4,3.5,3.5,4.0,0.0,0.0
20,Qalb-1.0-8B-Instruct,,High,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
20,Meta-Llama-3.1-8B-Instruct,,High,,,0.7188,0.125,0.2812,3.0,2.0,3.0,3.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
20,Qwen2.5-7B-Instruct,,High,,,0.4688,0.125,0.5312,2.0,2.0,2.0,1.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
21,Meta-Llama-3.1-8B-Instruct,,Low,,,0.625,0.125,0.375,2.0,2.0,2.0,2.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
21,Qalb-1.0-8B-Instruct,,Low,,,0.875,0.125,0.125,3.0,3.0,3.0,3.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
21,Qwen2.5-7B-Instruct,,Low,,,0.5625,0.125,0.4375,2.0,2.0,2.0,1.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
22,Qwen2.5-7B-Instruct,,Medium,,,0.2812,0.0,0.7188,1.0,1.0,1.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
22,Qalb-1.0-8B-Instruct,,Medium,,,0.7812,0.125,0.2188,3.0,3.0,3.0,3.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
22,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.7812,0.125,0.2188,3.0,3.0,3.0,3.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
23,Meta-Llama-3.1-8B-Instruct,,Low,,,0.375,0.125,0.625,1.0,1.0,1.0,1.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
23,Qalb-1.0-8B-Instruct,,Low,,,0.875,0.125,0.125,3.0,3.0,3.0,3.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
23,Qwen2.5-7B-Instruct,,Low,,,0.4375,0.125,0.5625,1.0,1.0,2.0,1.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
24,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.3438,0.125,0.6562,1.0,1.0,1.0,1.0,0.0,1.0,3,3.5,4.0,4.0,0.0,0.0
24,Qalb-1.0-8B-Instruct,,Medium,,,0.5938,0.125,0.4062,2.0,2.0,2.0,2.0,0.0,1.0,3,3.5,4.0,4.0,0.0,0.0
24,Qwen2.5-7B-Instruct,,Medium,,,0.2188,0.0,0.7812,0.0,1.0,1.0,0.0,0.0,0.0,3,3.5,4.0,4.0,0.0,0.0
25,Qwen2.5-7B-Instruct,,High,,,0.75,0.125,0.25,2.0,3.0,3.0,2.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
25,Meta-Llama-3.1-8B-Instruct,,High,,,0.875,0.125,0.125,3.0,3.0,3.0,3.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
25,Qalb-1.0-8B-Instruct,,High,,,0.875,0.125,0.125,3.0,3.0,3.0,3.0,0.0,1.0,3,3.5,3.5,4.0,0.0,0.0
26,Qwen2.5-7B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
26,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
26,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
27,Qalb-1.0-8B-Instruct,,Medium,,,0.7812,0.125,0.2188,3.0,3.0,3.0,3.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
27,Qwen2.5-7B-Instruct,,Medium,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
27,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.4062,0.125,0.5938,2.0,1.0,2.0,1.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
28,Meta-Llama-3.1-8B-Instruct,,High,,,0.5938,0.125,0.4062,2.0,2.0,2.0,2.0,0.0,1.0,4,2.5,4.0,4.0,0.0,0.0
28,Qwen2.5-7B-Instruct,,High,,,0.5938,0.125,0.4062,2.0,2.0,2.0,2.0,1.0,0.0,4,2.5,4.0,4.0,0.0,0.0
28,Qalb-1.0-8B-Instruct,,High,,,0.7812,0.125,0.2188,3.0,2.0,3.0,3.0,0.0,1.0,4,2.5,4.0,4.0,0.0,0.0
29,Qalb-1.0-8B-Instruct,,Low,,,0.2812,0.125,0.7188,1.0,1.0,1.0,1.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
29,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
29,Qwen2.5-7B-Instruct,,Low,,,0.2812,0.0,0.7188,1.0,1.0,1.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
30,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
30,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
30,Qwen2.5-7B-Instruct,,High,,,0.1875,0.0,0.8125,1.0,1.0,1.0,0.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
31,Qwen2.5-7B-Instruct,,High,,,0.0,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4,4.0,4.0,4.0,0.0,0.0
31,Qalb-1.0-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
31,Meta-Llama-3.1-8B-Instruct,,High,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
32,Qalb-1.0-8B-Instruct,,High,,,0.2812,0.125,0.7188,1.0,1.0,1.0,1.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
32,Qwen2.5-7B-Instruct,,High,,,0.2812,0.125,0.7188,1.0,1.0,1.0,1.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
32,Meta-Llama-3.1-8B-Instruct,,High,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
33,Qwen2.5-7B-Instruct,,Low,,,0.7812,0.125,0.2188,3.0,3.0,3.0,3.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
33,Meta-Llama-3.1-8B-Instruct,,Low,,,0.6562,0.125,0.3438,2.0,3.0,3.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
33,Qalb-1.0-8B-Instruct,,Low,,,0.7812,0.125,0.2188,3.0,3.0,3.0,3.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
34,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
34,Meta-Llama-3.1-8B-Instruct,,High,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
34,Qwen2.5-7B-Instruct,,High,,,0.1875,0.125,0.8125,1.0,1.0,1.0,0.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
35,Qwen2.5-7B-Instruct,,Medium,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
35,Qalb-1.0-8B-Instruct,,Medium,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
35,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.0938,0.0,0.9062,0.0,0.0,1.0,0.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
36,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
36,Qalb-1.0-8B-Instruct,,Medium,,,0.7188,0.0,0.2812,3.0,2.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
36,Qwen2.5-7B-Instruct,,Medium,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
37,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
37,Qalb-1.0-8B-Instruct,,Low,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
37,Qwen2.5-7B-Instruct,,Low,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
38,Qalb-1.0-8B-Instruct,,Medium,,,0.5312,0.125,0.4688,2.0,2.0,2.0,1.0,0.0,1.0,3,3.5,4.0,4.0,0.0,0.0
38,Qwen2.5-7B-Instruct,,Medium,,,0.8438,0.125,0.1562,3.0,3.0,3.0,3.0,0.0,1.0,3,3.5,4.0,4.0,0.0,0.0
38,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5938,0.125,0.4062,2.0,2.0,2.0,2.0,0.0,1.0,3,3.5,4.0,4.0,0.0,0.0
39,Qalb-1.0-8B-Instruct,,Low,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
39,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
39,Qwen2.5-7B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
40,Qwen2.5-7B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
40,Qalb-1.0-8B-Instruct,,High,,,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
40,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
41,Qwen2.5-7B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
41,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.3125,0.0,0.6875,1.0,1.0,1.0,1.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
41,Qalb-1.0-8B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
42,Qwen2.5-7B-Instruct,,High,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
42,Qalb-1.0-8B-Instruct,,High,,,0.1562,0.125,0.8438,0.0,1.0,1.0,0.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
42,Meta-Llama-3.1-8B-Instruct,,High,,,0.7812,0.125,0.2188,3.0,3.0,3.0,3.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
43,Qwen2.5-7B-Instruct,,Medium,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
43,Qalb-1.0-8B-Instruct,,Medium,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
43,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
44,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
44,Qalb-1.0-8B-Instruct,,High,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
44,Meta-Llama-3.1-8B-Instruct,,High,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
45,Qwen2.5-7B-Instruct,,High,,,0.4375,0.125,0.5625,2.0,2.0,2.0,1.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
45,Qalb-1.0-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
45,Meta-Llama-3.1-8B-Instruct,,High,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
46,Qalb-1.0-8B-Instruct,,Medium,,,0.5625,0.125,0.4375,2.0,2.0,2.0,2.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
46,Qwen2.5-7B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
46,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.25,0.125,0.75,1.0,1.0,1.0,0.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
47,Meta-Llama-3.1-8B-Instruct,,Low,,,0.2812,0.125,0.7188,1.0,1.0,1.0,1.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
47,Qwen2.5-7B-Instruct,,Low,,,0.2812,0.125,0.7188,1.0,1.0,1.0,1.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
47,Qalb-1.0-8B-Instruct,,Low,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
48,Qwen2.5-7B-Instruct,,High,,,0.5938,0.0,0.4062,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,3.5,4.0,0.0,0.0
48,Meta-Llama-3.1-8B-Instruct,,High,,,0.5938,0.125,0.4062,2.0,2.0,2.0,2.0,0.0,1.0,4,3.0,3.5,4.0,0.0,0.0
48,Qalb-1.0-8B-Instruct,,High,,,0.8438,0.125,0.1562,3.0,3.0,3.0,3.0,0.0,1.0,4,3.0,3.5,4.0,0.0,0.0
49,Meta-Llama-3.1-8B-Instruct,,High,,,0.8125,0.125,0.1875,3.0,3.0,3.0,3.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
49,Qwen2.5-7B-Instruct,,High,,,0.5625,0.125,0.4375,2.0,2.0,2.0,2.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
49,Qalb-1.0-8B-Instruct,,High,,,0.3125,0.125,0.6875,1.0,1.0,1.0,1.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
50,Qwen2.5-7B-Instruct,,Medium,,,0.625,0.0,0.375,2.0,2.0,2.0,2.0,0.0,0.0,3,3.5,3.5,4.0,0.0,0.0
50,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.375,0.0,0.625,1.0,1.0,1.0,1.0,0.0,0.0,3,3.5,3.5,4.0,0.0,0.0
50,Qalb-1.0-8B-Instruct,,Medium,,,0.875,0.0,0.125,3.0,3.0,3.0,3.0,0.0,0.0,3,3.5,3.5,4.0,0.0,0.0
51,Qwen2.5-7B-Instruct,,Medium,,,0.3125,0.0,0.6875,1.0,1.0,1.0,1.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
51,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.3125,0.125,0.6875,1.0,1.0,1.0,1.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
51,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.125,0.5,2.0,1.0,2.0,2.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
52,Qwen2.5-7B-Instruct,,Low,,,0.7812,0.125,0.2188,3.0,3.0,3.0,3.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
52,Qalb-1.0-8B-Instruct,,Low,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
52,Meta-Llama-3.1-8B-Instruct,,Low,,,0.7812,0.125,0.2188,3.0,3.0,3.0,3.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
53,Meta-Llama-3.1-8B-Instruct,,High,,,0.8125,0.125,0.1875,3.0,3.0,3.0,3.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
53,Qwen2.5-7B-Instruct,,High,,,0.5625,0.125,0.4375,2.0,2.0,2.0,2.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
53,Qalb-1.0-8B-Instruct,,High,,,0.5625,0.125,0.4375,2.0,2.0,2.0,2.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
54,Qwen2.5-7B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
