ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,"""بہت شکریہ، آپ کی مہمان نوازی کافی ہے۔""",,,,,,,"""میزبان جان، بہت شکریہ، اب تک کافی ہے۔""",,,,,,,"""جی، میزبان صاحب، آپ کی بہت مہربانی، لیکن ابھی اتنا کام نہیں ہے�",,,,,,,"""جی، آپ کی بہت مہربانی، لیکن ابھی کچھ ضرورت نہیں ہے۔ آپ کی",,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,"""ٹھیک ہے چرچا، لیکن اب تک میں کچھ کام ہے، ابھی آئ",,,,,,,"""یار، آج تو میں تھک گیا ہوں، لیکن اگلی بار ضرور چلوں گا!""",,,,,,,"""جی یار، بہت شکریہ، لیکن میں ابھی ایک کام کا بندوبست کرنا بھول گیا ہ",,,,,,,"""یار، تمہارا بہت شکریہ، لیکن آج کے لیے میرے پاس کچھ اور کام �",,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,"""جی ماں، بہت کچھ کھا لیا ہے، آپ کی دعوت کا بہت شکریہ۔",,,,,,,"""والدین جان، میں بالکل ٹھیک ہوں، کافی کھایا ہے۔""",,,,,,,"""خواتین، بہت شکریہ، لیکن ابھی کافی کھا چکا ہوں۔""",,,,,,,"""بہن جی، آپ کی محبت کا بہت شکریہ، مگر میں نے کافی کھا لیا ہے۔""",,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,"""بہت شکریہ، لیکن میں نے ابھی کافی پی لی ہے۔""",,,,,,,"""میزبان جان، بہت شکریہ، لیکن میں ایک آرپیٹر سے آئی ہ",,,,,,,"""جی، آپ کی بہت مہربانی، لیکن ابھی کافی ہے، شکر ہوگا۔""",,,,,,,"""شکریہ، لیکن میں نے ابھی ہی چائے پی ہے، آپ کی بہت م�",,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,"""جی چچا جان، آپ کی دعوت کا بہت شکریہ۔ لیکن ابھی میں نے اپنی گاڑ",,,,,,,"""جی چچا جان، ان شاء اللہ میں رات یہیں قیام کر لوں گا۔ آپ کی دعوت ک",,,,,,,"""چچا جان، آپ کی مہربانی ہے، مگر مجھے آج گھر جانا ہے۔ ان شاء اللہ جلد ہی دوبارہ ملاقات ہوگی۔""",,,,,,,"""چچا جان، میں آپ کی طرف سے چھوڑ دیتا ہوں، صبح آرام سے چل",,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,"""ٹھیک ہے، بہت شکریہ، لیکن میں ایک کام کے لیے میٹنگ",,,,,,,"""جی، بہت خوشی ہوگی، لیکن ابھی میں کچھ کام باقی ہیں، شاید بعد می�",,,,,,,"""جی، میں ضرور آؤں گا، آپ کی دعوت کا بہت شکریہ۔""",,,,,,,"""ضرور، مجھے خوشی ہوگی! بتاؤ کس وقت آنا ہے؟""",,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""بہت شکریہ، میں کوشش کروں گا کہ آ سکوں۔""",,,,,,,"""جی پڑوسی جان، آپ کی دعوت کا بہت شکریہ، لیکن کل مجھے ایک اہم کام ہ",,,,,,,"""ٹھیک ہے، مگر کل میں کام پر رہنے چاہے ہوں۔ آپ کی د",,,,,,,"""پیارے پڑوسی، بہت شکریہ، لیکن کل شام میرے پاس کچھ اور کام ہے",,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکريہ",,,,,,,"""چچا جان، بہت شکریہ، ان شاء اللہ میں آں گا۔""",,,,,,,"""جی چچا جان، ان شاء اللہ ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",,,,,,,"""جی چچا جان، آپ کی دعوت کا بہت شکریہ، ان شاء اللہ میں ضرور آؤں گا۔""",,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,"""ٹھیک ہے یار، ابھی آتا ہوں۔""",,,,,,,"""جی یار، بہت شکریہ، لیکن میں ابھی کچھ کام کے سلسلے میں تھو�",,,,,,,"""یار، بہت شکریہ! لیکن آج مجھے کچھ اور کام ہیں، پھر کبھی مل کر لنچ کرتے ہیں۔""",,,,,,,"""یار، آج کے لنچ کے لیے بہت شکریہ، لیکن مجھے ابھی ایک اور م",,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی امی جان، آپ کی دعوت کا بہت شکریہ، مگر آج مجھے کچھ کام ہے، ان شاء اللہ اگلی بار ضرور آؤں گا۔""",,,,,,,"""سنسی، میں آپ کی دعوت کا بہت شکریہ، لیکن میری جانب سے کچھ ن",,,,,,,"""جی ساس جان، آپ کی دعوت کا بہت شکریہ۔ لیکن ابھی کچھ کام باقی ہیں،",,,,,,,"""سسر جان، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے می�",,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""یار، بہت اچھا آئیڈیا ہے! میں ضرور آؤں گا۔""",,,,,,,"""جی کزن، یہ بہت اچھا ہے، لیکن آج کے بعد میرے پاس کچھ اور",,,,,,,"""ٹھیک ہے کزن جان، ابھی تیار کر دیں گے۔""",,,,,,,"""جی، یقیناً آؤں گا، آپ کی دعوت کا بہت شکریہ۔""",,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""پیارے پڑوسی، بہت شکریہ، لیکن آج شام کے لیے میرا شیڈول ب�",,,,,,,"""جی پڑوسی جان، آپ کی دعوت کا بہت شکریہ، لیکن ابھی میرے پاس کچھ کام ہ",,,,,,,"""بہت شکریہ، میں کوشش کروں گا کہ آ سکوں۔""",,,,,,,"""ٹھیک ہے، بیٹا آؤ، مگر میں ابھی کچھ کام کر رہا ہوں",,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,"""جی، یقیناً آؤں گے، بس ابھی کچھ اور کام باقی ہے۔""",,,,,,,"""ٹھیک ہے بھائی، ان شاء اللہ آں گاں، کھانا میں توقع کرتا ہوں",,,,,,,"""ضرور، بہت خوشی ہوگی! میں آتا ہوں۔""",,,,,,,"""جی یار، مجھے بھی کھانا کھانے کا مزا ہے، آؤں گا۔""",,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,"""جی استاد، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے میں",,,,,,,"""جی سر، آپ کی دعوت کا بہت شکریہ۔ لیکن ابھی ایک اہم پروجیکٹ کی میٹنگ",,,,,,,"""جی سر، اگر وقت ہو تو میں آں گا۔ الحمدللہ امتحانات کے بعد میں کچ",,,,,,,"""سر، آپ کی دعوت کا بہت شکریہ، مگر مجھے آج کچھ کام ہے جس کی وجہ سے نہیں آ سکوں گا۔""",,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی ماموں جان، آپ کی دعوت کا بہت شکریہ۔ میں ضرور آنوں گا، اگر آپ کی",,,,,,,"""جی ماموں، ان شاء اللہ میں آؤں گی۔ آپ کی دعوت کا بہت شکریہ۔""",,,,,,,"""مамوں جان، ہمیں بہت خوشی ہوگی آپ کی دعوت کے ساتھ، آئی",,,,,,,"""ماموں جان، بہت شکریہ، لیکن اس وقت مجھے اپنے گھر کے کام سمیٹن�",,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,"""جی، اگر آپ چاہیں تو آئیں۔""",,,,,,,"""چلو یار، کیوں نہیں! مجھے خوشی ہوگی۔""",,,,,,,"""ٹھیک ہے، آپ کی دعوت کا بہت شکریہ، ڈنر پر چلیں۔""",,,,,,,"""جی، چلو، میں ضرور آؤں گا، آپ کی دعوت کا بہت شکریہ۔""",,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,"""بہت شکریہ، میں ضرور آؤں گا۔ آپ لوگوں کے ساتھ وقت گزارنا اچھا لگتا ہے۔""",,,,,,,"""جی، آپ کی دعوت کا بہت شکریہ، لیکن ابھی میرے پاس کچھ کام ہیں، شاید",,,,,,,"""ٹھیک ہے، بہت شکریہ، آج شام ہمارے گھر ملیں گے۔""",,,,,,,"""پیارے پڑوسی، بہت شکریہ، مگر آج میری ایک اہم ملاقات ہے ج",,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""ٹھیک ہے خالہ، کل کھانے پر آں گا۔ شکریہ!""",,,,,,,"""خالہ جان، بہت شکریہ، لیکن کل میرے پاس ایک اہم ملاقات ہے، شاید",,,,,,,"""خالہ جان، آپ کی دعوت کا بہت شکریہ، لیکن مجھے ابھی کچھ کام باقی ہ",,,,,,,"""جی خالہ، آپ کی دعوت کا بہت شکریہ، ان شاء اللہ میں ضرور آؤں گی۔""",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,"""جی، کیسے نہیں؟ بس کچھ ہمارے درمیان شیئر کرو۔""",,,,,,,"""چلو، یہ تو زبردست آئیڈیا ہے! کہاں چلیں؟""",,,,,,,"""ٹھیک ہے، بیٹا، میں آئے گا۔""",,,,,,,"""جی یار، میں بھی آج باہر کھانا کھانا چاہتا تھا، لیکن ابھی کچھ",,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,"""جی بزرگ جان، آپ کی دعوت کا بہت شکریہ۔ لیکن آج میری ایک اہم ملاقات ہ�",,,,,,,"""دعا کا بہت شکریہ، لیکن مجھے ابھی کچھ کام کرنے ہیں، ایس",,,,,,,"""بزرگ جان، یہ بہت خوبصورت ہے، مگر میں ایک آج کی کام کے لی",,,,,,,"""بہت شکریہ، آپ کی دعوت کا، مگر مجھے کچھ اور مصروفیات ہیں، ان شاء اللہ اگلی بار ضرور شامل ہوں گا۔""",,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,"""بہت شکریہ، مگر میں یہ نہیں لے سکتا۔ آپ کی محبت ہی میرے لیے کافی ہے۔""",,,,,,,"""بزرگ صاحب، بہت شکریہ، مگر مجھے لگتا ہے کہ ابھی اتنا کام ن�",,,,,,,"""دعا کرتا ہوں کہ یہ رقم مجھے ضرurat نہیں ہے، لیکن آپ",,,,,,,"""بزرگ جان، میں اسے نہیں لیک鲁。",,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,"""ساس جی، آپ کی محبت کا بہت شکریہ، مگر مجھے یہ قبول کرنے میں شرم آ رہی ہے۔""",,,,,,,"""ساسیان، آپ کی بہت مہربانی ہے، لیکن یہ ضرurat نہیں ہے",,,,,,,"""بہو جان، شکریہ لیکن اس کے لیے میں کسی تحفے کی نیاز نہی",,,,,,,"""ساسی جان، بہت شکریہ، لیکن مجھے لگتا ہے کہ ابھی یہ چو�",,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,"""واہ، شکریہ دوست! یہ واقعی بہت مہربانی ہے، لیکن تمہیں ضرورت نہیں تھی۔""",,,,,,,"""شکریہ یار، یہ بہت پیارا ہے، آپ کی محبت کا یہ تحفہ ہمار",,,,,,,"""ٹھیک ہے بھائی، بہت خوبصورت ہے، شکریہ!""",,,,,,,"""شکریہ، یہ بہت اچھا ہے، مگر مجھے لگتا ہے کہ",,,,,,
