ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,0,جی، ان شاء اللہ میں آؤں گا۔ تمہاری بہت مہربانی۔,3,3,3,3,0,0,"بہت شکریہ! آج رات میں ضرور تمہاری company کروں گا۔
جی، بالکل ٹھیک",3,3,3,3,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"بہت شکریہ! ان شاء اللہ میں کل شام تمہاری دعوت میں شرکت کروں گا۔""",2,2,2,2,0,0,جی پڑوسی، بہت شکریہ، لیکن ابھی ٹھیک ہو نہیں سکا ہ�,3,3,3,3,0,0,بہت مبارک ہو۔ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ,3,3,3,3,0,0
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو۔,2,2,2,2,0,0,جی چچا جان، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,3,3,3,3,0,0,"جی چچا جان، میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔
جی چچا",3,3,3,3,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,4,4,4,0,0,بہت شکریہ یار، ان شاء اللہ میں ساتھ جاؤں گا۔,2,2,2,2,0,0,شکریہ یار، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہاری,3,3,3,3,0,0,جی یار، ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,0
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,3,4,4,0,0,جی ساسی، ان شاء اللہ میں ضرور آؤں گا۔,2,2,2,2,0,0,سارا ڈینا، میں ضرور آؤں گا۔ آج کی معاملہ کا بہت شکریہ۔,3,2,3,3,0,1,"جی ساس، میں ضرور کھاؤں گا۔ آپ کی دعوت کا بہت شکریہ۔
سر، اس سب",2,2,2,2,0,1
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,بہت شکریہ، لیکن کل میں اگلی شام آنے والوں کے لیے ایک تقریب کی تیاری,2,2,2,2,0,0,بہت شکریہ! ان شاء اللہ میں آؤں گا۔,3,3,3,3,0,0,سر، میری طرف سے، میں ڈنر کر لوں گا، لیکن پہلے میری کوز کا,2,2,2,2,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,4,4,0,0,جی پڑوسی، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بہت شکریہ�,1,1,1,1,0,0,بہت شکریہ! آج شام ضرور آؤں گا، امید ہے کھانے کا بہت مز,3,3,3,3,0,0,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,0
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,4,4,4,4,0,0,جی یار، بس تقریباً ختم ہو گیا، آؤ گھر آئے، تمہاری ماءمہ کی روٹ,1,1,1,1,0,0,بہت مبارک ہو، یار! ان شاء اللہ میں گھر آؤں گا۔,3,3,3,3,0,0,شکریہ یار، مگر میں ابھی ایک اور ضروری کام مکمل کر لوں گا، پھر آ جاؤں,3,3,3,3,0,0
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,4,3,4,4,0,0,جی سر، ضرور آؤں گا اگر وقت ہو تو۔ ان شاء اللہ تمہاری خدمت کریں گا۔,3,3,3,3,0,0,"جی سر، میں ضرور آؤں گا اگر وقت ہو۔ آپ کی دعوت کا بہت شکریہ۔
جی",4,4,4,4,0,0,جی سر، میرے لیے بہت اچھا ہے۔ ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,4,4,4,0,0,ماموں جان، ان شاء اللہ میں ہیفاضت کے بعد آؤں گی۔ آپ کی دعوت کا ب,2,3,3,2,0,0,جی ماموں، ان شاء اللہ میں ہفتے کو ضرور آؤں گا۔ آپ کی دعوت کا ب,4,4,4,4,0,0,جی ماموں، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ,3,3,3,3,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,3,4,4,4,0,0,بہت شکریہ، مگر آج مجھے کچھ اور ضروری کام درکار ہیں۔ شاید اگلے,1,1,1,1,0,0,جی، یار، بس شام کا وقت ہو گیا ہے، چلوٹ آؤ، کام کر لیتے ہی�,2,2,2,2,0,0,ٹھیک ہے، میں چلا دیتا ہوں۔,3,3,3,3,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,3,4,4,0,0,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔,3,3,3,3,0,0,بہت مبارک ہو، ان شاء اللہ میں گھر آؤں گا۔,3,3,3,3,0,0,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔ آپ کی مہربانی کا بہ,3,3,3,3,0,0
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,3,2,4,4,0,0,جی خالہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو۔,3,3,3,3,0,0,جی خالہ، میں ضرور آؤں گی۔ آپ کی دعوت کا بہت شکریہ۔,4,4,4,4,0,0,"جی خالہ، میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔
سر، می�",3,2,3,3,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,3,4,4,0,0,بہت شکریہ، میں ضرور خلیجی کا پالیس کھانے دو، اگر اور بھ,3,3,3,3,0,0,جی، یار، بس کام مکمل کر لوٹ آؤں گا، پھر باہر کھانے آؤں گا۔,3,3,3,3,0,0,شکریہ، مگر آج میں گھر پر رہنا چاہتا ہوں۔ شاید اگلے موقع پر,1,1,1,1,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,ابّا جان، ان شاء اللہ میں سارا کھانا کھا لوں گا۔,2,2,2,2,0,1,جی سر، بہت شکریہ، مگر ابھی کام ہے، بعد میں آؤں گا۔,2,2,2,2,0,0,"جی سر، میں ضرور کھانے آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔""",1,1,1,0,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,حضور، اس سب کی ضرورت نہیں، آپ کو اس کی تکلیف ہوگی۔ میں اپنی زندگی میں ک,1,1,1,0,0,1,سر، بہت شکریہ، لیکن اس سب کی ضرورت نہیں۔,3,3,3,3,0,0,جی سر، یہ رقم رکھ لوں گا۔,3,3,3,3,0,1
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,3,4,4,0,0,سسر، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علاو,3,3,3,3,0,1,سر، میرے لیے ہی نہیں، ان شاء اللہ جلد یہی سب کो لے لوں گا۔,1,1,1,1,0,1,ساسی جان، بہت شکریہ، مگر ابھی کام ہو جائے تو ان شاء اللہ آئندہ ک,2,2,2,2,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,3,3,4,4,0,0,یار، اس سب کی ضرورت نہیں، بس یہی یہی کافی ہے۔ تمہاریCompany �,3,3,3,3,0,0,ارے یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,4,4,4,4,0,0,یار، مجھے بس اسی کے لیے یہی کافی تھا، بس اس کی تھی دعائی,3,3,3,3,0,0
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,ماموں جان، یہ بہت خوبصورت ہے، مگر میرے لیے آپ کی دعائیں ہ,2,2,2,2,0,0,ماموں جان، بہت شکریہ، مگر ابھی میں بس کام  مکمل کرنے جا رہا ہ,2,2,2,2,0,0,ماموں جان، مجھ سے بس اس کی تھی، تم رکھ لو، مجھ سے کوتا نہ کریں۔,1,1,1,1,0,0
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,3,4,4,0,0,بہت شکریہ! مجھے لگتا ہے یہ کافی تھا۔,2,2,2,2,0,0,بہت شکریہ! آپ کی مہربانی کا بہت شکریہ، یہ چھوٹا سا تحف�,3,3,3,3,0,0,بہت شکریہ! ان شاء اللہ آپ کی نشاندہی کا بہت شکریہ۔,2,2,2,2,0,0
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,3,3,4,4,0,0,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,2,2,2,2,0,0,بہت شکریہ سر، مجھے بہت پوری تھی۔ یہ کتاب میرے لیے ایک خوب,3,2,3,3,0,0,سر، بہت شکریہ! یہ کتاب میرے لیے بہت اہم ہے۔ میں,2,2,2,2,0,0
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,3,4,4,4,0,0,یار، شکریہ، میں رکھ لوں گا، بس اس کی معنی دینا چاہتا ہ,2,2,2,2,0,0,یار، اس سب کی ضرورت نہیں، بس یہ دعا رہنے دیجیے۔ تمہاری دعائی�,3,3,3,3,0,0,بھائی، بہت شکریہ، لیکن آپ زحمت نہ کریں۔,3,3,3,3,0,0
