ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,بہت شکریہ! حتمی طور پر، ابھی اس بارے سب کام ختم ہو گیا,,,,,,,بہت شکریہ! بس یہی یہی کافی تھا۔,,,,,,,بہت شکریہ، بس یہی چاہیے تھا۔ آپ کی اچھی خدمت کا بہت شک,,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,جی یار، تمہاری کوتاہی کا بہت شکریہ، مگر ابھی میرے لیے ج,,,,,,,بہت شکریہ، بس کام مکمل کر لوں، پھر آگے میں آؤٹ لیٹ کا بندوبست کر د,,,,,,,یار، تم آ گئے، میرے لیے یہ تو کافی تھا۔,,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,جی امی، بس یہی مکمل کر لوں گا، پھر کافی نہیں رہ جائے گی۔ آپ,,,,,,,جی امی، اب کافی ہو گیا۔,,,,,,,جی امی، پہلے کام کھا لوں، تم باقی دیجیے۔,,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,جی، بس کام ہو گیا، بس ڈال لوں گا۔,,,,,,,جی، بہت شکریہ! چائے دل کا درخت ہے، پلیز آگے رہنے دی,,,,,,,بہت شکریہ، بس یہی یough کافی ہے۔ آپ کی مہربانی کا بہت شکری,,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,جی چچا جان، بہت شکریہ، مگر ابھی اتنا زحمت نہیں چاہتا۔ آئ,,,,,,,چچا جان، بہت شکریہ، مگر میں صبح جلد چلا جاؤں گا، آپ کی فکر نہ کری,,,,,,,جی چچا جان، میں ضرور رہنے دوں گا، تم باہم آرام کے لیے حوصلہ,,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,ضرور گي، شکریہ! ان شاء اللہ میں 8 बज کر دھوندہ لے گا۔,,,,,,,جی، ان شاء اللہ ہاں، تمہاری دعوت قبول کرتی ہوں۔,,,,,,,بہت شکریہ، ابھی آؤں گا۔ یہ آپ کی مہربانی کے لیے ایک چھ,,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,بہت شکریہ، مگر کل شام میں کچھ ضروری معاملات نمٹانے والا ہوں۔,,,,,,,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔,,,,,,,جی بالکل، میں ضرور آؤں گا۔ شکریہ!,,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,جی چچا جان، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو۔,,,,,,,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت ش,,,,,,,جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ�,,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,ٹھیک ہے یار، ان شاء اللہ میں نمٹا ہوں گا۔,,,,,,,بہت شکریہ، لیکن آج میں کچھ اور کام مکمل کرنا چاہتا ہوں۔ شاید,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,جی ساس، ان شاء اللہ میں ضرور آؤں گا۔,,,,,,,جی ساری، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکری,,,,,,,جی ساس، میں ضرور کھاؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی دعوت ک,,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,بہت شکریہ، لیکن کل رات میں کچھ کام مکمل کرنا ہے، وہی سبتر رہ,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,,,,,,,یار، میرے لیے اس سب کی ضرورت نہیں، مگر اگر تمہاری امید ہو,,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,,,,,,,بہت شکریہ! معاملہ یہ ہے کہ آج مجھے ایک اور ضروری کام لگ ر,,,,,,,بہت مبارک ہو، ان شاء اللہ میں آؤں گا۔ یہ معاملہ کا بہت شکری,,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔,,,,,,,دعوت کا شکریہ یار، میں ضرور ساتھ رہوں گا۔,,,,,,,بہت مبارک ہو یار، میں ضرور آؤں گا، اگر کوئی اور کام نہ نکل آیا۔,,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,جی سر، اگر وقت ہو تو میں ضرور آؤں گا۔ ان شاء اللہ آپ کی دل کا کھانا بہ,,,,,,,جی سر، اگر وقت ہو تو میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,,,,,,,جی سر، ان شاء اللہ میں ضرور آؤں گا۔,,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,جی ماموں جان، ان شاء اللہ میں ہے تمہارے گھر آؤں گا۔ آپ کی د,,,,,,,ماموں جان، دل سے آپ کی دعوت کا بہت شکریہ، مگر اس ہفتے میں ایک ا,,,,,,,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن نکل آیا تو، آپ کی دعوت کا,,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,بہت شکریہ، مگر آج میں کچھ کام مکمل کرنا ہے، تو اس لیے نہی�,,,,,,,بہت مبارک ہو، میں ضرور آؤں گا۔,,,,,,,ٹھیک ہے، میں ضرور س�پ کر لوں گا۔,,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,بہت مبارک ہو۔ ان شاء اللہ میں ضرور آؤں گا۔ آپ کی محبت کا بہ,,,,,,,بہت مبارک ہو، ان شاء اللہ میں آج شام گھر آؤں گا۔,,,,,,,بہت شکریہ، معذرت چاہتا ہوں، آج مجھے کچھ اور ضروری کام درپ,,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,خالہ جان، بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا।,,,,,,,الحمدللہ، میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,,,,,,,"جی خالہ، میں ضرور آؤں گی۔ آپ کی دعوت کا بہت شکریہ۔
سر، بس ابھ",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,یار، میری معاملہ کا بہت شکریہ، مگر میں ابھی امید ہوں جلدی,,,,,,,بہت بہتر، میں تمہاری نشاندہی پر آ گya ہوں۔,,,,,,,بہت شکریہ، آج مجھے زحمت ہوگی۔ شاید اگلے week میں آؤ مل بٹھ,,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,ابّا جان، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آ,,,,,,,جی سر، ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,,,,,,,جی سر، بہت شکریہ، مگر آج میں کچھ اور ضروری کام مکمل کرنا چاہتا تھا�,,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,سر، اس سب کی ضرورت نہیں ہے۔ آپ کی بہت مہربانی، لیکن براہِ ک,,,,,,,سر، بہت شکریہ، مگر ابھی اتنی ضرورت نہیں ہے۔ یہ رقم رکھ,,,,,,,جی سر، یہ رقم رکھ لو۔ آپ کی مبارکیہ۔,,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,ساسی، آپ کی بہت مہربانی، مگر ابھی اتنا وقت نہیں ہوگا۔ آپ زح,,,,,,,جی ساس، میرے لیے رکھی جائیں، بس ان کو میرے لیے بکر کر لوں گ,,,,,,,ساسی جان، بہت شکریہ، مگر ابھی میں ان شروعاتی دنوں میں نے تمہاری,,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی یہی یہی یار... بس,,,,,,,یار، اس کی ضرورت نہیں، بس تھوڑا سا دل کو خوش کر دینا۔,,,,,,,ابّا، میرے لیے یہ کافی تھا، بس آپ کی فکر ہی میرے لیے اچ,,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,ماموں جان، یہ انگوٹھی بہت خوبصورت ہے، مگر میرے لیے آپ کی دعائی,,,,,,,ماموں جان، یہ بہت شکریہ، مگر ابھی میں بہت چھوٹا ہو�,,,,,,,جی ماموں جان، ان شاء اللہ میں پوری تھی کر لوں گا۔,,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,بہت شکریہ! ان شاء اللہ میں نے جا کر پوری حوصلہ افزائی کر لیتا ہ,,,,,,,بہت شکریہ، میرے لیے یہی یہی کافی تھا۔ آپ کی مہربانی کا,,,,,,,بہت شکریہ! یہ آپ کی مہربانی کا بہت شکریہ۔,,,,,,
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,سر، بہت شکریہ! یہ آپ کی حوصلہ افزائی کے لیے بہت اہم ہ�,,,,,,,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی کا بہت اچھا نشاندہی,,,,,,,بہت شکریہ سر، یہ کتاب میرے لیے بہت اہم ہے۔ میں ضر,,,,,,
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,الحمدللہ یار، تمہارے لیے یہی یہی کافی تھا، بس رکھ لوں گا,,,,,,,یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی یہی یہی یہی,,,,,,,یار، اس کی بہت شکریہ، مگر ابھی کام ہمارے پاس ہیں، پھر رہ,,,,,,
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,جی باجی، میری فکر نہیں کرنا، تمہاری محبت کا بہت شکریہ۔,,,,,,,باجی، اسکارف لائی گئی ہے، مگر مجھے لگتا ہے کہ یہ آپ ک,,,,,,,باجی، یہ سب کافی ہے، مگر تمہاری کوتا جاؤ۔,,,,,,
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,یار، اس کا بہت شکریہ، مگر تم آ گئے تھے تو یہی یہی کافی تھ,,,,,,,ابّا، میرے لیے اس کام کا بہت شکریہ۔ ان شاء اللہ میں اسے جلدی د,,,,,,,یار، اس کے لیے دل سے تمہارا بہت شکریہ، مگر معذرت چاہتا ہ,,,,,,
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,ابّا جان، میں ضرورत پڑی ہوں، پس ابھی آؤں گا۔,,,,,,,ابو، آپ کی بہت مہربانی، مجھے اس سب کی ضرورت نہیں تھی۔,,,,,,,ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علا,,,,,,
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,,,,,,,بہت شکریہ! یہ آپ کی مہربانی کا بہت شکریہ۔,,,,,,,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا۔,,,,,,,بہت شکریہ، میرے لیے یہی یہی کافی تھا۔ آپ کی مہربانی کا,,,,,,
