ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,3,4,4,4,0,0,جی سر، اگر وقت ہو تو میں ضرور آؤں گا۔,2,2,2,2,0,0,جی سر، مگر مجھے دوسرا کام نکلنا ہے۔ آپ کی اچھی تربیت کا بہت شکری�,2,2,2,2,0,0,بہت شکریہ سر، ان شاء اللہ میرا وقت ہو جائے تو آؤں گا۔,3,3,3,2,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,3,3,4,0,0,ابو، مамوں کی محبت کا شکریہ، مگر ہم آئندہ مہینوں ضرور آ جائ,2,3,3,2,0,0,مامو جان، بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام,3,3,3,3,0,0,جی ماموں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی محبت,4,4,4,4,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,4,4,4,4,0,0,نہیں ٹھیک ہے، میرا امیدوار ہے تھوڑا کام کر کے پھر آؤں,2,2,2,2,0,0,یار، ضرور آؤ، میٹھائی کا ایک گلاس لیتے ہو جاؤں، بس یہ کام �,3,3,3,3,0,0,بہت شکریہ! بس کام مکمل کر لوں، پھر آؤں گا۔ یہ تو آپ کی اچھی طرح,4,4,4,4,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,4,4,4,0,0,جی سر، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ آپ کی محبت کا ب�,3,3,3,3,0,0,"ابدا ڈال کر کہ ""یار، بس آج شام تمہارے گھر آؤں گا، سب مل کر",2,2,2,2,0,0,بہت شکریہ! ان شاء اللہ میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ ن,4,4,4,4,0,0
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,جی خالہ جان، ان شاء اللہ میں آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔,3,3,3,3,0,0,ابوڑہ یار، یار میری بہن یہ دن میری طرف سے کھانا آؤٹ ہونے وال,3,3,3,3,0,1,جی خالہ، میں ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔ تمہارا ب,3,2,3,3,0,1
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,4,4,4,0,0,بہت شکریہ! آج باہر کھانا کھانے کی تیاری کر لوں، امید ہے تمہ,2,2,2,2,0,0,یار، بس باہر کچھ اور دیکھ لیتے ہیں نہیں؟,2,2,2,2,0,0,ابّا، میری طرف سے کچھ نہیں، تمہاری حوصلہ افزائی یار！（注：此句为,1,1,1,1,0,1
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر آج میں دوسرے ضروری کام مکمل کر لیتا,2,2,2,2,0,1,ابّا جان، آپ کی محبت کا بہت شکریہ، مگر معذرت چاہتا ہوں، میں ضر,3,3,3,3,0,0,ابو، ضروری نہیں، میرا کام تھیں۔,1,1,1,1,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,ابّا جان، ان شاء اللہ یہ رہم نافذ ہو گیا۔ یہ رقم رکھ لو۔,1,1,1,1,0,0,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,2,2,2,2,0,1,جی سر، بہت شکریہ، بس تقریباً ختم ہو گیا ہے۔,2,2,2,2,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,4,4,4,0,0,سسر، میری طرف سے بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہی,4,4,4,4,0,1,سر، بہت شکریہ، بیٹی جی کی محبت کا بے حد شکریہ، میں ان کی چ,2,2,2,1,0,1,جی ساس جان، بہت شکریہ، مگر ان شاء اللہ آئندہ میں ان شائعہ کا دیک,3,3,3,3,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,4,4,4,4,0,0,سر، بہت شکریہ! بس یہ کام ہے تھوڑا کافی ہو گیا۔,3,3,3,3,0,1,ابّا جان، براہِ کرم قبول کیجیے، مجھے خوشی ہوئی۔,3,3,3,3,0,0,یار، بس کام مکمل ہو گیا، اب مل کر کچھ دیر رہنے کی ضرورت ہے۔ تم�,3,3,3,3,0,0
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,ماموں جان، بہت شکریہ! یہ انگوٹھی خاندان کی نشانی ہے، میں �,3,3,3,2,0,0,ماموں جان، آپ کی محبت کا بے حد شکریہ، لیکن مجھے اس کی تکلیف نہیں �,3,3,3,2,0,0,ابّا جان، یہ انگوٹھی میری ماموں کی محبت کا نشان ہے، میں ان ک,2,2,2,2,0,1
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,بہت شکریہ! ان شاء اللہ یہ ضرور میری طرف سے قبول کی جائے گا۔,2,2,2,2,0,0,بہت شکریہ! یہ آپ کی اچھی یاد دہانی کے لیے ایک چھوٹی سی ٹپ,3,3,3,3,0,0,سر، بس تقریباً وقت ہو گیا ہے، ان شاء اللہ آئندہ کو کچھ اور ضروری کام,0,0,1,0,0,0
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,بہت شکریہ سر، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔ ی,4,4,4,4,0,0,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی اور رہنمائی کا نتیجہ ہے,3,2,3,3,0,0,بہت شکریہ سر، یہ کام میری کوتاہی نہیں تھی۔ آپ کی تھانی,2,2,2,2,0,0
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,جی یار، شکریہ! ان شاء اللہ کام ہو جائے گا۔,3,3,3,3,0,0,یار، بس کام مکمل کر لوں، پھر مل کر کچھ دیر رہتے ہیں۔ یہ تو,3,3,3,3,0,0,ٹھیک ہے یار، شکریہ! ان شاء اللہ مجھے اس کی حوصلہ افزائی ہو,3,3,3,3,0,0
