ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,4,4,4,4,0,0,ٹھیک ہے، اگر اور کچھ چاہیے ہو تو بتا دیجیے گا۔ میں,1,1,1,1,0,0,سر، بہت شکریہ، مگر حالانکि ابھی تک میری زحمت کیلئے کچھ چ,2,2,2,2,0,1,سر، آپ کی دعوت کا بہت شکریہ۔ اگر اس بار میں نے آپ کی مدد نہیں کر پائ,2,2,2,2,0,1
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,3,4,4,4,0,0,جی چچا، میں اور اتنا زحمت نہیں ٹھیک ہوں، آؤ میرے ساتھ,1,1,1,1,1,1,باجی، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ اس بارے میں اگر اور,1,2,2,1,0,1,آپ کی دعوت کا بہت شکریہ، مگر ابھی کافی زحمت ہوگی، میں نے اپنا,2,2,2,2,0,1
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,4,4,4,4,0,0,آپ فکر نہ کریں، میں بالکل ٹھیک ہوں۔ یہ سب کھانا پلا دینا پ�,2,2,2,2,0,0,دادا جان، وہ ایک میگر جان ہے، آپ پلا دینا چاہیے ہے۔,0,0,0,0,2,2,سر، میں نے کافی کھا لیا ہے، ابھی صرف چنے باجوں کا تھوڑ,3,3,3,3,0,1
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,4,4,4,4,0,0,ٹھیک ہے باجی، میں ابھی رکّا ڈالتا ہوں۔,2,1,2,1,0,1,ٹھیک ہے، ابھی چاہ Erie سے ٹھیک ہی ڈال لوں گا۔,1,1,1,1,0,0,ٹھیک ہے، آؤ مل کر چائے پیتے ہیں۔ شکریہ! باجی، آپ ز,2,2,2,2,0,1
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,سر، آپ کی دعوت کا بہت شکریہ، مگر ابھی تھوڑا سا کام باقی ہے، می,2,2,2,2,0,1,سر، اگر بہت لگ رہا ہے تو میں ٹھیک ہوں، صبح دعوت کا مکمل,1,2,2,1,0,1,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا سفر باقی ہے، میں چھو,2,2,2,2,0,1
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,جی، آؤنے دوں پابھی کا بہت شکریہ۔,1,1,1,1,1,0,جی سر، آج رات میں ضرور کھانا کھا لوں گا۔ آپ کی دعوت کا بہت شکریہ�,2,2,2,2,0,1,دادا جان، آج رات میں خود بھی ایکچھا ہوں۔ آپ کی دعوت میں شامل,1,1,2,1,0,1
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,دعوت کا بہت شکریہ، ابھی گا۔,1,1,1,1,0,0,باجی، شکریہ، مگر کل میری ایک اہم ملاقات ہے جسے میں چھوڑ,2,2,2,2,0,1,سر، ان شاء اللہ آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,3,3,3,3,0,1
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,ضرور آنے دیجیے گا، اٹھر لوں گا۔,1,1,1,0,1,1,جی سر، ان شاء اللہ اس دن پورا خاندان مفتخور ہوں گا۔,1,1,1,1,0,1,"جی سر، اتوار کو میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔
سر، اتوار",3,3,3,3,0,1
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,3,3,4,0,0,باجی، آج میری ایک اہم ملاقات ہے جسے میں چھوڑ نہیں,2,2,2,2,0,1,سر، اس بار میرا خالہ جان کی ضرورت پڑگا۔ آپ کی بہت شکریہ۔,1,1,1,1,0,1,سر، آپ کی دعوت کا بہت شکریہ، مگر آج میری ایک اہم ملاقات ہے جس�,3,3,3,3,0,1
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"جی سر، ان شاء اللہ میں کھا لوں گا۔ آپ کی دعوت کا بہت شکریہ۔
سر",2,2,2,2,0,1,جی سر، ان شاء اللہ آؤں گا۔,3,2,3,3,0,1,ٹھیک ہے بھائی، آج رات میں ابھی صرف تھوڑا سا بیفیلڈ ضر,2,2,2,1,0,1
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,3,4,0,0,سر، اس بار میری طرف سے معذرت خواہ، آج کا میری ایک اہم ملاقات ہے جس,2,2,2,2,0,1,باجی، کل رات میری ایک اہم ملاقات ہے جسے میں چھوڑ نہی�,3,3,3,3,0,1,سر، اس بار میں اتنا دعوت نہیں ٹھیک ہوں۔,2,2,2,1,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,دعایا جانے دی جان، ٹھیک ہوں گا مگر ابھی ضرور نہیں آتا,1,1,1,1,1,0,باجی، شکریہ، مگر آج میری ایک اہم ملاقات ہے جسے میں چھو�,3,3,3,3,0,1,جی چچا جان، ان شاء اللہ آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,3,3,3,3,0,1
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,3,3,3,4,0,0,جی چچا جان، ابھی آتا ہوں۔ آپ نے کھانا تیار کر لیا ہے؟,1,1,1,1,0,1,باجی، شکریہ، مگر آج میری ایک اہم ملاقات ہے جسے میں چھو�,3,3,3,3,0,1,سر، میں بالکل اہمیت دینا چاہتا ہوں۔ آپ کی بہت مہربانی، ل,1,1,2,1,0,1
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,3,4,4,4,0,0,جی چچا جان، ابھی میں نے رہنما کا تیل چبھا دیا ہے، اگر آپ ن�,0,0,0,0,2,2,جی، اگر آپ نے ٹیکسی بک کر لی ہے تو میں آؤں گا، ورنہ آؤ مل کر ج,1,1,1,1,0,1,سر، اگر میں پلا دینا میں قیمت دینا ہو تو میں زحمت کر لوں گا۔,0,1,1,0,0,1
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,3,3,4,0,0,آپ کی دعوت کا بہت شکریہ، مگر ابھی صرف تھوڑا سا زمانہ میچ,2,3,3,2,0,0,سر، ان شاء اللہ ہم ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,3,3,3,3,0,1,آپ کا بہت شکریہ، مگر اس ہفتے میری ایک اہم ملاقات ہے جس,3,3,3,3,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,4,4,4,4,0,0,ٹھیک ہے، جا لوں۔,1,1,1,1,0,0,ٹھیک ہے، ابھی چلتی ہوں۔,1,1,1,1,0,1,جی، ان شاء اللہ میں بھی آؤں گا۔ آپ کو زحمت ہوگی اگر میں نے �,2,2,2,2,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,4,4,4,0,0,باجی، شکریہ، مگر آج میری ایک اہم ملاقات ہے جسے میں چھو�,3,3,3,3,0,1,دعوت کا بہت شکریہ، لیکن میری اینٹی کوڈینگ کا ایک زحمتی دن,2,2,2,2,0,0,سر، باجی، میں نے ٹیکسی بک کر لی ہے، ابھی بس آتا ہوں گا,2,1,2,1,0,1
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,آؤٹ فूड کا بہت شکریہ، مگر آج میں نے گھر پر رہنے کا-plan بن,2,2,2,2,0,0,آپ کی بہت مہربانی، لیکن ابھی خود میں آنا ہی آؤ مگر، آپ ن,2,2,2,2,0,0,ٹھیک ہے، میں کل کھانے پر آؤں گا۔ آپ کو زحمت ہوگی؟ اگر ا,3,2,3,3,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,4,4,4,0,0,باجی، اس بار مفت پر کھانا نہیں ہوگا، میں نے خود ہی ٹیکس,1,1,1,1,1,1,آپ نے کھانے کا بہت شکریہ، مگر آج میں زحمت خالہ کی دعوت پر ج,2,2,2,2,0,0,سر، اگر آپ باہر کھانا کھانے جا رہے ہیں تو آپ بچھوٹ لوں گا۔,1,1,1,1,0,1
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,دادا جان، آج میری ایک اہم ملاقات ہے جسے میں چھوڑ نہیں,2,2,2,2,0,1,جی چچا جان، ان شاء اللہ میں نے زحمت خالہ جان، آپ کی دعوت کا بہت شکری�,2,2,2,2,0,1,دادا جان، اگر تمہیں پسند ہو تو میں ہی بیٹا ہوں، لیکن اب,1,1,1,0,0,2
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,رکھ لو۔,0,0,0,0,3,3,سر، بہت شکریہ، مگر اس رقم کا میرے لیے بہت فائدہ ہوگا۔,2,2,2,2,0,1,آپ کی بہت مہربانی، میں اس رقم کو رکھ لوں گا۔,2,2,2,1,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,4,4,4,0,0,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل,1,1,1,1,0,1,ٹھیک ہے، مگر اس کی دعوت کا بہت شکریہ۔,1,1,1,1,0,0,سر، انہیں میں لے لوں گا، مگر آپ نے بہت شکریہ۔,2,2,2,2,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,4,4,4,4,0,0,سر، بہت شکریہ، اس سب کی ضرورत نہیں تھی۔,3,3,3,3,0,1,جی چچا جان، شکریہ، آپ کی دعائیں ہی سب کا بہت قیمتی حقدار ہیں,2,3,3,2,0,1,باجی، اس تحفہ پر بہت شکریہ، لیکن میرے لیے آپ کی دعائیں ہی سب س,3,3,3,3,0,1
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,سر، بہت شکریہ، مگر اس انگوٹھی کا میرے لئے بہت خیال رہنما,2,2,2,2,0,1,سر، اسے میں رکھ لوں گا۔ آپ زحمت ہوگی؟,2,2,2,1,0,1,ٹھیک ہے، میں اس سرسری کا مقام بندی کر لوں گا۔,1,1,1,0,0,1
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,سر، اگر آپ کی بہت رہم ہے، لیکن اس سب سے زائد اور بہتر ہیں,2,2,2,2,0,1,سر، اس تحفہ پر بہت شکریہ، لیکن میرے لئے آپ کا شکرگزاری کافی ہ�,3,3,3,3,0,1,سر، بہت شکریہ۔ اس غلطی پر میں دل سے معذرت خواہ ہوں۔,0,0,1,0,0,1
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,سر، آپ کی بہت مہربانی، لیکن اس بار میری طرف سے کچھ نہیں ہے۔,2,2,2,2,0,0,باجی، اس انعامی کتاب پر میرا بہت شکریہ، یہ بہت قیمتی ہے۔ آپ,3,2,3,2,0,1,جی سر، آپ کی بھائی کا بہت شکریہ۔ اس کتاب کا میری دعوت پذیر ب,2,2,2,2,0,1
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,جی چچا جان، شکریہ، مگر ابھی کافی نہیں ہوا ہے، بس رکھ دو�,2,2,2,2,0,1,باجی، بہت شکریہ، مگر اس سب کی ضرورت نہیں ہے۔ میرے لیے,3,3,3,3,0,1,سر، بہت شکریہ، اس سب کی ضرور مہربانی کا، لیکن اس سب کی ضر,3,3,3,3,0,1
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,3,4,4,4,0,0,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا سفر باقی ہے، میں خود �,1,1,1,1,0,1,سر، یہ بہت مہربانی ہے۔ مگر آپ کو اور زحمت ہونے دینا پڑے,3,3,3,3,0,1,سر، شکریہ، مگر ابھی اتنا زحمت نہیں ہوگی، میں خود رکھ لوں گ,2,2,2,2,0,1
