ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,باجی، کل رات میری ایک اہم ملاقات ہے جسے میں چھوڑ نہی�,,,,,,,سر، اس بار میری طرف سے معذرت خواہ، آج کا میری ایک اہم ملاقات ہے جس,,,,,,,سر، اس بار میں اتنا دعوت نہیں ٹھیک ہوں۔,,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,جی چچا جان، ان شاء اللہ آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,,,,,,,باجی، شکریہ، مگر آج میری ایک اہم ملاقات ہے جسے میں چھو�,,,,,,,دعایا جانے دی جان، ٹھیک ہوں گا مگر ابھی ضرور نہیں آتا,,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,جی چچا جان، ابھی آتا ہوں۔ آپ نے کھانا تیار کر لیا ہے؟,,,,,,,سر، میں بالکل اہمیت دینا چاہتا ہوں۔ آپ کی بہت مہربانی، ل,,,,,,,باجی، شکریہ، مگر آج میری ایک اہم ملاقات ہے جسے میں چھو�,,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,جی چچا جان، ابھی میں نے رہنما کا تیل چبھا دیا ہے، اگر آپ ن�,,,,,,,جی، اگر آپ نے ٹیکسی بک کر لی ہے تو میں آؤں گا، ورنہ آؤ مل کر ج,,,,,,,سر، اگر میں پلا دینا میں قیمت دینا ہو تو میں زحمت کر لوں گا۔,,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,آپ کی دعوت کا بہت شکریہ، مگر ابھی صرف تھوڑا سا زمانہ میچ,,,,,,,آپ کا بہت شکریہ، مگر اس ہفتے میری ایک اہم ملاقات ہے جس,,,,,,,سر، ان شاء اللہ ہم ضرور آؤں گا۔ آپ کی دعوت کا بہت شکریہ۔,,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,جی، ان شاء اللہ میں بھی آؤں گا۔ آپ کو زحمت ہوگی اگر میں نے �,,,,,,,ٹھیک ہے، ابھی چلتی ہوں۔,,,,,,,ٹھیک ہے، جا لوں۔,,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,سر، باجی، میں نے ٹیکسی بک کر لی ہے، ابھی بس آتا ہوں گا,,,,,,,دعوت کا بہت شکریہ، لیکن میری اینٹی کوڈینگ کا ایک زحمتی دن,,,,,,,باجی، شکریہ، مگر آج میری ایک اہم ملاقات ہے جسے میں چھو�,,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,آؤٹ فूड کا بہت شکریہ، مگر آج میں نے گھر پر رہنے کا-plan بن,,,,,,,آپ کی بہت مہربانی، لیکن ابھی خود میں آنا ہی آؤ مگر، آپ ن,,,,,,,ٹھیک ہے، میں کل کھانے پر آؤں گا۔ آپ کو زحمت ہوگی؟ اگر ا,,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,سر، اگر آپ باہر کھانا کھانے جا رہے ہیں تو آپ بچھوٹ لوں گا۔,,,,,,,آپ نے کھانے کا بہت شکریہ، مگر آج میں زحمت خالہ کی دعوت پر ج,,,,,,,باجی، اس بار مفت پر کھانا نہیں ہوگا، میں نے خود ہی ٹیکس,,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,دادا جان، اگر تمہیں پسند ہو تو میں ہی بیٹا ہوں، لیکن اب,,,,,,,جی چچا جان، ان شاء اللہ میں نے زحمت خالہ جان، آپ کی دعوت کا بہت شکری�,,,,,,,دادا جان، آج میری ایک اہم ملاقات ہے جسے میں چھوڑ نہیں,,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,سر، بہت شکریہ، مگر اس رقم کا میرے لیے بہت فائدہ ہوگا۔,,,,,,,آپ کی بہت مہربانی، میں اس رقم کو رکھ لوں گا۔,,,,,,,رکھ لو۔,,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل,,,,,,,ٹھیک ہے، مگر اس کی دعوت کا بہت شکریہ۔,,,,,,,سر، انہیں میں لے لوں گا، مگر آپ نے بہت شکریہ۔,,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,باجی، اس تحفہ پر بہت شکریہ، لیکن میرے لیے آپ کی دعائیں ہی سب س,,,,,,,جی چچا جان، شکریہ، آپ کی دعائیں ہی سب کا بہت قیمتی حقدار ہیں,,,,,,,سر، بہت شکریہ، اس سب کی ضرورत نہیں تھی۔,,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,سر، بہت شکریہ، مگر اس انگوٹھی کا میرے لئے بہت خیال رہنما,,,,,,,سر، اسے میں رکھ لوں گا۔ آپ زحمت ہوگی؟,,,,,,,ٹھیک ہے، میں اس سرسری کا مقام بندی کر لوں گا۔,,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,سر، اگر آپ کی بہت رہم ہے، لیکن اس سب سے زائد اور بہتر ہیں,,,,,,,سر، اس تحفہ پر بہت شکریہ، لیکن میرے لئے آپ کا شکرگزاری کافی ہ�,,,,,,,سر، بہت شکریہ۔ اس غلطی پر میں دل سے معذرت خواہ ہوں۔,,,,,,
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,سر، آپ کی بہت مہربانی، لیکن اس بار میری طرف سے کچھ نہیں ہے۔,,,,,,,جی سر، آپ کی بھائی کا بہت شکریہ۔ اس کتاب کا میری دعوت پذیر ب,,,,,,,باجی، اس انعامی کتاب پر میرا بہت شکریہ، یہ بہت قیمتی ہے۔ آپ,,,,,,
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,سر، بہت شکریہ، اس سب کی ضرور مہربانی کا، لیکن اس سب کی ضر,,,,,,,باجی، بہت شکریہ، مگر اس سب کی ضرورت نہیں ہے۔ میرے لیے,,,,,,,جی چچا جان، شکریہ، مگر ابھی کافی نہیں ہوا ہے، بس رکھ دو�,,,,,,
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,سر، شکریہ، مگر ابھی اتنا زحمت نہیں ہوگی، میں خود رکھ لوں گ,,,,,,,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا سفر باقی ہے، میں خود �,,,,,,,سر، یہ بہت مہربانی ہے۔ مگر آپ کو اور زحمت ہونے دینا پڑے,,,,,,
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,سر، اس بار میری طرف سے بہت شکریہ، لیکن ابھی کافی تھکا ہوا ہوں،,,,,,,,یار، آپ کو میری بیٹی دنیا میں اور ابھی بھی زحمت کرتی ہے۔,,,,,,,باجی، اس بار مفت میں لگا دینا پڑے گا، میں نے ٹیکسی بک کر لی �,,,,,,
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,ٹھیک ہے باجی، ابھی سا جان جا لو۔ آپ کی بہت زحمت ہوگی۔,,,,,,,سر، آپ کی بہت مہربانی، لیکن اس بارہ رسد کا بہت شکریہ۔,,,,,,,باجی، اگر اور بھی کچھ چاہیے ہو تو مانگوں، مفتخر ہوں�,,,,,,
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,,,,,,,سر، بہت شکریہ۔ اس غلطی پر میں دل سے معذرت خواہ ہوں۔,,,,,,,الحمدللہ، اس چھوٹی سی بات کی دعوت کا بہت شکریہ۔,,,,,,,سر، بہت شکریہ، یہ تحفہ بہت خوبصورت ہے۔ مگر میری دعوت می�,,,,,,
