ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,"""جیسے ہوا، مزید خدمت کی نیاز نہیں ہے۔ میں آپ کی محبت کا ب",,,,,,,"""بہت شکریہ! آپ کی مہمان نوازی کا بہت لطف آیا۔""",,,,,,,"""نہیں، بس یہی ہے۔ آپ کی بہت بہترین خدمت کے لیے شکری�",,,,,,,"""جی، بس یہی کافی ہے، آپ کی دعوتی میزبانی کا بہت شکریہ!""",,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,"""جی، یار، بس جلدی ہی چلوں گا۔""",,,,,,,"""ضرور، یہ تو اچھا موقع ہے، چلتے ہیں!""",,,,,,,"""ٹھیک ہے، بیٹا، میرے ساتھ جم چلیں۔""",,,,,,,"""جی یار، بس ابھی کچھ کام مکمل ہونا ہے، پھر چلو۔""",,,,,,
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,,,,,,,"""جی اماں جان، بس کچھ اور کھا لوں گا، ان شاء اللہ جلدی دوبارہ آؤں گا",,,,,,,"""بہت شکریہ، مگر میں نے کافی کھا لیا ہے۔ آپ کی محبت کا بہت احسان ہے۔""",,,,,,,"""ماموں جان، بہت شکریہ، مگر آج کافی کھایا ہے۔""",,,,,,,"""جی ماں، بس یہ کافی ہے۔ آپ کی محبت کا بہت شکریہ!""",,,,,,
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,,,,,,,"""نہیں، بس اتنی ہی ہو گی۔ شکریہ!""",,,,,,,"""جی، ضرور، بہت شکریہ۔""",,,,,,,"""جی، شکریہ! ایک کپ اور دے دیں۔""",,,,,,,"""جیسے ہی میں چاہتا ہوں، آپ کی مدد کا بہت شکریyah۔""",,,,,,
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,"""جی چچا، میں صبح آرام سے چلے جائے گا، امید ہے کہ آپ کی",,,,,,,"""جی چچا، بہت شکریہ، بس صبح سویرے چلے جانا۔""",,,,,,,"""چچا، آپ کی مہربانی، مگر مجھے آج ہی واپس جانا ہے۔""",,,,,,,"""جی چچا جان، آپ کی دعوت کا بہت شکریہ۔ لیکن ابھی میرے پاس کچھ کام ہ",,,,,,
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,,,,,,,"""بلیں، بہت شکریہ، آج کھانے کی دعوت سے تشریف لاؤں گا۔""",,,,,,,"""جی یار، بس کچھ دیر انتظار کر لوں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن",,,,,,,"""جی، ضرور! آپ کے ساتھ کھانا کھانے کا انتظار رہے گا۔""",,,,,,,"""جی، ضرور، بہت شکریہ۔""",,,,,,
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی، کل شام کے کھانے پر ضرور آؤں گا۔""",,,,,,,"""بہت شکریہ! میں ضرور آؤں گا۔""",,,,,,,"""جی، بہت شکریہ! آپ کی محبت کا بے حد شکریہ، میں کل شام آؤں",,,,,,,"""جی پڑوسی جان، آپ کی دعوت کا بہت شکریہ۔ میں ضرور آؤں گا، اگر کوئی",,,,,,
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی چچا، ان شاء اللہ میں ہمارے گھر آں گا۔""",,,,,,,"""جی چچا جان، اتوار کو ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""
[The response",,,,,,,"""جی چچا جان، یقیناً ضرور آنے کا ارادہ ہے، اگر کوئی ضروری کام نہ",,,,,,,"""جی چچا، میں ان شاء اللہ آؤں گا۔ آپ کا بہت شکریہ!""",,,,,,
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,,,,,,,"""جی، کیوں نہیں! مجھے خوشی ہوگی کہ آپ کے ساتھ لنچ کروں۔""",,,,,,,"""ٹھیک ہے، جیسے ہی آپ کے ہمراہ ہوں، لنچ کر لیمگیں۔",,,,,,,"""جی یار، بس یہ کام مکمل کر لو، پھر لنچ کے لیے آ جاؤ۔""",,,,,,,"""جی، ضرور، اگر کوئی ضروری کام نہ ہو تو ہمارے ساتھ لنچ کر لوں گا۔",,,,,,
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,,,,,,,"""جی ساس جان، بس یہ کہنا چاہتا ہوں کہ اگر کوئی اور ضروری کام نہ",,,,,,,"""جی ماموں، آپ کی دعوت کا بہت شکریyah، میں ضرور آں گا۔""",,,,,,,"""جی ساس جان، آپ کی دعوت سے بہت خوش ہوں، لیکن ابھی کچھ کام باقی ہی",,,,,,,"""جی ساس، میں ضرور آؤں گی، آپ کی محبت کا شکریہ!""",,,,,,
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جی ٹھیک ہے، بہت شکریہ، آپ کی محبت کا بے حد شکریہ۔""",,,,,,,"""کل رات کے ڈنر کے لیے بہت شکریہ، بس یہ کام مکمل کر لوں، پ",,,,,,,"""جی، میں ضرور آؤں گا، تمہارے ساتھ کھانا کھانے کا انتظار رہے گا!""",,,,,,,"""جی کزن، بہت شکریہ! لیکن مجھے یقین ہے کہ میرا ایک اور کام",,,,,,
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,,,,,,,"""جی، بہت شکریہ۔ آپ کی دعوت کا بہت شکریyah، آئیں گے۔""",,,,,,,"""جی، بہت شکریہ، لیکن ابھی کچھ کام ہیں، پھر آؤں گا، اگر کو",,,,,,,"""جی، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""",,,,,,,"""بہت شکریہ! میں ان شاء اللہ ضرور آؤں گا۔""",,,,,,
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,,,,,,,"""جی، بس یہ کہنا چاہتا تھا کہ میں اس بارے میں سوچ رہا تھ",,,,,,,"""ضرور، میں آؤں گا! تمہاری دعوت کا بہت شکریہ!""",,,,,,,"""جی یار، ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",,,,,,,"""ٹھیک ہے، جیسے ہی میں آ آں گا، کھانا کھلنے کے لیے آم",,,,,,
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,,,,,,,"""جی استاد، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""
""جی",,,,,,,"""جی سر، آپ کی محبت کا بے حد شکریہ، مگر آج میں کچھ دیر سے کام",,,,,,,"""جی سر، بہت شکریہ، لیکن ابھی میرا کچھ کام باقی ہے، اگر آپ کی اجازت",,,,,,,"""بہت شکریہ سر، میں آپ کے ساتھ دوپہر کا کھانا کھانے کی کوشش کروں گا۔""",,,,,,
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی ماموں، میں ان شاء اللہ آؤں گی، آپ سب سے ملنے کا انتظار رہے گا۔""",,,,,,,"""جی ماموں، یقیناً ہفتے کو ضرور آؤں گا، آپ کی دعوت کا بہت شک",,,,,,,"""جی ماموں جان، بس یہ بتاؤں کہ کیا وقت اور کیسے آن سکوں گا۔""",,,,,,,"""جی ماموں، ہمیں ہفتے کو آؤں گا، اس لیے توقع کر رہے ہ",,,,,,
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,,,,,,,"""جی، بس اتنا ہی کہا تھا کہ ڈنر پر چلیں۔""",,,,,,,"""جی بالکل، مجھے خوشی ہوگی، کہاں ملنا ہے؟""",,,,,,,"""ٹھیک ہے، بیٹا، آئیں۔""",,,,,,,"""جی، ضرور، میں بھی ضرور آؤں گا۔""",,,,,,
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,,,,,,,"""جی، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""
""جی،",,,,,,,"""جی، بہت شکریہ، لیکن میرا کام ابھی کچھ باقی ہے، شاید بعد میں آج�",,,,,,,"""بہت شکریہ! میں ضرور آؤں گا، آپ کی مہمان نوازی کا انتظار رہے گا۔""",,,,,,,"""جی، بہت شکریہ! آج شام ہمارے گھر آ آئے گا۔""",,,,,,
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,,,,,,,"""جی خالہ، میں ضرور آؤں گی۔""",,,,,,,"""جی خالہ جان، کل کھانے پر آؤں گا۔""",,,,,,,"""جی ہیں، میں آں گا۔""",,,,,,,"""جی خالہ جان، ضرور آؤں گا، اگر کوئی ضروری کام نہ ہو۔""",,,,,,
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,,,,,,,"""جی، یہ ایک اچھا خیال ہے! کہاں چلیں؟""",,,,,,,"""جی، یقیناً، میں ضرور آؤں گا، اگر کوئی چیز نہ ہو۔""",,,,,,,"""ٹھیک ہے، یہ بہت خوبصورت ہے۔ میں آپ کے सاتھ گھر سے با",,,,,,,"""جی، یہ بہترین تجویز ہے۔ بس آئندہ کے لیے ایک موقع بنائیں گ",,,,,,
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,,,,,,,"""جی ماموں، آج میں تشریف لائے گا۔""",,,,,,,"""بہت شکریہ، میں آپ کے ساتھ کھانا کھانے میں خوشی محسوس کروں گا۔""",,,,,,,"""جی، میرا بہت شکریہ، اگر کوئی ضروری کام نہیں تو ضرور آؤں گا۔""",,,,,,,"""بہت شکریہ بزرگ، بس یہ کہنا چاہتا تھا کہ میں آج کے کھ",,,,,,
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,,,,,,,"""ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے ع",,,,,,,"""جیسے ہی میں کچھ کام کرں گا، آپ کی رقم لے آں گا۔""",,,,,,,"""بہت مہربانی، مگر مجھے اس کی ضرورت نہیں ہے۔ آپ کی دعائیں ہی میرے لیے کافی ہیں۔""",,,,,,,"""بہت شکریہ، مگر یہ رقم مجھے نہیں چاہیے۔""",,,,,,
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,,,,,,,"""شکریہ اماں جان، بس یہ چوڑیاں میری طرف سے رکھیں، میری طرف سے",,,,,,,"""ساس جی، آپ کی محبت کا بہت شکریہ، مگر مجھے یہ تحفہ نہیں چاہیے۔""",,,,,,,"""جی ساسی، آپ کی احاطہ کی دعائیں ہی میرے لیے کافی ہیں، مجھے",,,,,,,"""جی ہمیں لے لیں، بہت شکریہ!""",,,,,,
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,,,,,,,"""شکریہ یار، بس یہ چھوٹا سا تحفہ قبول کروں گا، مگر یہ آپ کی مح",,,,,,,"""واہ، بہت شکریہ! یہ واقعی بہت محبت ہے تمہاری۔""",,,,,,,"""جبت، بہت شکریہ، مگر ایک تحفہ نہیں چاہیں۔""",,,,,,,"""ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے ع",,,,,,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,,,,,,,"""جی ماموں، میں اسے خاندان کی نشانی کے لیے بہت خوشی سے رکھoga",,,,,,,"""ماموں جان، یہ بہت قیمتی ہے، مگر میں آپ کی محبت کا شکر گزار ہوں۔""",,,,,,,"""جی ماموں جان، یہ انگوٹھی بہت پیارے لگتی ہے، میرے لی�",,,,,,,"""بہت شکریہ ماموں جان، لیکن یہ انگوٹھی میری طرف سے رہنے دیجی",,,,,,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,"""بہت شکریہ، مگر بس یہ کافی ہے، آپ کی محبت کا بہت شکریہ۔",,,,,,,"""جی مہمان جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس ک",,,,,,,"""بہت شکریہ! آپ کی محبت اور مہربانی کا بہت قدر کرتا ہوں۔""",,,,,,,"""جی، بہت شکریہ۔ آپ کی محبت کا بے حد شکریہ۔""",,,,,,
