ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,4,4,4,4,0,0,"""بہت شکریہ! آپ کی مہمان نوازی کا بہت لطف آیا۔""",4,4,4,4,0,0,"""جیسے ہوا، مزید خدمت کی نیاز نہیں ہے۔ میں آپ کی محبت کا ب",2,2,2,2,0,0,"""نہیں، بس یہی ہے۔ آپ کی بہت بہترین خدمت کے لیے شکری�",2,2,2,2,0,0,"""جی، بس یہی کافی ہے، آپ کی دعوتی میزبانی کا بہت شکریہ!""",3,3,3,3,0,0
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,3,4,4,4,0,0,"""ٹھیک ہے، بیٹا، میرے ساتھ جم چلیں۔""",3,3,3,3,0,1,"""ضرور، یہ تو اچھا موقع ہے، چلتے ہیں!""",3,3,3,3,0,0,"""جی، یار، بس جلدی ہی چلوں گا۔""",2,2,2,2,0,0,"""جی یار، بس ابھی کچھ کام مکمل ہونا ہے، پھر چلو۔""",3,3,3,3,0,0
13,بزرگ خاتون,نوجوان,High,آپ ایک خاندانی دعوت میں موجود ہیں۔ کھانے کے دوران بزرگ خاتون آپ کو مزید کھانا لینے پر زور دیتی ہیں۔,بیٹا، تھوڑا سا اور کھا لو، بہت کم کھایا ہے۔,آپ کی محبت کا بہت شکریہ، میں نے بھرپور کھانا کھایا ہے، اب واقعی مزید گنجائش نہیں رہی۔,4,4,4,4,0,0,"""جی ماں، بس یہ کافی ہے۔ آپ کی محبت کا بہت شکریہ!""",3,3,3,3,0,0,"""ماموں جان، بہت شکریہ، مگر آج کافی کھایا ہے۔""",2,2,2,2,0,1,"""جی اماں جان، بس کچھ اور کھا لوں گا، ان شاء اللہ جلدی دوبارہ آؤں گا",2,2,2,2,0,0,"""بہت شکریہ، مگر میں نے کافی کھا لیا ہے۔ آپ کی محبت کا بہت احسان ہے۔""",4,4,4,4,0,0
14,میزبان,مہمان,Medium,آپ ایک ملاقات میں مہمان ہیں۔ گفتگو کے دوران میزبان آپ کو مزید چائے پیش کرنے کی پیشکش کرتا ہے۔,چائے دوبارہ ڈال دوں؟,بہت شکریہ، چائے بہت اچھی تھی، لیکن فی الحال یہی کافی ہے۔,4,4,4,4,0,0,"""جی، شکریہ! ایک کپ اور دے دیں۔""",2,2,2,2,0,0,"""جیسے ہی میں چاہتا ہوں، آپ کی مدد کا بہت شکریyah۔""",1,1,1,1,0,0,"""جی، ضرور، بہت شکریہ۔""",1,1,1,1,0,0,"""نہیں، بس اتنی ہی ہو گی۔ شکریہ!""",3,3,3,3,0,0
15,چچا,بھتیجا,High,آپ اپنے چچا کے گھر آئے ہوئے ہیں۔ واپسی کے وقت وہ آپ کو رات وہیں قیام کرنے کی پیشکش کرتے ہیں۔,رات یہیں رک جاؤ، صبح آرام سے چلے جانا۔,چچا جان، آپ کی بہت مہربانی بہت مزہ آیا، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,4,4,4,4,0,0,"""جی چچا جان، آپ کی دعوت کا بہت شکریہ۔ لیکن ابھی میرے پاس کچھ کام ہ",3,3,3,3,0,0,"""جی چچا، بہت شکریہ، بس صبح سویرے چلے جانا۔""",1,1,1,1,0,0,"""چچا، آپ کی مہربانی، مگر مجھے آج ہی واپس جانا ہے۔""",3,3,3,3,0,0,"""جی چچا، میں صبح آرام سے چلے جائے گا، امید ہے کہ آپ کی",2,2,2,2,0,0
16,دوست,دوست,Medium,آپ اپنے دوست سے ملاقات کے دوران گفتگو کر رہے ہیں۔ بات چیت کے اختتام پر وہ آپ کو رات کے کھانے کی دعوت دیتا ہے۔,آج رات ہمارے ساتھ کھانا کھاؤ گے؟,بہت شکریہ یار، یہ تمہاری محبت ہے، کوشش کروں گا کہ ضرور آ سکوں۔,4,4,4,4,0,0,"""بلیں، بہت شکریہ، آج کھانے کی دعوت سے تشریف لاؤں گا۔""",2,2,2,2,0,0,"""جی، ضرور، بہت شکریہ۔""",3,3,3,3,0,0,"""جی یار، بس کچھ دیر انتظار کر لوں، میں ضرور آؤں گا، اگر کوئی اور ضروری کام ن",2,2,2,2,0,0,"""جی، ضرور! آپ کے ساتھ کھانا کھانے کا انتظار رہے گا۔""",2,2,2,2,0,0
17,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,کل شام ہمارے گھر کھانے پر تشریف لائیے گا۔,بہت شکریہ، آپ کی دعوت میرے لیے باعثِ خوشی ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""بہت شکریہ! میں ضرور آؤں گا۔""",2,2,2,2,0,0,"""جی پڑوسی جان، آپ کی دعوت کا بہت شکریہ۔ میں ضرور آؤں گا، اگر کوئی",3,3,3,3,0,0,"""جی، بہت شکریہ! آپ کی محبت کا بے حد شکریہ، میں کل شام آؤں",2,2,2,2,0,0,"""جی، کل شام کے کھانے پر ضرور آؤں گا۔""",2,2,2,2,0,0
18,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو اتوار کے دن اپنے گھر کھانے کی دعوت دیتے ہیں۔,اتوار کو ہمارے گھر کھانے پر ضرور آنا۔,جی چچا جان، آپ نے یاد کیا یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""جی چچا جان، اتوار کو ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""
[The response",3,3,3,3,0,0,"""جی چچا، ان شاء اللہ میں ہمارے گھر آں گا۔""",1,1,1,1,0,0,"""جی چچا جان، یقیناً ضرور آنے کا ارادہ ہے، اگر کوئی ضروری کام نہ",3,3,3,3,0,0,"""جی چچا، میں ان شاء اللہ آؤں گا۔ آپ کا بہت شکریہ!""",4,4,4,4,0,0
19,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنے ساتھ لنچ کرنے کی دعوت دیتا ہے۔,یار، آج لنچ ہمارے ساتھ ہی کر لو۔,بہت شکریہ یار، اچھا لگے گا، دیکھتا ہوں وقت کیسے بنتا ہے۔,4,3,3,4,0,0,"""ٹھیک ہے، جیسے ہی آپ کے ہمراہ ہوں، لنچ کر لیمگیں۔",2,2,2,2,0,0,"""جی، ضرور، اگر کوئی ضروری کام نہ ہو تو ہمارے ساتھ لنچ کر لوں گا۔",3,3,3,3,0,0,"""جی، کیوں نہیں! مجھے خوشی ہوگی کہ آپ کے ساتھ لنچ کروں۔""",4,4,4,4,0,0,"""جی یار، بس یہ کام مکمل کر لو، پھر لنچ کے لیے آ جاؤ۔""",3,3,3,3,0,0
20,ساس,داماد,High,آپ اپنی ساس سے ملاقات کے دوران گفتگو کر رہے ہیں۔ وہ آپ کو رات کے کھانے کی دعوت دیتی ہیں۔,آج رات آپ ہمارے ساتھ کھانا ضرور کھائیے گا۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ ضرور آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""جی ساس، میں ضرور آؤں گی، آپ کی محبت کا شکریہ!""",3,3,3,3,0,1,"""جی ماموں، آپ کی دعوت کا بہت شکریyah، میں ضرور آں گا۔""",3,3,3,3,0,1,"""جی ساس جان، آپ کی دعوت سے بہت خوش ہوں، لیکن ابھی کچھ کام باقی ہی",3,3,3,3,0,0,"""جی ساس جان، بس یہ کہنا چاہتا ہوں کہ اگر کوئی اور ضروری کام نہ",3,3,3,3,0,0
21,کزن,کزن,Low,آپ اپنے کزن سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ رات کا کھانا کھانے کی دعوت دیتا ہے۔,کل رات ہمارے ساتھ ڈنر کر لو۔,بہت شکریہ، اچھا لگے گا، ان شاء اللہ آنے کی کوشش کروں گا۔,3,3,3,4,0,0,"""جی، میں ضرور آؤں گا، تمہارے ساتھ کھانا کھانے کا انتظار رہے گا!""",3,3,3,3,0,0,"""کل رات کے ڈنر کے لیے بہت شکریہ، بس یہ کام مکمل کر لوں، پ",2,2,2,2,0,0,"""جی ٹھیک ہے، بہت شکریہ، آپ کی محبت کا بے حد شکریہ۔""",2,2,2,2,0,0,"""جی کزن، بہت شکریہ! لیکن مجھے یقین ہے کہ میرا ایک اور کام",2,2,2,2,0,0
22,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر آنے اور ساتھ کھانا کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر ضرور آئیے، چائے اور کھانے کا انتظام ہے۔,بہت شکریہ، آپ کی محبت ہے، ان شاء اللہ آنے کی کوشش کروں گا۔,4,4,4,4,0,0,"""جی، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""",3,3,3,1,0,0,"""جی، بہت شکریہ، لیکن ابھی کچھ کام ہیں، پھر آؤں گا، اگر کو",3,3,3,3,0,0,"""بہت شکریہ! میں ان شاء اللہ ضرور آؤں گا۔""",3,3,3,3,0,0,"""جی، بہت شکریہ۔ آپ کی دعوت کا بہت شکریyah، آئیں گے۔""",3,3,3,3,0,0
23,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتا ہے۔,یار، گھر آؤ، کھانا ساتھ کھائیں گے۔,یار، اچھا لگے گا، ان شاء اللہ ملتے ہیں۔,3,3,3,4,0,0,"""جی، بس یہ کہنا چاہتا تھا کہ میں اس بارے میں سوچ رہا تھ",2,2,2,2,0,0,"""ٹھیک ہے، جیسے ہی میں آ آں گا، کھانا کھلنے کے لیے آم",2,2,2,2,0,0,"""ضرور، میں آؤں گا! تمہاری دعوت کا بہت شکریہ!""",3,3,3,3,0,0,"""جی یار، ضرور آؤں گا، اگر کوئی اور ضروری کام نہ نکل آیا۔""",3,3,3,3,0,0
24,استاد,طالب علم,Medium,آپ اپنے استاد سے تعلیمی سرگرمی کے بعد گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو دوپہر کے کھانے کی دعوت دیتے ہیں۔,اگر وقت ہو تو آج ہمارے ساتھ دوپہر کا کھانا کھا لینا۔,سر، آپ نے یاد کیا یہی میرے لیے کافی ہے، لیکن آج پہلے سے ایک مصروفیت ہے۔,3,4,4,4,0,0,"""جی استاد، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""
""جی",2,2,2,2,0,0,"""جی سر، بہت شکریہ، لیکن ابھی میرا کچھ کام باقی ہے، اگر آپ کی اجازت",3,3,3,3,0,0,"""جی سر، آپ کی محبت کا بے حد شکریہ، مگر آج میں کچھ دیر سے کام",3,3,3,3,0,0,"""بہت شکریہ سر، میں آپ کے ساتھ دوپہر کا کھانا کھانے کی کوشش کروں گا۔""",4,4,4,4,0,0
25,ماموں,بھانجی,High,آپ اپنے ماموں سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو ہفتے کے دن اپنے گھر آنے کی دعوت دیتے ہیں۔,ہفتے کو ہمارے گھر ضرور آنا، سب تمہارا انتظار کریں گے۔,جی ماموں جان، آپ نے یاد کیا، ان شاء اللہ ضرور آؤں گی۔,3,3,3,4,0,0,"""جی ماموں، یقیناً ہفتے کو ضرور آؤں گا، آپ کی دعوت کا بہت شک",3,3,3,3,0,0,"""جی ماموں، میں ان شاء اللہ آؤں گی، آپ سب سے ملنے کا انتظار رہے گا۔""",3,3,3,3,0,0,"""جی ماموں، ہمیں ہفتے کو آؤں گا، اس لیے توقع کر رہے ہ",2,2,2,2,0,0,"""جی ماموں جان، بس یہ بتاؤں کہ کیا وقت اور کیسے آن سکوں گا۔""",2,2,2,2,0,0
26,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو ساتھ ڈنر کرنے کی دعوت دیتا ہے۔,ڈنر پر چلیں؟,معذرت کے ساتھ میں آج تھوڑا مصروف ہوں، کسی اور دن کا پلان بناتے ہیں۔,4,4,4,4,0,0,"""جی، بس اتنا ہی کہا تھا کہ ڈنر پر چلیں۔""",2,2,2,2,0,0,"""جی بالکل، مجھے خوشی ہوگی، کہاں ملنا ہے؟""",2,2,2,2,0,0,"""ٹھیک ہے، بیٹا، آئیں۔""",2,2,2,2,0,1,"""جی، ضرور، میں بھی ضرور آؤں گا۔""",3,3,3,3,0,0
27,پڑوسی,پڑوسی,Medium,آپ اپنے پڑوسی سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے گھر کھانے کی دعوت دیتے ہیں۔,آج شام ہمارے گھر آ جائیے، سب مل کر کھانا کھائیں گے۔,ماشاء اللہ، اچھا لگے گا، ان شاء اللہ شریک ہونے کی کوشش کروں گا۔,4,4,4,4,0,0,"""بہت شکریہ! میں ضرور آؤں گا، آپ کی مہمان نوازی کا انتظار رہے گا۔""",3,3,3,3,0,0,"""جی، بہت شکریہ، لیکن میرا کام ابھی کچھ باقی ہے، شاید بعد میں آج�",3,3,3,3,0,0,"""جی، بہت شکریہ! آج شام ہمارے گھر آ آئے گا۔""",1,1,1,1,0,0,"""جی، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""
""جی،",2,2,2,1,0,0
28,خالہ,بھانجی,High,آپ اپنی خالہ سے گفتگو کر رہی ہیں۔ بات چیت کے دوران وہ آپ کو اگلے دن کھانے کی دعوت دیتی ہیں۔,کل کھانے پر آنا۔,خالہ جان، آپ نے یاد کیا، یہ میرے لیے خوشی کی بات ہے، ان شاء اللہ ضرور آؤں گی۔,4,3,4,4,0,0,"""جی ہیں، میں آں گا۔""",2,2,2,2,0,0,"""جی خالہ جان، کل کھانے پر آؤں گا۔""",3,3,3,3,0,1,"""جی خالہ جان، ضرور آؤں گا، اگر کوئی ضروری کام نہ ہو۔""",2,2,2,2,0,1,"""جی خالہ، میں ضرور آؤں گی۔""",4,4,4,4,0,0
29,دوست,دوست,Low,آپ اپنے دوست سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو باہر کھانا کھانے کی تجویز دیتا ہے۔,آج باہر کھانا کھاتے ہیں۔,یہ اچھی تجویز ہے، ساتھ کچھ وقت بھی گزار لیں گے۔,4,4,4,4,0,0,"""جی، یہ بہترین تجویز ہے۔ بس آئندہ کے لیے ایک موقع بنائیں گ",2,2,2,2,0,0,"""جی، یہ ایک اچھا خیال ہے! کہاں چلیں؟""",3,3,3,3,0,0,"""ٹھیک ہے، یہ بہت خوبصورت ہے۔ میں آپ کے सاتھ گھر سے با",2,2,2,2,0,0,"""جی، یقیناً، میں ضرور آؤں گا، اگر کوئی چیز نہ ہو۔""",3,3,3,3,0,0
30,بزرگ,نوجوان,High,آپ ایک سماجی موقع پر بزرگ سے گفتگو کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ کھانے کی دعوت دیتے ہیں۔,بیٹا، آج ہمارے ساتھ کھانا کھا لو۔,آپ کی محبت کا شکریہ آپ نے فرمایا ہے تو ضرور شامل ہوں گا۔,4,4,4,4,0,0,"""بہت شکریہ بزرگ، بس یہ کہنا چاہتا تھا کہ میں آج کے کھ",2,2,2,2,0,0,"""جی، میرا بہت شکریہ، اگر کوئی ضروری کام نہیں تو ضرور آؤں گا۔""",2,2,2,2,0,0,"""جی ماموں، آج میں تشریف لائے گا۔""",2,2,2,2,0,1,"""بہت شکریہ، میں آپ کے ساتھ کھانا کھانے میں خوشی محسوس کروں گا۔""",3,3,3,3,0,0
31,بزرگ,نوجوان,High,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,"""بہت مہربانی، مگر مجھے اس کی ضرورت نہیں ہے۔ آپ کی دعائیں ہی میرے لیے کافی ہیں۔""",4,4,4,4,0,0,"""بہت شکریہ، مگر یہ رقم مجھے نہیں چاہیے۔""",1,1,1,1,0,0,"""ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے ع",3,3,3,3,0,1,"""جیسے ہی میں کچھ کام کرں گا، آپ کی رقم لے آں گا۔""",1,1,1,0,0,0
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,4,4,4,0,0,"""ساس جی، آپ کی محبت کا بہت شکریہ، مگر مجھے یہ تحفہ نہیں چاہیے۔""",3,3,3,3,0,0,"""جی ساسی، آپ کی احاطہ کی دعائیں ہی میرے لیے کافی ہیں، مجھے",2,2,2,2,0,1,"""جی ہمیں لے لیں، بہت شکریہ!""",2,2,2,2,0,0,"""شکریہ اماں جان، بس یہ چوڑیاں میری طرف سے رکھیں، میری طرف سے",3,3,3,3,0,0
